Zip,zindex,el_avg_w,el_num11,el_num12,el_num13,el_num_avg
92570,240500.0,717.2,4644.0,4627.0,4588.0,4619.66666667
92571,227300.0,757.3,3157.0,3290.0,3215.0,3220.66666667
92582,234000.0,659.25,343.0,332.0,346.0,340.333333333
92583,184500.0,735.111111111,2001.0,2007.0,2019.0,2009.0
92584,309800.0,781.625,1069.0,1055.0,880.0,1001.33333333
92585,280300.0,740.6,1536.0,1482.0,1455.0,1491.0
92586,182700.0,757.5,255.0,235.0,201.0,230.333333333
92587,345300.0,782.0,186.0,170.0,166.0,174.0
92590,855000.0,588.0,86.0,125.0,190.0,133.666666667
92591,377800.0,792.571428571,756.0,736.0,702.0,731.333333333
92592,401200.0,806.133333333,970.0,979.0,948.0,965.666666667
92595,327000.0,795.333333333,800.0,1112.0,1021.0,977.666666667
92596,344700.0,794.75,225.0,235.0,232.0,230.666666667
92602,790000.0,878.5,657.0,677.0,739.0,691.0
92603,990900.0,937.0,388.0,422.0,414.0,408.0
92604,682000.0,875.0,877.0,906.0,943.0,908.666666667
92606,691400.0,915.0,309.0,320.0,313.0,314.0
92612,659300.0,839.333333333,428.0,450.0,454.0,444.0
92614,611100.0,893.2,582.0,571.0,569.0,574.0
92618,723800.0,902.0,139.0,160.0,154.0,151.0
92620,768300.0,908.0,844.0,905.0,1052.0,933.666666667
92624,747800.0,737.0,52.0,46.0,58.0,52.0
92625,1566700.0,845.0,22.0,17.0,18.0,19.0
92626,641900.0,769.454545455,2167.0,2127.0,2158.0,2150.66666667
92627,665300.0,732.125,2001.0,2103.0,2068.0,2057.33333333
92629,776700.0,723.5,404.0,415.0,401.0,406.666666667
92630,597800.0,757.75,1358.0,1495.0,1411.0,1421.33333333
92646,682100.0,833.375,369.0,350.0,380.0,366.333333333
92647,611300.0,810.846153846,2082.0,2098.0,2137.0,2105.66666667
92648,797500.0,805.0,376.0,365.0,338.0,359.666666667
92649,679100.0,768.5,438.0,449.0,453.0,446.666666667
92651,1432600.0,803.0,66.0,66.0,55.0,62.3333333333
92653,658300.0,760.5,552.0,576.0,568.0,565.333333333
92655,448100.0,857.333333333,882.0,868.0,826.0,858.666666667
92656,511400.0,812.857142857,646.0,619.0,594.0,619.666666667
92660,1380600.0,831.333333333,91.0,95.0,78.0,88.0
92663,1221300.0,712.666666667,606.0,637.0,642.0,628.333333333
92672,765100.0,688.75,480.0,463.0,472.0,471.666666667
92673,806300.0,736.666666667,542.0,543.0,567.0,550.666666667
92675,643900.0,674.375,1717.0,1685.0,1746.0,1716.0
92677,727400.0,767.571428571,560.0,569.0,575.0,568.0
92679,771500.0,852.5,53.0,56.0,50.0,53.0
92683,528200.0,819.875,5484.0,5600.0,5579.0,5554.33333333
92688,573500.0,820.888888889,545.0,564.0,568.0,559.0
92691,606600.0,746.2,1620.0,1607.0,1575.0,1600.66666667
92692,634400.0,747.833333333,604.0,643.0,610.0,619.0
92694,732200.0,880.5,161.0,164.0,155.0,160.0
92701,372000.0,762.692307692,5763.0,5741.0,5599.0,5701.0
92703,387800.0,737.454545455,4387.0,4425.0,4267.0,4359.66666667
92704,416700.0,748.65,10747.0,10559.0,10524.0,10610.0
92705,792900.0,773.692307692,3484.0,3462.0,3514.0,3486.66666667
92706,494100.0,753.857142857,2775.0,2831.0,2922.0,2842.66666667
92707,380100.0,736.363636364,5417.0,5296.0,5395.0,5369.33333333
92708,666300.0,856.384615385,3008.0,3021.0,2934.0,2987.66666667
92780,574400.0,745.769230769,3828.0,3825.0,3753.0,3802.0
92782,642300.0,879.0,335.0,341.0,298.0,324.666666667
92801,424600.0,760.181818182,4697.0,4574.0,4401.0,4557.33333333
92802,447600.0,750.833333333,2956.0,2938.0,2709.0,2867.66666667
92804,446500.0,751.944444444,7528.0,7266.0,7056.0,7283.33333333
92805,418400.0,749.2,6172.0,5955.0,5478.0,5868.33333333
92806,501000.0,724.666666667,3594.0,3622.0,3320.0,3512.0
92807,627100.0,826.75,431.0,408.0,379.0,406.0
92808,648200.0,864.0,148.0,154.0,171.0,157.666666667
92821,576900.0,845.875,929.0,766.0,741.0,812.0
92831,534000.0,762.875,1325.0,1446.0,1336.0,1369.0
92832,431400.0,784.4,1416.0,1376.0,1263.0,1351.66666667
92833,471300.0,827.888888889,2424.0,2440.0,2303.0,2389.0
92835,663700.0,864.0,360.0,399.0,381.0,380.0
92840,447800.0,769.846153846,3733.0,3770.0,3739.0,3747.33333333
92841,464200.0,766.166666667,3475.0,3427.0,3307.0,3403.0
92843,439000.0,789.818181818,4429.0,4414.0,4361.0,4401.33333333
92844,435900.0,837.75,2734.0,2889.0,2841.0,2821.33333333
92845,532100.0,882.166666667,499.0,573.0,613.0,561.666666667
92860,467800.0,743.0,768.0,764.0,789.0,773.666666667
92861,1167100.0,803.5,511.0,517.0,513.0,513.666666667
92865,548700.0,747.0,400.0,449.0,479.0,442.666666667
92866,532300.0,756.5,423.0,406.0,418.0,415.666666667
92867,603300.0,690.6,1701.0,1712.0,1709.0,1707.33333333
92868,438600.0,761.333333333,739.0,763.0,746.0,749.333333333
92869,614000.0,782.666666667,1622.0,1646.0,1684.0,1650.66666667
92870,568400.0,750.4,2456.0,2381.0,2233.0,2356.66666667
92879,363300.0,746.857142857,1682.0,1683.0,1796.0,1720.33333333
92880,489900.0,784.714285714,1762.0,1607.0,1665.0,1678.0
92881,464300.0,728.666666667,1150.0,1148.0,1286.0,1194.66666667
92882,407800.0,735.357142857,3157.0,3085.0,3300.0,3180.66666667
92883,423200.0,827.5,345.0,371.0,387.0,367.666666667
92886,678300.0,854.142857143,279.0,272.0,250.0,267.0
92887,773900.0,815.0,78.0,72.0,59.0,69.6666666667
93001,494700.0,678.666666667,1217.0,1255.0,1315.0,1262.33333333
93003,493400.0,708.0,972.0,950.0,996.0,972.666666667
93004,479800.0,745.0,212.0,216.0,223.0,217.0
93010,525600.0,698.636363636,554.0,544.0,539.0,545.666666667
93012,517700.0,810.833333333,435.0,502.0,525.0,487.333333333
93013,773600.0,747.0,800.0,772.0,770.0,780.666666667
93015,340300.0,674.0,532.0,525.0,530.0,529.0
93021,573700.0,715.1,1244.0,1211.0,1273.0,1242.66666667
93022,498000.0,664.0,54.0,57.0,56.0,55.6666666667
93023,612300.0,710.5,464.0,475.0,386.0,441.666666667
93030,420200.0,687.0,4156.0,4346.0,4669.0,4390.33333333
93033,352300.0,699.666666667,8045.0,8262.0,8526.0,8277.66666667
93035,487600.0,747.666666667,613.0,724.0,817.0,718.0
93036,405300.0,697.272727273,3663.0,4099.0,4201.0,3987.66666667
93041,311800.0,700.0,892.0,935.0,838.0,888.333333333
93060,361100.0,722.666666667,180.0,203.0,194.0,192.333333333
93063,478800.0,779.1,644.0,642.0,674.0,653.333333333
93065,485800.0,742.2,1588.0,1600.0,1602.0,1596.66666667
93066,967300.0,750.5,215.0,203.0,202.0,206.666666667
93101,794600.0,696.6,795.0,845.0,836.0,825.333333333
93103,1029900.0,703.8,1290.0,1315.0,1328.0,1311.0
93105,1032000.0,752.5,439.0,451.0,452.0,447.333333333
93108,2710500.0,908.0,19.0,14.0,15.0,16.0
93109,1064000.0,755.333333333,482.0,528.0,547.0,519.0
93110,1025200.0,710.25,902.0,883.0,917.0,900.666666667
93111,832700.0,835.75,304.0,315.0,324.0,314.333333333
93117,754600.0,750.875,1335.0,1296.0,1225.0,1285.33333333
93202,121500.0,730.0,333.0,301.0,318.0,317.333333333
93203,124900.0,688.166666667,3131.0,3125.0,3195.0,3150.33333333
93204,102700.0,625.0,1125.0,1150.0,1253.0,1176.0
93210,136300.0,694.75,1053.0,1059.0,1056.0,1056.0
93212,103900.0,681.25,893.0,866.0,869.0,876.0
93215,147100.0,706.8,3868.0,4371.0,4539.0,4259.33333333
93219,116000.0,664.5,1186.0,1165.0,1172.0,1174.33333333
93223,114600.0,670.666666667,842.0,851.0,730.0,807.666666667
93230,160900.0,748.235294118,1927.0,2047.0,2216.0,2063.33333333
93234,125400.0,684.5,733.0,742.0,730.0,735.0
93235,95400.0,689.0,309.0,298.0,304.0,303.666666667
93241,85800.0,688.25,1039.0,1066.0,1134.0,1079.66666667
93242,121700.0,704.333333333,304.0,293.0,294.0,297.0
93245,182200.0,750.8,1010.0,1063.0,890.0,987.666666667
93247,136200.0,659.75,1434.0,1216.0,1233.0,1294.33333333
93250,129100.0,683.25,1504.0,1539.0,1451.0,1498.0
93256,109900.0,643.5,405.0,584.0,518.0,502.333333333
93257,143500.0,701.321428571,4290.0,4611.0,4876.0,4592.33333333
93263,135600.0,692.166666667,2014.0,1907.0,1995.0,1972.0
93267,116300.0,722.5,707.0,679.0,683.0,689.666666667
93268,106300.0,680.833333333,438.0,472.0,563.0,491.0
93270,175700.0,647.0,488.0,444.0,447.0,459.666666667
93274,147600.0,744.727272727,3619.0,3805.0,3934.0,3786.0
93277,174600.0,719.416666667,1215.0,1234.0,1258.0,1235.66666667
93280,134500.0,686.666666667,2135.0,2172.0,2197.0,2168.0
93286,134200.0,681.5,767.0,856.0,888.0,837.0
93291,192700.0,707.4375,2228.0,2218.0,2305.0,2250.33333333
93292,179400.0,700.666666667,1130.0,1107.0,1143.0,1126.66666667
93301,162500.0,659.666666667,601.0,575.0,740.0,638.666666667
93304,127200.0,727.846153846,2402.0,2556.0,2681.0,2546.33333333
93305,114600.0,678.714285714,1369.0,1478.0,1441.0,1429.33333333
93306,159100.0,705.666666667,4063.0,4262.0,4293.0,4206.0
93307,130000.0,702.142857143,6402.0,6581.0,6849.0,6610.66666667
93308,173800.0,728.8,395.0,356.0,354.0,368.333333333
93309,172800.0,708.5,1481.0,1582.0,1616.0,1559.66666667
93311,266000.0,781.0,1141.0,1202.0,1385.0,1242.66666667
93312,267200.0,778.1875,794.0,753.0,795.0,780.666666667
93313,206900.0,756.7,1803.0,1965.0,2194.0,1987.33333333
93314,355600.0,745.6,282.0,292.0,310.0,294.666666667
93401,615200.0,711.333333333,203.0,205.0,229.0,212.333333333
93402,420900.0,689.666666667,125.0,124.0,138.0,129.0
93405,598800.0,673.4,344.0,373.0,386.0,367.666666667
93420,573300.0,728.0,502.0,466.0,477.0,481.666666667
93422,425200.0,722.333333333,290.0,313.0,319.0,307.333333333
93427,491500.0,746.5,143.0,118.0,128.0,129.666666667
93428,619500.0,757.666666667,260.0,275.0,246.0,260.333333333
93433,381900.0,782.333333333,238.0,244.0,250.0,244.0
93434,205600.0,662.0,490.0,513.0,489.0,497.333333333
93436,254400.0,679.181818182,1761.0,1752.0,1752.0,1755.0
93442,510500.0,703.5,127.0,132.0,141.0,133.333333333
93444,473600.0,711.666666667,405.0,393.0,420.0,406.0
93445,338300.0,754.0,186.0,191.0,185.0,187.333333333
93446,386800.0,712.8,436.0,451.0,463.0,450.0
93449,694100.0,741.0,126.0,125.0,120.0,123.666666667
93451,296000.0,733.0,126.0,143.0,139.0,136.0
93454,275200.0,703.555555556,4454.0,4514.0,4636.0,4534.66666667
93455,353800.0,699.333333333,1252.0,1264.0,1267.0,1261.0
93458,253900.0,709.1,3801.0,4060.0,4263.0,4041.33333333
93460,755800.0,757.0,220.0,235.0,213.0,222.666666667
93463,664300.0,775.0,176.0,174.0,171.0,173.666666667
93465,555700.0,713.666666667,51.0,48.0,68.0,55.6666666667
93501,75300.0,614.5,136.0,141.0,135.0,137.333333333
93505,85800.0,663.0,171.0,184.0,207.0,187.333333333
93510,486100.0,644.333333333,98.0,104.0,89.0,97.0
93514,335000.0,648.0,288.0,284.0,311.0,294.333333333
93534,153200.0,688.666666667,784.0,686.0,646.0,705.333333333
93535,172700.0,686.214285714,3083.0,2973.0,2980.0,3012.0
93536,259400.0,760.230769231,1373.0,1373.0,1412.0,1386.0
93543,180300.0,696.25,995.0,919.0,910.0,941.333333333
93550,180500.0,685.25,3504.0,3446.0,3418.0,3456.0
93551,302900.0,759.1,1635.0,1725.0,1699.0,1686.33333333
93552,216300.0,728.111111111,2914.0,2843.0,2748.0,2835.0
93553,219200.0,730.0,84.0,79.0,89.0,84.0
93555,151700.0,746.625,365.0,356.0,366.0,362.333333333
93560,159300.0,695.5,481.0,535.0,507.0,507.666666667
93561,212400.0,684.2,454.0,336.0,344.0,378.0
93609,138100.0,708.666666667,564.0,541.0,588.0,564.333333333
93610,154700.0,744.142857143,914.0,857.0,900.0,890.333333333
93611,259400.0,830.3125,1299.0,1416.0,1256.0,1323.66666667
93612,166800.0,805.0,320.0,348.0,348.0,338.666666667
93618,152500.0,692.0,2288.0,2092.0,2268.0,2216.0
93619,373500.0,881.25,213.0,177.0,163.0,184.333333333
93622,126700.0,740.0,875.0,916.0,930.0,907.0
93625,204200.0,759.0,556.0,551.0,552.0,553.0
93630,173300.0,737.6,1329.0,1069.0,1093.0,1163.66666667
93631,223500.0,731.2,673.0,703.0,747.0,707.666666667
93636,266000.0,777.75,124.0,125.0,112.0,120.333333333
93637,176400.0,704.461538462,3350.0,3352.0,3243.0,3315.0
93638,138300.0,685.0,3778.0,3797.0,3862.0,3812.33333333
93640,117200.0,747.75,1502.0,1518.0,1554.0,1524.66666667
93644,211100.0,672.0,21.0,27.0,22.0,23.3333333333
93646,116000.0,739.0,1314.0,1356.0,1437.0,1369.0
93647,128700.0,670.75,1582.0,1619.0,1646.0,1615.66666667
93648,123000.0,699.166666667,1360.0,1401.0,1398.0,1386.33333333
93650,107400.0,844.5,147.0,155.0,140.0,147.333333333
93654,170100.0,769.1,2287.0,2349.0,2380.0,2338.66666667
93656,131700.0,751.0,593.0,584.0,660.0,612.333333333
93657,173900.0,795.166666667,2455.0,2239.0,2428.0,2374.0
93660,118100.0,671.0,440.0,473.0,498.0,470.333333333
93662,156300.0,750.7,2131.0,2145.0,2211.0,2162.33333333
93701,94600.0,697.5,984.0,989.0,914.0,962.333333333
93702,88400.0,691.3,3481.0,3418.0,3149.0,3349.33333333
93703,120400.0,661.125,2100.0,2050.0,1855.0,2001.66666667
93704,193800.0,728.545454545,1799.0,1743.0,1441.0,1661.0
93705,133800.0,738.571428571,775.0,741.0,698.0,738.0
93706,101700.0,687.238095238,3052.0,2874.0,2703.0,2876.33333333
93710,200200.0,752.4,505.0,447.0,359.0,437.0
93711,291500.0,728.5,86.0,84.0,88.0,86.0
93720,278300.0,860.3,423.0,502.0,425.0,450.0
93722,189900.0,765.416666667,1794.0,1614.0,1565.0,1657.66666667
93723,272600.0,771.25,408.0,405.0,380.0,397.666666667
93725,133900.0,756.888888889,1904.0,1859.0,1749.0,1837.33333333
93726,148100.0,717.916666667,1696.0,1670.0,1431.0,1599.0
93727,188400.0,712.071428571,3371.0,3243.0,2917.0,3177.0
93728,130500.0,683.8,602.0,589.0,543.0,578.0
93730,377600.0,871.333333333,151.0,183.0,148.0,160.666666667
93901,398700.0,694.875,1684.0,1790.0,1962.0,1812.0
93905,275300.0,716.5,7047.0,7508.0,7859.0,7471.33333333
93906,321700.0,707.764705882,4758.0,5218.0,5492.0,5156.0
93907,385200.0,659.166666667,871.0,956.0,981.0,936.0
93908,704800.0,771.0,24.0,18.0,16.0,19.3333333333
93923,1187100.0,771.5,38.0,37.0,41.0,38.6666666667
93924,886700.0,813.0,29.0,23.0,29.0,27.0
93926,255300.0,650.333333333,1163.0,724.0,849.0,912.0
93927,198000.0,668.5,1990.0,2056.0,2220.0,2088.66666667
93933,415600.0,682.5,618.0,669.0,659.0,648.666666667
93940,617500.0,710.75,579.0,563.0,660.0,600.666666667
93950,713000.0,802.75,125.0,130.0,143.0,132.666666667
93955,375500.0,692.0,1793.0,1797.0,1812.0,1800.66666667
93960,252200.0,736.375,2068.0,1995.0,1939.0,2000.66666667
94002,1210400.0,785.333333333,389.0,508.0,525.0,474.0
94005,675800.0,801.0,23.0,27.0,13.0,21.0
94010,2053900.0,853.222222222,695.0,632.0,611.0,646.0
94014,598200.0,712.7,1360.0,1467.0,1434.0,1420.33333333
94015,701000.0,792.333333333,1775.0,1916.0,1826.0,1839.0
94019,904400.0,673.75,829.0,847.0,892.0,856.0
94022,2764000.0,847.2,382.0,415.0,414.0,403.666666667
94024,2211500.0,916.8,151.0,173.0,152.0,158.666666667
94025,1641100.0,733.714285714,1745.0,1727.0,1783.0,1751.66666667
94027,4583700.0,771.75,474.0,484.0,531.0,496.333333333
94028,2986100.0,824.0,17.0,25.0,21.0,21.0
94030,1189600.0,865.8,720.0,763.0,806.0,763.0
94037,931200.0,663.0,99.0,106.0,93.0,99.3333333333
94040,1508700.0,753.0,1024.0,1085.0,1078.0,1062.33333333
94041,1214900.0,797.0,182.0,193.0,199.0,191.333333333
94043,909200.0,789.5,689.0,742.0,702.0,711.0
94044,714100.0,737.25,257.0,270.0,249.0,258.666666667
94061,1051900.0,756.8,767.0,854.0,903.0,841.333333333
94062,1613400.0,744.714285714,1950.0,1860.0,1909.0,1906.33333333
94063,691300.0,701.833333333,1332.0,1325.0,1282.0,1313.0
94065,1090900.0,800.5,53.0,56.0,79.0,62.6666666667
94066,732000.0,775.25,1167.0,1192.0,1204.0,1187.66666667
94070,1312500.0,812.0,172.0,191.0,217.0,193.333333333
94080,698500.0,783.636363636,2082.0,1960.0,2444.0,2162.0
94085,732900.0,712.0,831.0,889.0,899.0,873.0
94086,987800.0,798.5,779.0,807.0,779.0,788.333333333
94087,1385900.0,828.0,1904.0,1914.0,1967.0,1928.33333333
94089,748000.0,756.0,179.0,192.0,190.0,187.0
94102,783000.0,731.0,138.0,157.0,165.0,153.333333333
94103,886800.0,745.5,384.0,395.0,385.0,388.0
94107,1007000.0,614.75,232.0,228.0,222.0,227.333333333
94108,845500.0,837.0,380.0,381.0,390.0,383.666666667
94109,933300.0,783.333333333,968.0,947.0,948.0,954.333333333
94110,1110000.0,667.875,1051.0,1284.0,1309.0,1214.66666667
94112,736900.0,710.0,1768.0,1919.0,1930.0,1872.33333333
94114,1504000.0,715.625,1255.0,1268.0,1240.0,1254.33333333
94115,1285300.0,740.4,443.0,435.0,320.0,399.333333333
94116,930600.0,843.5,1548.0,1583.0,1567.0,1566.0
94117,1312000.0,664.5,132.0,137.0,146.0,138.333333333
94118,1618400.0,837.25,568.0,534.0,517.0,539.666666667
94121,1198300.0,822.2,1309.0,1242.0,1201.0,1250.66666667
94122,980300.0,885.8,962.0,1041.0,1006.0,1003.0
94123,2103500.0,860.0,628.0,622.0,579.0,609.666666667
94124,610100.0,675.0,319.0,314.0,285.0,306.0
94127,1259100.0,812.75,696.0,696.0,729.0,707.0
94131,1235800.0,705.857142857,494.0,529.0,524.0,515.666666667
94132,854100.0,871.5,176.0,206.0,193.0,191.666666667
94133,1173000.0,848.6,756.0,786.0,786.0,776.0
94134,677100.0,745.285714286,1266.0,1374.0,1426.0,1355.33333333
94301,2720900.0,811.333333333,164.0,177.0,135.0,158.666666667
94303,1384300.0,775.818181818,1805.0,1788.0,1578.0,1723.66666667
94305,2307200.0,866.5,112.0,123.0,131.0,122.0
94306,1905500.0,872.125,744.0,730.0,610.0,694.666666667
94401,703600.0,698.5,657.0,655.0,643.0,651.666666667
94402,1392400.0,713.142857143,972.0,952.0,1020.0,981.333333333
94403,960600.0,708.0,1129.0,1137.0,1147.0,1137.66666667
94404,1046800.0,882.75,454.0,475.0,488.0,472.333333333
94501,727800.0,815.5,1678.0,1600.0,1497.0,1591.66666667
94502,733400.0,919.5,168.0,155.0,154.0,159.0
94503,419400.0,683.666666667,397.0,498.0,568.0,487.666666667
94505,519100.0,799.0,56.0,52.0,52.0,53.3333333333
94506,1147500.0,925.5,120.0,135.0,108.0,121.0
94507,1463200.0,876.0,26.0,31.0,25.0,27.3333333333
94509,273500.0,713.909090909,1753.0,1777.0,1950.0,1826.66666667
94510,510400.0,785.833333333,136.0,120.0,117.0,124.333333333
94513,452000.0,780.923076923,1590.0,1616.0,1636.0,1614.0
94515,569800.0,735.0,365.0,393.0,339.0,365.666666667
94517,678500.0,791.5,68.0,79.0,65.0,70.6666666667
94518,521800.0,676.6,1208.0,1322.0,1279.0,1269.66666667
94519,414900.0,706.666666667,212.0,258.0,264.0,244.666666667
94520,339000.0,686.5,1459.0,1484.0,1463.0,1468.66666667
94521,499800.0,706.222222222,1093.0,1166.0,1125.0,1128.0
94523,596100.0,769.111111111,768.0,845.0,756.0,789.666666667
94525,377200.0,688.0,108.0,73.0,83.0,88.0
94526,990400.0,850.0,89.0,97.0,77.0,87.6666666667
94530,675600.0,734.0,650.0,647.0,723.0,673.333333333
94531,360800.0,748.222222222,1110.0,1080.0,1282.0,1157.33333333
94533,262000.0,735.571428571,1911.0,2019.0,2456.0,2128.66666667
94534,426900.0,800.111111111,680.0,816.0,796.0,764.0
94536,693800.0,812.142857143,2271.0,2536.0,1895.0,2234.0
94538,644400.0,788.214285714,2218.0,2506.0,1926.0,2216.66666667
94539,1192900.0,947.666666667,1699.0,1922.0,1094.0,1571.66666667
94541,436400.0,675.272727273,2037.0,2109.0,2252.0,2132.66666667
94542,669000.0,727.0,113.0,111.0,131.0,118.333333333
94544,443000.0,693.666666667,2297.0,2276.0,2341.0,2304.66666667
94545,455700.0,726.0,1875.0,1892.0,1865.0,1877.33333333
94546,581500.0,828.555555556,754.0,833.0,755.0,780.666666667
94547,457800.0,768.8,552.0,508.0,537.0,532.333333333
94549,1226400.0,808.0,23.0,27.0,23.0,24.3333333333
94550,672600.0,712.25,626.0,488.0,458.0,524.0
94551,563900.0,739.166666667,691.0,636.0,615.0,647.333333333
94552,823300.0,909.0,305.0,308.0,233.0,282.0
94553,460300.0,778.5,295.0,295.0,277.0,289.0
94555,722200.0,931.666666667,662.0,689.0,489.0,613.333333333
94556,1108400.0,940.0,42.0,41.0,36.0,39.6666666667
94558,494300.0,683.944444444,3309.0,3172.0,3272.0,3251.0
94559,469800.0,633.8,624.0,634.0,654.0,637.333333333
94560,581900.0,752.454545455,2169.0,2194.0,2166.0,2176.33333333
94561,337400.0,752.111111111,1021.0,1015.0,1152.0,1062.66666667
94563,1274300.0,838.0,17.0,22.0,18.0,19.0
94564,405100.0,720.5,901.0,740.0,785.0,808.666666667
94565,293900.0,718.470588235,4265.0,4451.0,4177.0,4297.66666667
94566,919800.0,844.5,531.0,608.0,554.0,564.333333333
94568,672000.0,845.285714286,474.0,500.0,537.0,503.666666667
94571,276100.0,720.666666667,156.0,139.0,154.0,149.666666667
94572,380500.0,755.0,121.0,98.0,105.0,108.0
94574,965100.0,731.5,359.0,315.0,298.0,324.0
94577,469000.0,721.875,2089.0,2091.0,2252.0,2144.0
94578,437300.0,739.666666667,475.0,473.0,499.0,482.333333333
94579,469700.0,820.25,857.0,860.0,905.0,874.0
94580,447900.0,747.0,2621.0,2550.0,2831.0,2667.33333333
94582,944400.0,935.125,822.0,940.0,724.0,828.666666667
94583,778700.0,887.111111111,479.0,537.0,449.0,488.333333333
94585,286000.0,780.5,420.0,443.0,459.0,440.666666667
94587,604100.0,777.75,2465.0,2525.0,2443.0,2477.66666667
94588,789400.0,884.666666667,455.0,562.0,524.0,513.666666667
94589,236000.0,719.9,1319.0,1391.0,1279.0,1329.66666667
94590,218200.0,713.4,590.0,665.0,570.0,608.333333333
94591,323100.0,731.5,729.0,818.0,785.0,777.333333333
94595,476400.0,871.0,24.0,25.0,25.0,24.6666666667
94596,804600.0,796.333333333,176.0,175.0,159.0,170.0
94597,657200.0,788.5,134.0,149.0,167.0,150.0
94598,826800.0,824.666666667,271.0,278.0,282.0,277.0
94599,760400.0,658.0,36.0,33.0,31.0,33.3333333333
94601,320000.0,740.411764706,2686.0,2707.0,2655.0,2682.66666667
94602,660100.0,741.5,469.0,450.0,421.0,446.666666667
94603,255500.0,715.818181818,1980.0,1899.0,1965.0,1948.0
94605,401400.0,709.0,709.0,724.0,594.0,675.666666667
94606,393700.0,748.833333333,1231.0,1212.0,1168.0,1203.66666667
94607,409500.0,782.571428571,587.0,590.0,634.0,603.666666667
94608,477100.0,748.0,505.0,522.0,562.0,529.666666667
94609,667700.0,640.0,211.0,212.0,214.0,212.333333333
94610,867900.0,712.0,970.0,991.0,958.0,973.0
94611,942300.0,824.333333333,511.0,462.0,533.0,502.0
94612,442700.0,655.0,208.0,232.0,220.0,220.0
94618,1021600.0,779.5,49.0,52.0,46.0,49.0
94619,533000.0,772.375,836.0,825.0,942.0,867.666666667
94621,231600.0,706.230769231,2042.0,2063.0,2196.0,2100.33333333
94702,688800.0,832.0,29.0,28.0,24.0,27.0
94703,729400.0,735.25,294.0,352.0,305.0,317.0
94704,790100.0,669.5,335.0,290.0,240.0,288.333333333
94705,1263400.0,744.0,198.0,195.0,161.0,184.666666667
94706,718100.0,846.2,722.0,458.0,526.0,568.666666667
94707,1003600.0,801.0,104.0,105.0,106.0,105.0
94708,997000.0,849.0,95.0,100.0,104.0,99.6666666667
94709,772100.0,810.0,42.0,54.0,41.0,45.6666666667
94710,662800.0,757.0,96.0,84.0,69.0,83.0
94801,236800.0,690.571428571,1275.0,1325.0,1204.0,1268.0
94803,429100.0,755.333333333,717.0,683.0,764.0,721.333333333
94804,299900.0,683.888888889,2195.0,2143.0,2189.0,2175.66666667
94805,390700.0,676.333333333,662.0,658.0,684.0,668.0
94806,293400.0,717.846153846,2950.0,2834.0,2954.0,2912.66666667
94901,878500.0,731.875,1491.0,1610.0,1712.0,1604.33333333
94903,772700.0,723.857142857,641.0,705.0,711.0,685.666666667
94904,1474800.0,789.0,50.0,52.0,55.0,52.3333333333
94925,1071700.0,787.0,29.0,32.0,30.0,30.3333333333
94928,414300.0,725.142857143,993.0,1005.0,1016.0,1004.66666667
94930,742200.0,670.0,19.0,22.0,18.0,19.6666666667
94931,437000.0,720.0,121.0,125.0,155.0,133.666666667
94939,1331000.0,725.0,37.0,56.0,66.0,53.0
94941,1273300.0,794.5,75.0,88.0,103.0,88.6666666667
94945,692300.0,709.666666667,218.0,223.0,233.0,224.666666667
94947,625300.0,760.166666667,481.0,537.0,544.0,520.666666667
94949,769200.0,809.5,336.0,367.0,364.0,355.666666667
94952,629400.0,810.75,137.0,136.0,148.0,140.333333333
94954,500000.0,795.666666667,519.0,546.0,541.0,535.333333333
94960,992700.0,846.0,22.0,22.0,15.0,19.6666666667
94965,1087800.0,809.0,33.0,46.0,52.0,43.6666666667
95003,728300.0,704.0,366.0,352.0,357.0,358.333333333
95004,499200.0,729.0,143.0,140.0,140.0,141.0
95006,413700.0,730.0,18.0,27.0,41.0,28.6666666667
95008,890500.0,748.4,1151.0,1249.0,1194.0,1198.0
95010,655600.0,700.0,91.0,95.0,111.0,99.0
95014,1549900.0,894.571428571,1831.0,1774.0,1770.0,1791.66666667
95020,595400.0,741.8,2998.0,2931.0,2938.0,2955.66666667
95023,404200.0,708.866666667,2270.0,2292.0,2372.0,2311.33333333
95030,2063400.0,873.0,196.0,200.0,128.0,174.666666667
95032,1335500.0,899.0,157.0,137.0,111.0,135.0
95035,729500.0,845.666666667,2858.0,2907.0,3123.0,2962.66666667
95037,779500.0,714.222222222,1296.0,1358.0,1262.0,1305.33333333
95045,471600.0,697.0,228.0,236.0,237.0,233.666666667
95046,862700.0,725.0,204.0,203.0,166.0,191.0
95050,762900.0,747.833333333,828.0,857.0,825.0,836.666666667
95051,859000.0,795.833333333,2166.0,2201.0,2175.0,2180.66666667
95054,816100.0,827.0,552.0,574.0,548.0,558.0
95060,757300.0,592.333333333,275.0,218.0,233.0,242.0
95062,677900.0,688.142857143,1116.0,1099.0,1056.0,1090.33333333
95065,661100.0,690.0,33.0,42.0,52.0,42.3333333333
95066,703100.0,719.666666667,52.0,52.0,51.0,51.6666666667
95070,2073100.0,877.428571429,554.0,630.0,700.0,628.0
95073,657000.0,709.333333333,231.0,264.0,280.0,258.333333333
95076,421400.0,664.038461538,7237.0,7171.0,7391.0,7266.33333333
95110,517500.0,799.666666667,731.0,765.0,716.0,737.333333333
