Zip,zindex,as_avg_w,as_num11,as_num12,as_num13,as_num_avg
95367,233600.0,881.0,27.0,29.0,32.0,29.3333333333
95482,284700.0,881.0,17.0,16.0,16.0,16.3333333333
94112,736900.0,880.555555556,1019.0,924.0,868.0,937.0
92585,280300.0,880.5,41.0,33.0,40.0,38.0
91335,422400.0,880.454545455,799.0,790.0,780.0,789.666666667
95662,330800.0,880.25,114.0,108.0,117.0,113.0
93561,212400.0,880.0,28.0,27.0,24.0,26.3333333333
92407,234600.0,879.666666667,75.0,78.0,87.0,80.0
92123,466800.0,879.6,155.0,136.0,118.0,136.333333333
92595,327000.0,879.333333333,56.0,66.0,53.0,58.3333333333
90731,496200.0,879.333333333,79.0,80.0,77.0,78.6666666667
94542,669000.0,879.0,68.0,75.0,80.0,74.3333333333
95062,677900.0,879.0,21.0,24.0,23.0,22.6666666667
95116,483700.0,879.0,234.0,266.0,250.0,250.0
95111,532700.0,878.363636364,1538.0,1521.0,1570.0,1543.0
94587,604100.0,878.125,1353.0,1383.0,1390.0,1375.33333333
90031,404900.0,877.666666667,596.0,576.0,508.0,560.0
91605,423200.0,877.5,60.0,63.0,62.0,61.6666666667
95632,254700.0,877.333333333,45.0,45.0,43.0,44.3333333333
95829,301700.0,877.2,1098.0,1142.0,1157.0,1132.33333333
92307,200400.0,877.0,62.0,70.0,71.0,67.6666666667
91010,429800.0,877.0,67.0,75.0,71.0,71.0
92253,386400.0,877.0,57.0,53.0,43.0,51.0
93230,160900.0,876.714285714,120.0,129.0,124.0,124.333333333
90045,815900.0,876.666666667,104.0,103.0,90.0,99.0
92324,212500.0,876.666666667,82.0,80.0,83.0,81.6666666667
95688,405900.0,875.25,116.0,101.0,85.0,100.666666667
90065,599100.0,875.0,363.0,293.0,275.0,310.333333333
90260,430300.0,874.571428571,314.0,297.0,283.0,298.0
95388,127000.0,874.5,60.0,51.0,44.0,51.6666666667
93940,617500.0,874.333333333,104.0,109.0,116.0,109.666666667
92841,464200.0,874.083333333,1441.0,1424.0,1421.0,1428.66666667
91201,645700.0,874.0,29.0,29.0,28.0,28.6666666667
91042,474400.0,874.0,73.0,62.0,62.0,65.6666666667
90713,484900.0,874.0,477.0,501.0,484.0,487.333333333
92313,295500.0,873.5,46.0,52.0,51.0,49.6666666667
93654,170100.0,873.0,43.0,40.0,33.0,38.6666666667
95628,417000.0,873.0,128.0,146.0,146.0,140.0
91945,348000.0,873.0,18.0,18.0,14.0,16.6666666667
92544,192300.0,872.0,54.0,45.0,50.0,49.6666666667
93662,156300.0,871.8,186.0,189.0,179.0,184.666666667
95624,329700.0,871.625,2698.0,2784.0,2824.0,2768.66666667
95682,360100.0,871.5,41.0,41.0,40.0,40.6666666667
92081,466600.0,871.0,70.0,63.0,49.0,60.6666666667
92557,260600.0,870.75,137.0,110.0,121.0,122.666666667
95648,379300.0,870.333333333,152.0,163.0,173.0,162.666666667
95834,311500.0,869.8,401.0,454.0,451.0,435.333333333
94580,447900.0,869.4,712.0,723.0,749.0,728.0
91746,374500.0,869.0,26.0,29.0,35.0,30.0
93535,172700.0,868.5,32.0,29.0,23.0,28.0
95603,340900.0,868.0,15.0,12.0,11.0,12.6666666667
94610,867900.0,867.75,949.0,909.0,777.0,878.333333333
92555,296400.0,867.714285714,192.0,175.0,177.0,181.333333333
93536,259400.0,867.571428571,213.0,239.0,211.0,221.0
92571,227300.0,867.5,39.0,52.0,58.0,49.6666666667
95691,295400.0,867.0,453.0,474.0,461.0,462.666666667
93612,166800.0,866.4,249.0,242.0,285.0,258.666666667
94109,933300.0,866.0,1369.0,1293.0,1157.0,1273.0
94545,455700.0,865.75,521.0,511.0,522.0,518.0
93277,174600.0,865.714285714,270.0,253.0,246.0,256.333333333
92509,285500.0,865.5,79.0,77.0,77.0,77.6666666667
92627,665300.0,865.0,14.0,11.0,12.0,12.3333333333
92395,171100.0,864.666666667,56.0,56.0,42.0,51.3333333333
95133,609700.0,864.333333333,1219.0,1244.0,1159.0,1207.33333333
94503,419400.0,864.333333333,112.0,139.0,151.0,134.0
92117,513200.0,864.125,311.0,310.0,310.0,310.333333333
95377,414600.0,863.4,531.0,574.0,581.0,562.0
92345,179000.0,863.2,81.0,75.0,91.0,82.3333333333
92036,293500.0,863.0,41.0,38.0,36.0,38.3333333333
95687,322200.0,862.6,150.0,136.0,123.0,136.333333333
93650,107400.0,862.0,69.0,66.0,58.0,64.3333333333
93637,176400.0,862.0,116.0,127.0,118.0,120.333333333
94606,393700.0,861.8,722.0,757.0,721.0,733.333333333
94521,499800.0,861.75,366.0,363.0,373.0,367.333333333
95363,252000.0,861.666666667,96.0,93.0,98.0,95.6666666667
94531,360800.0,860.555555556,532.0,564.0,470.0,522.0
94928,414300.0,860.4,163.0,157.0,144.0,154.666666667
91303,394400.0,860.333333333,76.0,65.0,61.0,67.3333333333
93301,162500.0,860.0,21.0,17.0,15.0,17.6666666667
92408,195700.0,860.0,68.0,56.0,61.0,61.6666666667
91406,453400.0,859.8,122.0,119.0,122.0,121.0
90010,741000.0,859.0,171.0,173.0,177.0,173.666666667
94108,845500.0,859.0,365.0,357.0,374.0,365.333333333
92154,357500.0,859.0,23.0,18.0,12.0,17.6666666667
93625,204200.0,859.0,157.0,151.0,156.0,154.666666667
92262,312700.0,859.0,53.0,52.0,49.0,51.3333333333
95356,265900.0,858.666666667,137.0,170.0,174.0,160.333333333
93552,216300.0,858.5,36.0,28.0,27.0,30.3333333333
95403,429600.0,857.666666667,74.0,83.0,85.0,80.6666666667
95073,657000.0,856.0,12.0,12.0,12.0,12.0
96150,342100.0,856.0,21.0,18.0,15.0,18.0
92316,245900.0,856.0,41.0,38.0,34.0,37.6666666667
90026,652100.0,856.0,147.0,135.0,136.0,139.333333333
95376,314800.0,855.933333333,901.0,932.0,941.0,924.666666667
92376,251800.0,855.5,43.0,47.0,41.0,43.6666666667
95407,387700.0,855.5,102.0,112.0,105.0,106.333333333
92111,474300.0,855.181818182,531.0,529.0,493.0,517.666666667
95831,356500.0,855.111111111,1103.0,1115.0,1202.0,1140.0
91977,359000.0,854.5,34.0,31.0,38.0,34.3333333333
90248,404200.0,854.5,68.0,71.0,79.0,72.6666666667
95991,189300.0,854.333333333,488.0,508.0,514.0,503.333333333
94577,469000.0,854.285714286,775.0,757.0,750.0,760.666666667
92027,367900.0,854.166666667,127.0,144.0,146.0,139.0
94014,598200.0,854.111111111,221.0,242.0,280.0,247.666666667
93245,182200.0,854.0,33.0,40.0,33.0,35.3333333333
95219,307600.0,854.0,330.0,324.0,318.0,324.0
90806,422800.0,853.75,144.0,155.0,161.0,153.333333333
94530,675600.0,853.2,432.0,477.0,487.0,465.333333333
94578,437300.0,853.0,95.0,87.0,84.0,88.6666666667
92234,231100.0,852.5,33.0,42.0,42.0,39.0
92553,222100.0,852.5,89.0,89.0,87.0,88.3333333333
95337,324500.0,852.5,126.0,142.0,144.0,137.333333333
90813,321000.0,852.5,1047.0,1022.0,921.0,996.666666667
95380,198100.0,852.25,123.0,114.0,116.0,117.666666667
92337,302100.0,852.25,86.0,74.0,73.0,77.6666666667
90680,397700.0,852.0,96.0,97.0,86.0,93.0
95382,277100.0,851.833333333,306.0,310.0,311.0,309.0
93257,143500.0,851.5,119.0,138.0,136.0,131.0
95835,305200.0,851.428571429,805.0,758.0,759.0,774.0
94541,436400.0,851.142857143,153.0,161.0,179.0,164.333333333
92583,184500.0,851.0,19.0,20.0,19.0,19.3333333333
91402,356400.0,851.0,14.0,12.0,17.0,14.3333333333
92344,241700.0,851.0,26.0,25.0,24.0,25.0
95307,200600.0,850.3,375.0,347.0,326.0,349.333333333
92114,342000.0,849.666666667,148.0,160.0,162.0,156.666666667
95370,217900.0,849.0,12.0,11.0,11.0,11.3333333333
94533,262000.0,849.0,320.0,352.0,358.0,343.333333333
94547,457800.0,849.0,442.0,442.0,454.0,446.0
93292,179400.0,848.666666667,166.0,177.0,161.0,168.0
90745,400900.0,848.0,136.0,124.0,171.0,143.666666667
95336,257800.0,847.818181818,393.0,397.0,390.0,393.333333333
90038,686200.0,847.0,19.0,30.0,28.0,25.6666666667
94561,337400.0,847.0,101.0,103.0,106.0,103.333333333
91744,371600.0,846.5,110.0,116.0,91.0,105.666666667
92102,363200.0,846.4,142.0,138.0,122.0,134.0
92805,418400.0,846.333333333,66.0,61.0,58.0,61.6666666667
95131,706700.0,845.75,658.0,795.0,745.0,732.666666667
90805,345800.0,845.636363636,440.0,413.0,425.0,426.0
94803,429100.0,845.166666667,323.0,335.0,344.0,334.0
93630,173300.0,845.0,165.0,141.0,142.0,149.333333333
90804,399100.0,844.8,554.0,527.0,524.0,535.0
95843,304600.0,843.8,544.0,569.0,581.0,564.666666667
95128,743300.0,843.5,115.0,112.0,108.0,111.666666667
93313,206900.0,843.125,380.0,403.0,429.0,404.0
94608,477100.0,843.0,145.0,155.0,147.0,149.0
90755,406800.0,842.666666667,381.0,372.0,364.0,372.333333333
94134,677100.0,839.714285714,953.0,1006.0,1060.0,1006.33333333
95819,424500.0,839.666666667,85.0,80.0,69.0,78.0
95354,164400.0,839.5,32.0,31.0,32.0,31.6666666667
92028,487100.0,839.0,28.0,17.0,21.0,22.0
92377,317300.0,839.0,22.0,20.0,19.0,20.3333333333
94585,286000.0,839.0,90.0,125.0,121.0,112.0
95655,301600.0,838.5,48.0,63.0,58.0,56.3333333333
93291,192700.0,838.111111111,481.0,491.0,464.0,478.666666667
94103,886800.0,838.0,46.0,45.0,34.0,41.6666666667
93033,352300.0,838.0,15.0,17.0,16.0,16.0
95826,244300.0,838.0,159.0,172.0,191.0,174.0
92404,197500.0,837.666666667,128.0,130.0,114.0,124.0
90028,653200.0,837.333333333,82.0,66.0,77.0,75.0
93609,138100.0,836.0,74.0,76.0,69.0,73.0
95386,180200.0,836.0,102.0,92.0,104.0,99.3333333333
92394,177100.0,835.0,13.0,14.0,13.0,13.3333333333
95827,224800.0,834.75,130.0,116.0,117.0,121.0
92545,211600.0,833.0,71.0,67.0,66.0,68.0
95492,483600.0,832.0,48.0,54.0,57.0,53.0
94102,783000.0,832.0,75.0,83.0,72.0,76.6666666667
93550,180500.0,832.0,18.0,13.0,11.0,14.0
95818,445800.0,831.571428571,566.0,593.0,575.0,578.0
94558,494300.0,831.5,32.0,27.0,34.0,31.0
95993,242300.0,831.0,997.0,1097.0,1094.0,1062.66666667
95368,242000.0,830.5,40.0,46.0,48.0,44.6666666667
95350,193400.0,830.142857143,302.0,273.0,287.0,287.333333333
92020,416600.0,830.0,166.0,196.0,251.0,204.333333333
92311,93000.0,830.0,11.0,14.0,15.0,13.3333333333
95358,173400.0,829.666666667,68.0,64.0,72.0,68.0
95817,230400.0,829.0,14.0,12.0,13.0,13.0
90710,472800.0,829.0,75.0,68.0,64.0,69.0
95357,231700.0,828.666666667,103.0,88.0,82.0,91.0
94565,293900.0,828.5,263.0,269.0,246.0,259.333333333
92139,341000.0,828.5,50.0,54.0,56.0,53.3333333333
93711,291500.0,828.0,47.0,51.0,55.0,51.0
94601,320000.0,827.142857143,162.0,150.0,166.0,159.333333333
93933,415600.0,826.8,164.0,155.0,141.0,153.333333333
93722,189900.0,826.666666667,1242.0,1051.0,1098.0,1130.33333333
95670,235800.0,826.4,331.0,328.0,296.0,318.333333333
95610,241500.0,826.0,12.0,14.0,14.0,13.3333333333
93710,200200.0,825.8,272.0,268.0,234.0,258.0
93274,147600.0,824.75,77.0,84.0,78.0,79.6666666667
96002,209900.0,823.714285714,225.0,198.0,205.0,209.333333333
95348,201300.0,823.25,551.0,565.0,540.0,552.0
94572,380500.0,823.0,56.0,51.0,54.0,53.6666666667
91766,326200.0,822.25,378.0,357.0,345.0,360.0
90810,349300.0,821.8,131.0,147.0,149.0,142.333333333
94602,660100.0,820.75,207.0,219.0,211.0,212.333333333
94525,377200.0,820.0,70.0,71.0,69.0,70.0
90723,321000.0,820.0,24.0,15.0,20.0,19.6666666667
92105,318500.0,819.666666667,716.0,719.0,769.0,734.666666667
92065,433000.0,819.0,14.0,13.0,12.0,13.0
92867,603300.0,819.0,97.0,68.0,55.0,73.3333333333
90005,685100.0,818.5,1006.0,1067.0,1066.0,1046.33333333
94612,442700.0,817.5,134.0,126.0,95.0,118.333333333
94564,405100.0,815.666666667,350.0,342.0,337.0,343.0
95953,163000.0,815.333333333,166.0,158.0,143.0,155.666666667
91352,396600.0,815.0,83.0,73.0,66.0,74.0
95236,330600.0,814.0,15.0,12.0,13.0,13.3333333333
94710,662800.0,813.0,19.0,16.0,21.0,18.6666666667
94509,273500.0,812.333333333,100.0,106.0,102.0,102.666666667
95212,275800.0,812.111111111,1464.0,1477.0,1552.0,1497.66666667
90802,278200.0,811.0,67.0,68.0,61.0,65.3333333333
94544,443000.0,810.666666667,309.0,287.0,277.0,291.0
95207,179100.0,808.909090909,828.0,831.0,826.0,828.333333333
95928,270100.0,807.75,142.0,119.0,112.0,124.333333333
95320,252200.0,807.0,16.0,12.0,15.0,14.3333333333
94704,790100.0,806.5,225.0,214.0,208.0,215.666666667
94806,293400.0,806.1,287.0,273.0,288.0,282.666666667
95620,333400.0,806.0,13.0,14.0,13.0,13.3333333333
95242,306700.0,805.571428571,245.0,248.0,242.0,245.0
95660,157400.0,805.2,103.0,93.0,96.0,97.3333333333
92109,718700.0,805.0,46.0,33.0,25.0,34.6666666667
92115,397100.0,803.666666667,610.0,639.0,820.0,689.666666667
95209,244100.0,802.25,1166.0,1122.0,1131.0,1139.66666667
95945,285400.0,802.0,17.0,21.0,20.0,19.3333333333
95822,194800.0,801.923076923,693.0,663.0,655.0,670.333333333
94591,323100.0,801.75,154.0,167.0,161.0,160.666666667
93727,188400.0,799.5,1784.0,1730.0,1705.0,1739.66666667
93725,133900.0,799.166666667,623.0,573.0,573.0,589.666666667
95501,216800.0,799.0,158.0,151.0,150.0,153.0
95695,263400.0,798.25,136.0,123.0,136.0,131.666666667
95828,203800.0,798.25,1722.0,1688.0,1627.0,1679.0
95340,187400.0,798.0,610.0,547.0,535.0,564.0
91401,629700.0,798.0,31.0,24.0,30.0,28.3333333333
91106,554400.0,795.0,23.0,26.0,34.0,27.6666666667
95833,272900.0,794.666666667,199.0,210.0,200.0,203.0
95621,275000.0,794.5,32.0,28.0,28.0,29.3333333333
92543,137100.0,794.0,18.0,12.0,13.0,14.3333333333
95776,285500.0,793.5,166.0,160.0,136.0,154.0
94518,521800.0,792.0,115.0,103.0,82.0,100.0
93726,148100.0,790.0,955.0,931.0,910.0,932.0
93704,193800.0,787.875,442.0,431.0,408.0,427.0
95965,154100.0,787.75,297.0,275.0,259.0,277.0
95351,139200.0,787.1,488.0,515.0,499.0,500.666666667
93723,272600.0,786.25,182.0,181.0,173.0,178.666666667
92113,303300.0,784.5,85.0,86.0,78.0,83.0
95210,162500.0,783.125,1275.0,1273.0,1210.0,1252.66666667
91767,331600.0,783.0,21.0,20.0,15.0,18.6666666667
96019,150900.0,782.5,45.0,34.0,26.0,35.0
95824,144300.0,782.0,868.0,841.0,828.0,845.666666667
93436,254400.0,780.333333333,54.0,62.0,63.0,59.6666666667
95838,199200.0,777.0,1032.0,967.0,944.0,981.0
93705,133800.0,776.75,143.0,130.0,111.0,128.0
95823,185300.0,775.714285714,1902.0,1781.0,1771.0,1818.0
95330,288700.0,775.0,268.0,287.0,296.0,283.666666667
95503,230600.0,775.0,75.0,88.0,76.0,79.6666666667
93309,172800.0,775.0,76.0,87.0,93.0,85.3333333333
95926,255500.0,773.545454545,463.0,462.0,424.0,449.666666667
94805,390700.0,773.333333333,100.0,107.0,122.0,109.666666667
93307,130000.0,772.25,84.0,82.0,79.0,81.6666666667
92220,186500.0,772.2,188.0,191.0,170.0,183.0
95476,591300.0,771.0,17.0,19.0,17.0,17.6666666667
91978,414200.0,770.0,14.0,12.0,20.0,15.3333333333
93706,101700.0,764.5,792.0,734.0,728.0,751.333333333
95961,169400.0,762.833333333,423.0,390.0,362.0,391.666666667
94520,339000.0,762.0,55.0,52.0,44.0,50.3333333333
93703,120400.0,762.0,817.0,761.0,716.0,764.666666667
95692,227300.0,759.0,16.0,17.0,14.0,15.6666666667
95203,142900.0,756.0,26.0,30.0,31.0,29.0
95215,121900.0,754.0,174.0,156.0,130.0,153.333333333
95901,161900.0,753.5,216.0,211.0,217.0,214.666666667
95832,170200.0,745.5,325.0,329.0,339.0,331.0
93210,136300.0,745.0,13.0,14.0,14.0,13.6666666667
95966,159000.0,743.4,530.0,505.0,445.0,493.333333333
95205,106800.0,742.428571429,145.0,153.0,171.0,156.333333333
95206,174900.0,738.941176471,999.0,950.0,945.0,964.666666667
93701,94600.0,738.6,147.0,162.0,151.0,153.333333333
91405,431500.0,737.0,55.0,56.0,51.0,54.0
94124,610100.0,737.0,215.0,221.0,167.0,201.0
93702,88400.0,732.666666667,691.0,615.0,610.0,638.666666667
90019,807000.0,732.0,95.0,63.0,71.0,76.3333333333
94804,299900.0,730.2,160.0,144.0,123.0,142.333333333
93304,127200.0,729.666666667,78.0,68.0,60.0,68.6666666667
95204,158400.0,729.5,261.0,252.0,219.0,244.0
95240,219500.0,728.142857143,328.0,345.0,344.0,339.0
95605,173100.0,722.0,63.0,61.0,75.0,66.3333333333
95638,455200.0,716.0,11.0,11.0,11.0,11.0
93728,130500.0,716.0,71.0,72.0,70.0,71.0
93234,125400.0,713.0,12.0,15.0,12.0,13.0
93263,135600.0,713.0,15.0,17.0,21.0,17.6666666667
92121,515300.0,671.0,34.0,27.0,25.0,28.6666666667
93247,136200.0,667.0,47.0,46.0,46.0,46.3333333333
94609,667700.0,613.5,59.0,66.0,74.0,66.3333333333
