Zip,Total Enrollment 11,Total Enrollment 12,Total Enrollment 13,private average,zindex,avg_w,num11,num12,num13,num_avg,SCF,total students,percent public,expected api,API - expected,Population,,percent public rank,API-expected rank,,,,59.12553603,,,,,,,,,,,,,,
91024,793,764,755,770.6666667,828200,908,796,817,862,825,910,1595.666667,0.517025277,862.3205091,45.6794909,10917,,56,940,,,,,,,,,,,,,,,,,,
91030,520,570,503,531,851900,927.2,3335,3427,3482,3414.666667,910,3945.666667,0.865421982,866.2676493,60.9323507,25616,,346,1012,,,,,,,,,,,,,,,,,,
91040,192,158,155,168.3333333,462100,838.3333333,1789,1772,1749,1770,910,1938.333333,0.913155632,801.3480185,36.98531483,20372,,476,882,,,,,,,,,,,,,,,,,,
91042,253,222,219,231.3333333,474400,764.2,2148,1934,1814,1965.333333,910,2196.666667,0.894688923,803.3965343,-39.1965343,27585,,421,310,,,,,,,,,,,,,,,,,,
91101,579,549,533,553.6666667,452600,818,871,900,871,880.6666667,911,1434.333333,0.613990239,799.7658315,18.2341685,20460,,83,750,,,,,,,,,,,,,,,,,,
91103,1016,553,1072,880.3333333,581100,741.2,2118,2020,1931,2023,911,2903.333333,0.696785304,821.1669925,-79.9669925,27480,,128,122,,,,,,,,,,,,,,,,,,
91104,747,839,871,819,648700,792.5,2466,2532,2526,2508,911,3327,0.753832281,832.4255021,-39.9255021,36751,,163,303,,,,,,,,,,,,,,,,,,
91105,2003,1975,2015,1997.666667,1021400,786,178,198,192,189.3333333,911,2187,0.086572169,894.4971963,-108.4971963,11254,,1,54,,,,,,,,,,,,,,,,,,
91106,1488,1500,1508,1498.666667,554400,721.5,1227,1209,1193,1209.666667,911,2708.333333,0.446646154,816.7202143,-95.2202143,24229,,25,81,,,,,,,,,,,,,,,,,,
91107,1858,1944,1977,1926.333333,764300,739.4545455,6216,5891,5843,5983.333333,911,7909.666667,0.756458342,851.6782197,-112.2236742,32940,,166,50,,,,,,,,,,,,,,,,,,
91108,412,417,425,418,2134200,957,2478,2497,2451,2475.333333,911,2893.333333,0.855529954,1000,-43,13361,,323,282,,,,,,,,,,,,,,,,,,
91201,,,,0,645700,865,921,1069,1137,1042.333333,912,1042.333333,1,831.9258641,33.0741359,22781,,1056,858,,,,,,,,,,,,,,,,,,
91202,436,474,445,451.6666667,655700,830.6666667,3102,3099,2988,3063,912,3514.666667,0.871490895,833.5913241,-2.924657433,22830,,360,592,,,,,,,,,,,,,,,,,,
91203,46,54,60,53.33333333,411500,872,388,363,373,374.6666667,912,428,0.875389408,792.9207909,79.0792091,13220,,367,1083,,,,,,,,,,,,,,,,,,
91204,15,15,29,19.66666667,424600,741.5,513,576,573,554,912,573.6666667,0.965717606,795.1025435,-53.6025435,16032,,714,227,,,,,,,,,,,,,,,,,,
91205,956,907,858,907,508400,831,3535,3551,3563,3549.666667,912,4456.666667,0.796484667,809.0590983,21.9409017,37810,,218,782,,,,,,,,,,,,,,,,,,
91206,611,564,558,577.6666667,657400,795.8,3109,3107,3056,3090.666667,912,3668.333333,0.842526124,833.8744523,-38.0744523,33065,,290,324,,,,,,,,,,,,,,,,,,
91208,,,,0,817600,915,929,984,1029,980.6666667,912,980.6666667,1,860.5551215,54.4448785,16245,,1056,970,,,,,,,,,,,,,,,,,,
91214,758,759,751,756,702100,883.4545455,6691,6540,6484,6571.666667,912,7327.666667,0.896829368,841.3190585,42.13548696,30356,,430,909,,,,,,,,,,,,,,,,,,
91301,122,110,100,110.6666667,753500,894.3333333,3516,3605,3596,3572.333333,913,3683,0.969952032,849.8795229,44.45381043,25488,,736,926,,,,,,,,,,,,,,,,,,
91302,1433,1480,1487,1466.666667,1308000,902.4285714,4741,4561,4454,4585.333333,913,6052,0.757655871,942.2292799,-39.80070847,25709,,169,305,,,,,,,,,,,,,,,,,,
91303,301,276,192,256.3333333,394400,722.1666667,2768,2753,2785,2768.666667,913,3025,0.915261708,790.0728543,-67.90618763,26855,,481,162,,,,,,,,,,,,,,,,,,
91304,2758,2796,2867,2807,528800,825.2,2835,2724,2561,2706.666667,913,5513.666667,0.490901397,812.4566367,12.7433633,50231,,42,711,,,,,,,,,,,,,,,,,,
91306,1215,1151,997,1121,448200,781.5714286,3259,3327,3216,3267.333333,913,4388.333333,0.744549943,799.0330291,-17.46160053,45061,,156,486,,,,,,,,,,,,,,,,,,
91307,499,452,628,526.3333333,572700,899.25,1216,1236,1231,1227.666667,913,1754,0.699923983,819.7680061,79.4819939,24474,,130,1084,,,,,,,,,,,,,,,,,,
91311,2303,2365,2360,2342.666667,532200,789.8571429,4803,4660,4448,4637,913,6979.666667,0.664358374,813.0228931,-23.16575024,36557,,106,444,,,,,,,,,,,,,,,,,,
91316,1483,1470,1518,1490.333333,534800,875,679,717,763,719.6666667,913,2210,0.325641026,813.4559127,61.5440873,26898,,10,1014,,,,,,,,,,,,,,,,,,
91320,215,308,294,272.3333333,614200,843.5555556,5578,5562,5485,5541.666667,913,5814,0.953159041,826.6796651,16.87589046,44274,,653,741,,,,,,,,,,,,,,,,,,
91321,330,358,360,349.3333333,407200,850,6609,6658,6629,6632,913,6981.333333,0.949961803,792.2046431,57.7953569,34882,,627,987,,,,,,,,,,,,,,,,,,
91324,11,,,11,508200,861.75,3276,3361,3367,3334.666667,913,3345.666667,0.996712165,809.0257891,52.7242109,27669,,935,966,,,,,,,,,,,,,,,,,,
91325,1555,1548,1485,1529.333333,586700,842.125,4951,4877,4879,4902.333333,913,6431.666667,0.762218191,822.0996501,20.0253499,32417,,172,765,,,,,,,,,,,,,,,,,,
91326,157,154,193,168,676100,920,1205,1200,1153,1186,913,1354,0.875923191,836.9888625,83.0111375,33708,,371,1094,,,,,,,,,,,,,,,,,,
91331,449,441,440,443.3333333,357500,753.6666667,9734,9477,9308,9506.333333,913,9949.666667,0.955442393,783.9273069,-30.26064023,103689,,664,387,,,,,,,,,,,,,,,,,,
91335,412,451,493,452,422400,783.0526316,9510,9100,8940,9183.333333,913,9635.333333,0.953089324,794.7361423,-11.68351072,74363,,652,522,,,,,,,,,,,,,,,,,,
91340,418,438,520,458.6666667,345700,738.2,7339,7014,6560,6971,913,7429.666667,0.938265512,781.9620641,-43.7620641,34188,,585,277,,,,,,,,,,,,,,,,,,
91342,1000,1131,863,998,404800,753.2222222,9219,8511,7866,8532,913,9530,0.895278069,791.8049327,-38.58271048,91725,,424,321,,,,,,,,,,,,,,,,,,
91343,1717,1589,1669,1658.333333,456200,774.6666667,8071,7934,8133,8046,913,9704.333333,0.829114141,800.3653971,-25.69873043,60254,,271,428,,,,,,,,,,,,,,,,,,
91344,1506,1376,1047,1309.666667,523800,820.6923077,11762,11261,11057,11360,913,12669.66667,0.896629746,811.6239067,9.068400992,51747,,429,684,,,,,,,,,,,,,,,,,,
91345,1666,1648,1729,1681,419000,817,452,458,485,465,913,2146,0.216682199,794.1698859,22.8301141,18496,,7,791,,,,,,,,,,,,,,,,,,
91350,64,34,185,94.33333333,456400,805.1,4991,4946,4767,4901.333333,913,4995.666667,0.981116968,800.3987063,4.7012937,33348,,809,651,,,,,,,,,,,,,,,,,,
91351,708,800,625,711,399000,814.1111111,6421,6265,6171,6285.666667,913,6996.666667,0.898380181,790.8389659,23.27214521,32362,,436,795,,,,,,,,,,,,,,,,,,
91352,1549,1364,1330,1414.333333,396600,712.1818182,7569,7075,6897,7180.333333,913,8594.666667,0.835440583,790.4392555,-78.25743732,47807,,279,129,,,,,,,,,,,,,,,,,,
91354,,,,0,496900,904.2,3768,3839,3944,3850.333333,913,3850.333333,1,807.1438193,97.0561807,28722,,1056,1133,,,,,,,,,,,,,,,,,,
91355,818,904,979,900.3333333,464500,866.7,5290,5406,5563,5419.666667,913,6320,0.857542194,801.7477289,64.9522711,32605,,327,1023,,,,,,,,,,,,,,,,,,
91356,155,144,259,186,834400,865.5,2891,2869,2773,2844.333333,913,3030.333333,0.938620614,863.3530943,2.1469057,29458,,588,638,,,,,,,,,,,,,,,,,,
91360,1654,1782,1540,1658.666667,602000,859.6363636,4937,4989,4870,4932,913,6590.666667,0.748330973,824.6478039,34.98855974,42402,,159,872,,,,,,,,,,,,,,,,,,
91361,629,583,578,596.6666667,866800,884.6666667,770,794,755,773,913,1369.666667,0.564370893,868.7491847,15.91748197,20438,,72,734,,,,,,,,,,,,,,,,,,
91362,2054,1962,2067,2027.666667,719600,889,5074,5070,5081,5075,913,7102.666667,0.714520368,844.2336135,44.7663865,36045,,140,930,,,,,,,,,,,,,,,,,,
91364,1043,1074,1056,1057.666667,766500,820.4285714,3440,3288,3342,3356.666667,913,4414.333333,0.760401722,852.0446209,-31.61604947,25851,,171,374,,,,,,,,,,,,,,,,,,
91367,679,709,759,715.6666667,625800,831.1666667,6534,6346,6363,6414.333333,913,7130,0.899625993,828.6115987,2.555067967,39499,,439,644,,,,,,,,,,,,,,,,,,
91377,,29,32,30.5,692300,869.1428571,3079,3223,3485,3262.333333,913,3292.833333,0.99073746,839.6869077,29.45594944,13811,,876,833,,,,,,,,,,,,,,,,,,
91384,6,,,6,468800,829.2,2687,2847,2815,2783,913,2789,0.997848691,802.4638767,26.7361233,29855,,943,812,,,,,,,,,,,,,,,,,,
91387,105,129,139,124.3333333,446100,859,2135,2064,2026,2075,913,2199.333333,0.943467717,798.6832825,60.3167175,40328,,605,1007,,,,,,,,,,,,,,,,,,
91390,155,133,121,136.3333333,548800,820,160,135,113,136,913,272.3333333,0.499388005,815.7875567,4.2124433,19786,,44,649,,,,,,,,,,,,,,,,,,
91401,952,679,955,862,629700,712.625,3502,3395,3465,3454,914,4316,0.800278035,829.2611281,-116.6361281,39285,,222,43,,,,,,,,,,,,,,,,,,
91402,1457,1289,1245,1330.333333,356400,729.6,5694,5308,5035,5345.666667,914,6676,0.800728979,783.7441063,-54.1441063,69817,,223,221,,,,,,,,,,,,,,,,,,
91403,442,407,441,430,842500,887.5,742,757,781,760,914,1190,0.638655462,864.7021169,22.7978831,23484,,91,790,,,,,,,,,,,,,,,,,,
91405,507,399,407,437.6666667,431500,718.8333333,3703,3660,3449,3604,914,4041.666667,0.89171134,796.2517109,-77.41837757,51145,,412,130,,,,,,,,,,,,,,,,,,
91406,547,555,575,559,453400,771.9230769,6719,6652,6764,6711.666667,914,7270.666667,0.923115716,799.8990683,-27.97599138,51558,,518,404,,,,,,,,,,,,,,,,,,
91411,143,183,184,170,571600,711.6,4439,4351,4377,4389,914,4559,0.962711121,819.5848055,-107.9848055,24628,,700,55,,,,,,,,,,,,,,,,,,
91423,2286,2455,2491,2410.666667,821000,877.6666667,2696,2856,2846,2799.333333,914,5210,0.537300064,861.1213779,16.54528877,30991,,60,736,,,,,,,,,,,,,,,,,,
91436,677,550,572,599.6666667,1336400,931.5,729,756,750,745,914,1344.666667,0.554040654,946.9591863,-15.4591863,14372,,67,492,,,,,,,,,,,,,,,,,,
91501,483,424,410,439,650500,875,891,903,869,887.6666667,915,1326.666667,0.669095477,832.7252849,42.2747151,20849,,110,912,,,,,,,,,,,,,,,,,,
91502,70,78,78,75.33333333,445800,825,1999,1997,1891,1962.333333,915,2037.666667,0.963029609,798.6333187,26.3666813,11371,,701,810,,,,,,,,,,,,,,,,,,
91504,272,282,259,271,646700,863.3333333,2171,2127,2120,2139.333333,915,2410.333333,0.887567418,832.0924101,31.24092323,24939,,402,846,,,,,,,,,,,,,,,,,,
91505,408,426,520,451.3333333,615100,818.1666667,2440,2506,2540,2495.333333,915,2946.666667,0.846832579,826.8295565,-8.662889833,30778,,298,549,,,,,,,,,,,,,,,,,,
91506,305,315,345,321.6666667,640600,778.8333333,4301,4120,4257,4226,915,4547.666667,0.929267756,831.0764795,-52.24314617,18904,,547,232,,,,,,,,,,,,,,,,,,
91601,807,816,848,823.6666667,512400,736.1666667,3973,3791,3609,3791,916,4614.666667,0.821511124,809.7252823,-73.55861563,37180,,262,143,,,,,,,,,,,,,,,,,,
91602,562,575,577,571.3333333,680600,768.6666667,1925,1914,1895,1911.333333,916,2482.666667,0.769871106,837.7383195,-69.07165283,17473,,185,155,,,,,,,,,,,,,,,,,,
91604,1089,1054,1065,1069.333333,1017400,938,540,557,609,568.6666667,916,1638,0.347171347,893.8310123,44.1689877,29034,,13,925,,,,,,,,,,,,,,,,,,
91605,20,,,20,423200,766.125,3997,4028,3964,3996.333333,916,4016.333333,0.995020334,794.8693791,-28.7443791,56343,,912,398,,,,,,,,,,,,,,,,,,
91606,1593,1523,1365,1493.666667,452000,794.2,3543,3322,2986,3283.666667,916,4777.333333,0.687343009,799.6659039,-5.4659039,44958,,122,572,,,,,,,,,,,,,,,,,,
91607,1664,1638,1754,1685.333333,702200,897,618,648,671,645.6666667,916,2331,0.276991277,841.3357131,55.6642869,27927,,8,976,,,,,,,,,,,,,,,,,,
91701,49,22,57,42.66666667,470000,869.4,7840,7872,7829,7847,917,7889.666667,0.994592082,802.6637319,66.7362681,38976,,907,1030,,,,,,,,,,,,,,,,,,
91702,276,275,279,276.6666667,366600,752.9285714,6067,5734,5609,5803.333333,917,6080,0.954495614,785.4428755,-32.51430407,59705,,660,368,,,,,,,,,,,,,,,,,,
91706,510,497,371,459.3333333,361100,770.15,11107,10841,10583,10843.66667,917,11303,0.959361821,784.5268725,-14.3768725,76571,,689,500,,,,,,,,,,,,,,,,,,
91708,,11,7,9,423500,912,625,701,719,681.6666667,917,690.6666667,0.986969112,794.9193429,117.0806571,3369,,849,1148,,,,,,,,,,,,,,,,,,
91709,386,428,464,426,584100,888.7857143,10712,10594,10476,10594,917,11020,0.961343013,821.6666305,67.11908379,74796,,695,1031,,,,,,,,,,,,,,,,,,
91710,723,716,682,707,408200,780.6,10567,10262,10049,10292.66667,917,10999.66667,0.935725325,792.3711891,-11.7711891,80358,,572,520,,,,,,,,,,,,,,,,,,
91711,1446,1445,1420,1437,597300,840.8181818,5328,5236,5157,5240.333333,917,6677.333333,0.784794329,823.8650377,16.95314412,35705,,198,742,,,,,,,,,,,,,,,,,,
91722,585,580,527,564,401500,755.4444444,4633,4469,4223,4441.666667,917,5005.666667,0.887327695,791.2553309,-35.81088646,34409,,400,338,,,,,,,,,,,,,,,,,,
91723,292,289,423,334.6666667,436100,799.6666667,5229,5087,4864,5060,917,5394.666667,0.937963421,797.0178225,2.648844167,18275,,582,645,,,,,,,,,,,,,,,,,,
91724,752,729,611,697.3333333,481800,813.8,3581,3518,3383,3494,917,4191.333333,0.83362494,804.6289747,9.1710253,26184,,277,687,,,,,,,,,,,,,,,,,,
91730,566,673,658,632.3333333,364200,831,5460,5425,5256,5380.333333,917,6012.666667,0.89483313,785.0431651,45.9568349,66925,,422,941,,,,,,,,,,,,,,,,,,
91731,457,361,388,402,402300,780.3333333,3671,3614,3588,3624.333333,917,4026.333333,0.900157298,791.3885677,-11.05523437,29591,,441,531,,,,,,,,,,,,,,,,,,
91732,,,,0,414100,745.7777778,10280,10201,9994,10158.33333,917,10158.33333,1,793.3538105,-47.57603272,61386,,1056,255,,,,,,,,,,,,,,,,,,
91733,127,138,121,128.6666667,395300,778.125,4128,4072,3976,4058.666667,917,4187.333333,0.969272409,790.2227457,-12.0977457,43896,,728,516,,,,,,,,,,,,,,,,,,
91737,181,204,251,212,544700,874,4172,4140,4162,4158,917,4370,0.951487414,815.1047181,58.8952819,24740,,639,996,,,,,,,,,,,,,,,,,,
91739,298,317,317,310.6666667,547600,893.7777778,7723,8000,8151,7958,917,8268.666667,0.962428445,815.5877015,78.19007628,34794,,699,1080,,,,,,,,,,,,,,,,,,
91740,435,431,445,437,447100,772.6666667,1386,1423,1421,1410,917,1847,0.763400108,798.8498285,-26.18316183,25356,,177,422,,,,,,,,,,,,,,,,,,
91741,1086,1042,1003,1043.666667,586600,879.8333333,4688,4820,4832,4780,917,5823.666667,0.820788736,822.0829955,57.75033783,25824,,259,985,,,,,,,,,,,,,,,,,,
91744,418,513,525,485.3333333,371600,775.7692308,11685,11456,11038,11393,917,11878.33333,0.959141294,786.2756055,-10.50637473,85040,,686,533,,,,,,,,,,,,,,,,,,
91745,681,660,670,670.3333333,578900,838.1333333,7336,7214,7229,7259.666667,917,7930,0.915468684,820.8005913,17.33274203,54013,,483,746,,,,,,,,,,,,,,,,,,
91746,1605,1609,1603,1605.666667,374500,702.875,3316,3091,3085,3164,917,4769.666667,0.663358725,786.7585889,-83.8835889,30485,,103,112,,,,,,,,,,,,,,,,,,
91748,157,169,156,160.6666667,562900,839.2857143,4624,4552,4449,4541.666667,917,4702.333333,0.965832565,818.1358553,21.14985899,45406,,716,776,,,,,,,,,,,,,,,,,,
91750,1443,1376,1355,1391.333333,540200,898.3333333,2278,2259,2295,2277.333333,917,3668.666667,0.620752317,814.3552611,83.97807223,33249,,85,1098,,,,,,,,,,,,,,,,,,
91752,265,146,139,183.3333333,405200,774.25,2916,2895,2825,2878.666667,917,3062,0.940126279,791.8715511,-17.6215511,30047,,592,483,,,,,,,,,,,,,,,,,,
91754,543,390,382,438.3333333,546500,812.2857143,3561,3566,3618,3581.666667,917,4020,0.890961857,815.4045009,-3.118786614,32742,,408,591,,,,,,,,,,,,,,,,,,
91755,163,154,181,166,545500,837,1608,1607,1553,1589.333333,917,1755.333333,0.905431067,815.2379549,21.7620451,27496,,453,780,,,,,,,,,,,,,,,,,,
91761,103,92,85,93.33333333,357500,792.4545455,6627,6509,6410,6515.333333,917,6608.666667,0.985877131,783.9273069,8.527238555,56913,,842,679,,,,,,,,,,,,,,,,,,
91762,1672,1599,1293,1521.333333,325400,764.8333333,9897,9618,9559,9691.333333,917,11212.66667,0.864320114,778.5811803,-13.74784697,55857,,343,505,,,,,,,,,,,,,,,,,,
91763,240,209,216,221.6666667,332800,755.0909091,6755,6746,6800,6767,917,6988.666667,0.96828198,779.8136207,-24.72271161,36375,,725,435,,,,,,,,,,,,,,,,,,
91764,103,203,107,137.6666667,302100,748.9090909,4866,5054,5090,5003.333333,917,5141,0.973221812,774.7006585,-25.79156759,54086,,760,425,,,,,,,,,,,,,,,,,,
91765,76,144,140,120,624600,895,7060,7014,6933,7002.333333,917,7122.333333,0.983151589,828.4117435,66.5882565,46457,,819,1029,,,,,,,,,,,,,,,,,,
91766,6,,,6,326200,719.6666667,8353,8349,8701,8467.666667,917,8473.666667,0.999291924,778.7144171,-59.04775043,71599,,956,197,,,,,,,,,,,,,,,,,,
91767,417,282,341,346.6666667,331600,697.2857143,5044,4883,4899,4942,917,5288.666667,0.934451027,779.6137655,-82.32805121,48068,,567,114,,,,,,,,,,,,,,,,,,
91768,507,610,455,524,319900,758,4524,4489,4055,4356,917,4880,0.892622951,777.6651773,-19.6651773,34537,,417,467,,,,,,,,,,,,,,,,,,
91770,619,553,531,567.6666667,490600,832.4285714,7159,6927,6811,6965.666667,917,7533.333333,0.924646018,806.0945795,26.33399193,62097,,529,809,,,,,,,,,,,,,,,,,,
91773,526,519,562,535.6666667,518300,829.0909091,5020,4853,4861,4911.333333,917,5447,0.901658405,810.7079037,18.38300539,33119,,444,752,,,,,,,,,,,,,,,,,,
91775,908,831,774,837.6666667,753000,905.25,1249,1323,1333,1301.666667,917,2139.333333,0.608444998,849.7962499,55.4537501,23988,,81,975,,,,,,,,,,,,,,,,,,
91776,1010,1089,1034,1044.333333,556900,801.5714286,5510,5677,5618,5601.666667,917,6646,0.842862875,817.1365793,-15.56515073,38475,,291,491,,,,,,,,,,,,,,,,,,
91780,271,247,227,248.3333333,654900,893.3333333,4027,4049,4131,4069,917,4317.333333,0.942479926,833.4580873,59.87524603,34332,,601,1003,,,,,,,,,,,,,,,,,,
91784,196,169,163,176,586900,914,2044,2023,1979,2015.333333,917,2191.333333,0.919683602,822.1329593,91.8670407,25938,,505,1126,,,,,,,,,,,,,,,,,,
91786,988,983,1057,1009.333333,402400,810.2,5846,5736,5729,5770.333333,917,6779.666667,0.851123457,791.4052223,18.7947777,51165,,311,754,,,,,,,,,,,,,,,,,,
91789,664,607,687,652.6666667,699700,911.9,7624,7542,7465,7543.666667,917,8196.333333,0.920370898,840.9193481,70.9806519,43079,,508,1052,,,,,,,,,,,,,,,,,,
91790,734,461,438,544.3333333,446000,847.6,4302,4454,4643,4466.333333,917,5010.666667,0.891365088,798.6666279,48.9333721,44907,,410,952,,,,,,,,,,,,,,,,,,
91791,593,485,470,516,517900,833.6666667,4572,4482,4313,4455.666667,917,4971.666667,0.896211867,810.6412853,23.02538137,32414,,428,793,,,,,,,,,,,,,,,,,,
91792,,,75,75,435700,772,1105,1093,1046,1081.333333,917,1156.333333,0.93513981,796.9512041,-24.9512041,30854,,570,433,,,,,,,,,,,,,,,,,,
91801,615,596,590,600.3333333,539300,786.7777778,6740,6707,6537,6661.333333,918,7261.666667,0.917328437,814.2053697,-27.42759192,52735,,489,408,,,,,,,,,,,,,,,,,,
91803,589,499,455,514.3333333,548300,835.25,2114,2128,2084,2108.666667,918,2623,0.803914093,815.7042837,19.5457163,30322,,228,761,,,,,,,,,,,,,,,,,,
91901,80,,,80,487200,850.8,1519,1440,1365,1441.333333,919,1521.333333,0.947414549,805.5283231,45.2716769,17403,,619,937,,,,,,,,,,,,,,,,,,
91902,19,,,19,529400,856,644,636,645,641.6666667,919,660.6666667,0.971241171,812.5565643,43.4434357,17653,,749,920,,,,,,,,,,,,,,,,,,
91906,,,,0,227300,721,265,277,270,270.6666667,919,270.6666667,1,762.2430177,-41.2430177,3627,,1056,295,,,,,,,,,,,,,,,,,,
91910,829,782,875,828.6666667,400100,828.75,10721,10380,10522,10541,919,11369.66667,0.92711601,791.0221665,37.7278335,75802,,539,886,,,,,,,,,,,,,,,,,,
91911,484,444,380,436,372300,777.9565217,9897,9897,9641,9811.666667,919,10247.66667,0.957453729,786.3921877,-8.435665961,82999,,677,551,,,,,,,,,,,,,,,,,,
91913,1160,1092,1108,1120,457300,859.9090909,8547,8589,8977,8704.333333,919,9824.333333,0.885997354,800.5485977,59.36049321,40971,,396,999,,,,,,,,,,,,,,,,,,
91914,,,19,19,609900,898,3248,3244,3427,3306.333333,919,3325.333333,0.994286287,825.9635173,72.0364827,15448,,903,1057,,,,,,,,,,,,,,,,,,
91915,,,,0,453700,857.75,3375,3660,3907,3647.333333,919,3647.333333,1,799.9490321,57.8009679,24659,,1056,988,,,,,,,,,,,,,,,,,,
91916,,,,0,354200,872,111,108,114,111,919,111,1,783.3777051,88.6222949,1622,,1056,1118,,,,,,,,,,,,,,,,,,
91932,,,,0,382600,743.5,2781,2653,2761,2731.666667,919,2731.666667,1,788.1076115,-44.6076115,25718,,1056,269,,,,,,,,,,,,,,,,,,
91935,,,,0,602900,815.25,867,771,750,796,919,796,1,824.7976953,-9.5476953,8624,,1056,541,,,,,,,,,,,,,,,,,,
91941,122,123,122,122.3333333,514100,826.5,5368,5524,5446,5446,919,5568.333333,0.97803053,810.0084105,16.4915895,31779,,789,735,,,,,,,,,,,,,,,,,,
91942,748,874,839,820.3333333,414000,880.5,1930,1742,1784,1818.666667,919,2639,0.689149931,793.3371559,87.1628441,38069,,125,1111,,,,,,,,,,,,,,,,,,
91945,577,565,585,575.6666667,348000,795.6,1627,1652,2303,1860.666667,919,2436.333333,0.763715967,782.3451199,13.2548801,25460,,178,715,,,,,,,,,,,,,,,,,,
91950,431,412,454,432.3333333,317600,791,6413,6654,6759,6608.666667,919,7041,0.938597737,777.2821215,13.7178785,60322,,587,717,,,,,,,,,,,,,,,,,,
91962,19,6,,12.5,305100,682,277,290,268,278.3333333,919,290.8333333,0.957020057,775.2002965,-93.2002965,1646,,673,87,,,,,,,,,,,,,,,,,,
91977,474,469,481,474.6666667,359000,757.6153846,6087,5878,5670,5878.333333,919,6353,0.925284642,784.1771259,-26.56174129,58368,,533,417,,,,,,,,,,,,,,,,,,
91978,,,,0,414200,781,1901,1952,1933,1928.666667,919,1928.666667,1,793.3704651,-12.3704651,8896,,1056,512,,,,,,,,,,,,,,,,,,
92004,,,,0,229600,728.6666667,347,352,303,334,920,334,1,762.6260735,-33.95940683,3881,,1056,355,,,,,,,,,,,,,,,,,,
92007,,,,0,860900,924,526,526,520,524,920,524,1,867.7665633,56.2334367,10429,,1056,978,,,,,,,,,,,,,,,,,,
92008,571,825,839,745,718500,846.5454545,5703,5718,5723,5714.666667,920,6459.666667,0.884668972,844.0504129,2.495041645,27649,,391,643,,,,,,,,,,,,,,,,,,
92009,372,431,496,433,736500,924.7,6181,6186,6084,6150.333333,920,6583.333333,0.934227848,847.0482409,77.6517591,40747,,566,1075,,,,,,,,,,,,,,,,,,
92011,42,60,89,63.66666667,767800,911,959,1020,1067,1015.333333,920,1079,0.940994748,852.2611307,58.7388693,22405,,598,992,,,,,,,,,,,,,,,,,,
92014,12,42,162,72,1606500,943.5,517,525,526,522.6666667,920,594.6666667,0.878923767,991.9432609,-48.4432609,13154,,374,251,,,,,,,,,,,,,,,,,,
92019,1151,1151,1147,1149.666667,435900,814.9090909,7729,7738,7608,7691.666667,920,8841.333333,0.869966823,796.9845133,17.92457761,42598,,354,747,,,,,,,,,,,,,,,,,,
92020,564,559,561,561.3333333,416600,778.4375,5419,5579,5775,5591,920,6152.333333,0.908760904,793.7701755,-15.3326755,57767,,463,494,,,,,,,,,,,,,,,,,,
92021,129,126,147,134,382400,762.9090909,4711,4578,4368,4552.333333,920,4686.333333,0.971406217,788.0743023,-25.16521139,65068,,751,432,,,,,,,,,,,,,,,,,,
92024,1379,1395,1048,1274,803000,853.2,4761,4638,4703,4700.666667,920,5974.666667,0.786766347,858.1235499,-4.9235499,49121,,203,577,,,,,,,,,,,,,,,,,,
92025,1052,947,805,934.6666667,434900,766.8181818,6981,6733,6937,6883.666667,920,7818.333333,0.880451929,796.8179673,-29.99978548,49978,,379,389,,,,,,,,,,,,,,,,,,
92026,924,1106,723,917.6666667,412100,762.6666667,6790,6784,6979,6851,920,7768.666667,0.881875912,793.0207185,-30.35405183,48922,,386,385,,,,,,,,,,,,,,,,,,
92027,285,359,345,329.6666667,367900,745.8333333,7212,7055,7242,7169.666667,920,7499.333333,0.956040537,785.6593853,-39.82605197,53881,,667,304,,,,,,,,,,,,,,,,,,
92028,418,356,521,431.6666667,487100,766.6363636,5165,4960,4792,4972.333333,920,5404,0.920120898,805.5116685,-38.87530486,46239,,506,316,,,,,,,,,,,,,,,,,,
92029,6,,6,6,630500,892,414,406,388,402.6666667,920,408.6666667,0.985318108,829.3943649,62.6056351,19021,,836,1018,,,,,,,,,,,,,,,,,,
92036,8,9,9,8.666666667,293500,799.25,1728,1800,1927,1818.333333,920,1827,0.99525634,773.2683629,25.9816371,3440,,917,807,,,,,,,,,,,,,,,,,,
92037,3046,3140,3405,3197,1282800,939.6,3175,3231,3196,3200.666667,920,6397.666667,0.500286563,938.0323207,1.5676793,46781,,46,633,,,,,,,,,,,,,,,,,,
92040,380,329,188,299,408900,781.75,4348,4301,4527,4392,920,4691,0.936260925,792.4877713,-10.7377713,41281,,575,532,,,,,,,,,,,,,,,,,,
92056,133,119,84,112,412800,801.5454545,4159,4296,4352,4269,920,4381,0.97443506,793.1373007,8.408153845,51835,,766,676,,,,,,,,,,,,,,,,,,
92057,203,202,192,199,382000,806,8119,8421,8609,8383,920,8582,0.976811932,788.0076839,17.9923161,54096,,781,748,,,,,,,,,,,,,,,,,,
92058,66,64,68,66,386200,790,3375,3422,3501,3432.666667,920,3498.666667,0.981135671,788.7071771,1.2928229,42436,,810,628,,,,,,,,,,,,,,,,,,
92061,,,,0,480700,764,174,167,198,179.6666667,920,179.6666667,1,804.4457741,-40.4457741,2499,,1056,298,,,,,,,,,,,,,,,,,,
92064,791,805,835,810.3333333,606400,855.5454545,6900,6796,6923,6873,920,7683.333333,0.894533623,825.3806063,30.16484825,47904,,419,838,,,,,,,,,,,,,,,,,,
