Zip,Total Enrollment 11,Total Enrollment 12,Total Enrollment 13,private average,zindex,avg_w,num11,num12,num13,num_avg,SCF,total students,percent public,expected api,API - expected,Population,,percent public rank,API-expected rank,,,,59.12553603,,,,,,,,,,,,,,
92663,445,433,439,439,1221300,859,3177,3279,3224,3226.666667,926,3665.666667,0.880240065,927.7897417,-68.7897417,21649,,378,156,,,,,,,,,,,,,,,,,,
92672,430,420,403,417.6666667,765100,850.8,2644,2567,2594,2601.666667,926,3019.333333,0.861669243,851.8114565,-1.0114565,34464,,337,608,,,,,,,,,,,,,,,,,,
92673,60,49,64,57.66666667,806300,882.1666667,5060,5092,5202,5118,926,5175.666667,0.988858118,858.6731517,23.49351497,29309,,862,797,,,,,,,,,,,,,,,,,,
92675,3784,2807,3943,3511.333333,643900,792.6666667,5028,5224,5594,5282,926,8793.333333,0.600682335,831.6260813,-38.95941463,34731,,77,313,,,,,,,,,,,,,,,,,,
92677,1402,1326,1270,1332.666667,727400,881.625,4048,3898,3883,3943,926,5275.666667,0.747393694,845.5326723,36.0923277,63297,,158,877,,,,,,,,,,,,,,,,,,
92679,130,,,130,771500,923.3333333,1616,1573,1505,1564.666667,926,1694.666667,0.923288749,852.8773509,70.45598243,32611,,519,1049,,,,,,,,,,,,,,,,,,
92683,448,435,414,432.3333333,528200,827.4117647,9399,9455,9461,9438.333333,926,9870.666667,0.956200189,812.3567091,15.05505561,89747,,669,727,,,,,,,,,,,,,,,,,,
92688,3754,3649,3512,3638.333333,573500,907,8082,7943,7727,7917.333333,926,11555.66667,0.685147258,819.9012429,87.0987571,43792,,119,1108,,,,,,,,,,,,,,,,,,
92691,603,610,735,649.3333333,606600,836.4375,10584,10219,10057,10286.66667,926,10936,0.940624238,825.4139155,11.0235845,47582,,596,699,,,,,,,,,,,,,,,,,,
92692,502,418,217,379,634400,878.3333333,4774,4676,4501,4650.333333,926,5029.333333,0.9246421,830.0438943,48.28943903,47222,,528,951,,,,,,,,,,,,,,,,,,
92694,317,320,311,316,732200,933,3020,3125,3281,3142,926,3458,0.908617698,846.3320931,86.6679069,21944,,461,1105,,,,,,,,,,,,,,,,,,
92701,280,272,245,265.6666667,372000,785.7692308,8476,8695,8816,8662.333333,927,8928,0.970243429,786.3422239,-0.572993131,53908,,741,619,,,,,,,,,,,,,,,,,,
92703,15,24,21,20,387800,742.3636364,4998,4973,4785,4918.666667,927,4938.666667,0.995950324,788.9736507,-46.61001434,65445,,923,259,,,,,,,,,,,,,,,,,,
92704,2616,2550,2488,2551.333333,416700,768.35,15231,15146,15312,15229.66667,927,17781,0.856513507,793.7868301,-25.4368301,88123,,325,430,,,,,,,,,,,,,,,,,,
92705,915,870,982,922.3333333,792900,833.1428571,8580,8651,8709,8646.666667,927,9569,0.903612359,856.4414353,-23.29857816,44706,,447,442,,,,,,,,,,,,,,,,,,
92706,43,51,42,45.33333333,494100,780.7142857,4010,4185,4310,4168.333333,927,4213.666667,0.989241357,806.6774905,-25.96320479,36457,,863,423,,,,,,,,,,,,,,,,,,
92707,2266,2225,2251,2247.333333,380100,754.9090909,7322,7156,7237,7238.333333,927,9485.666667,0.76308114,787.6912465,-32.78215559,59492,,174,364,,,,,,,,,,,,,,,,,,
92708,340,338,281,319.6666667,666300,864.2142857,9496,9626,9677,9599.666667,927,9919.333333,0.967773372,835.3567117,28.85757401,56004,,723,829,,,,,,,,,,,,,,,,,,
92780,1208,1227,1214,1216.333333,574400,780.5384615,6752,6811,6788,6783.666667,927,8000,0.847958333,820.0511343,-39.51267276,57741,,301,306,,,,,,,,,,,,,,,,,,
92782,,,,0,642300,926,2431,2443,2296,2390,927,2390,1,831.3596077,94.6403923,23032,,1056,1131,,,,,,,,,,,,,,,,,,
92801,1773,1830,1734,1779,424600,780.7272727,7333,7147,7169,7216.333333,928,8995.333333,0.802230786,795.1025435,-14.37527077,62068,,224,501,,,,,,,,,,,,,,,,,,
92802,526,535,652,571,447600,770.3333333,3995,3944,3910,3949.666667,928,4520.666667,0.873691196,798.9331015,-28.59976817,42709,,364,399,,,,,,,,,,,,,,,,,,
92804,717,492,671,626.6666667,446500,770.2105263,12959,12500,12288,12582.33333,928,13209,0.9525576,798.7499009,-28.53937458,85914,,644,400,,,,,,,,,,,,,,,,,,
92805,736,610,479,608.3333333,418400,767.4,8031,7835,7742,7869.333333,928,8477.666667,0.928242834,794.0699583,-26.6699583,70401,,543,416,,,,,,,,,,,,,,,,,,
92806,128,133,137,132.6666667,501000,758.5,5578,5710,5694,5660.666667,928,5793.333333,0.977100115,807.8266579,-49.3266579,37173,,784,247,,,,,,,,,,,,,,,,,,
92807,1442,1450,1417,1436.333333,627100,890.5,5536,5485,5536,5519,928,6955.333333,0.793491805,828.8281085,61.6718915,36171,,211,1015,,,,,,,,,,,,,,,,,,
92808,138,89,95,107.3333333,648200,916.6666667,2132,2181,2165,2159.333333,928,2266.666667,0.952647059,832.3422291,84.32443757,20039,,647,1100,,,,,,,,,,,,,,,,,,
92821,585,580,627,597.3333333,576900,853.8888889,4413,4402,4392,4402.333333,928,4999.666667,0.880525368,820.4674993,33.42138959,35533,,381,861,,,,,,,,,,,,,,,,,,
92831,1190,1166,878,1078,534000,806.5,4394,4553,4711,4552.666667,928,5630.666667,0.808548425,813.3226759,-6.8226759,34204,,236,564,,,,,,,,,,,,,,,,,,
92832,,,,0,431400,814.6,3180,3135,3139,3151.333333,928,3151.333333,1,796.2350563,18.3649437,24752,,1056,751,,,,,,,,,,,,,,,,,,
92833,382,402,522,435.3333333,471300,852.6666667,6455,6369,6422,6415.333333,928,6850.666667,0.936453873,802.8802417,49.78642497,51767,,576,954,,,,,,,,,,,,,,,,,,
92835,,,10,10,663700,909,1916,1951,2017,1961.333333,928,1971.333333,0.994927291,834.9236921,74.0763079,24010,,910,1063,,,,,,,,,,,,,,,,,,
92840,824,777,721,774,447800,790.7692308,6655,6594,6584,6611,928,7385,0.895192959,798.9664107,-8.197179931,54083,,423,554,,,,,,,,,,,,,,,,,,
92841,288,244,186,239.3333333,464200,780.5,5474,5365,5320,5386.333333,928,5625.666667,0.957456894,801.6977651,-21.1977651,32845,,678,459,,,,,,,,,,,,,,,,,,
92843,400,324,358,360.6666667,439000,804.9090909,6280,6216,6187,6227.666667,928,6588.333333,0.945256767,797.5008059,7.408285009,45214,,611,672,,,,,,,,,,,,,,,,,,
92844,335,261,261,285.6666667,435900,853.875,4104,4314,4303,4240.333333,928,4526,0.936883193,796.9845133,56.8904867,24307,,578,981,,,,,,,,,,,,,,,,,,
92845,75,84,94,84.33333333,532100,897,3521,3506,3523,3516.666667,928,3601,0.976580579,813.0062385,83.9937615,16333,,780,1099,,,,,,,,,,,,,,,,,,
92860,106,215,313,211.3333333,467800,817.4444444,4984,4811,4893,4896,928,5107.333333,0.95862159,802.2973307,15.14711374,27198,,683,728,,,,,,,,,,,,,,,,,,
92861,,,,0,1167100,888,3672,3667,3699,3679.333333,928,3679.333333,1,918.7629485,-30.7629485,5781,,1056,383,,,,,,,,,,,,,,,,,,
92865,978,953,868,933,548700,780.6666667,965,924,910,933,928,1866,0.5,815.7709021,-35.10423543,19704,,45,343,,,,,,,,,,,,,,,,,,
92866,1251,1214,1220,1228.333333,532300,795.5,782,741,715,746,928,1974.333333,0.377849063,813.0395477,-17.5395477,14885,,15,484,,,,,,,,,,,,,,,,,,
92867,1232,1191,1198,1207,603300,724.4,2961,2841,2841,2881,928,4088,0.704745597,824.8643137,-100.4643137,44515,,134,65,,,,,,,,,,,,,,,,,,
92868,,,,0,438600,786,1346,1348,1276,1323.333333,928,1323.333333,1,797.4341875,-11.4341875,25404,,1056,526,,,,,,,,,,,,,,,,,,
92869,808,962,951,907,614000,832.2,5407,5378,5372,5385.666667,928,6292.666667,0.855863969,826.6463559,5.5536441,37184,,324,654,,,,,,,,,,,,,,,,,,
92870,280,336,372,329.3333333,568400,830.6470588,9296,9164,9261,9240.333333,928,9569.666667,0.965585705,819.0518583,11.59520052,52033,,711,704,,,,,,,,,,,,,,,,,,
92879,52,67,48,55.66666667,363300,775.125,4142,4110,4171,4141,928,4196.666667,0.986735504,784.8932737,-9.7682737,46745,,847,540,,,,,,,,,,,,,,,,,,
92880,,10,15,12.5,489900,849.7142857,8240,7850,7935,8008.333333,928,8020.833333,0.998441558,805.9779973,43.73628841,58763,,948,921,,,,,,,,,,,,,,,,,,
92881,714,734,762,736.6666667,464300,830,7718,7853,7942,7837.666667,928,8574.333333,0.914084671,801.7144197,28.2855803,30991,,478,826,,,,,,,,,,,,,,,,,,
92882,916,743,837,832,407800,802.3571429,11235,10942,10631,10936,928,11768,0.929299796,792.3045707,10.05257216,67917,,549,696,,,,,,,,,,,,,,,,,,
92883,,,,0,423200,886,2220,2452,2631,2434.333333,928,2434.333333,1,794.8693791,91.1306209,29301,,1056,1123,,,,,,,,,,,,,,,,,,
92886,1454,1454,1537,1481.666667,678300,896.3,5198,5203,5109,5170,928,6651.666667,0.77724881,837.3552637,58.9447363,46564,,193,997,,,,,,,,,,,,,,,,,,
92887,422,392,414,409.3333333,773900,920.5,1630,1569,1529,1576,928,1985.333333,0.793821357,853.2770613,67.2229387,20006,,212,1032,,,,,,,,,,,,,,,,,,
93001,286,207,213,235.3333333,494700,785.5,4141,4293,4468,4300.666667,930,4536,0.948118754,806.7774181,-21.2774181,32990,,622,457,,,,,,,,,,,,,,,,,,
93003,1290,1319,1309,1306,493400,801,7404,7405,7281,7363.333333,930,8669.333333,0.849354045,806.5609083,-5.5609083,50474,,309,569,,,,,,,,,,,,,,,,,,
93004,402,383,388,391,479800,834.25,1270,1265,1244,1259.666667,930,1650.666667,0.76312601,804.2958827,29.9541173,29149,,175,834,,,,,,,,,,,,,,,,,,
93010,825,740,830,798.3333333,525600,756.5,3419,3531,3515,3488.333333,930,4286.666667,0.813763608,811.9236895,-55.4236895,42901,,248,216,,,,,,,,,,,,,,,,,,
93012,46,38,,42,517700,876,4069,4251,4325,4215,930,4257,0.990133897,810.6079761,65.3920239,34617,,873,1025,,,,,,,,,,,,,,,,,,
93013,340,11,277,209.3333333,773600,780,1631,1613,1603,1615.666667,930,1825,0.885296804,853.2270975,-73.2270975,16091,,392,144,,,,,,,,,,,,,,,,,,
93015,67,66,70,67.66666667,340300,701.6666667,1145,1162,1104,1137,930,1204.666667,0.943829552,781.0627157,-79.39604903,17334,,606,123,,,,,,,,,,,,,,,,,,
93021,185,183,11,126.3333333,573700,812.3333333,5283,5150,4992,5141.666667,930,5268,0.976018729,819.9345521,-7.601218767,36422,,774,558,,,,,,,,,,,,,,,,,,
93022,,,,0,498000,756,248,217,217,227.3333333,930,227.3333333,1,807.3270199,-51.3270199,6106,,1056,235,,,,,,,,,,,,,,,,,,
93023,3471,3200,3906,3525.666667,612300,806.4444444,2275,2298,2246,2273,930,5798.666667,0.391986664,826.3632277,-19.91878326,20589,,17,465,,,,,,,,,,,,,,,,,,
93030,731,713,775,739.6666667,420200,718,7796,7576,7650,7674,930,8413.666667,0.912087477,794.3697411,-76.3697411,59372,,473,135,,,,,,,,,,,,,,,,,,
93033,653,560,554,589,352300,722.8888889,11811,11746,11934,11830.33333,930,12419.33333,0.952573944,783.0612677,-60.17237881,82728,,645,193,,,,,,,,,,,,,,,,,,
93035,,,,0,487600,797.5,1837,2021,2193,2017,930,2017,1,805.5949415,-8.0949415,27732,,1056,555,,,,,,,,,,,,,,,,,,
93036,101,108,123,110.6666667,405300,734.3636364,7998,8125,8103,8075.333333,930,8186,0.986480984,791.8882057,-57.52456934,41691,,846,205,,,,,,,,,,,,,,,,,,
93041,234,231,219,228,311800,738.5,1678,1706,1711,1698.333333,930,1926.333333,0.881640422,776.3161547,-37.8161547,23641,,385,326,,,,,,,,,,,,,,,,,,
93060,129,139,146,138,361100,824,557,576,580,571,930,709,0.805359661,784.5268725,39.4731275,32811,,229,897,,,,,,,,,,,,,,,,,,
93063,467,466,300,411,478800,836.9090909,6661,6593,6355,6536.333333,930,6947.333333,0.94084061,804.1293367,32.77975421,54366,,597,854,,,,,,,,,,,,,,,,,,
93065,1282,1411,1479,1390.666667,485800,794.0384615,14547,15477,14181,14735,930,16125.66667,0.913760671,805.2951587,-11.25669716,72508,,477,528,,,,,,,,,,,,,,,,,,
93066,,,6,6,967300,820.5,676,672,674,674,930,680,0.991176471,885.4870577,-64.9870577,3102,,880,169,,,,,,,,,,,,,,,,,,
93101,288,199,206,231,794600,732.5,1461,1478,1424,1454.333333,931,1685.333333,0.862935127,856.7245635,-124.2245635,31683,,341,34,,,,,,,,,,,,,,,,,,
93103,72,87,286,148.3333333,1029900,766.2,2969,3063,3068,3033.333333,931,3181.666667,0.953378732,895.9128373,-129.7128373,20249,,654,27,,,,,,,,,,,,,,,,,,
93105,226,286,417,309.6666667,1032000,831.5,885,892,918,898.3333333,931,1208,0.743653422,896.2625839,-64.7625839,24815,,154,171,,,,,,,,,,,,,,,,,,
93108,447,442,444,444.3333333,2710500,954,406,424,449,426.3333333,931,870.6666667,0.489663093,1000,-46,11112,,41,263,,,,,,,,,,,,,,,,,,
93109,,,13,13,1064000,814.3333333,1007,1089,1088,1061.333333,931,1074.333333,0.987899473,901.5920559,-87.25872257,10858,,858,101,,,,,,,,,,,,,,,,,,
93110,676,289,575,513.3333333,1025200,782.75,3151,3128,3157,3145.333333,931,3658.666667,0.859693878,895.1300711,-112.3800711,16829,,334,48,,,,,,,,,,,,,,,,,,
93111,237,264,273,258,832700,891,1080,1077,1063,1073.333333,931,1331.333333,0.806209314,863.0699661,27.9300339,17370,,232,820,,,,,,,,,,,,,,,,,,
93117,459,324,248,343.6666667,754600,847.3,4196,4124,4105,4141.666667,931,4485.333333,0.923379905,850.0627235,-2.7627235,53217,,520,595,,,,,,,,,,,,,,,,,,
93202,135,137,136,136,121500,746,689,698,692,693,932,829,0.835946924,744.6224509,1.3775491,4143,,281,629,,,,,,,,,,,,,,,,,,
93203,,,,0,124900,710,4140,4095,3978,4071,932,4071,1,745.1887073,-35.1887073,20938,,1056,342,,,,,,,,,,,,,,,,,,
93204,,,,0,102700,647.25,1488,1579,1609,1558.666667,932,1558.666667,1,741.4913861,-94.2413861,15529,,1056,83,,,,,,,,,,,,,,,,,,
93210,114,95,89,99.33333333,136300,739.25,2155,2180,2183,2172.666667,932,2272,0.956279343,747.0873317,-7.8373317,19504,,670,557,,,,,,,,,,,,,,,,,,
93212,15,15,6,12,103900,725.5,2277,2226,2233,2245.333333,932,2257.333333,0.994683993,741.6912413,-16.1912413,26079,,908,489,,,,,,,,,,,,,,,,,,
93215,48,33,29,36.66666667,147100,750.2666667,7150,7567,7695,7470.666667,932,7507.333333,0.995115887,748.8860285,1.380638167,55659,,914,630,,,,,,,,,,,,,,,,,,
93219,,,,0,116000,685.5,1434,1389,1409,1410.666667,932,1410.666667,1,743.7064479,-58.2064479,10194,,1056,201,,,,,,,,,,,,,,,,,,
93222,22,,,22,181900,865,47,44,61,50.66666667,932,72.66666667,0.697247706,754.6818293,110.3181707,2099,,129,1143,,,,,,,,,,,,,,,,,,
93223,,,,0,114600,655.5,1427,1470,1323,1406.666667,932,1406.666667,1,743.4732835,-87.9732835,10604,,1056,99,,,,,,,,,,,,,,,,,,
93230,294,208,204,235.3333333,160900,750.3333333,8027,8115,8358,8166.666667,932,8402,0.971990796,751.1843633,-0.851029967,65264,,753,611,,,,,,,,,,,,,,,,,,
93234,,,,0,125400,686,813,835,854,834,932,834,1,745.2719803,-59.2719803,6987,,1056,196,,,,,,,,,,,,,,,,,,
93235,,,,0,95400,696,410,420,403,411,932,411,1,740.2756003,-44.2756003,4559,,1056,275,,,,,,,,,,,,,,,,,,
93238,15,6,,10.5,194600,825,65,40,40,48.33333333,932,58.83333333,0.821529745,756.7969635,68.2030365,1490,,263,1035,,,,,,,,,,,,,,,,,,
93240,,,,0,127900,762.3333333,820,820,759,799.6666667,932,799.6666667,1,745.6883453,16.64498803,6056,,1056,738,,,,,,,,,,,,,,,,,,
93241,,,,0,85800,707.5,1429,1404,1457,1430,932,1430,1,738.6767587,-31.1767587,17489,,1056,378,,,,,,,,,,,,,,,,,,
93242,,,,0,121700,731,493,483,483,486.3333333,932,486.3333333,1,744.6557601,-13.6557601,3468,,1056,507,,,,,,,,,,,,,,,,,,
93245,460,460,439,453,182200,800.6923077,5153,5076,5058,5095.666667,932,5548.666667,0.918358765,754.7317931,45.96051459,37412,,496,942,,,,,,,,,,,,,,,,,,
93247,23,29,29,27,136200,637.2,2272,1877,1931,2026.666667,932,2053.666667,0.986852784,747.0706771,-109.8706771,17423,,848,51,,,,,,,,,,,,,,,,,,
93250,,,,0,129100,666.8,2267,2273,2313,2284.333333,932,2284.333333,1,745.8882005,-79.0882005,13522,,1056,126,,,,,,,,,,,,,,,,,,
93256,,,,0,109900,687,684,747,774,735,932,735,1,742.6905173,-55.6905173,5753,,1056,212,,,,,,,,,,,,,,,,,,
93257,219,186,196,200.3333333,143500,738.2333333,12484,12999,13198,12893.66667,932,13094,0.984700372,748.2864629,-10.05312957,75004,,833,539,,,,,,,,,,,,,,,,,,
93263,31,25,24,26.66666667,135600,689.2857143,3580,3566,3587,3577.666667,932,3604.333333,0.992601498,746.9707495,-57.68503521,19582,,893,204,,,,,,,,,,,,,,,,,,
93265,20,14,16,16.66666667,220400,817,252,231,245,242.6666667,932,259.3333333,0.935732648,761.0938503,55.9061497,3699,,573,977,,,,,,,,,,,,,,,,,,
93267,,,,0,116300,763.75,1397,1395,1410,1400.666667,932,1400.666667,1,743.7564117,19.9935883,6237,,1056,764,,,,,,,,,,,,,,,,,,
93268,,,,0,106300,719.375,2104,2117,2057,2092.666667,932,2092.666667,1,742.0909517,-22.7159517,16897,,1056,446,,,,,,,,,,,,,,,,,,
93270,24,15,,19.5,175700,707.5,648,635,651,644.6666667,932,664.1666667,0.9706399,753.6492441,-46.1492441,5837,,746,262,,,,,,,,,,,,,,,,,,
93271,,,,0,265300,834,110,98,98,102,932,102,1,768.5717657,65.4282343,2276,,1056,1026,,,,,,,,,,,,,,,,,,
93274,315,314,319,316,147600,759.7916667,11447,11721,11881,11683,932,11999,0.973664472,748.9693015,10.82236517,69721,,763,698,,,,,,,,,,,,,,,,,,
93277,1210,1040,1021,1090.333333,174600,780.875,7717,7645,7681,7681,932,8771.333333,0.875693547,753.4660435,27.4089565,50607,,370,815,,,,,,,,,,,,,,,,,,
93280,101,87,81,89.66666667,134500,716.7777778,3806,3895,3962,3887.666667,932,3977.333333,0.977455582,746.7875489,-30.00977112,27152,,786,388,,,,,,,,,,,,,,,,,,
93286,,,,0,134200,724.25,1623,1618,1643,1628,932,1628,1,746.7375851,-22.4875851,9548,,1056,449,,,,,,,,,,,,,,,,,,
93291,586,575,538,566.3333333,192700,712.0555556,7428,7679,7626,7577.666667,932,8144,0.930460052,756.4805261,-44.42497054,52849,,552,271,,,,,,,,,,,,,,,,,,
93292,9,9,15,11,179400,698.8461538,4557,4492,4476,4508.333333,932,4519.333333,0.997566013,754.2654643,-55.41931045,39032,,940,217,,,,,,,,,,,,,,,,,,
93301,84,64,40,62.66666667,162500,689.75,3887,3891,4061,3946.333333,933,4009,0.984368504,751.4508369,-61.7008369,12248,,829,186,,,,,,,,,,,,,,,,,,
93304,542,519,527,529.3333333,127200,729.6428571,6182,6228,6508,6306,933,6835.333333,0.922559251,745.5717631,-15.92890596,48731,,514,490,,,,,,,,,,,,,,,,,,
93305,1000,966,963,976.3333333,114600,708.7142857,2874,2992,3109,2991.666667,933,3968,0.753948253,743.4732835,-34.75899779,37601,,164,349,,,,,,,,,,,,,,,,,,
93306,419,371,316,368.6666667,159100,756,11971,12283,12581,12278.33333,933,12647,0.970849477,750.8845805,5.1154195,64587,,748,653,,,,,,,,,,,,,,,,,,
93307,342,363,354,353,130000,727.4761905,12519,12698,12768,12661.66667,933,13014.66667,0.972876754,746.0380919,-18.56190142,82658,,758,475,,,,,,,,,,,,,,,,,,
93308,297,206,218,240.3333333,173800,751.25,5264,5037,5006,5102.333333,933,5342.666667,0.955016222,753.3328067,-2.0828067,52447,,662,599,,,,,,,,,,,,,,,,,,
93309,606,598,558,587.3333333,172800,744.3571429,6702,6738,6723,6721,933,7308.333333,0.91963512,753.1662607,-8.809117843,58409,,503,547,,,,,,,,,,,,,,,,,,
93311,348,378,428,384.6666667,266000,826.7272727,7717,7917,8114,7916,933,8300.666667,0.953658341,768.6883479,58.03892483,40829,,656,989,,,,,,,,,,,,,,,,,,
93312,184,202,194,193.3333333,267200,846.9375,9677,9821,10087,9861.666667,933,10055,0.980772418,768.8882031,78.0492969,56741,,805,1079,,,,,,,,,,,,,,,,,,
93313,106,114,192,137.3333333,206900,780.5,5836,5977,6100,5971,933,6108.333333,0.977517053,758.8454793,21.6545207,43553,,787,777,,,,,,,,,,,,,,,,,,
93314,485,450,425,453.3333333,355600,813.6,3220,3113,3014,3115.666667,933,3569,0.872980293,783.6108695,29.9891305,22393,,363,835,,,,,,,,,,,,,,,,,,
93401,658,716,767,713.6666667,615200,861.25,1748,1801,1757,1768.666667,934,2482.333333,0.712501679,826.8462111,34.4037889,28033,,139,869,,,,,,,,,,,,,,,,,,
93402,14,13,27,18,420900,828.6666667,852,872,887,870.3333333,934,888.3333333,0.979737336,794.4863233,34.18034337,14318,,798,866,,,,,,,,,,,,,,,,,,
93405,315,308,287,303.3333333,598800,820.875,1810,1899,1968,1892.333333,934,2195.666667,0.861849097,824.1148567,-3.2398567,35440,,338,588,,,,,,,,,,,,,,,,,,
93420,568,570,563,567,573300,813.7142857,3837,3793,3721,3783.666667,934,4350.666667,0.869675146,819.8679337,-6.153647986,28413,,353,566,,,,,,,,,,,,,,,,,,
93422,323,306,242,290.3333333,425200,796.6666667,3210,3171,3079,3153.333333,934,3443.666667,0.91569064,795.2024711,1.464195567,31375,,485,631,,,,,,,,,,,,,,,,,,
93426,,,,0,388700,832,52,49,55,52,934,52,1,789.1235421,42.8764579,1401,,1056,915,,,,,,,,,,,,,,,,,,
93427,,,,0,491500,864,501,487,483,490.3333333,934,490.3333333,1,806.2444709,57.7555291,5505,,1056,986,,,,,,,,,,,,,,,,,,
93428,,,,0,619500,812.3333333,533,556,568,552.3333333,934,552.3333333,1,827.5623589,-15.22902557,6314,,1056,495,,,,,,,,,,,,,,,,,,
93430,,,,0,746900,897,160,172,173,168.3333333,934,168.3333333,1,848.7803193,48.2196807,2972,,1056,950,,,,,,,,,,,,,,,,,,
93433,,,,0,381900,822.3333333,965,911,881,919,934,919,1,787.9910293,34.34230403,13162,,1056,868,,,,,,,,,,,,,,,,,,
93434,,,,0,205600,695,825,842,795,820.6666667,934,820.6666667,1,758.6289695,-63.6289695,7110,,1056,175,,,,,,,,,,,,,,,,,,
93436,186,161,161,169.3333333,254400,744.5833333,5341,5198,5270,5269.666667,934,5439,0.968866826,766.7564143,-22.17308097,54017,,727,451,,,,,,,,,,,,,,,,,,
93442,,,,0,510500,826,874,887,892,884.3333333,934,884.3333333,1,809.4088449,16.5911551,10789,,1056,737,,,,,,,,,,,,,,,,,,
93444,,,,0,473600,795.3333333,1564,1469,1424,1485.666667,934,1485.666667,1,803.2632975,-7.929964167,19244,,1056,556,,,,,,,,,,,,,,,,,,
93445,,,,0,338300,769,303,310,288,300.3333333,934,300.3333333,1,780.7296237,-11.7296237,7173,,1056,521,,,,,,,,,,,,,,,,,,
93446,502,327,529,452.6666667,386800,795.4285714,1776,1845,1770,1797,934,2249.666667,0.798785005,788.8071047,6.621466729,43714,,220,660,,,,,,,,,,,,,,,,,,
93449,,,,0,694100,865,760,784,806,783.3333333,934,783.3333333,1,839.9866905,25.0133095,7657,,1056,802,,,,,,,,,,,,,,,,,,
93451,,,,0,296000,799.5,306,331,325,320.6666667,934,320.6666667,1,773.6847279,25.8152721,3779,,1056,806,,,,,,,,,,,,,,,,,,
93453,,,,0,459600,747,212,223,221,218.6666667,934,218.6666667,1,800.9316535,-53.9316535,2899,,1056,224,,,,,,,,,,,,,,,,,,
93454,226,206,202,211.3333333,275200,737.4545455,7675,7730,8033,7812.666667,934,8024,0.973662346,770.2205711,-32.76602565,36448,,762,365,,,,,,,,,,,,,,,,,,
93455,1485,1440,1451,1458.666667,353800,769.5,5718,6064,6136,5972.666667,934,7431.333333,0.803714004,783.3110867,-13.8110867,41684,,227,504,,,,,,,,,,,,,,,,,,
93458,11,11,10,10.66666667,253900,721.8,5071,5285,5526,5294,934,5304.666667,0.997989192,766.6731413,-44.8731413,55431,,946,268,,,,,,,,,,,,,,,,,,
93460,105,100,110,105,755800,850.6666667,1021,1035,1063,1039.666667,934,1144.666667,0.908270239,850.2625787,0.404087967,5255,,460,623,,,,,,,,,,,,,,,,,,
93463,,,,0,664300,897,526,515,523,521.3333333,934,521.3333333,1,835.0236197,61.9763803,7646,,1056,1016,,,,,,,,,,,,,,,,,,
93465,56,56,59,57,555700,832.1666667,1664,1594,1701,1653,934,1710,0.966666667,816.9367241,15.22994257,9153,,718,731,,,,,,,,,,,,,,,,,,
93501,11,,,11,75300,641,513,493,477,494.3333333,935,505.3333333,0.97823219,736.9280257,-95.9280257,5467,,791,76,,,,,,,,,,,,,,,,,,
93505,6,6,6,6,85800,699.5,1204,1229,1238,1223.666667,935,1229.666667,0.995120629,738.6767587,-39.1767587,14038,,915,311,,,,,,,,,,,,,,,,,,
93510,11,7,11,9.666666667,486100,766.6666667,1029,926,858,937.6666667,935,947.3333333,0.989795918,805.3451225,-38.67845583,7993,,868,320,,,,,,,,,,,,,,,,,,
93513,,,,0,181000,691,117,119,124,120,935,120,1,754.5319379,-63.5319379,1763,,1056,177,,,,,,,,,,,,,,,,,,
93514,31,29,31,30.33333333,335000,785.2,1474,1473,1454,1467,935,1497.333333,0.979741763,780.1800219,5.0199781,13857,,799,652,,,,,,,,,,,,,,,,,,
93527,28,25,21,24.66666667,174800,834,130,113,108,117,935,141.6666667,0.825882353,753.4993527,80.5006473,2387,,268,1087,,,,,,,,,,,,,,,,,,
93534,2439,2302,2419,2386.666667,153200,664.25,3557,2744,2471,2924,935,5310.666667,0.550590008,749.9019591,-85.6519591,39341,,63,104,,,,,,,,,,,,,,,,,,
93535,777,751,576,701.3333333,172700,691.5,9215,8675,8755,8881.666667,935,9583,0.926814846,753.1496061,-61.6496061,72046,,538,188,,,,,,,,,,,,,,,,,,
93536,1373,1300,1224,1299,259400,806.6923077,10412,10425,10234,10357,935,11656,0.888555251,767.5891443,39.10316339,70918,,405,894,,,,,,,,,,,,,,,,,,
93543,,,,0,180300,732.75,2173,2014,2017,2068,935,2068,1,754.4153557,-21.6653557,13033,,1056,456,,,,,,,,,,,,,,,,,,
93550,389,351,367,369,180500,675.5714286,8484,8319,8103,8302,935,8671,0.957444355,754.4486649,-78.87723633,74929,,676,128,,,,,,,,,,,,,,,,,,
93551,289,265,234,262.6666667,302900,813.1818182,7970,8161,7323,7818,935,8080.666667,0.967494431,774.8338953,38.34792288,50798,,721,891,,,,,,,,,,,,,,,,,,
93552,,,,0,216300,732.1,7591,7378,7067,7345.333333,935,7345.333333,1,760.4110117,-28.3110117,38158,,1056,401,,,,,,,,,,,,,,,,,,
93553,75,75,34,61.33333333,219200,791,253,253,258,254.6666667,935,316,0.805907173,760.8939951,30.1060049,2138,,231,837,,,,,,,,,,,,,,,,,,
93555,372,390,371,377.6666667,151700,795.9,3627,3595,3592,3604.666667,935,3982.333333,0.905164476,749.6521401,46.2478599,32560,,452,944,,,,,,,,,,,,,,,,,,
93560,,6,6,6,159300,643.1666667,2091,1998,1979,2022.666667,935,2028.666667,0.997042392,750.9178897,-107.751223,18910,,937,56,,,,,,,,,,,,,,,,,,
