Zip,zindex,sd_avg_w,sd_num11,sd_num12,sd_num13,sd_num_avg
92173,327700.0,771.666666667,2860.0,2773.0,3013.0,2882.0
93614,225900.0,771.5,259.0,323.0,352.0,311.333333333
92503,292300.0,771.4,8371.0,8794.0,9754.0,8973.0
95219,307600.0,771.4,1186.0,1226.0,1345.0,1252.33333333
93245,182200.0,771.307692308,2743.0,2741.0,2929.0,2804.33333333
94066,732000.0,771.25,1318.0,1345.0,1339.0,1334.0
93711,291500.0,771.166666667,831.0,965.0,1214.0,1003.33333333
95682,360100.0,771.0,491.0,569.0,615.0,558.333333333
92585,280300.0,771.0,2747.0,2855.0,3128.0,2910.0
90247,390100.0,771.0,3298.0,3524.0,3435.0,3419.0
93656,131700.0,771.0,552.0,556.0,1040.0,716.0
92831,534000.0,770.875,1522.0,1750.0,1923.0,1731.66666667
91744,371600.0,770.846153846,10445.0,10178.0,10123.0,10248.6666667
96097,132300.0,770.666666667,500.0,503.0,676.0,559.666666667
96021,132100.0,770.625,1740.0,1606.0,1742.0,1696.0
93610,154700.0,770.571428571,1886.0,1863.0,1846.0,1865.0
92019,435900.0,770.545454545,2932.0,3128.0,3761.0,3273.66666667
95953,163000.0,770.5,973.0,992.0,993.0,986.0
92673,806300.0,770.5,887.0,997.0,1119.0,1001.0
92058,386200.0,770.375,2135.0,2330.0,2401.0,2288.66666667
95461,232100.0,770.333333333,485.0,507.0,539.0,510.333333333
91723,436100.0,770.166666667,2912.0,2991.0,3004.0,2969.0
95826,244300.0,770.0,1828.0,1862.0,1799.0,1829.66666667
92313,295500.0,770.0,1050.0,1046.0,1217.0,1104.33333333
91390,548800.0,770.0,59.0,61.0,62.0,60.6666666667
95212,275800.0,769.555555556,3587.0,3758.0,3695.0,3680.0
92117,513200.0,769.5,3823.0,3662.0,3837.0,3774.0
92841,464200.0,769.333333333,4228.0,3868.0,4076.0,4057.33333333
95667,279600.0,769.181818182,1798.0,1673.0,1875.0,1782.0
94947,625300.0,769.142857143,750.0,906.0,941.0,865.666666667
93667,238900.0,769.0,130.0,140.0,141.0,137.0
95051,859000.0,768.75,2514.0,2531.0,2569.0,2538.0
93004,479800.0,768.75,585.0,572.0,630.0,595.666666667
91935,602900.0,768.75,333.0,307.0,320.0,320.0
92277,93200.0,768.714285714,1488.0,1475.0,1547.0,1503.33333333
92571,227300.0,768.7,5643.0,6119.0,6316.0,6026.0
92501,248200.0,768.666666667,872.0,910.0,931.0,904.333333333
91360,602000.0,768.444444444,985.0,1126.0,1285.0,1132.0
94550,672600.0,768.375,1176.0,1212.0,1221.0,1203.0
92801,424600.0,768.363636364,5926.0,6000.0,6293.0,6073.0
95648,379300.0,768.272727273,2297.0,2588.0,2543.0,2476.0
91101,452600.0,768.0,535.0,561.0,603.0,566.333333333
91104,648700.0,767.25,1847.0,1883.0,1945.0,1891.66666667
92882,407800.0,767.214285714,5741.0,5602.0,5794.0,5712.33333333
92154,357500.0,767.0625,7876.0,7778.0,7972.0,7875.33333333
94043,909200.0,767.0,794.0,830.0,781.0,801.666666667
92399,303100.0,766.9,2758.0,3145.0,3226.0,3043.0
91206,657400.0,766.8,1796.0,1882.0,2022.0,1900.0
95348,201300.0,766.5,2485.0,2616.0,2574.0,2558.33333333
94005,675800.0,766.5,96.0,89.0,83.0,89.3333333333
95945,285400.0,766.444444444,1098.0,1001.0,1284.0,1127.66666667
94571,276100.0,766.333333333,365.0,397.0,348.0,370.0
93035,487600.0,766.25,1277.0,1379.0,1441.0,1365.66666667
95834,311500.0,766.166666667,1497.0,1500.0,1546.0,1514.33333333
90040,331600.0,766.0,1012.0,1032.0,1058.0,1034.0
90746,442000.0,765.875,1777.0,1821.0,1740.0,1779.33333333
92691,606600.0,765.666666667,2139.0,2352.0,2642.0,2377.66666667
92065,433000.0,765.333333333,1708.0,1542.0,1753.0,1667.66666667
90006,511800.0,765.285714286,3767.0,3619.0,3543.0,3643.0
92262,312700.0,765.25,2288.0,2317.0,2410.0,2338.33333333
91706,361100.0,765.25,9659.0,10184.0,8628.0,9490.33333333
92672,765100.0,765.2,937.0,965.0,984.0,962.0
92879,363300.0,765.142857143,2595.0,2554.0,2644.0,2597.66666667
92780,574400.0,765.076923077,5031.0,5249.0,5397.0,5225.66666667
95245,192700.0,765.0,26.0,40.0,36.0,34.0
90804,399100.0,764.8,3696.0,3561.0,3563.0,3606.66666667
94561,337400.0,764.555555556,2264.0,2487.0,2734.0,2495.0
93402,420900.0,764.333333333,349.0,405.0,422.0,392.0
92081,466600.0,764.0,1468.0,1499.0,1572.0,1513.0
96067,230200.0,764.0,340.0,334.0,343.0,339.0
91351,399000.0,764.0,2434.0,2688.0,2978.0,2700.0
95623,266900.0,764.0,185.0,190.0,246.0,207.0
92704,416700.0,763.85,13413.0,13645.0,14036.0,13698.0
92057,382000.0,763.727272727,4066.0,4378.0,4700.0,4381.33333333
92056,412800.0,763.7,1661.0,1760.0,1869.0,1763.33333333
95054,816100.0,763.666666667,534.0,592.0,597.0,574.333333333
95448,584400.0,763.6,871.0,840.0,816.0,842.333333333
95116,483700.0,763.5,3682.0,3880.0,3898.0,3820.0
92020,416600.0,763.461538462,3148.0,3454.0,3906.0,3502.66666667
91406,453400.0,763.307692308,5456.0,5549.0,5657.0,5554.0
92555,296400.0,763.285714286,4571.0,4387.0,4773.0,4577.0
90660,370700.0,763.285714286,5525.0,5568.0,5457.0,5516.66666667
95436,390500.0,763.0,133.0,133.0,134.0,133.333333333
93066,967300.0,763.0,215.0,285.0,304.0,268.0
90022,336600.0,762.923076923,7749.0,7607.0,7649.0,7668.33333333
93657,173900.0,762.8,5301.0,5293.0,5324.0,5306.0
90260,430300.0,762.75,6190.0,6335.0,6580.0,6368.33333333
90713,484900.0,762.714285714,4449.0,4164.0,4099.0,4237.33333333
90066,986400.0,762.583333333,3535.0,3444.0,3274.0,3417.66666667
92557,260600.0,762.454545455,5528.0,5338.0,5770.0,5545.33333333
93060,361100.0,762.333333333,343.0,360.0,389.0,364.0
91343,456200.0,762.285714286,7258.0,7151.0,7455.0,7288.0
92805,418400.0,762.1,7180.0,7239.0,7038.0,7152.33333333
94515,569800.0,762.0,441.0,448.0,483.0,457.333333333
94523,596100.0,761.6,1202.0,1377.0,1404.0,1327.66666667
93313,206900.0,761.5,4151.0,4385.0,2118.0,3551.33333333
93625,204200.0,761.5,1099.0,1127.0,1216.0,1147.33333333
95252,245600.0,761.333333333,517.0,580.0,645.0,580.666666667
90292,821800.0,761.0,311.0,264.0,263.0,279.333333333
92040,408900.0,760.75,1688.0,1467.0,1899.0,1684.66666667
95616,578700.0,760.666666667,1087.0,1102.0,1159.0,1116.0
95368,242000.0,760.5,1266.0,1181.0,1398.0,1281.66666667
95835,305200.0,760.285714286,2386.0,2580.0,2567.0,2511.0
93704,193800.0,760.272727273,6139.0,6240.0,6219.0,6199.33333333
95136,707200.0,760.2,1128.0,1174.0,1278.0,1193.33333333
92335,255000.0,760.117647059,11064.0,10819.0,10877.0,10920.0
95356,265900.0,760.0,655.0,915.0,989.0,853.0
90710,472800.0,759.75,2387.0,2518.0,2347.0,2417.33333333
90250,467300.0,759.75,7220.0,7455.0,7512.0,7395.66666667
95020,595400.0,759.733333333,4683.0,4868.0,5190.0,4913.66666667
96150,342100.0,759.333333333,1552.0,1495.0,1608.0,1551.66666667
95401,387500.0,759.25,625.0,594.0,646.0,621.666666667
92802,447600.0,759.166666667,3463.0,3473.0,3495.0,3477.0
95010,655600.0,759.0,197.0,46.0,241.0,161.333333333
95472,653200.0,758.875,548.0,595.0,616.0,586.333333333
91311,532200.0,758.857142857,2681.0,2760.0,2572.0,2671.0
92377,317300.0,758.833333333,4857.0,3689.0,3487.0,4011.0
93444,473600.0,758.666666667,916.0,878.0,891.0,895.0
92114,342000.0,758.615384615,4844.0,5193.0,5451.0,5162.66666667
92102,363200.0,758.588235294,4282.0,4454.0,4569.0,4435.0
95133,609700.0,758.5,2809.0,2762.0,2621.0,2730.66666667
93265,220400.0,758.0,73.0,81.0,91.0,81.6666666667
95631,277400.0,758.0,195.0,177.0,165.0,179.0
92372,206700.0,758.0,165.0,195.0,180.0,180.0
92374,291200.0,757.545454545,4900.0,5024.0,5284.0,5069.33333333
94587,604100.0,757.5,2697.0,2760.0,2993.0,2816.66666667
95634,224900.0,757.5,203.0,165.0,128.0,165.333333333
91792,435700.0,757.5,902.0,920.0,941.0,921.0
90023,316700.0,757.307692308,7634.0,7219.0,7014.0,7289.0
91977,359000.0,757.166666667,4371.0,4265.0,4226.0,4287.33333333
93445,338300.0,757.0,279.0,268.0,261.0,269.333333333
94611,942300.0,756.8,1258.0,1358.0,1380.0,1332.0
95687,322200.0,756.777777778,2076.0,2159.0,2087.0,2107.33333333
92024,803000.0,756.555555556,932.0,843.0,1021.0,932.0
92352,332000.0,756.25,1066.0,1099.0,1130.0,1098.33333333
94608,477100.0,756.166666667,1187.0,1380.0,1424.0,1330.33333333
92061,480700.0,756.0,150.0,146.0,177.0,157.666666667
95065,661100.0,756.0,73.0,20.0,85.0,59.3333333333
90010,741000.0,756.0,837.0,1000.0,1049.0,962.0
94103,886800.0,756.0,497.0,515.0,527.0,513.0
91762,325400.0,756.0,8236.0,8109.0,8478.0,8274.33333333
94610,867900.0,756.0,1878.0,1985.0,2202.0,2021.66666667
91710,408200.0,755.933333333,5904.0,5820.0,6514.0,6079.33333333
91016,560300.0,755.888888889,2290.0,2510.0,2591.0,2463.66666667
91752,405200.0,755.75,2156.0,2116.0,2070.0,2114.0
91932,382600.0,755.6,2030.0,2056.0,2195.0,2093.66666667
95018,473700.0,755.5,254.0,286.0,275.0,271.666666667
95382,277100.0,755.5,2751.0,2896.0,2971.0,2872.66666667
90038,686200.0,755.25,1919.0,1935.0,1918.0,1924.0
95111,532700.0,755.083333333,4993.0,5201.0,5234.0,5142.66666667
95236,330600.0,755.0,427.0,434.0,469.0,443.333333333
94580,447900.0,754.8,3583.0,3421.0,3920.0,3641.33333333
91364,766500.0,754.714285714,1245.0,1345.0,1405.0,1331.66666667
93420,573300.0,754.571428571,1514.0,1485.0,1483.0,1494.0
95632,254700.0,754.444444444,2604.0,2755.0,2812.0,2723.66666667
92804,446500.0,754.263157895,9795.0,10050.0,10316.0,10053.6666667
93960,252200.0,754.142857143,3073.0,3038.0,3085.0,3065.33333333
93023,612300.0,754.142857143,842.0,873.0,999.0,904.666666667
92276,158500.0,754.0,348.0,329.0,344.0,340.333333333
93640,117200.0,754.0,1814.0,1897.0,1940.0,1883.66666667
93722,189900.0,754.0,5829.0,5400.0,5699.0,5642.66666667
95125,955100.0,753.916666667,2908.0,2809.0,2947.0,2888.0
95122,499500.0,753.578947368,7437.0,7569.0,7138.0,7381.33333333
93003,493400.0,753.428571429,3001.0,3130.0,3410.0,3180.33333333
92201,198700.0,753.388888889,7894.0,8241.0,8052.0,8062.33333333
93267,116300.0,753.25,1135.0,1146.0,1185.0,1155.33333333
91768,319900.0,753.222222222,4009.0,3981.0,3634.0,3874.66666667
92392,190900.0,753.058823529,7638.0,8291.0,8020.0,7983.0
93553,219200.0,753.0,170.0,171.0,178.0,173.0
95973,280800.0,753.0,65.0,75.0,63.0,67.6666666667
90745,400900.0,753.0,5580.0,5364.0,4518.0,5154.0
92251,188600.0,752.8,1153.0,1136.0,1269.0,1186.0
93646,116000.0,752.8,1799.0,1816.0,1829.0,1814.66666667
90301,321600.0,752.777777778,4061.0,3795.0,3980.0,3945.33333333
90502,371800.0,752.5,618.0,612.0,596.0,608.666666667
91331,357500.0,752.266666667,9355.0,9160.0,9160.0,9225.0
92509,285500.0,752.263157895,8898.0,8935.0,9095.0,8976.0
90501,545800.0,752.142857143,1280.0,1545.0,1691.0,1505.33333333
92346,264600.0,752.071428571,4028.0,4380.0,4116.0,4174.66666667
90704,576600.0,752.0,330.0,336.0,364.0,343.333333333
95307,200600.0,752.0,5715.0,5809.0,5779.0,5767.66666667
90731,496200.0,751.769230769,4736.0,4694.0,4628.0,4686.0
92115,397100.0,751.75,4190.0,4313.0,5027.0,4510.0
94014,598200.0,751.555555556,1724.0,1895.0,1997.0,1872.0
90042,513700.0,751.538461538,5100.0,4808.0,4665.0,4857.66666667
92337,302100.0,751.454545455,5109.0,5631.0,5791.0,5510.33333333
93555,151700.0,751.4,1682.0,1674.0,1764.0,1706.66666667
94538,644400.0,751.285714286,2593.0,2703.0,2906.0,2734.0
95621,275000.0,751.142857143,1546.0,1434.0,1469.0,1483.0
92407,234600.0,751.133333333,6535.0,8024.0,7182.0,7247.0
95210,162500.0,750.875,3158.0,3088.0,3101.0,3115.66666667
92707,380100.0,750.818181818,6690.0,6621.0,6777.0,6696.0
91320,614200.0,750.555555556,975.0,975.0,1113.0,1021.0
96013,121900.0,750.5,191.0,210.0,270.0,223.666666667
95008,890500.0,750.4,1249.0,1285.0,1399.0,1311.0
95326,265800.0,750.4,1060.0,1009.0,1028.0,1032.33333333
96064,152700.0,750.25,160.0,144.0,173.0,159.0
94928,414300.0,750.111111111,1880.0,1860.0,1959.0,1899.66666667
96007,174000.0,749.777777778,1366.0,1373.0,1438.0,1392.33333333
94607,409500.0,749.666666667,1233.0,1393.0,1937.0,1521.0
95386,180200.0,749.5,1585.0,1507.0,1649.0,1580.33333333
92583,184500.0,749.444444444,4314.0,4435.0,4783.0,4510.66666667
90680,397700.0,749.0,596.0,574.0,636.0,602.0
92545,211600.0,748.666666667,3937.0,4078.0,4230.0,4081.66666667
92865,548700.0,748.666666667,595.0,632.0,681.0,636.0
93065,485800.0,748.5,4307.0,5198.0,5390.0,4965.0
91763,332800.0,748.454545455,5797.0,5770.0,6083.0,5883.33333333
93274,147600.0,748.434782609,8070.0,8421.0,8862.0,8451.0
93644,211100.0,748.333333333,389.0,409.0,400.0,399.333333333
94513,452000.0,748.3125,2624.0,2655.0,2921.0,2733.33333333
94574,965100.0,748.25,393.0,412.0,437.0,414.0
90007,491200.0,748.157894737,9618.0,9314.0,9044.0,9325.33333333
95304,481900.0,748.0,487.0,559.0,581.0,542.333333333
95814,337500.0,748.0,147.0,146.0,143.0,145.333333333
90303,404000.0,748.0,2963.0,2810.0,2745.0,2839.33333333
90255,334400.0,747.866666667,12035.0,11931.0,9649.0,11205.0
90241,488300.0,747.714285714,5675.0,5787.0,6354.0,5938.66666667
95118,782000.0,747.666666667,1657.0,1783.0,1965.0,1801.66666667
94545,455700.0,747.333333333,3137.0,3234.0,3054.0,3141.66666667
92606,691400.0,747.333333333,129.0,131.0,158.0,139.333333333
93314,355600.0,747.2,932.0,882.0,834.0,882.666666667
95690,291400.0,747.0,85.0,77.0,82.0,81.3333333333
95003,728300.0,746.8,682.0,734.0,824.0,746.666666667
95827,224800.0,746.8,1457.0,1432.0,1327.0,1405.33333333
95127,548200.0,746.789473684,5854.0,5667.0,5472.0,5664.33333333
95354,164400.0,746.666666667,1432.0,1515.0,1524.0,1490.33333333
90706,401700.0,746.125,4327.0,4245.0,4012.0,4194.66666667
95928,270100.0,745.833333333,979.0,994.0,1083.0,1018.66666667
94601,320000.0,745.647058824,2275.0,2263.0,3867.0,2801.66666667
95991,189300.0,745.615384615,3505.0,3586.0,3641.0,3577.33333333
95818,445800.0,745.571428571,2185.0,2318.0,2175.0,2226.0
93277,174600.0,745.428571429,4320.0,4597.0,4562.0,4493.0
96130,115800.0,745.333333333,564.0,534.0,603.0,567.0
92250,143600.0,745.25,881.0,1131.0,1128.0,1046.66666667
93725,133900.0,745.2,3274.0,3251.0,3264.0,3263.0
92234,231100.0,745.111111111,5798.0,5954.0,5942.0,5898.0
94086,987800.0,745.0,682.0,704.0,691.0,692.333333333
90018,427700.0,745.0,4590.0,4685.0,4633.0,4636.0
95453,217500.0,745.0,547.0,577.0,570.0,564.666666667
95361,258000.0,745.0,1510.0,1574.0,1540.0,1541.33333333
94602,660100.0,744.5,912.0,891.0,1013.0,938.666666667
95969,195000.0,744.285714286,1245.0,1218.0,1343.0,1268.66666667
93422,425200.0,744.0,1168.0,1202.0,1310.0,1226.66666667
95938,394100.0,744.0,317.0,308.0,300.0,308.333333333
94803,429100.0,743.833333333,1282.0,1346.0,1422.0,1350.0
90220,269200.0,743.4,5203.0,5386.0,5071.0,5220.0
92806,501000.0,743.333333333,4489.0,4882.0,4767.0,4712.66666667
96001,217900.0,743.307692308,1588.0,1653.0,1728.0,1656.33333333
93446,386800.0,743.166666667,805.0,864.0,842.0,837.0
90805,345800.0,743.0,9236.0,8632.0,8631.0,8833.0
95324,238100.0,743.0,815.0,873.0,885.0,857.666666667
93021,573700.0,742.9,1695.0,1726.0,1864.0,1761.66666667
92105,318500.0,742.714285714,5274.0,5309.0,5458.0,5347.0
92111,474300.0,742.6,2931.0,2915.0,2996.0,2947.33333333
93202,121500.0,742.5,628.0,647.0,654.0,643.0
95209,244100.0,742.461538462,3773.0,3846.0,4055.0,3891.33333333
91702,366600.0,742.428571429,5114.0,4905.0,4953.0,4990.66666667
95901,161900.0,742.285714286,2335.0,2338.0,2502.0,2391.66666667
91506,640600.0,742.166666667,1889.0,846.0,1838.0,1524.33333333
95458,118300.0,742.0,123.0,108.0,149.0,126.666666667
90031,404900.0,741.857142857,4750.0,4659.0,4152.0,4520.33333333
91722,401500.0,741.444444444,3393.0,3394.0,3354.0,3380.33333333
92308,176100.0,741.428571429,2760.0,2935.0,3340.0,3011.66666667
93240,127900.0,741.0,543.0,575.0,536.0,551.333333333
95403,429600.0,740.875,751.0,772.0,783.0,768.666666667
93215,147100.0,740.866666667,6127.0,6345.0,7143.0,6538.33333333
93405,598800.0,740.857142857,614.0,679.0,678.0,657.0
91764,302100.0,740.727272727,4298.0,4492.0,4669.0,4486.33333333
95112,570500.0,740.666666667,2276.0,2252.0,2362.0,2296.66666667
90016,431100.0,740.555555556,3005.0,3061.0,2738.0,2934.66666667
92703,387800.0,740.545454545,4807.0,4778.0,4648.0,4744.33333333
95320,252200.0,740.5,840.0,835.0,861.0,845.333333333
93306,159100.0,740.333333333,9682.0,10019.0,10413.0,10038.0
90280,332800.0,740.142857143,14400.0,14506.0,13225.0,14043.6666667
95961,169400.0,740.090909091,2904.0,2847.0,2917.0,2889.33333333
92028,487100.0,740.0,3192.0,3334.0,3134.0,3220.0
93662,156300.0,740.0,3746.0,3886.0,4012.0,3881.33333333
91732,414100.0,740.0,9706.0,9603.0,7272.0,8860.33333333
95060,757300.0,739.8,494.0,504.0,597.0,531.666666667
92570,240500.0,739.8,7484.0,7893.0,8181.0,7852.66666667
92316,245900.0,739.75,5102.0,5116.0,5097.0,5105.0
90019,807000.0,739.571428571,4348.0,4163.0,3646.0,4052.33333333
95437,335900.0,739.5,853.0,841.0,860.0,851.333333333
96080,145500.0,739.25,1958.0,1874.0,1908.0,1913.33333333
91010,429800.0,739.0,2118.0,1978.0,2052.0,2049.33333333
92507,280600.0,738.714285714,3652.0,3644.0,3702.0,3666.0
91001,650900.0,738.666666667,1284.0,1226.0,1305.0,1271.66666667
93001,494700.0,738.625,2326.0,2520.0,2788.0,2544.66666667
95350,193400.0,738.611111111,4436.0,4548.0,4351.0,4445.0
91103,581100.0,738.6,1967.0,1863.0,1833.0,1887.66666667
92544,192300.0,738.222222222,3309.0,3348.0,3486.0,3381.0
90716,324100.0,738.0,980.0,959.0,937.0,958.666666667
95926,255500.0,738.0,3067.0,3383.0,3672.0,3374.0
91340,345700.0,737.4,7043.0,6948.0,6437.0,6809.33333333
94533,262000.0,737.266666667,4637.0,5066.0,5733.0,5145.33333333
90032,376600.0,737.230769231,5566.0,5324.0,5081.0,5323.66666667
95327,193300.0,737.0,181.0,152.0,168.0,167.0
91602,680600.0,736.666666667,1149.0,1165.0,1063.0,1125.66666667
92227,147200.0,736.555555556,2853.0,2955.0,2996.0,2934.66666667
96093,166700.0,736.5,285.0,262.0,266.0,271.0
92543,137100.0,736.428571429,3043.0,3222.0,3077.0,3114.0
95660,157400.0,736.416666667,3054.0,3259.0,3538.0,3283.66666667
95128,743300.0,735.75,1281.0,1325.0,1519.0,1375.0
90262,304300.0,735.647058824,10277.0,9498.0,9655.0,9810.0
92243,159400.0,735.631578947,6061.0,6127.0,6333.0,6173.66666667
96019,150900.0,735.25,973.0,996.0,936.0,968.333333333
92036,293500.0,735.0,461.0,570.0,770.0,600.333333333
96003,234100.0,734.888888889,1189.0,1317.0,1376.0,1294.0
94521,499800.0,734.444444444,1843.0,2160.0,2205.0,2069.33333333
92311,93000.0,734.2,2262.0,2544.0,2655.0,2487.0
95618,536700.0,734.0,143.0,143.0,153.0,146.333333333
95833,272900.0,734.0,2195.0,2144.0,2091.0,2143.33333333
95004,499200.0,734.0,187.0,180.0,167.0,178.0
95207,179100.0,733.923076923,4466.0,4567.0,4665.0,4566.0
93727,188400.0,733.785714286,6955.0,6939.0,7054.0,6982.66666667
92021,382400.0,733.727272727,3076.0,2940.0,3232.0,3082.66666667
92345,179000.0,733.346153846,9896.0,10271.0,10667.0,10278.0
92629,776700.0,733.25,591.0,687.0,737.0,671.666666667
95824,144300.0,733.142857143,2679.0,2643.0,2626.0,2649.33333333
93705,133800.0,733.0,2428.0,2390.0,2366.0,2394.66666667
94085,732900.0,732.666666667,1097.0,1055.0,1061.0,1071.0
95993,242300.0,732.333333333,2540.0,2610.0,2650.0,2600.0
95358,173400.0,732.3,2834.0,2834.0,3014.0,2894.0
94089,748000.0,732.0,198.0,201.0,219.0,206.0
93609,138100.0,731.666666667,915.0,909.0,946.0,923.333333333
94591,323100.0,731.625,1971.0,2456.0,2611.0,2346.0
94525,377200.0,731.5,333.0,358.0,449.0,380.0
92220,186500.0,731.142857143,2525.0,2512.0,2462.0,2499.66666667
92627,665300.0,731.111111111,2623.0,2769.0,2613.0,2668.33333333
95982,181800.0,731.0,274.0,277.0,239.0,263.333333333
92025,434900.0,731.0,3893.0,3766.0,3946.0,3868.33333333
94901,878500.0,730.888888889,1757.0,1854.0,1951.0,1854.0
95822,194800.0,730.875,3552.0,3590.0,3489.0,3543.66666667
90810,349300.0,730.625,5334.0,5064.0,4997.0,5131.66666667
93454,275200.0,729.727272727,6842.0,7007.0,7246.0,7031.66666667
94903,772700.0,729.714285714,829.0,828.0,838.0,831.666666667
90001,267100.0,729.666666667,7541.0,7373.0,7051.0,7321.66666667
95959,368800.0,729.5,469.0,502.0,482.0,484.333333333
95404,554600.0,729.5,284.0,319.0,347.0,316.666666667
90011,307400.0,729.285714286,15630.0,13941.0,13623.0,14398.0
92026,412100.0,729.222222222,4205.0,4377.0,4453.0,4345.0
94134,677100.0,729.0,1876.0,2089.0,2176.0,2047.0
92254,114000.0,729.0,1213.0,1309.0,1228.0,1250.0
91402,356400.0,728.8,5358.0,5088.0,4722.0,5056.0
93455,353800.0,728.75,2699.0,2970.0,3201.0,2956.66666667
90605,408100.0,728.7,3059.0,3075.0,3330.0,3154.66666667
95023,404200.0,728.6,3870.0,3971.0,3943.0,3928.0
93940,617500.0,728.5,880.0,875.0,1163.0,972.666666667
94547,457800.0,728.2,894.0,927.0,895.0,905.333333333
94565,293900.0,728.176470588,7374.0,7635.0,7519.0,7509.33333333
93022,498000.0,728.0,170.0,155.0,150.0,158.333333333
94931,437000.0,728.0,195.0,195.0,242.0,210.666666667
91601,512400.0,727.833333333,3312.0,3284.0,3086.0,3227.33333333
95123,683400.0,727.615384615,3310.0,3260.0,3238.0,3269.33333333
92253,386400.0,727.428571429,2655.0,2920.0,2906.0,2827.0
90005,685100.0,727.333333333,4654.0,5244.0,5136.0,5011.33333333
92083,366800.0,727.083333333,3501.0,3572.0,3720.0,3597.66666667
95627,205300.0,727.0,445.0,422.0,435.0,434.0
90222,257100.0,726.875,2512.0,2533.0,2329.0,2458.0
94945,692300.0,726.666666667,308.0,307.0,354.0,323.0
90201,337700.0,726.631578947,16615.0,16172.0,16002.0,16263.0
93308,173800.0,726.583333333,3495.0,3296.0,3420.0,3403.66666667
92395,171100.0,726.466666667,5621.0,5524.0,5934.0,5693.0
96094,147000.0,726.333333333,297.0,279.0,300.0,292.0
94531,360800.0,726.3,3243.0,3412.0,2690.0,3115.0
95695,263400.0,726.230769231,3670.0,3661.0,3843.0,3724.66666667
95642,257600.0,726.166666667,567.0,655.0,627.0,616.333333333
93304,127200.0,725.857142857,5719.0,5720.0,5693.0,5710.66666667
90813,321000.0,725.777777778,5901.0,5726.0,5336.0,5654.33333333
95603,340900.0,725.625,1185.0,1243.0,1254.0,1227.33333333
91978,414200.0,725.5,462.0,533.0,748.0,581.0
96161,500600.0,725.4,687.0,651.0,680.0,672.666666667
94577,469000.0,725.0,3085.0,3463.0,3701.0,3416.33333333
90221,287900.0,724.8,5632.0,6111.0,5932.0,5891.66666667
90059,261500.0,724.692307692,3954.0,4306.0,4326.0,4195.33333333
92675,643900.0,724.5,2365.0,2558.0,2772.0,2565.0
95608,430500.0,724.5,3640.0,3868.0,4091.0,3866.33333333
95614,303700.0,724.0,128.0,113.0,64.0,101.666666667
93286,134200.0,724.0,1620.0,1615.0,1623.0,1619.33333333
95237,265300.0,724.0,132.0,171.0,229.0,177.333333333
95376,314800.0,723.941176471,4849.0,5025.0,5276.0,5050.0
93041,311800.0,723.75,1491.0,1522.0,1556.0,1523.0
93307,130000.0,723.238095238,11270.0,11379.0,11550.0,11399.6666667
94589,236000.0,723.1,2278.0,2613.0,2659.0,2516.66666667
93257,143500.0,723.066666667,10005.0,10258.0,10727.0,10330.0
95321,209900.0,723.0,135.0,152.0,156.0,147.666666667
92376,251800.0,722.85,11195.0,10029.0,9797.0,10340.3333333
95336,257800.0,722.769230769,4741.0,4952.0,5078.0,4923.66666667
94112,736900.0,722.75,2832.0,2955.0,3012.0,2933.0
94603,255500.0,722.727272727,2205.0,2196.0,2935.0,2445.33333333
95050,762900.0,722.666666667,1003.0,1086.0,1034.0,1041.0
95451,204600.0,722.5,918.0,1048.0,860.0,942.0
94606,393700.0,722.285714286,1407.0,1396.0,1717.0,1506.66666667
94560,581900.0,722.230769231,2793.0,2887.0,2724.0,2801.33333333
95046,862700.0,722.0,221.0,221.0,200.0,214.0
95330,288700.0,722.0,1777.0,1877.0,1977.0,1877.0
95204,158400.0,722.0,2711.0,2784.0,2655.0,2716.66666667
93230,160900.0,721.952380952,4584.0,4566.0,5344.0,4831.33333333
95828,203800.0,721.8,4864.0,4725.0,4775.0,4788.0
93458,253900.0,721.6,5068.0,5285.0,5460.0,5271.0
93637,176400.0,721.571428571,6030.0,6313.0,6540.0,6294.33333333
93552,216300.0,721.2,5588.0,5173.0,5770.0,5510.33333333
94578,437300.0,721.0,624.0,649.0,753.0,675.333333333
93543,180300.0,721.0,1570.0,1298.0,1649.0,1505.66666667
93905,275300.0,720.857142857,7722.0,7872.0,8185.0,7926.33333333
94558,494300.0,720.631578947,4157.0,4479.0,4527.0,4387.66666667
90305,398700.0,720.5,1118.0,924.0,920.0,987.333333333
95965,154100.0,720.125,1046.0,1060.0,1082.0,1062.66666667
95490,228600.0,720.0,886.0,827.0,830.0,847.666666667
92027,367900.0,720.0,5068.0,5075.0,5148.0,5097.0
95567,264200.0,720.0,143.0,144.0,138.0,141.666666667
92867,603300.0,719.8,2441.0,2453.0,2523.0,2472.33333333
90037,348200.0,719.333333333,6138.0,5731.0,4323.0,5397.33333333
95694,311000.0,719.0,586.0,597.0,780.0,654.333333333
95916,171300.0,719.0,39.0,32.0,44.0,38.3333333333
93033,352300.0,718.722222222,10761.0,10842.0,11158.0,10920.3333333
90062,371700.0,718.5,1962.0,1894.0,1733.0,1863.0
94530,675600.0,718.0,1199.0,1203.0,1218.0,1206.66666667
93210,136300.0,718.0,1661.0,1749.0,1811.0,1740.33333333
92004,229600.0,718.0,272.0,306.0,276.0,284.666666667
92394,177100.0,718.0,621.0,607.0,604.0,610.666666667
