Zip,zindex,wh_avg_w,wh_num11,wh_num12,wh_num13,wh_num_avg
92582,234000.0,852.5,138.0,141.0,154.0,144.333333333
92227,147200.0,852.375,390.0,367.0,343.0,366.666666667
92866,532300.0,852.0,118.0,110.0,98.0,108.666666667
93271,265300.0,852.0,81.0,68.0,69.0,72.6666666667
93667,238900.0,852.0,297.0,259.0,240.0,265.333333333
95688,405900.0,851.75,2440.0,2465.0,2442.0,2449.0
93433,381900.0,851.666666667,432.0,387.0,365.0,394.666666667
91935,602900.0,851.5,488.0,424.0,397.0,436.333333333
93955,375500.0,851.25,399.0,395.0,406.0,400.0
93245,182200.0,851.083333333,1721.0,1662.0,1538.0,1640.33333333
92081,466600.0,851.0,969.0,883.0,902.0,918.0
95942,277100.0,851.0,45.0,52.0,54.0,50.3333333333
90717,570100.0,851.0,273.0,236.0,210.0,239.666666667
95110,517500.0,851.0,15.0,24.0,32.0,23.6666666667
95662,330800.0,850.909090909,3915.0,3956.0,3877.0,3916.0
92675,643900.0,850.875,2052.0,2150.0,2265.0,2155.66666667
93215,147100.0,850.666666667,59.0,54.0,44.0,52.3333333333
95136,707200.0,850.6,428.0,409.0,435.0,424.0
93405,598800.0,850.5,1074.0,1100.0,1135.0,1103.0
95320,252200.0,850.5,990.0,986.0,952.0,976.0
91506,640600.0,849.8,1605.0,1515.0,1544.0,1554.66666667
95632,254700.0,849.75,1822.0,1757.0,1701.0,1760.0
94112,736900.0,849.666666667,267.0,213.0,199.0,226.333333333
95624,329700.0,849.388888889,4384.0,4286.0,4141.0,4270.33333333
93063,478800.0,849.090909091,4287.0,4149.0,3874.0,4103.33333333
92315,296800.0,849.0,511.0,477.0,486.0,491.333333333
95379,164600.0,849.0,549.0,575.0,556.0,560.0
95127,548200.0,848.875,233.0,223.0,244.0,233.333333333
92629,776700.0,848.666666667,1367.0,1398.0,1361.0,1375.33333333
92683,528200.0,848.181818182,698.0,634.0,598.0,643.333333333
94610,867900.0,848.0,223.0,229.0,229.0,227.0
92065,433000.0,847.666666667,2759.0,2628.0,2531.0,2639.33333333
95831,356500.0,847.5,791.0,799.0,817.0,802.333333333
93940,617500.0,847.4,890.0,734.0,678.0,767.333333333
95949,335100.0,847.166666667,1783.0,1597.0,1479.0,1619.66666667
95521,276100.0,847.0,1174.0,1184.0,1301.0,1219.66666667
95519,264500.0,847.0,916.0,905.0,915.0,912.0
92507,280600.0,846.8,573.0,488.0,440.0,500.333333333
95112,570500.0,846.666666667,96.0,95.0,92.0,94.3333333333
95570,353200.0,846.5,130.0,120.0,124.0,124.666666667
92139,341000.0,846.5,292.0,259.0,232.0,261.0
93551,302900.0,846.363636364,2186.0,2051.0,1675.0,1970.66666667
94608,477100.0,846.333333333,111.0,124.0,131.0,122.0
95023,404200.0,846.076923077,1615.0,1557.0,1466.0,1546.0
91786,402400.0,845.7,1663.0,1607.0,1496.0,1588.66666667
95834,311500.0,845.333333333,542.0,555.0,555.0,550.666666667
95228,328200.0,845.0,126.0,118.0,128.0,124.0
90806,422800.0,845.0,31.0,29.0,29.0,29.6666666667
91205,508400.0,845.0,1636.0,1648.0,1618.0,1634.0
91801,539300.0,844.8,207.0,168.0,123.0,166.0
91010,429800.0,844.75,253.0,237.0,212.0,234.0
96055,133300.0,844.666666667,338.0,341.0,349.0,342.666666667
92831,534000.0,844.428571429,1121.0,1036.0,1023.0,1060.0
95503,230600.0,844.363636364,1110.0,1105.0,1141.0,1118.66666667
93656,131700.0,844.333333333,205.0,178.0,179.0,187.333333333
92004,229600.0,844.0,56.0,46.0,34.0,45.3333333333
95472,653200.0,843.818181818,2129.0,2200.0,2246.0,2191.66666667
93536,259400.0,843.692307692,4069.0,3932.0,3936.0,3979.0
95006,413700.0,843.5,969.0,1068.0,1069.0,1035.33333333
90804,399100.0,843.25,909.0,887.0,834.0,876.666666667
91803,548300.0,843.0,87.0,56.0,52.0,65.0
93426,388700.0,843.0,27.0,27.0,30.0,28.0
92201,198700.0,843.0,1083.0,1059.0,1022.0,1054.66666667
94080,698500.0,843.0,445.0,537.0,420.0,467.333333333
92256,112600.0,843.0,123.0,106.0,96.0,108.333333333
91107,764300.0,842.625,1172.0,1018.0,1055.0,1081.66666667
94559,469800.0,842.5,315.0,318.0,315.0,316.0
92860,467800.0,842.444444444,2290.0,2257.0,2265.0,2270.66666667
95403,429600.0,842.428571429,827.0,809.0,757.0,797.666666667
92504,274700.0,842.333333333,1460.0,1369.0,1317.0,1382.0
96114,178500.0,842.0,245.0,221.0,222.0,229.333333333
95003,728300.0,842.0,1963.0,1947.0,1912.0,1940.66666667
94536,693800.0,841.933333333,2058.0,2000.0,1930.0,1996.0
92313,295500.0,841.666666667,464.0,453.0,426.0,447.666666667
91761,357500.0,841.555555556,653.0,604.0,581.0,612.666666667
91331,357500.0,841.5,130.0,108.0,93.0,110.333333333
95132,746900.0,841.25,493.0,440.0,445.0,459.333333333
93420,573300.0,841.142857143,2428.0,2391.0,2296.0,2371.66666667
91724,481800.0,841.0,922.0,877.0,814.0,871.0
92253,386400.0,840.833333333,1380.0,1263.0,1147.0,1263.33333333
95404,554600.0,840.5,272.0,231.0,249.0,250.666666667
93238,194600.0,840.0,52.0,31.0,35.0,39.3333333333
92025,434900.0,840.0,2517.0,2373.0,2375.0,2421.66666667
92123,466800.0,839.714285714,353.0,330.0,342.0,341.666666667
92865,548700.0,839.666666667,192.0,162.0,143.0,165.666666667
94587,604100.0,839.625,419.0,373.0,366.0,386.0
92154,357500.0,839.545454545,294.0,284.0,226.0,268.0
93960,252200.0,839.333333333,90.0,94.0,89.0,91.0
94085,732900.0,839.333333333,113.0,106.0,107.0,108.666666667
95356,265900.0,839.333333333,524.0,693.0,719.0,645.333333333
91602,680600.0,839.333333333,597.0,629.0,575.0,600.333333333
91303,394400.0,839.0,109.0,101.0,104.0,104.666666667
92571,227300.0,839.0,221.0,212.0,239.0,224.0
94553,460300.0,838.857142857,1762.0,1725.0,1678.0,1721.66666667
93465,555700.0,838.833333333,1269.0,1186.0,1235.0,1230.0
92841,464200.0,838.75,482.0,467.0,423.0,457.333333333
91601,512400.0,838.6,479.0,446.0,431.0,452.0
92407,234600.0,838.583333333,1345.0,1219.0,1137.0,1233.66666667
94585,286000.0,838.25,161.0,303.0,338.0,267.333333333
92285,70400.0,838.0,53.0,51.0,59.0,54.3333333333
96022,190200.0,837.833333333,1636.0,1630.0,1667.0,1644.33333333
95648,379300.0,837.727272727,3901.0,3926.0,3843.0,3890.0
93630,173300.0,837.4,373.0,344.0,330.0,349.0
92262,312700.0,836.75,869.0,833.0,767.0,823.0
94503,419400.0,836.666666667,624.0,624.0,611.0,619.666666667
95938,394100.0,836.333333333,598.0,569.0,557.0,574.666666667
95835,305200.0,836.285714286,1125.0,1062.0,1050.0,1079.0
95638,455200.0,836.0,156.0,162.0,149.0,155.666666667
92252,101800.0,836.0,327.0,304.0,264.0,298.333333333
92234,231100.0,835.857142857,846.0,780.0,662.0,762.666666667
93610,154700.0,835.428571429,879.0,860.0,875.0,871.333333333
94531,360800.0,835.333333333,1366.0,1286.0,1062.0,1238.0
92506,371000.0,835.307692308,2382.0,2350.0,2134.0,2288.66666667
90242,414700.0,835.0,366.0,322.0,283.0,323.666666667
95368,242000.0,835.0,650.0,563.0,530.0,581.0
92336,377900.0,835.0,1142.0,1132.0,1044.0,1106.0
92844,435900.0,834.666666667,201.0,200.0,191.0,197.333333333
90241,488300.0,834.5,722.0,634.0,567.0,641.0
92557,260600.0,834.454545455,1345.0,1206.0,1134.0,1228.33333333
93023,612300.0,834.444444444,1438.0,1402.0,1377.0,1405.66666667
94561,337400.0,834.444444444,2207.0,2158.0,2096.0,2153.66666667
92027,367900.0,833.7,1612.0,1526.0,1506.0,1548.0
94560,581900.0,833.636363636,1359.0,1359.0,1255.0,1324.33333333
95236,330600.0,833.5,371.0,339.0,341.0,350.333333333
95018,473700.0,833.5,1311.0,1355.0,1281.0,1315.66666667
92083,366800.0,833.2,1084.0,1039.0,1053.0,1058.66666667
96073,313300.0,833.166666667,1222.0,1148.0,1192.0,1187.33333333
92606,691400.0,833.0,390.0,384.0,368.0,380.666666667
91710,408200.0,833.0,1901.0,1705.0,1573.0,1726.33333333
92346,264600.0,832.833333333,1359.0,1280.0,1190.0,1276.33333333
93314,355600.0,832.8,1914.0,1816.0,1769.0,1833.0
92036,293500.0,832.75,1153.0,1215.0,1296.0,1221.33333333
91001,650900.0,832.5,284.0,289.0,364.0,312.333333333
93614,225900.0,832.5,547.0,548.0,514.0,536.333333333
95726,217800.0,832.5,415.0,403.0,416.0,411.333333333
95357,231700.0,832.25,686.0,597.0,543.0,608.666666667
95826,244300.0,832.125,1008.0,1028.0,1048.0,1028.0
93453,459600.0,832.0,130.0,141.0,147.0,139.333333333
96134,77700.0,832.0,118.0,117.0,110.0,115.0
95460,537600.0,832.0,296.0,293.0,301.0,296.666666667
95004,499200.0,832.0,130.0,111.0,101.0,114.0
92377,317300.0,832.0,416.0,385.0,352.0,384.333333333
95713,285700.0,831.5,722.0,693.0,657.0,690.666666667
91406,453400.0,831.181818182,791.0,800.0,805.0,798.666666667
94521,499800.0,831.111111111,2808.0,2627.0,2501.0,2645.33333333
94805,390700.0,831.0,74.0,96.0,104.0,91.3333333333
93553,219200.0,831.0,85.0,80.0,80.0,81.6666666667
92840,447800.0,830.636363636,755.0,713.0,640.0,702.666666667
93901,398700.0,830.285714286,1033.0,980.0,969.0,994.0
95667,279600.0,830.166666667,3622.0,3487.0,3508.0,3539.0
95640,227400.0,830.0,201.0,205.0,222.0,209.333333333
92399,303100.0,829.9,3714.0,3692.0,3608.0,3671.33333333
91401,629700.0,829.4,806.0,831.0,941.0,859.333333333
95222,256700.0,829.0,286.0,280.0,295.0,287.0
92551,231400.0,828.75,530.0,480.0,469.0,493.0
95492,483600.0,828.666666667,1975.0,2000.0,1855.0,1943.33333333
93710,200200.0,828.6,598.0,473.0,445.0,505.333333333
95045,471600.0,828.5,177.0,162.0,136.0,158.333333333
95123,683400.0,828.461538462,1955.0,1887.0,1840.0,1894.0
91732,414100.0,828.0,115.0,92.0,80.0,95.6666666667
91502,445800.0,828.0,1080.0,1112.0,1068.0,1086.66666667
90601,432600.0,827.8,314.0,277.0,220.0,270.333333333
92509,285500.0,827.666666667,1627.0,1496.0,1328.0,1483.66666667
95326,265800.0,827.6,743.0,767.0,751.0,753.666666667
92555,296400.0,827.285714286,740.0,707.0,655.0,700.666666667
93446,386800.0,827.166666667,955.0,972.0,904.0,943.666666667
95694,311000.0,827.0,358.0,329.0,368.0,351.666666667
95376,314800.0,826.647058824,2803.0,2634.0,2427.0,2621.33333333
90621,467200.0,826.5,314.0,314.0,301.0,309.666666667
95776,285500.0,826.5,478.0,384.0,356.0,406.0
91766,326200.0,826.5,283.0,261.0,291.0,278.333333333
92505,301400.0,826.222222222,774.0,750.0,666.0,730.0
92101,486800.0,826.166666667,293.0,321.0,366.0,326.666666667
93035,487600.0,826.0,348.0,348.0,331.0,342.333333333
91723,436100.0,826.0,795.0,716.0,651.0,720.666666667
90247,390100.0,826.0,29.0,32.0,30.0,30.3333333333
93647,128700.0,826.0,13.0,21.0,15.0,16.3333333333
93015,340300.0,826.0,134.0,135.0,109.0,126.0
92503,292300.0,825.785714286,1914.0,1774.0,1663.0,1783.66666667
94558,494300.0,825.761904762,3650.0,3481.0,3377.0,3502.66666667
92250,143600.0,825.75,138.0,124.0,130.0,130.666666667
91042,474400.0,825.75,731.0,663.0,643.0,679.0
93704,193800.0,825.545454545,1818.0,1663.0,1653.0,1711.33333333
90042,513700.0,825.5,56.0,48.0,42.0,48.6666666667
92111,474300.0,825.307692308,886.0,825.0,815.0,842.0
95245,192700.0,825.0,59.0,66.0,58.0,61.0
92868,438600.0,825.0,75.0,58.0,63.0,65.3333333333
92371,214900.0,824.75,841.0,794.0,778.0,804.333333333
92114,342000.0,824.333333333,71.0,66.0,67.0,68.0
93618,152500.0,824.285714286,272.0,270.0,256.0,266.0
95461,232100.0,824.0,888.0,876.0,863.0,875.666666667
95337,324500.0,824.0,610.0,596.0,577.0,594.333333333
94612,442700.0,824.0,155.0,192.0,243.0,196.666666667
92374,291200.0,823.909090909,3428.0,3396.0,3249.0,3357.66666667
93722,189900.0,823.307692308,1996.0,1921.0,1814.0,1910.33333333
95953,163000.0,823.2,340.0,340.0,369.0,349.666666667
96097,132300.0,823.0,691.0,693.0,833.0,739.0
95687,322200.0,822.888888889,2475.0,2561.0,2438.0,2491.33333333
95453,217500.0,822.666666667,656.0,606.0,587.0,616.333333333
95722,407200.0,822.5,167.0,159.0,154.0,160.0
93277,174600.0,822.4375,2799.0,2613.0,2500.0,2637.33333333
92843,439000.0,822.333333333,155.0,145.0,131.0,143.666666667
90650,375800.0,822.230769231,367.0,361.0,348.0,358.666666667
95973,280800.0,822.0,42.0,51.0,50.0,47.6666666667
93451,296000.0,821.5,103.0,106.0,97.0,102.0
93291,192700.0,821.454545455,1579.0,1617.0,1496.0,1564.0
93036,405300.0,821.375,575.0,557.0,499.0,543.666666667
92801,424600.0,821.3,575.0,482.0,510.0,522.333333333
91763,332800.0,821.25,330.0,307.0,317.0,318.0
91605,423200.0,821.2,568.0,562.0,540.0,556.666666667
92277,93200.0,821.142857143,1375.0,1332.0,1258.0,1321.66666667
93265,220400.0,821.0,202.0,179.0,183.0,188.0
93445,338300.0,821.0,49.0,58.0,42.0,49.6666666667
92352,332000.0,820.75,1548.0,1474.0,1399.0,1473.66666667
92879,363300.0,820.625,828.0,863.0,764.0,818.333333333
92019,435900.0,820.454545455,4596.0,4605.0,4348.0,4516.33333333
95060,757300.0,820.428571429,1580.0,1586.0,1550.0,1572.0
92585,280300.0,820.2,943.0,932.0,903.0,926.0
95382,277100.0,820.0,1992.0,1920.0,1913.0,1941.66666667
91762,325400.0,819.888888889,612.0,556.0,480.0,549.333333333
90715,415400.0,819.75,141.0,113.0,110.0,121.333333333
92802,447600.0,819.666666667,263.0,238.0,222.0,241.0
95363,252000.0,819.666666667,729.0,663.0,614.0,668.666666667
96067,230200.0,819.5,666.0,632.0,619.0,639.0
94513,452000.0,819.5,5066.0,5083.0,4999.0,5049.33333333
93926,255300.0,819.333333333,55.0,59.0,52.0,55.3333333333
93601,279900.0,819.0,184.0,208.0,182.0,191.333333333
95692,227300.0,819.0,643.0,650.0,649.0,647.333333333
92337,302100.0,819.0,431.0,401.0,394.0,408.666666667
92307,200400.0,818.857142857,1969.0,1867.0,1710.0,1848.66666667
95603,340900.0,818.857142857,2178.0,2152.0,2081.0,2137.0
94579,469700.0,818.75,232.0,210.0,210.0,217.333333333
91932,382600.0,818.0,523.0,496.0,479.0,499.333333333
93274,147600.0,817.80952381,2827.0,2778.0,2710.0,2771.66666667
95695,263400.0,817.538461538,1605.0,1462.0,1394.0,1487.0
93422,425200.0,817.444444444,2203.0,2120.0,2054.0,2125.66666667
91202,655700.0,817.333333333,1927.0,1879.0,1815.0,1873.66666667
93230,160900.0,817.0,2634.0,2511.0,2488.0,2544.33333333
95388,127000.0,817.0,117.0,121.0,124.0,120.666666667
93212,103900.0,816.75,185.0,172.0,180.0,179.0
92707,380100.0,816.666666667,91.0,72.0,64.0,75.6666666667
95348,201300.0,815.75,559.0,555.0,513.0,542.333333333
91977,359000.0,815.583333333,1031.0,986.0,791.0,936.0
95627,205300.0,815.5,221.0,202.0,184.0,202.333333333
91950,317600.0,815.0,48.0,49.0,31.0,42.6666666667
93555,151700.0,815.0,2277.0,2230.0,2180.0,2229.0
94928,414300.0,815.0,2312.0,2162.0,2084.0,2186.0
95631,277400.0,815.0,428.0,373.0,331.0,377.333333333
93065,485800.0,814.92,8528.0,8462.0,7475.0,8155.0
95340,187400.0,814.538461538,1157.0,1130.0,1057.0,1114.66666667
94109,933300.0,814.5,153.0,80.0,84.0,105.666666667
91306,448200.0,814.333333333,103.0,99.0,95.0,99.0
92392,190900.0,814.266666667,1654.0,1554.0,1473.0,1560.33333333
95407,387700.0,814.0,224.0,229.0,223.0,225.333333333
92372,206700.0,814.0,162.0,154.0,158.0,158.0
96130,115800.0,813.833333333,1203.0,1131.0,1165.0,1166.33333333
93637,176400.0,813.818181818,1092.0,958.0,884.0,978.0
95304,481900.0,813.8,611.0,585.0,596.0,597.333333333
96021,132100.0,813.75,957.0,903.0,962.0,940.666666667
95386,180200.0,813.666666667,1420.0,1345.0,1348.0,1371.0
93638,138300.0,813.333333333,299.0,290.0,270.0,286.333333333
93455,353800.0,813.3,2307.0,2404.0,2317.0,2342.66666667
92545,211600.0,813.166666667,1540.0,1404.0,1353.0,1432.33333333
91755,545500.0,813.0,27.0,24.0,20.0,23.6666666667
90007,491200.0,813.0,64.0,63.0,50.0,59.0
92867,603300.0,812.75,249.0,220.0,185.0,218.0
95210,162500.0,812.75,211.0,178.0,182.0,190.333333333
95843,304600.0,812.666666667,3150.0,3105.0,3093.0,3116.0
95425,400200.0,812.666666667,459.0,439.0,421.0,439.666666667
95620,333400.0,812.6,1042.0,980.0,942.0,988.0
95328,138800.0,812.5,254.0,248.0,242.0,248.0
91752,405200.0,812.5,393.0,401.0,369.0,387.666666667
95401,387500.0,812.4,763.0,797.0,816.0,792.0
95252,245600.0,812.333333333,983.0,985.0,900.0,956.0
93644,211100.0,812.0,810.0,776.0,756.0,780.666666667
95666,181100.0,812.0,108.0,108.0,101.0,105.666666667
91978,414200.0,812.0,1089.0,1086.0,928.0,1034.33333333
95324,238100.0,812.0,986.0,989.0,967.0,980.666666667
95614,303700.0,812.0,309.0,280.0,163.0,250.666666667
96002,209900.0,811.9,2413.0,2272.0,2359.0,2348.0
94571,276100.0,810.666666667,515.0,498.0,444.0,485.666666667
95383,213000.0,810.5,176.0,172.0,176.0,174.666666667
95562,181100.0,810.5,150.0,163.0,156.0,156.333333333
92806,501000.0,810.333333333,398.0,358.0,363.0,373.0
95476,591300.0,809.888888889,1483.0,1419.0,1316.0,1406.0
95209,244100.0,809.5,1169.0,1112.0,1083.0,1121.33333333
93907,385200.0,809.285714286,331.0,299.0,270.0,300.0
93906,321700.0,809.083333333,586.0,782.0,708.0,692.0
93022,498000.0,809.0,128.0,110.0,110.0,116.0
91106,554400.0,809.0,62.0,72.0,73.0,69.0
95926,255500.0,809.0,5114.0,5112.0,5087.0,5104.33333333
95237,265300.0,809.0,97.0,131.0,144.0,124.0
94518,521800.0,808.8,500.0,466.0,400.0,455.333333333
90260,430300.0,808.5,268.0,252.0,240.0,253.333333333
92105,318500.0,808.333333333,91.0,75.0,76.0,80.6666666667
92040,408900.0,807.833333333,2991.0,2920.0,2977.0,2962.66666667
91776,556900.0,807.5,302.0,261.0,283.0,282.0
95050,762900.0,807.166666667,616.0,586.0,594.0,598.666666667
93436,254400.0,806.818181818,1385.0,1297.0,1289.0,1323.66666667
94605,401400.0,806.0,38.0,31.0,32.0,33.6666666667
94533,262000.0,805.230769231,1463.0,1767.0,1823.0,1684.33333333
94580,447900.0,805.2,673.0,618.0,647.0,646.0
92805,418400.0,805.2,187.0,168.0,161.0,172.0
93306,159100.0,804.9375,1588.0,1528.0,1524.0,1546.66666667
93313,206900.0,804.222222222,1100.0,1063.0,1013.0,1058.66666667
92026,412100.0,804.125,1828.0,1726.0,1696.0,1750.0
93725,133900.0,803.75,104.0,103.0,105.0,104.0
92115,397100.0,803.571428571,314.0,278.0,296.0,296.0
90744,372200.0,803.25,110.0,85.0,76.0,90.3333333333
95076,421400.0,803.230769231,534.0,500.0,496.0,510.0
93622,126700.0,803.0,105.0,101.0,110.0,105.333333333
95437,335900.0,802.75,668.0,626.0,638.0,644.0
92804,446500.0,802.705882353,1502.0,1360.0,1245.0,1369.0
94545,455700.0,802.625,338.0,297.0,285.0,306.666666667
90501,545800.0,801.5,729.0,688.0,643.0,686.666666667
92570,240500.0,801.3,416.0,397.0,346.0,386.333333333
95307,200600.0,800.933333333,1535.0,1371.0,1338.0,1414.66666667
95993,242300.0,800.857142857,1531.0,1466.0,1443.0,1480.0
91722,401500.0,800.428571429,360.0,309.0,272.0,313.666666667
96088,185500.0,800.0,102.0,116.0,114.0,110.666666667
93933,415600.0,799.8,342.0,351.0,324.0,339.0
93706,101700.0,799.625,650.0,618.0,612.0,626.666666667
94538,644400.0,799.625,1641.0,1547.0,1549.0,1579.0
93561,212400.0,799.333333333,2071.0,2048.0,1995.0,2038.0
94015,701000.0,799.111111111,236.0,262.0,273.0,257.0
95203,142900.0,799.0,57.0,46.0,49.0,50.6666666667
95828,203800.0,798.75,493.0,465.0,432.0,463.333333333
91770,490600.0,798.5,87.0,89.0,76.0,84.0
90640,422000.0,798.333333333,281.0,240.0,223.0,248.0
95350,193400.0,798.277777778,2830.0,2662.0,2593.0,2695.0
94547,457800.0,798.2,235.0,210.0,178.0,207.666666667
94931,437000.0,798.0,124.0,107.0,105.0,112.0
95133,609700.0,797.666666667,108.0,137.0,127.0,124.0
95111,532700.0,797.5,115.0,107.0,85.0,102.333333333
95212,275800.0,797.333333333,626.0,628.0,614.0,622.666666667
94803,429100.0,797.333333333,376.0,378.0,372.0,375.333333333
92276,158500.0,797.0,52.0,40.0,35.0,42.3333333333
90723,321000.0,797.0,113.0,86.0,75.0,91.3333333333
91206,657400.0,796.8,1711.0,1675.0,1687.0,1691.0
92335,255000.0,796.666666667,492.0,448.0,403.0,447.666666667
92583,184500.0,796.0,1035.0,978.0,1007.0,1006.66666667
94578,437300.0,796.0,58.0,51.0,47.0,52.0
94577,469000.0,795.875,676.0,630.0,586.0,630.666666667
92021,382400.0,795.7,2261.0,2218.0,2017.0,2165.33333333
95660,157400.0,795.636363636,1380.0,1385.0,1340.0,1368.33333333
93267,116300.0,795.5,231.0,213.0,222.0,222.0
93609,138100.0,795.333333333,203.0,179.0,165.0,182.333333333
94591,323100.0,794.857142857,436.0,506.0,514.0,485.333333333
95117,845300.0,794.666666667,309.0,297.0,266.0,290.666666667
92345,179000.0,794.48,4227.0,4058.0,3911.0,4065.33333333
92395,171100.0,794.285714286,1872.0,1884.0,1796.0,1850.66666667
93033,352300.0,794.142857143,339.0,299.0,264.0,300.666666667
95608,430500.0,794.125,5137.0,5150.0,5224.0,5170.33333333
96052,160800.0,794.0,24.0,21.0,22.0,22.3333333333
93454,275200.0,793.727272727,699.0,602.0,599.0,633.333333333
93210,136300.0,793.5,421.0,405.0,368.0,398.0
95621,275000.0,793.0,1720.0,1552.0,1408.0,1560.0
92308,176100.0,792.714285714,2422.0,2505.0,2616.0,2514.33333333
94572,380500.0,792.0,80.0,78.0,80.0,79.3333333333
94565,293900.0,791.928571429,585.0,572.0,474.0,543.666666667
95945,285400.0,791.9,2841.0,2708.0,2705.0,2751.33333333
93041,311800.0,791.666666667,174.0,138.0,119.0,143.666666667
96001,217900.0,791.466666667,3401.0,3309.0,3317.0,3342.33333333
93309,172800.0,791.384615385,1676.0,1562.0,1425.0,1554.33333333
95380,198100.0,791.125,1457.0,1367.0,1363.0,1395.66666667
92284,136300.0,791.0,1619.0,1451.0,1436.0,1502.0
90292,821800.0,791.0,12.0,17.0,24.0,17.6666666667
93030,420200.0,790.875,656.0,546.0,501.0,567.666666667
90706,401700.0,790.833333333,244.0,238.0,229.0,237.0
90038,686200.0,790.5,87.0,85.0,78.0,83.3333333333
94590,218200.0,790.5,123.0,129.0,90.0,114.0
90710,472800.0,790.5,200.0,184.0,144.0,176.0
95116,483700.0,790.0,75.0,63.0,60.0,66.0
95242,306700.0,789.6,2706.0,2662.0,2625.0,2664.33333333
96013,121900.0,789.5,275.0,257.0,278.0,270.0
95122,499500.0,789.5,40.0,37.0,43.0,40.0
95982,181800.0,789.0,633.0,598.0,568.0,599.666666667
92324,212500.0,788.7,544.0,535.0,319.0,466.0
95969,195000.0,788.125,1912.0,1880.0,1851.0,1881.0
91702,366600.0,787.666666667,177.0,163.0,159.0,166.333333333
94806,293400.0,787.333333333,138.0,123.0,120.0,127.0
92553,222100.0,787.307692308,507.0,480.0,432.0,473.0
90502,371800.0,787.0,41.0,32.0,30.0,34.3333333333
93543,180300.0,786.5,357.0,320.0,282.0,319.666666667
95827,224800.0,786.4,805.0,771.0,737.0,771.0
92544,192300.0,786.111111111,2393.0,2175.0,2082.0,2216.66666667
95207,179100.0,785.916666667,1624.0,1544.0,1556.0,1574.66666667
95338,224400.0,785.8,687.0,639.0,711.0,679.0
95354,164400.0,785.666666667,702.0,679.0,648.0,676.333333333
95623,266900.0,785.5,618.0,575.0,582.0,591.666666667
95358,173400.0,785.363636364,713.0,636.0,683.0,677.333333333
96093,166700.0,785.0,423.0,415.0,383.0,407.0
93510,486100.0,784.666666667,661.0,586.0,540.0,595.666666667
92020,416600.0,784.615384615,2372.0,2405.0,2490.0,2422.33333333
93458,253900.0,784.5,87.0,92.0,73.0,84.0
95691,295400.0,784.142857143,1569.0,1571.0,1507.0,1549.0
94589,236000.0,784.0,408.0,407.0,443.0,419.333333333
95240,219500.0,783.7,1130.0,1090.0,1025.0,1081.66666667
96064,152700.0,783.5,176.0,154.0,164.0,164.666666667
95634,224900.0,783.5,367.0,328.0,253.0,316.0
93703,120400.0,783.166666667,240.0,242.0,227.0,236.333333333
91746,374500.0,783.0,13.0,13.0,12.0,12.6666666667
92311,93000.0,783.0,987.0,939.0,874.0,933.333333333
90028,653200.0,782.8,434.0,425.0,383.0,414.0
95961,169400.0,782.6,1382.0,1291.0,1290.0,1321.0
91402,356400.0,782.5,42.0,38.0,41.0,40.3333333333
93552,216300.0,782.4,534.0,490.0,427.0,483.666666667
95959,368800.0,782.142857143,1096.0,1088.0,1016.0,1066.66666667
91606,452000.0,782.0,390.0,339.0,330.0,353.0
95451,204600.0,781.5,659.0,631.0,595.0,628.333333333
90745,400900.0,781.333333333,242.0,181.0,156.0,193.0
94564,405100.0,781.333333333,561.0,536.0,516.0,537.666666667
95367,233600.0,781.0,451.0,478.0,470.0,466.333333333
93308,173800.0,781.0,3510.0,3394.0,3340.0,3414.66666667
95987,177400.0,780.0,55.0,51.0,48.0,51.3333333333
93292,179400.0,780.0,1396.0,1283.0,1210.0,1296.33333333
92220,186500.0,779.571428571,431.0,400.0,365.0,398.666666667
95991,189300.0,779.307692308,1823.0,1787.0,1702.0,1770.66666667
91744,371600.0,779.0,110.0,106.0,94.0,103.333333333
95901,161900.0,778.571428571,1814.0,1704.0,1688.0,1735.33333333
95814,337500.0,778.0,14.0,20.0,15.0,16.3333333333
92240,151000.0,778.0,688.0,580.0,544.0,604.0
93304,127200.0,777.916666667,487.0,444.0,471.0,467.333333333
92539,179800.0,777.5,350.0,342.0,292.0,328.0
95833,272900.0,777.5,373.0,317.0,299.0,329.666666667
92543,137100.0,777.142857143,1167.0,1144.0,1070.0,1127.0
94544,443000.0,776.375,215.0,193.0,174.0,194.0
93286,134200.0,776.25,221.0,184.0,173.0,192.666666667
95642,257600.0,776.166666667,1175.0,1126.0,1068.0,1123.0
93307,130000.0,776.0,845.0,793.0,756.0,798.0
92376,251800.0,775.5,304.0,269.0,251.0,274.666666667
93727,188400.0,775.416666667,562.0,531.0,494.0,529.0
93305,114600.0,773.8,166.0,162.0,165.0,164.333333333
95540,244000.0,773.6,1061.0,962.0,892.0,971.666666667
93257,143500.0,773.346153846,2440.0,2407.0,2330.0,2392.33333333
93263,135600.0,772.25,286.0,267.0,258.0,270.333333333
95361,258000.0,772.181818182,1932.0,1907.0,1845.0,1894.66666667
92394,177100.0,772.0,82.0,62.0,66.0,70.0
95204,158400.0,772.0,492.0,461.0,443.0,465.333333333
95131,706700.0,771.75,140.0,216.0,190.0,182.0
94525,377200.0,771.5,170.0,151.0,146.0,155.666666667
92404,197500.0,771.153846154,776.0,711.0,660.0,715.666666667
95327,193300.0,771.0,199.0,171.0,185.0,185.0
