Zip,zindex,di_avg_w,di_num11,di_num12,di_num13,di_num_avg
92586,182700.0,710.0,171.0,166.0,176.0,171.0
92587,345300.0,775.0,71.0,54.0,61.0,62.0
92590,855000.0,593.0,308.0,392.0,398.0,366.0
92591,377800.0,716.142857143,703.0,648.0,690.0,680.333333333
92592,401200.0,729.333333333,1631.0,1608.0,1744.0,1661.0
92595,327000.0,747.857142857,395.0,643.0,572.0,536.666666667
92596,344700.0,740.6,283.0,287.0,329.0,299.666666667
92602,790000.0,752.0,205.0,221.0,234.0,220.0
92603,990900.0,825.0,151.0,172.0,191.0,171.333333333
92604,682000.0,795.25,558.0,570.0,623.0,583.666666667
92606,691400.0,827.5,116.0,117.0,126.0,119.666666667
92612,659300.0,721.0,217.0,208.0,194.0,206.333333333
92614,611100.0,776.2,345.0,335.0,383.0,354.333333333
92618,723800.0,816.0,61.0,65.0,68.0,64.6666666667
92620,768300.0,791.25,449.0,478.0,533.0,486.666666667
92624,747800.0,729.0,43.0,41.0,58.0,47.3333333333
92625,1566700.0,791.0,84.0,89.0,104.0,92.3333333333
92626,641900.0,689.818181818,535.0,608.0,665.0,602.666666667
92627,665300.0,668.25,406.0,446.0,447.0,433.0
92629,776700.0,620.666666667,184.0,199.0,218.0,200.333333333
92630,597800.0,714.625,613.0,757.0,761.0,710.333333333
92646,682100.0,760.8,785.0,750.0,821.0,785.333333333
92647,611300.0,698.076923077,733.0,722.0,766.0,740.333333333
92648,797500.0,757.0,357.0,364.0,412.0,377.666666667
92649,679100.0,680.25,287.0,346.0,366.0,333.0
92651,1432600.0,758.25,211.0,235.0,251.0,232.333333333
92653,658300.0,759.75,310.0,336.0,328.0,324.666666667
92655,448100.0,689.666666667,99.0,109.0,115.0,107.666666667
92656,511400.0,690.875,449.0,462.0,555.0,488.666666667
92660,1380600.0,788.75,263.0,306.0,314.0,294.333333333
92663,1221300.0,674.666666667,261.0,300.0,300.0,287.0
92672,765100.0,652.0,234.0,210.0,257.0,233.666666667
92673,806300.0,675.5,427.0,429.0,499.0,451.666666667
92675,643900.0,633.857142857,437.0,446.0,519.0,467.333333333
92677,727400.0,705.0,382.0,401.0,464.0,415.666666667
92679,771500.0,799.333333333,201.0,222.0,237.0,220.0
92683,528200.0,674.8125,1098.0,1050.0,1102.0,1083.33333333
92688,573500.0,732.4,670.0,735.0,825.0,743.333333333
92691,606600.0,714.333333333,1125.0,1182.0,1288.0,1198.33333333
92692,634400.0,675.0,331.0,366.0,453.0,383.333333333
92694,732200.0,751.75,186.0,187.0,254.0,209.0
92701,372000.0,672.916666667,686.0,701.0,784.0,723.666666667
92703,387800.0,660.8,447.0,442.0,516.0,468.333333333
92704,416700.0,663.263157895,1492.0,1483.0,1688.0,1554.33333333
92705,792900.0,714.307692308,857.0,907.0,975.0,913.0
92706,494100.0,639.4,301.0,301.0,427.0,343.0
92707,380100.0,650.7,832.0,854.0,956.0,880.666666667
92708,666300.0,701.846153846,836.0,832.0,862.0,843.333333333
92780,574400.0,675.083333333,763.0,741.0,753.0,752.333333333
92782,642300.0,736.75,207.0,201.0,192.0,200.0
92801,424600.0,660.727272727,824.0,760.0,805.0,796.333333333
92802,447600.0,662.333333333,539.0,551.0,570.0,553.333333333
92804,446500.0,624.166666667,1380.0,1380.0,1452.0,1404.0
92805,418400.0,615.2,914.0,951.0,986.0,950.333333333
92806,501000.0,609.666666667,550.0,646.0,691.0,629.0
92807,627100.0,731.0,464.0,434.0,491.0,463.0
92808,648200.0,770.666666667,175.0,177.0,167.0,173.0
92821,576900.0,737.125,409.0,425.0,419.0,417.666666667
92831,534000.0,738.142857143,418.0,407.0,389.0,404.666666667
92832,431400.0,690.6,348.0,358.0,356.0,354.0
92833,471300.0,702.555555556,568.0,569.0,587.0,574.666666667
92835,663700.0,800.0,187.0,189.0,195.0,190.333333333
92840,447800.0,638.307692308,734.0,752.0,797.0,761.0
92841,464200.0,664.363636364,629.0,591.0,622.0,614.0
92843,439000.0,647.090909091,709.0,680.0,704.0,697.666666667
92844,435900.0,681.25,400.0,440.0,461.0,433.666666667
92845,532100.0,745.0,386.0,358.0,360.0,368.0
92860,467800.0,685.75,707.0,682.0,678.0,689.0
92861,1167100.0,723.75,304.0,327.0,332.0,321.0
92865,548700.0,675.666666667,109.0,100.0,94.0,101.0
92866,532300.0,691.0,91.0,92.0,113.0,98.6666666667
92867,603300.0,631.5,301.0,310.0,340.0,317.0
92868,438600.0,685.0,163.0,161.0,152.0,158.666666667
92869,614000.0,734.666666667,588.0,609.0,633.0,610.0
92870,568400.0,696.666666667,991.0,978.0,1112.0,1027.0
92879,363300.0,719.666666667,500.0,472.0,505.0,492.333333333
92880,489900.0,693.571428571,895.0,910.0,908.0,904.333333333
92881,464300.0,664.166666667,778.0,815.0,799.0,797.333333333
92882,407800.0,705.461538462,1436.0,1440.0,1407.0,1427.66666667
92883,423200.0,788.0,256.0,284.0,320.0,286.666666667
92886,678300.0,762.111111111,442.0,453.0,517.0,470.666666667
92887,773900.0,760.5,167.0,148.0,182.0,165.666666667
93001,494700.0,563.25,421.0,423.0,470.0,438.0
93003,493400.0,624.461538462,750.0,678.0,694.0,707.333333333
93004,479800.0,579.75,127.0,113.0,106.0,115.333333333
93010,525600.0,647.888888889,299.0,377.0,446.0,374.0
93012,517700.0,674.4,577.0,682.0,734.0,664.333333333
93013,773600.0,653.0,199.0,194.0,222.0,205.0
93015,340300.0,566.0,123.0,123.0,143.0,129.666666667
93021,573700.0,721.333333333,701.0,650.0,705.0,685.333333333
93022,498000.0,471.0,32.0,24.0,24.0,26.6666666667
93023,612300.0,650.333333333,289.0,315.0,347.0,317.0
93030,420200.0,588.181818182,752.0,761.0,775.0,762.666666667
93033,352300.0,554.222222222,1086.0,1091.0,1242.0,1139.66666667
93035,487600.0,699.0,163.0,186.0,200.0,183.0
93036,405300.0,548.0,646.0,690.0,753.0,696.333333333
93041,311800.0,599.5,188.0,212.0,274.0,224.666666667
93060,361100.0,602.0,29.0,28.0,27.0,28.0
93063,478800.0,696.454545455,909.0,922.0,723.0,851.333333333
93065,485800.0,675.434782609,1685.0,1862.0,1735.0,1760.66666667
93066,967300.0,670.5,39.0,65.0,69.0,57.6666666667
93101,794600.0,676.75,203.0,211.0,216.0,210.0
93103,1029900.0,609.0,316.0,368.0,435.0,373.0
93105,1032000.0,678.5,129.0,119.0,145.0,131.0
93109,1064000.0,696.333333333,152.0,162.0,182.0,165.333333333
93110,1025200.0,696.0,565.0,530.0,545.0,546.666666667
93111,832700.0,774.25,116.0,141.0,150.0,135.666666667
93117,754600.0,678.625,567.0,559.0,617.0,581.0
93202,121500.0,551.0,89.0,82.0,96.0,89.0
93203,124900.0,554.666666667,343.0,349.0,374.0,355.333333333
93204,102700.0,483.0,134.0,144.0,141.0,139.666666667
93210,136300.0,593.0,178.0,184.0,176.0,179.333333333
93212,103900.0,457.75,189.0,197.0,215.0,200.333333333
93215,147100.0,501.846153846,512.0,602.0,669.0,594.333333333
93219,116000.0,445.5,29.0,33.0,42.0,34.6666666667
93223,114600.0,478.0,55.0,50.0,35.0,46.6666666667
93230,160900.0,620.777777778,931.0,888.0,1033.0,950.666666667
93234,125400.0,544.0,87.0,80.0,77.0,81.3333333333
93235,95400.0,527.0,31.0,35.0,42.0,36.0
93240,127900.0,548.333333333,91.0,89.0,98.0,92.6666666667
93241,85800.0,606.666666667,153.0,151.0,155.0,153.0
93242,121700.0,575.5,33.0,35.0,49.0,39.0
93245,182200.0,621.1,514.0,483.0,490.0,495.666666667
93247,136200.0,412.666666667,64.0,53.0,70.0,62.3333333333
93250,129100.0,525.5,208.0,226.0,212.0,215.333333333
93256,109900.0,438.5,34.0,42.0,56.0,44.0
93257,143500.0,534.142857143,588.0,612.0,659.0,619.666666667
93263,135600.0,520.0,282.0,335.0,353.0,323.333333333
93268,106300.0,578.666666667,189.0,211.0,201.0,200.333333333
93270,175700.0,459.0,37.0,40.0,50.0,42.3333333333
93274,147600.0,557.888888889,766.0,701.0,735.0,734.0
93277,174600.0,589.416666667,682.0,722.0,721.0,708.333333333
93280,134500.0,489.333333333,175.0,225.0,256.0,218.666666667
93286,134200.0,452.0,62.0,65.0,60.0,62.3333333333
93291,192700.0,595.357142857,1082.0,1127.0,1144.0,1117.66666667
93292,179400.0,596.625,446.0,434.0,406.0,428.666666667
93301,162500.0,569.571428571,641.0,654.0,710.0,668.333333333
93304,127200.0,602.846153846,561.0,613.0,655.0,609.666666667
93305,114600.0,530.857142857,303.0,335.0,399.0,345.666666667
93306,159100.0,579.0,1164.0,1195.0,1234.0,1197.66666667
93307,130000.0,535.380952381,1071.0,1093.0,1172.0,1112.0
93308,173800.0,599.7,530.0,519.0,539.0,529.333333333
93309,172800.0,569.153846154,651.0,693.0,712.0,685.333333333
93311,266000.0,628.181818182,658.0,767.0,743.0,722.666666667
93312,267200.0,648.75,597.0,674.0,790.0,687.0
93313,206900.0,604.222222222,439.0,514.0,584.0,512.333333333
93314,355600.0,655.0,269.0,270.0,260.0,266.333333333
93401,615200.0,653.5,193.0,209.0,197.0,199.666666667
93402,420900.0,657.666666667,119.0,140.0,141.0,133.333333333
93405,598800.0,651.166666667,275.0,286.0,299.0,286.666666667
93420,573300.0,640.666666667,372.0,385.0,446.0,401.0
93422,425200.0,617.833333333,213.0,214.0,230.0,219.0
93427,491500.0,693.5,47.0,45.0,52.0,48.0
93428,619500.0,630.0,78.0,75.0,72.0,75.0
93430,746900.0,769.0,23.0,21.0,20.0,21.3333333333
93433,381900.0,659.333333333,98.0,117.0,133.0,116.0
93434,205600.0,591.5,87.0,84.0,88.0,86.3333333333
93436,254400.0,587.4,576.0,580.0,616.0,590.666666667
93442,510500.0,638.5,73.0,85.0,87.0,81.6666666667
93444,473600.0,632.333333333,194.0,193.0,211.0,199.333333333
93445,338300.0,633.0,49.0,47.0,49.0,48.3333333333
93446,386800.0,684.6,210.0,239.0,241.0,230.0
93449,694100.0,653.5,79.0,81.0,103.0,87.6666666667
93451,296000.0,594.0,23.0,27.0,26.0,25.3333333333
93453,459600.0,748.0,21.0,20.0,26.0,22.3333333333
93454,275200.0,491.454545455,722.0,716.0,717.0,718.333333333
93455,353800.0,591.909090909,601.0,642.0,647.0,630.0
93458,253900.0,478.7,459.0,502.0,511.0,490.666666667
93460,755800.0,568.0,78.0,87.0,88.0,84.3333333333
93463,664300.0,822.5,75.0,79.0,80.0,78.0
93465,555700.0,643.333333333,124.0,105.0,110.0,113.0
93501,75300.0,407.0,60.0,45.0,73.0,59.3333333333
93505,85800.0,506.75,144.0,124.0,186.0,151.333333333
93510,486100.0,585.0,162.0,141.0,175.0,159.333333333
93513,181000.0,638.0,15.0,19.0,18.0,17.3333333333
93514,335000.0,609.333333333,152.0,145.0,123.0,140.0
93527,174800.0,714.0,21.0,18.0,15.0,18.0
93534,153200.0,553.333333333,410.0,295.0,337.0,347.333333333
93535,172700.0,527.615384615,1056.0,1021.0,1043.0,1040.0
93536,259400.0,620.916666667,1067.0,1114.0,1079.0,1086.66666667
93543,180300.0,487.75,226.0,237.0,270.0,244.333333333
93550,180500.0,576.0,1158.0,1079.0,1116.0,1117.66666667
93551,302900.0,668.6,1012.0,1086.0,1033.0,1043.66666667
93552,216300.0,583.5,969.0,1037.0,1003.0,1003.0
93553,219200.0,562.0,35.0,33.0,35.0,34.3333333333
93555,151700.0,664.888888889,455.0,484.0,507.0,482.0
93560,159300.0,511.25,95.0,249.0,147.0,163.666666667
93561,212400.0,617.2,333.0,386.0,453.0,390.666666667
93601,279900.0,649.0,30.0,35.0,35.0,33.3333333333
93609,138100.0,567.666666667,114.0,106.0,105.0,108.333333333
93610,154700.0,537.0,154.0,149.0,158.0,153.666666667
93611,259400.0,734.875,871.0,806.0,973.0,883.333333333
93612,166800.0,721.0,209.0,202.0,254.0,221.666666667
93614,225900.0,617.0,89.0,85.0,94.0,89.3333333333
93618,152500.0,534.166666667,159.0,182.0,186.0,175.666666667
93619,373500.0,781.25,138.0,86.0,147.0,123.666666667
93622,126700.0,587.5,147.0,158.0,170.0,158.333333333
93625,204200.0,623.5,150.0,150.0,164.0,154.666666667
93630,173300.0,627.4,327.0,279.0,331.0,312.333333333
93631,223500.0,610.666666667,208.0,225.0,254.0,229.0
93636,266000.0,614.75,97.0,108.0,115.0,106.666666667
93637,176400.0,636.8,997.0,729.0,763.0,829.666666667
93638,138300.0,654.363636364,493.0,345.0,390.0,409.333333333
93640,117200.0,537.666666667,82.0,81.0,101.0,88.0
93644,211100.0,615.666666667,90.0,93.0,88.0,90.3333333333
93646,116000.0,629.0,145.0,141.0,143.0,143.0
93647,128700.0,431.5,106.0,104.0,114.0,108.0
93648,123000.0,587.6,163.0,171.0,140.0,158.0
93650,107400.0,781.5,63.0,60.0,79.0,67.3333333333
93654,170100.0,671.444444444,325.0,340.0,338.0,334.333333333
93656,131700.0,595.666666667,105.0,109.0,114.0,109.333333333
93657,173900.0,715.7,484.0,459.0,426.0,456.333333333
93660,118100.0,471.0,26.0,21.0,25.0,24.0
93662,156300.0,638.555555556,553.0,553.0,574.0,560.0
93667,238900.0,619.0,51.0,51.0,40.0,47.3333333333
93701,94600.0,553.666666667,196.0,180.0,235.0,203.666666667
93702,88400.0,534.2,607.0,575.0,667.0,616.333333333
93703,120400.0,537.571428571,494.0,477.0,542.0,504.333333333
93704,193800.0,590.0,711.0,714.0,825.0,750.0
93705,133800.0,542.0,210.0,199.0,256.0,221.666666667
93706,101700.0,516.307692308,504.0,497.0,572.0,524.333333333
93710,200200.0,615.8,311.0,262.0,286.0,286.333333333
93711,291500.0,687.5,237.0,235.0,270.0,247.333333333
93720,278300.0,744.7,433.0,377.0,469.0,426.333333333
93722,189900.0,623.166666667,740.0,620.0,700.0,686.666666667
93723,272600.0,642.0,101.0,111.0,130.0,114.0
93725,133900.0,591.375,317.0,353.0,374.0,348.0
93726,148100.0,597.090909091,472.0,405.0,550.0,475.666666667
93727,188400.0,564.461538462,685.0,621.0,723.0,676.333333333
93728,130500.0,551.25,139.0,124.0,166.0,143.0
93730,377600.0,750.0,176.0,163.0,226.0,188.333333333
93901,398700.0,583.714285714,297.0,388.0,442.0,375.666666667
93905,275300.0,549.384615385,522.0,621.0,687.0,610.0
93906,321700.0,598.357142857,664.0,848.0,865.0,792.333333333
93907,385200.0,575.5,127.0,111.0,161.0,133.0
93908,704800.0,705.75,85.0,90.0,97.0,90.6666666667
93923,1187100.0,704.0,84.0,67.0,66.0,72.3333333333
93924,886700.0,740.0,15.0,16.0,20.0,17.0
93926,255300.0,498.666666667,165.0,168.0,180.0,171.0
93927,198000.0,552.0,245.0,222.0,252.0,239.666666667
93933,415600.0,542.6,270.0,274.0,265.0,269.666666667
93940,617500.0,542.5,177.0,162.0,166.0,168.333333333
93950,713000.0,715.0,149.0,171.0,187.0,169.0
93955,375500.0,542.0,348.0,350.0,351.0,349.666666667
93960,252200.0,588.714285714,365.0,369.0,404.0,379.333333333
94002,1210400.0,745.833333333,389.0,402.0,440.0,410.333333333
94005,675800.0,699.5,39.0,41.0,38.0,39.3333333333
94010,2053900.0,785.545454545,404.0,442.0,494.0,446.666666667
94014,598200.0,587.875,227.0,229.0,237.0,231.0
94015,701000.0,651.909090909,312.0,314.0,352.0,326.0
94019,904400.0,567.0,203.0,205.0,208.0,205.333333333
94022,2764000.0,815.333333333,293.0,309.0,339.0,313.666666667
94024,2211500.0,833.6,221.0,262.0,263.0,248.666666667
94025,1641100.0,634.0,457.0,470.0,504.0,477.0
94027,4583700.0,743.0,170.0,174.0,191.0,178.333333333
94028,2986100.0,787.0,96.0,80.0,80.0,85.3333333333
94030,1189600.0,686.0,217.0,211.0,219.0,215.666666667
94037,931200.0,573.0,29.0,36.0,34.0,33.0
94040,1508700.0,707.666666667,424.0,419.0,416.0,419.666666667
94041,1214900.0,686.0,56.0,58.0,48.0,54.0
94043,909200.0,653.25,204.0,217.0,210.0,210.333333333
94044,714100.0,626.714285714,304.0,340.0,359.0,334.333333333
94061,1051900.0,679.8,246.0,239.0,256.0,247.0
94062,1613400.0,683.714285714,582.0,582.0,674.0,612.666666667
94063,691300.0,697.4,215.0,250.0,255.0,240.0
94065,1090900.0,759.5,224.0,188.0,166.0,192.666666667
94066,732000.0,647.75,336.0,351.0,358.0,348.333333333
94070,1312500.0,730.571428571,246.0,279.0,283.0,269.333333333
94080,698500.0,652.181818182,757.0,760.0,743.0,753.333333333
94085,732900.0,604.333333333,171.0,164.0,158.0,164.333333333
94086,987800.0,674.5,172.0,193.0,197.0,187.333333333
94087,1385900.0,713.666666667,639.0,733.0,732.0,701.333333333
94089,748000.0,569.0,17.0,27.0,27.0,23.6666666667
94102,783000.0,581.0,37.0,33.0,49.0,39.6666666667
94103,886800.0,602.5,42.0,45.0,55.0,47.3333333333
94107,1007000.0,587.5,87.0,86.0,82.0,85.0
94108,845500.0,655.0,31.0,24.0,31.0,28.6666666667
94109,933300.0,611.333333333,152.0,155.0,172.0,159.666666667
94110,1110000.0,565.666666667,206.0,231.0,259.0,232.0
94112,736900.0,580.0,462.0,509.0,554.0,508.333333333
94114,1504000.0,619.0,366.0,402.0,428.0,398.666666667
94115,1285300.0,642.5,228.0,220.0,239.0,229.0
94116,930600.0,639.833333333,399.0,388.0,421.0,402.666666667
94117,1312000.0,555.75,101.0,93.0,100.0,98.0
94118,1618400.0,664.25,143.0,134.0,143.0,140.0
94121,1198300.0,659.8,346.0,357.0,378.0,360.333333333
94122,980300.0,726.4,255.0,252.0,275.0,260.666666667
94123,2103500.0,704.333333333,216.0,227.0,223.0,222.0
94124,610100.0,524.833333333,162.0,131.0,155.0,149.333333333
94127,1259100.0,656.75,193.0,200.0,233.0,208.666666667
94131,1235800.0,642.666666667,246.0,237.0,260.0,247.666666667
94132,854100.0,668.5,74.0,84.0,102.0,86.6666666667
94133,1173000.0,658.0,122.0,116.0,118.0,118.666666667
94134,677100.0,553.857142857,329.0,337.0,367.0,344.333333333
94301,2720900.0,727.666666667,198.0,186.0,250.0,211.333333333
94303,1384300.0,627.6,386.0,386.0,399.0,390.333333333
94305,2307200.0,772.0,79.0,70.0,76.0,75.0
94306,1905500.0,780.75,437.0,424.0,493.0,451.333333333
94401,703600.0,607.0,134.0,174.0,182.0,163.333333333
94402,1392400.0,650.571428571,326.0,302.0,279.0,302.333333333
94403,960600.0,642.25,457.0,441.0,450.0,449.333333333
94404,1046800.0,683.333333333,130.0,116.0,123.0,123.0
94501,727800.0,660.357142857,666.0,696.0,727.0,696.333333333
94502,733400.0,808.0,69.0,81.0,83.0,77.6666666667
94503,419400.0,577.333333333,195.0,220.0,250.0,221.666666667
94505,519100.0,736.0,48.0,52.0,77.0,59.0
94506,1147500.0,790.0,154.0,146.0,159.0,153.0
94507,1463200.0,771.25,164.0,163.0,152.0,159.666666667
94509,273500.0,585.461538462,827.0,887.0,809.0,841.0
94510,510400.0,700.666666667,253.0,372.0,353.0,326.0
94513,452000.0,707.285714286,1241.0,1339.0,1373.0,1317.66666667
94515,569800.0,643.0,65.0,67.0,66.0,66.0
94517,678500.0,760.5,131.0,110.0,127.0,122.666666667
94518,521800.0,604.2,323.0,323.0,332.0,326.0
94519,414900.0,577.25,146.0,120.0,95.0,120.333333333
94520,339000.0,583.6,347.0,351.0,335.0,344.333333333
94521,499800.0,632.111111111,784.0,706.0,725.0,738.333333333
94523,596100.0,702.222222222,509.0,445.0,529.0,494.333333333
94525,377200.0,537.5,89.0,79.0,102.0,90.0
94526,990400.0,734.222222222,584.0,555.0,600.0,579.666666667
94530,675600.0,636.0,331.0,342.0,319.0,330.666666667
94531,360800.0,616.666666667,771.0,852.0,787.0,803.333333333
94533,262000.0,607.5,1132.0,1146.0,1321.0,1199.66666667
94534,426900.0,667.555555556,487.0,556.0,582.0,541.666666667
94536,693800.0,692.8,955.0,958.0,976.0,963.0
94538,644400.0,703.357142857,1135.0,1149.0,1213.0,1165.66666667
94539,1192900.0,755.25,356.0,348.0,351.0,351.666666667
94541,436400.0,572.777777778,369.0,342.0,403.0,371.333333333
94542,669000.0,741.0,30.0,40.0,39.0,36.3333333333
94544,443000.0,586.444444444,396.0,412.0,461.0,423.0
94545,455700.0,592.777777778,428.0,447.0,514.0,463.0
94546,581500.0,699.333333333,435.0,451.0,444.0,443.333333333
94547,457800.0,604.0,251.0,258.0,270.0,259.666666667
94549,1226400.0,775.5,364.0,387.0,398.0,383.0
94550,672600.0,705.125,788.0,813.0,783.0,794.666666667
94551,563900.0,707.0,490.0,522.0,548.0,520.0
94552,823300.0,764.333333333,157.0,174.0,187.0,172.666666667
94553,460300.0,661.333333333,334.0,334.0,338.0,335.333333333
94555,722200.0,781.0,130.0,121.0,138.0,129.666666667
94556,1108400.0,786.0,246.0,239.0,268.0,251.0
94558,494300.0,647.611111111,1080.0,1013.0,1018.0,1037.0
94559,469800.0,590.8,95.0,127.0,131.0,117.666666667
94560,581900.0,641.909090909,585.0,745.0,605.0,645.0
94561,337400.0,656.888888889,859.0,894.0,953.0,902.0
94563,1274300.0,803.0,247.0,261.0,308.0,272.0
94564,405100.0,584.166666667,404.0,401.0,413.0,406.0
94565,293900.0,596.25,906.0,882.0,961.0,916.333333333
94566,919800.0,776.0,755.0,785.0,802.0,780.666666667
94568,672000.0,742.571428571,274.0,233.0,297.0,268.0
94571,276100.0,636.0,147.0,136.0,125.0,136.0
94572,380500.0,578.0,56.0,46.0,48.0,50.0
94574,965100.0,629.333333333,107.0,100.0,82.0,96.3333333333
94577,469000.0,614.75,662.0,659.0,686.0,669.0
94578,437300.0,630.666666667,130.0,122.0,118.0,123.333333333
94579,469700.0,690.0,230.0,233.0,225.0,229.333333333
94580,447900.0,626.4,573.0,580.0,653.0,602.0
94582,944400.0,786.125,382.0,324.0,367.0,357.666666667
94583,778700.0,714.888888889,537.0,499.0,555.0,530.333333333
94585,286000.0,635.25,211.0,224.0,270.0,235.0
94587,604100.0,661.0,626.0,642.0,630.0,632.666666667
94588,789400.0,761.166666667,541.0,563.0,584.0,562.666666667
94589,236000.0,600.666666667,468.0,462.0,465.0,465.0
94590,218200.0,616.6,176.0,191.0,188.0,185.0
94591,323100.0,618.25,407.0,450.0,446.0,434.333333333
94595,476400.0,762.0,37.0,44.0,49.0,43.3333333333
94596,804600.0,727.666666667,133.0,150.0,172.0,151.666666667
94597,657200.0,693.5,177.0,184.0,195.0,185.333333333
94598,826800.0,738.833333333,283.0,266.0,338.0,295.666666667
94601,320000.0,556.111111111,190.0,184.0,268.0,214.0
94602,660100.0,579.0,183.0,172.0,194.0,183.0
94603,255500.0,595.777777778,249.0,272.0,316.0,279.0
94605,401400.0,632.142857143,169.0,170.0,234.0,191.0
94606,393700.0,635.8,171.0,154.0,209.0,178.0
94607,409500.0,584.833333333,134.0,140.0,219.0,164.333333333
94608,477100.0,583.4,120.0,132.0,159.0,137.0
94609,667700.0,641.0,29.0,34.0,46.0,36.3333333333
94610,867900.0,582.0,321.0,338.0,373.0,344.0
94611,942300.0,730.8,557.0,516.0,676.0,583.0
94612,442700.0,497.666666667,137.0,132.0,170.0,146.333333333
94618,1021600.0,708.0,114.0,117.0,152.0,127.666666667
94619,533000.0,643.166666667,254.0,247.0,314.0,271.666666667
94621,231600.0,550.125,200.0,221.0,290.0,237.0
94702,688800.0,784.0,25.0,31.0,27.0,27.6666666667
94703,729400.0,641.5,199.0,267.0,247.0,237.666666667
94704,790100.0,583.0,214.0,268.0,243.0,241.666666667
94705,1263400.0,640.25,132.0,154.0,155.0,147.0
94706,718100.0,748.6,230.0,285.0,285.0,266.666666667
94707,1003600.0,764.5,51.0,58.0,67.0,58.6666666667
94708,997000.0,794.0,79.0,85.0,81.0,81.6666666667
94709,772100.0,742.0,27.0,34.0,33.0,31.3333333333
94710,662800.0,711.0,30.0,32.0,41.0,34.3333333333
94801,236800.0,598.333333333,209.0,203.0,194.0,202.0
94803,429100.0,646.833333333,307.0,335.0,347.0,329.666666667
94804,299900.0,547.375,401.0,434.0,428.0,421.0
94805,390700.0,553.333333333,214.0,235.0,226.0,225.0
94806,293400.0,599.5,485.0,498.0,506.0,496.333333333
94901,878500.0,647.0,432.0,450.0,455.0,445.666666667
94903,772700.0,699.833333333,354.0,358.0,369.0,360.333333333
94904,1474800.0,758.0,68.0,79.0,89.0,78.6666666667
94920,2292800.0,803.5,63.0,64.0,43.0,56.6666666667
94924,1427700.0,599.0,13.0,12.0,14.0,13.0
94925,1071700.0,755.0,47.0,45.0,44.0,45.3333333333
94928,414300.0,627.5,647.0,571.0,588.0,602.0
94930,742200.0,761.0,120.0,118.0,117.0,118.333333333
94931,437000.0,628.0,63.0,61.0,48.0,57.3333333333
94939,1331000.0,687.0,107.0,122.0,133.0,120.666666667
94941,1273300.0,798.571428571,335.0,336.0,398.0,356.333333333
94945,692300.0,649.0,125.0,150.0,149.0,141.333333333
94947,625300.0,695.166666667,312.0,303.0,320.0,311.666666667
94949,769200.0,777.333333333,157.0,150.0,146.0,151.0
94952,629400.0,718.5,85.0,88.0,109.0,94.0
94954,500000.0,718.5,264.0,280.0,269.0,271.0
94957,2417300.0,718.0,48.0,26.0,39.0,37.6666666667
94960,992700.0,721.0,100.0,90.0,91.0,93.6666666667
95003,728300.0,664.4,299.0,325.0,402.0,342.0
95004,499200.0,621.0,41.0,42.0,40.0,41.0
95006,413700.0,670.0,107.0,118.0,151.0,125.333333333
95008,890500.0,592.8,215.0,264.0,265.0,248.0
95010,655600.0,591.0,74.0,68.0,85.0,75.6666666667
95014,1549900.0,755.461538462,719.0,826.0,899.0,814.666666667
95018,473700.0,647.25,198.0,207.0,191.0,198.666666667
95020,595400.0,648.384615385,705.0,765.0,889.0,786.333333333
95023,404200.0,621.7,764.0,702.0,749.0,738.333333333
95030,2063400.0,686.0,207.0,194.0,208.0,203.0
95032,1335500.0,779.0,198.0,197.0,204.0,199.666666667
95033,925200.0,743.5,49.0,41.0,41.0,43.6666666667
95035,729500.0,709.333333333,739.0,673.0,761.0,724.333333333
95037,779500.0,621.6,664.0,644.0,639.0,649.0
95045,471600.0,559.0,61.0,55.0,48.0,54.6666666667
95046,862700.0,671.0,39.0,59.0,55.0,51.0
95050,762900.0,704.6,359.0,393.0,389.0,380.333333333
95051,859000.0,697.6,856.0,967.0,976.0,933.0
95054,816100.0,704.666666667,139.0,159.0,172.0,156.666666667
95060,757300.0,655.5,325.0,292.0,294.0,303.666666667
95062,677900.0,595.875,398.0,428.0,472.0,432.666666667
95065,661100.0,631.0,16.0,18.0,20.0,18.0
95066,703100.0,729.0,154.0,158.0,146.0,152.666666667
95070,2073100.0,754.125,422.0,448.0,491.0,453.666666667
95073,657000.0,593.0,133.0,111.0,151.0,131.666666667
95076,421400.0,609.916666667,1343.0,1368.0,1591.0,1434.0
95110,517500.0,563.0,69.0,65.0,63.0,65.6666666667
95111,532700.0,587.636363636,568.0,567.0,607.0,580.666666667
95112,570500.0,614.166666667,253.0,259.0,299.0,270.333333333
95116,483700.0,614.416666667,424.0,473.0,456.0,451.0
95117,845300.0,668.666666667,109.0,119.0,119.0,115.666666667
95118,782000.0,678.125,484.0,587.0,627.0,566.0
95119,720100.0,705.666666667,177.0,203.0,207.0,195.666666667
95120,1195000.0,743.625,454.0,463.0,487.0,468.0
95121,610000.0,673.7,465.0,470.0,476.0,470.333333333
95122,499500.0,590.722222222,851.0,905.0,850.0,868.666666667
95123,683400.0,628.166666667,728.0,796.0,897.0,807.0
95124,896300.0,722.4,486.0,578.0,622.0,562.0
95125,955100.0,639.090909091,591.0,603.0,664.0,619.333333333
95126,673800.0,528.0,264.0,301.0,312.0,292.333333333
95127,548200.0,616.2,759.0,795.0,829.0,794.333333333
95128,743300.0,559.25,206.0,257.0,288.0,250.333333333
