Zip,zindex,avg_w
95843,304600.0,808.363636364
95901,161900.0,757.0
95916,171300.0,709.0
95926,255500.0,766.142857143
95928,270100.0,796.6
95938,394100.0,809.0
95945,285400.0,764.857142857
95949,335100.0,851.6
95953,163000.0,793.6
95954,160600.0,721.666666667
95959,368800.0,765.5
95961,169400.0,759.272727273
95965,154100.0,727.428571429
95966,159000.0,747.4
95969,195000.0,778.5
95982,181800.0,779.0
95987,177400.0,711.5
95991,189300.0,769.727272727
95993,242300.0,762.666666667
96001,217900.0,746.666666667
96002,209900.0,782.111111111
96003,234100.0,746.111111111
96007,174000.0,732.444444444
96013,121900.0,780.0
96019,150900.0,746.75
96021,132100.0,788.625
96022,190200.0,824.8
96025,128900.0,719.5
96027,170100.0,853.0
96052,160800.0,791.0
96055,133300.0,831.0
96057,141100.0,814.0
96064,152700.0,772.2
96067,230200.0,822.333333333
96073,313300.0,814.8
96080,145500.0,750.583333333
96088,185500.0,788.5
96093,166700.0,780.0
96094,147000.0,758.0
96097,132300.0,815.5
96114,178500.0,841.0
96130,115800.0,751.571428571
96134,77700.0,747.0
96137,313500.0,706.5
96143,362100.0,807.0
96145,546300.0,795.5
96150,342100.0,802.5
96161,500600.0,827.857142857
