Zip,zindex,hi_avg_w,hi_num11,hi_num12,hi_num13,hi_num_avg,,zindex rank,avg_w rank,,,,
92408,195700,707.75,544,632,823,666.3333333,,164,119.5,,,,
92501,248200,767.3333333,745,790,819,784.6666667,,245,573,,,,
92503,292300,773.4,8170,8494,8371,8345,,322,630,,,,
92504,274700,787.8888889,3908,3931,4051,3963.333333,,290,750,,,,
92505,301400,774.8,4636,4967,4792,4798.333333,,335,643,,,,
92506,371000,703.7857143,4177,4210,4354,4247,,449,98,,,,
92507,280600,737.7142857,3183,3224,3245,3217.333333,,307,318,,,,
92508,401300,844.5,1677,1767,1922,1788.666667,,505,1003.5,,,,
92509,285500,757.6842105,9037,9131,9290,9152.666667,,311.5,501,,,,
92530,254000,782.5,3001,4173,4214,3796,,251,708.5,,,,
92532,323300,835.8,1143,1584,1675,1467.333333,,375,975,,,,
92536,308800,865,63,69,62,64.66666667,,351,1067,,,,
92539,179800,680.5,235,213,208,218.6666667,,137,43,,,,
92543,137100,734.8571429,2073,2201,2113,2129,,63,290,,,,
92544,192300,747.2222222,2073,2065,2122,2086.666667,,157,399,,,,
92545,211600,748.5,2711,2789,2884,2794.666667,,186,415,,,,
92549,229500,876,55,51,58,54.66666667,,213,1084.5,,,,
92551,231400,784.25,4821,4821,4753,4798.333333,,219,722,,,,
92553,222100,716.3333333,7218,7157,7166,7180.333333,,200,169.5,,,,
92555,296400,769.1428571,3694,3634,3635,3654.333333,,331,591,,,,
92557,260600,775.9090909,4230,4291,4315,4278.666667,,267,654,,,,
92562,366100,798.9,2794,2903,2954,2883.666667,,442,818,,,,
92563,357400,845.9166667,3224,3340,3377,3313.666667,,428,1012,,,,
92567,262800,789.75,1001,1056,1107,1054.666667,,270,763.5,,,,
92570,240500,740.1333333,6976,7200,7424,7200,,233,343,,,,
92571,227300,774.4,5187,5535,5515,5412.333333,,208,639,,,,
92582,234000,662.25,604,567,563,578,,224,20,,,,
92583,184500,751.6666667,3806,3898,4017,3907,,147,445,,,,
92584,309800,817.8888889,2725,2861,2800,2795.333333,,352,908,,,,
92585,280300,771.4,2579,2631,2709,2639.666667,,306,613.5,,,,
92586,182700,816,598,605,588,597,,146,897.5,,,,
92587,345300,801,264,241,251,252,,415,830,,,,
92590,855000,678,1142,1405,1348,1298.333333,,989,37.5,,,,
92591,377800,840.1428571,2144,2138,2076,2119.333333,,464,992,,,,
92592,401200,841.1875,3446,3454,3519,3473,,504,995,,,,
92595,327000,809.7142857,1573,2141,2153,1955.666667,,382,872,,,,
92596,344700,838.2,799,807,889,831.6666667,,414,982,,,,
92602,790000,834.25,629,682,784,698.3333333,,957,967,,,,
92603,990900,903,122,124,139,128.3333333,,1027,1114,,,,
92604,682000,840,654,738,766,719.3333333,,874,990,,,,
92606,691400,759.6666667,109,117,133,119.6666667,,882,511,,,,
92612,659300,832.6666667,204,215,229,216,,850,960,,,,
92614,611100,843.6,265,285,324,291.3333333,,803,1002,,,,
92618,723800,835,51,70,73,64.66666667,,908,970.5,,,,
92620,768300,854.5,342,425,419,395.3333333,,943,1039.5,,,,
92624,747800,805,99,99,104,100.6666667,,928,851,,,,
92625,1566700,893,43,43,53,46.33333333,,1101,1110,,,,
92626,641900,793,2899,3010,3066,2991.666667,,825,783.5,,,,
92627,665300,753,2434,2559,2501,2498,,856,454,,,,
92629,776700,774,655,674,678,669,,950,635.5,,,,
92630,597800,788.25,2009,2215,2294,2172.666667,,789,756,,,,
92646,682100,848.1,878,927,994,933,,875,1016,,,,
92647,611300,809.9230769,2509,2550,2577,2545.333333,,805,873,,,,
92648,797500,856,707,740,801,749.3333333,,964,1044,,,,
92649,679100,797.5,717,748,804,756.3333333,,872,811,,,,
92651,1432600,839.75,185,193,206,194.6666667,,1094,987,,,,
92653,658300,789.75,813,829,867,836.3333333,,848,763.5,,,,
92655,448100,742.6666667,323,318,323,321.3333333,,607,365.5,,,,
92656,511400,828.75,1055,1069,1123,1082.333333,,701,943.5,,,,
92660,1380600,760.4,200,203,214,205.6666667,,1088,518,,,,
92663,1221300,777,986,1066,1091,1047.666667,,1069,660.5,,,,
92672,765100,771,837,814,830,827,,939,608,,,,
92673,806300,804.8333333,1135,1111,1159,1135,,967,847,,,,
92675,643900,727,2470,2513,2706,2563,,828,237,,,,
92677,727400,797,813,862,868,847.6666667,,910,809,,,,
92679,771500,885.6666667,165,172,171,169.3333333,,945,1098,,,,
92683,528200,767.25,3638,3660,3639,3645.666667,,720,572,,,,
92688,573500,850,1352,1363,1355,1356.666667,,768,1026.5,,,,
92691,606600,779.2666667,2807,2852,2874,2844.333333,,798,683,,,,
92692,634400,800.8333333,1054,1102,1066,1074,,821,829,,,,
92694,732200,892,387,404,406,399,,916,1109,,,,
92701,372000,781.1538462,7349,7447,7481,7425.666667,,454,696,,,,
92703,387800,736.2727273,4707,4687,4530,4641.333333,,483,301,,,,
92704,416700,760.1,13988,13924,14142,14018,,546,516,,,,
92705,792900,802.7857143,4932,5028,5183,5047.666667,,960,839,,,,
92706,494100,776.7142857,3851,4026,4155,4010.666667,,679,659,,,,
92707,380100,750.9090909,6882,6750,6854,6828.666667,,469,438,,,,
92708,666300,810.9285714,2717,2739,2675,2710.333333,,857,879,,,,
92780,574400,765.6923077,5181,5273,5351,5268.333333,,770,559,,,,
92782,642300,855.75,370,391,396,385.6666667,,826,1042,,,,
92801,424600,762.7272727,5678,5619,5601,5632.666667,,564,536,,,,
92802,447600,747.8333333,3219,3179,3149,3182.333333,,604,406,,,,
92804,446500,741.5263158,8807,8607,8372,8595.333333,,601,354,,,,
92805,418400,763.1,7483,7333,7240,7352,,548,541,,,,
92806,501000,745.5,4781,4953,4946,4893.333333,,691,384,,,,
92807,627100,828.75,1068,1172,1260,1166.666667,,816,943.5,,,,
92808,648200,877.3333333,374,373,353,366.6666667,,832,1086.5,,,,
92821,576900,808.2222222,1369,1424,1489,1427.333333,,772,867,,,,
92831,534000,773.5,1978,2060,2183,2073.666667,,729,631,,,,
92832,431400,793.6,2142,2110,2123,2125,,576,795,,,,
92833,471300,806.7777778,2630,2609,2776,2671.666667,,643,862,,,,
92835,663700,842.75,444,448,494,462,,854,998,,,,
92840,447800,757.25,3994,3922,3960,3958.666667,,605,494,,,,
92841,464200,739.25,3299,3233,3215,3249,,627,332,,,,
92843,439000,757.5454545,4220,4239,4235,4231.333333,,590,499,,,,
92844,435900,763.125,1388,1465,1497,1450,,583.5,542,,,,
92845,532100,860.6666667,790,824,882,832,,723,1055,,,,
92860,467800,791.4444444,2095,2109,2154,2119.333333,,635,777,,,,
92861,1167100,838,1225,1273,1350,1282.666667,,1057,981,,,,
92865,548700,755,630,646,658,644.6666667,,748,470,,,,
92866,532300,770,571,560,553,561.3333333,,725,597.5,,,,
92867,603300,716.2,2514,2456,2492,2487.333333,,795,167,,,,
92868,438600,774.6666667,1083,1135,1071,1096.333333,,589,640,,,,
92869,614000,799.8,2899,2959,2992,2950,,807,824,,,,
92870,568400,797.8125,4297,4349,4467,4371,,759,813,,,,
92879,363300,750.625,2552,2666,2748,2655.333333,,440,435,,,,
92880,489900,818.8571429,3983,3840,3846,3889.666667,,674,913,,,,
92881,464300,789.8333333,3243,3302,3351,3298.666667,,628,766,,,,
92882,407800,773.5714286,6119,6166,6219,6168,,524,632,,,,
92883,423200,848.5,741,886,984,870.3333333,,558.5,1018,,,,
92886,678300,870.5555556,934,979,1025,979.3333333,,870,1075,,,,
92887,773900,874.5,250,244,252,248.6666667,,949,1081,,,,
93001,494700,740,2173,2259,2381,2271,,681,340,,,,
93003,493400,761.5714286,2954,3038,3087,3026.333333,,678,525,,,,
93004,479800,780.75,605,591,586,594,,655,694,,,,
93010,525600,716.9090909,1306,1382,1404,1364,,717,174,,,,
93012,517700,818.8333333,1251,1331,1399,1327,,710,912,,,,
93013,773600,789.8,1185,1178,1164,1175.666667,,948,765,,,,
93015,340300,727,982,975,967,974.6666667,,408,237,,,,
93021,573700,755.9,1979,2005,2026,2003.333333,,769,481,,,,
93022,498000,701,116,100,101,105.6666667,,685,92,,,,
93023,612300,748.1428571,689,715,696,700,,806,411,,,,
93030,420200,705.9166667,6535,6494,6629,6552.666667,,552,108,,,,
93033,352300,711.9444444,10491,10502,10793,10595.33333,,422,143,,,,
93035,487600,781.75,1284,1450,1583,1439,,672,700,,,,
93036,405300,720.7272727,6660,6818,6896,6791.333333,,520,198,,,,
93041,311800,718.5,1320,1399,1438,1385.666667,,355,182,,,,
93060,361100,770.6666667,437,449,454,446.6666667,,436.5,602.5,,,,
93063,478800,792.8181818,1538,1608,1625,1590.333333,,653.5,781,,,,
93065,485800,752.1666667,3533,4151,3942,3875.333333,,665,448,,,,
93066,967300,782,373,390,389,384,,1020,702.5,,,,
93101,794600,719.8,1083,1129,1120,1110.666667,,961,187,,,,
93103,1029900,732.2,1939,2007,2056,2000.666667,,1036,274,,,,
93105,1032000,775.5,528,536,548,537.3333333,,1038,647.5,,,,
93108,2710500,912,29,32,28,29.66666667,,1123,1122,,,,
93109,1064000,765,642,705,710,685.6666667,,1042,553.5,,,,
93110,1025200,718.875,1400,1429,1476,1435,,1035,184,,,,
93111,832700,842.5,414,440,460,438,,980,996.5,,,,
93117,754600,778.5555556,1905,1913,1935,1917.666667,,933,678.5,,,,
93202,121500,742.5,560,567,574,567,,34,360.5,,,,
93203,124900,707.8333333,3959,3940,3815,3904.666667,,40,121,,,,
93204,102700,647.5,1417,1505,1553,1491.666667,,15,11,,,,
93210,136300,722.25,1640,1664,1701,1668.333333,,61.5,210,,,,
93212,103900,719.25,1986,1953,1964,1967.666667,,16,185,,,,
93215,147100,739,6035,6461,6595,6363.666667,,74,331,,,,
93219,116000,683.25,1387,1349,1366,1367.333333,,27.5,45,,,,
93223,114600,654.5,1346,1363,1230,1313,,24.5,14,,,,
93230,160900,732.8571429,4463,4644,4909,4672,,98,277,,,,
93234,125400,687,790,806,827,807.6666667,,41,55,,,,
93235,95400,693,387,396,389,390.6666667,,10,67.5,,,,
93240,127900,717.5,76,66,54,65.33333333,,45,176,,,,
93241,85800,707.25,1394,1377,1432,1401,,4.5,116.5,,,,
93242,121700,720.3333333,420,402,407,409.6666667,,35,190.5,,,,
93245,182200,780,2341,2372,2518,2410.333333,,145,691,,,,
93247,136200,634.4,2042,1710,1767,1839.666667,,60,5,,,,
93250,129100,666,2230,2232,2265,2242.333333,,48,24,,,,
93256,109900,684.5,632,694,728,684.6666667,,20,48,,,,
93257,143500,725.2,8953,9526,9832,9437,,69,225,,,,
93263,135600,721.3333333,3199,3206,3228,3211,,59,202.5,,,,
93265,220400,792,41,36,37,38,,199,779,,,,
93267,116300,754,1107,1116,1143,1122,,29,459.5,,,,
93268,106300,719.7142857,854,903,913,890,,17,186,,,,
93270,175700,705,617,614,627,619.3333333,,127,102.5,,,,
93271,265300,787,20,20,22,20.66666667,,275.5,744,,,,
93274,147600,755.3913043,7744,8101,8367,8070.666667,,76,474,,,,
93277,174600,751.625,4050,4206,4322,4192.666667,,124,444,,,,
93280,134500,714.5555556,3486,3587,3651,3574.666667,,58,159,,,,
93286,134200,715.75,1376,1410,1450,1412,,57,165,,,,
93291,192700,699.2777778,4865,5114,5186,5055,,158,88,,,,
93292,179400,687.5833333,2774,2807,2865,2815.333333,,136,58,,,,
93301,162500,698.5714286,1928,1930,2034,1964,,100.5,87,,,,
93304,127200,733.0714286,4643,4755,4933,4777,,44,280,,,,
93305,114600,706.1428571,2448,2548,2647,2547.666667,,24.5,113,,,,
93306,159100,748.6111111,9389,9798,10093,9760,,93,418,,,,
93307,130000,726.3809524,10447,10714,10912,10691,,49,232,,,,
93308,173800,737,1355,1286,1317,1319.333333,,119,308,,,,
93309,172800,734,3721,3852,3931,3834.666667,,114,285,,,,
93311,266000,793.5454545,3074,3293,3441,3269.333333,,279.5,792,,,,
93312,267200,804.1875,2715,2887,2949,2850.333333,,283.5,844,,,,
93313,206900,772.6,3632,3833,3984,3816.333333,,182,622,,,,
93314,355600,775,988,995,997,993.3333333,,425,644,,,,
93401,615200,778.5,385,391,426,400.6666667,,810,676.5,,,,
93402,420900,727,191,181,182,184.6666667,,553,237,,,,
93405,598800,700.6666667,503,561,571,545,,791,91,,,,
93420,573300,747.5714286,1145,1143,1164,1150.666667,,767,402,,,,
93422,425200,735.875,744,796,793,777.6666667,,567,298,,,,
93426,388700,805,16,19,21,18.66666667,,484,851,,,,
93427,491500,803,179,221,233,211,,677,841,,,,
93428,619500,773.3333333,282,297,301,293.3333333,,812,629,,,,
93430,746900,850,23,21,21,21.66666667,,926.5,1026.5,,,,
93433,381900,791,453,446,446,448.3333333,,471,774,,,,
93434,205600,690,783,802,772,785.6666667,,179,61.5,,,,
93436,254400,720.4545455,3257,3236,3316,3269.666667,,252,192,,,,
93442,510500,746,220,241,258,239.6666667,,700,388,,,,
93444,473600,753.6666667,807,776,802,795,,646,458,,,,
93445,338300,757,245,239,235,239.6666667,,403.5,492,,,,
93446,386800,750.5,687,718,728,711,,480,433.5,,,,
93449,694100,784,207,227,226,220,,886,719.5,,,,
93451,296000,766.5,191,211,216,206,,330,568,,,,
93453,459600,771,41,37,32,36.66666667,,622,608,,,,
93454,275200,723.1818182,6543,6722,7040,6768.333333,,292,213,,,,
93455,353800,739.6666667,2863,3077,3263,3067.666667,,423,335,,,,
93458,253900,718.2,4777,5004,5238,5006.333333,,250,180.5,,,,
93460,755800,793.6666667,374,387,420,393.6666667,,934,796,,,,
93463,664300,784,189,192,208,196.3333333,,855,719.5,,,,
93465,555700,824.25,255,272,316,281,,753,924,,,,
93501,75300,662,287,282,270,279.6666667,,2,19,,,,
93505,85800,714.25,428,428,446,434,,4.5,155,,,,
93510,486100,714,291,291,263,281.6666667,,666,153.5,,,,
93513,181000,770,11,16,16,14.33333333,,141,597.5,,,,
93514,335000,708.4,468,468,466,467.3333333,,396,122,,,,
93527,174800,759,23,22,21,22,,125,505,,,,
93534,153200,692.2857143,1874,1380,1221,1491.666667,,84,66,,,,
93535,172700,701.0714286,5203,5007,4899,5036.333333,,113,93,,,,
93536,259400,790.1538462,3812,3959,3721,3830.666667,,265.5,768,,,,
93543,180300,726.5,1624,1515,1549,1562.666667,,139,233.5,,,,
93550,180500,703.9230769,6007,6030,5976,6004.333333,,140,99,,,,
93551,302900,790.4,3809,4123,3945,3959,,340,770.5,,,,
93552,216300,737.2,5500,5440,5191,5377,,190,310.5,,,,
93553,219200,765,152,156,161,156.3333333,,197,553.5,,,,
93555,151700,778.5555556,831,842,894,855.6666667,,81,678.5,,,,
93560,159300,632.5,1059,1039,1048,1048.666667,,94,4,,,,
93561,212400,708.8333333,887,876,884,882.3333333,,187,126,,,,
93601,279900,750,19,17,16,17.33333333,,304.5,430.5,,,,
93609,138100,732,794,782,833,803,,64,273,,,,
93610,154700,765.7142857,1416,1401,1451,1422.666667,,86,560,,,,
93611,259400,839.7058824,3662,3905,4084,3883.666667,,265.5,986,,,,
93612,166800,829.8,1111,1162,1188,1153.666667,,107,947,,,,
93614,225900,777.5,97,100,99,98.66666667,,206,663.5,,,,
93618,152500,711,4259,4304,4494,4352.333333,,82,139,,,,
93619,373500,904.75,405,370,401,392,,457,1117,,,,
93622,126700,777.75,1378,1443,1485,1435.333333,,42,668.5,,,,
93625,204200,768,1185,1192,1241,1206,,176,580.5,,,,
93630,173300,773.8,2559,2208,2289,2352,,116,633,,,,
93631,223500,787.2857143,1731,1758,1816,1768.333333,,201,747,,,,
93636,266000,805,403,457,476,445.3333333,,279.5,851,,,,
93637,176400,726.1428571,6241,6474,6603,6439.333333,,129,230,,,,
93638,138300,687.3125,5425,5548,5682,5551.666667,,65,57,,,,
93640,117200,755.5,1812,1891,1944,1882.333333,,30,476.5,,,,
93643,227800,843,20,23,33,25.33333333,,211,999.5,,,,
93644,211100,718,176,175,158,169.6666667,,185,178.5,,,,
93646,116000,752.4,1752,1768,1824,1781.333333,,27.5,449.5,,,,
93647,128700,704.25,2169,2194,2268,2210.333333,,46,101,,,,
93648,123000,715,1965,1980,2014,1986.333333,,39,162.5,,,,
93650,107400,865,376,386,381,381,,19,1067,,,,
93654,170100,786.8,3462,3523,3635,3540,,109.5,742,,,,
93656,131700,782.25,891,919,972,927.3333333,,51,706,,,,
93657,173900,777.1428571,4730,4756,4849,4778.333333,,120,662,,,,
93660,118100,686,541,567,568,558.6666667,,31,52.5,,,,
93662,156300,766,3901,3931,3978,3936.666667,,87,562,,,,
93667,238900,771,35,53,47,45,,232,608,,,,
93701,94600,707.3333333,1663,1710,1641,1671.333333,,9,118,,,,
93702,88400,698.4,4696,4645,4649,4663.333333,,6,85,,,,
93703,120400,697.2222222,2974,3070,3057,3033.666667,,33,83,,,,
93704,193800,759.7272727,4614,4732,4724,4690,,161,512,,,,
93705,133800,733.2857143,1617,1584,1604,1601.666667,,55,282,,,,
93706,101700,686.6521739,4743,4989,5126,4952.666667,,12,54,,,,
93710,200200,772,1188,1126,1149,1154.333333,,170,618,,,,
93711,291500,790.6666667,734,792,867,797.6666667,,321,772,,,,
93720,278300,889.2,1706,1828,1943,1825.666667,,302,1103,,,,
93722,189900,767.6153846,4592,4279,4446,4439,,154,575,,,,
93723,272600,787,636,656,695,662.3333333,,287,744,,,,
93725,133900,743.6,2356,2355,2418,2376.333333,,56,371.5,,,,
93726,148100,708.5,2959,2970,3155,3028,,77,123,,,,
93727,188400,728.2142857,4269,4344,4508,4373.666667,,151,254,,,,
93728,130500,685.2,1103,1139,1159,1133.666667,,50,50,,,,
93730,377600,894.3333333,538,566,610,571.3333333,,463,1111,,,,
93901,398700,721.875,3036,3126,3381,3181,,497.5,208,,,,
93905,275300,721.2857143,7970,8309,8626,8301.666667,,293,201,,,,
93906,321700,714.2777778,7019,7254,7579,7284,,371,156,,,,
93907,385200,704,1357,1450,1524,1443.666667,,477,100,,,,
93908,704800,858.2,207,205,198,203.3333333,,895,1050,,,,
93923,1187100,850.5,123,137,124,128,,1061,1029.5,,,,
93924,886700,863,50,41,48,46.33333333,,997,1062.5,,,,
93926,255300,639.5,1544,1559,1647,1583.333333,,256,8,,,,
93927,198000,683.3333333,2488,2589,2746,2607.666667,,166,46,,,,
93933,415600,698.1666667,913,926,905,914.6666667,,544,84,,,,
93940,617500,735,810,795,881,828.6666667,,811,293,,,,
93950,713000,833,210,254,288,250.6666667,,899,962.5,,,,
93955,375500,709,2139,2126,2124,2129.666667,,459,127.5,,,,
93960,252200,769.75,3133,3176,3226,3178.333333,,248.5,594,,,,
94002,1210400,812.1666667,515,527,550,530.6666667,,1067,885,,,,
94005,675800,793,102,99,87,96,,866,783.5,,,,
94010,2053900,812.1428571,548,521,548,539,,1111,884,,,,
94014,598200,710.3,1266,1278,1247,1263.666667,,790,136,,,,
94015,701000,763,1011,1002,983,998.6666667,,889,539.5,,,,
94019,904400,706,1016,1031,1088,1045,,1002,110,,,,
94020,883000,674,48,36,15,33,,996,28,,,,
94022,2764000,809,421,432,467,440,,1126,870,,,,
94024,2211500,884.75,73,80,83,78.66666667,,1116,1097,,,,
94025,1641100,767.7142857,1878,1961,2022,1953.666667,,1107,576,,,,
94027,4583700,794.75,614,628,647,629.6666667,,1130,801,,,,
94028,2986100,807.5,43,52,53,49.33333333,,1127,865,,,,
94030,1189600,797.2,372,382,380,378,,1062,810,,,,
94037,931200,674,101,110,99,103.3333333,,1012,28,,,,
94040,1508700,738.4285714,938,1002,1036,992,,1099,326,,,,
94041,1214900,778,171,174,180,175,,1068,671.5,,,,
94043,909200,774,735,765,738,746,,1003,635.5,,,,
94044,714100,794.8571429,757,779,820,785.3333333,,900,802,,,,
94061,1051900,774,1029,1113,1153,1098.333333,,1040,635.5,,,,
94062,1613400,778.4285714,2402,2483,2510,2465,,1103,675,,,,
94063,691300,716.5,1480,1465,1432,1459,,881,171,,,,
94065,1090900,768,93,68,62,74.33333333,,1046,580.5,,,,
94066,732000,779.75,1399,1393,1409,1400.333333,,915,687.5,,,,
94070,1312500,852.4285714,324,392,395,370.3333333,,1083,1033,,,,
94080,698500,765.1666667,2863,2904,2984,2917,,887,556,,,,
94085,732900,720.6666667,947,927,931,935,,917,197,,,,
94086,987800,741.25,599,600,587,595.3333333,,1025,350,,,,
94087,1385900,768,1421,1468,1478,1455.666667,,1090,580.5,,,,
94089,748000,721,168,161,161,163.3333333,,929,199.5,,,,
94102,783000,674,73,69,74,72,,955,28,,,,
94103,886800,713.5,249,244,255,249.3333333,,998,151.5,,,,
94107,1007000,618.25,258,235,236,243,,1031,2,,,,
94108,845500,679,48,44,33,41.66666667,,984,40,,,,
94109,933300,709.6666667,288,302,344,311.3333333,,1013,133,,,,
94110,1110000,642.6666667,1124,1302,1304,1243.333333,,1050,10,,,,
94112,736900,691.25,1495,1612,1688,1598.333333,,920,64,,,,
94114,1504000,725.125,1403,1366,1394,1387.666667,,1098,224,,,,
94115,1285300,746.6666667,466,454,469,463,,1079,390,,,,
94116,930600,738,538,536,528,534,,1011,320.5,,,,
94117,1312000,696.5,135,139,135,136.3333333,,1082,79,,,,
94118,1618400,778,81,98,109,96,,1104,671.5,,,,
94121,1198300,759.8,330,330,354,338,,1065,513,,,,
94122,980300,793.5,190,197,199,195.3333333,,1021,791,,,,
94123,2103500,790,208,192,202,200.6666667,,1114,767,,,,
94124,610100,654,252,201,224,225.6666667,,802,13,,,,
94127,1259100,779.75,354,370,383,369,,1073,687.5,,,,
94131,1235800,713.4285714,571,598,603,590.6666667,,1071,150,,,,
94132,854100,824.5,172,195,221,196,,988,926,,,,
94133,1173000,611,70,56,48,58,,1060,1,,,,
94134,677100,675.2857143,595,644,684,641,,868,33,,,,
94301,2720900,777.6666667,151,165,200,172,,1124,666.5,,,,
94303,1384300,771.0909091,1750,1883,1748,1793.666667,,1089,611,,,,
94305,2307200,860.5,93,113,123,109.6666667,,1119,1054,,,,
94306,1905500,793.5714286,430,440,441,437,,1110,793.5,,,,
94401,703600,707.75,764,779,759,767.3333333,,894,119.5,,,,
94402,1392400,694.875,1191,1248,1296,1245,,1091,74,,,,
94403,960600,727.25,1412,1471,1476,1453,,1018,242.5,,,,
94404,1046800,787.25,149,152,168,156.3333333,,1039,746,,,,
94501,727800,793.2666667,840,887,953,893.3333333,,911,788,,,,
94502,733400,907,55,55,67,59,,918,1119,,,,
94503,419400,716.3333333,496,654,776,642,,551,169.5,,,,
94505,519100,811,116,107,119,114,,713,880.5,,,,
94506,1147500,914.5,135,156,155,148.6666667,,1053,1123,,,,
94507,1463200,890.6666667,104,85,86,91.66666667,,1096,1105.5,,,,
94509,273500,737.2,2810,2893,3028,2910.333333,,289,310.5,,,,
94510,510400,835.3333333,606,602,622,610,,699,972,,,,
94513,452000,766.1428571,2625,2712,2844,2727,,610.5,564,,,,
94515,569800,756.5,426,450,465,447,,760,487,,,,
94517,678500,844.5,124,157,136,139,,871,1003.5,,,,
94518,521800,702.6,1395,1538,1587,1506.666667,,715,95,,,,
94519,414900,659.25,301,334,329,321.3333333,,541,17,,,,
94520,339000,703.75,1686,1649,1674,1669.666667,,405,97,,,,
94521,499800,736.4444444,1615,1758,1846,1739.666667,,688,303.5,,,,
94523,596100,793.1111111,1110,1202,1247,1186.333333,,787,786,,,,
94525,377200,744.5,208,199,209,205.3333333,,462,376,,,,
94526,990400,883.8888889,478,461,467,468.6666667,,1026,1096,,,,
94530,675600,742,630,647,682,653,,865,356.5,,,,
94531,360800,765.5555556,1734,1842,1832,1802.666667,,435,558,,,,
94533,262000,745,3095,3314,3750,3386.333333,,269,380,,,,
94534,426900,826.1111111,1369,1475,1527,1457,,568,933,,,,
94536,693800,739.9333333,1458,1380,1491,1443,,885,337,,,,
94538,644400,737.2666667,1880,1798,1968,1882,,829,313,,,,
94539,1192900,749.8,125,119,112,118.6666667,,1063,428,,,,
94541,436400,679.6666667,2717,2804,2981,2834,,586,42,,,,
94542,669000,720,151,146,173,156.6666667,,859,189,,,,
94544,443000,665.1818182,2704,2710,2800,2738,,593,22,,,,
94545,455700,744.4444444,2340,2431,2504,2425,,616.5,375,,,,
94546,581500,784.3636364,1365,1380,1451,1398.666667,,777,725,,,,
94547,457800,750,446,450,457,451,,621,430.5,,,,
94549,1226400,891.5,242,244,246,244,,1070,1108,,,,
94550,672600,777.5555556,1278,1415,1378,1357,,862.5,665,,,,
94551,563900,791.3333333,1018,1091,1107,1072,,757,775,,,,
94552,823300,891.25,383,402,405,396.6666667,,976,1107,,,,
94553,460300,773.2857143,761,785,804,783.3333333,,623,628,,,,
94555,722200,845.5,73,84,84,80.33333333,,906,1009,,,,
94556,1108400,932.6,169,173,184,175.3333333,,1049,1128,,,,
94558,494300,727.4210526,4832,4740,4889,4820.333333,,680,248,,,,
94559,469800,676.6,828,851,866,848.3333333,,641,34,,,,
94560,581900,749.5833333,2403,2461,2443,2435.666667,,778,427,,,,
94561,337400,778.7777778,2332,2430,2532,2431.333333,,400,680,,,,
94563,1274300,914.75,114,120,117,117,,1076,1124,,,,
94564,405100,726.3333333,1092,997,999,1029.333333,,517,231,,,,
94565,293900,729.7058824,5326,5726,5542,5531.333333,,326,268,,,,
94566,919800,819.25,608,629,646,627.6666667,,1006,914,,,,
94568,672000,845.1428571,562,636,645,614.3333333,,861,1008,,,,
94571,276100,770.6666667,234,253,275,254,,296.5,602.5,,,,
94572,380500,729,153,145,143,147,,470,259.5,,,,
94574,965100,762.25,465,486,495,482,,1019,532,,,,
94577,469000,727.25,2424,2448,2533,2468.333333,,638,242.5,,,,
94578,437300,722.3333333,457,471,512,480,,588,211,,,,
94579,469700,769,687,679,656,674,,640,589.5,,,,
94580,447900,745.2,3060,3137,3193,3130,,606,382,,,,
94582,944400,881.3333333,399,402,415,405.3333333,,1015,1094,,,,
94583,778700,862.2222222,699,672,727,699.3333333,,951,1060,,,,
94585,286000,793.25,581,607,682,623.3333333,,314,787,,,,
94587,604100,757.75,1900,2005,2038,1981,,796,503,,,,
94588,789400,826.3333333,367,358,348,357.6666667,,956,934,,,,
94589,236000,727.2,1562,1677,1675,1638,,228,240,,,,
94590,218200,722.6,702,821,799,774,,196,212,,,,
94591,323100,748,969,1117,1149,1078.333333,,374,409,,,,
94595,476400,857,27,35,34,32,,651,1046.5,,,,
94596,804600,806.3333333,186,178,173,179,,966,860,,,,
94597,657200,816.5,163,180,198,180.3333333,,846,901,,,,
94598,826800,837,312,371,440,374.3333333,,977,977,,,,
94599,760400,714,57,47,47,50.33333333,,936,153.5,,,,
94601,320000,749.0588235,2814,2914,3059,2929,,367,424,,,,
94602,660100,747,412,392,369,391,,851,394,,,,
94603,255500,733.4545455,2162,2179,2295,2212,,257.5,283,,,,
94605,401400,738.7857143,871,902,835,869.3333333,,506,329,,,,
94606,393700,718,692,715,690,699,,489,178.5,,,,
94607,409500,796,232,243,255,243.3333333,,529,807,,,,
94608,477100,771.1666667,549,635,694,626,,652,612,,,,
94609,667700,651,150,150,155,151.6666667,,858,12,,,,
94610,867900,748.4,573,663,777,671,,994,414,,,,
94611,942300,834.2222222,552,546,633,577,,1014,966,,,,
94612,442700,720.3333333,250,281,297,276,,592,190.5,,,,
94618,1021600,850,106,107,101,104.6666667,,1034,1026.5,,,,
94619,533000,788.1111111,853,917,945,905,,728,754,,,,
94621,231600,712.3846154,2087,2176,2333,2198.666667,,220,145,,,,
94702,688800,886,38,39,35,37.33333333,,880,1099,,,,
94703,729400,804.25,450,546,520,505.3333333,,913,845,,,,
94704,790100,729.5,469,438,471,459.3333333,,958,266.5,,,,
94705,1263400,773,277,262,241,260,,1074,625.5,,,,
94706,718100,837.4,368,456,479,434.3333333,,901,979,,,,
94707,1003600,828,152,140,152,148,,1030,941,,,,
94708,997000,840,98,89,103,96.66666667,,1029,990,,,,
94709,772100,841,50,49,47,48.66666667,,946,993,,,,
