id2,name,zindex,latitude3,longitude4
16769,Angwin,,38.598129,-122.464233
40576,Rio Vista,276000,38.162549,-121.759558
49384,Earlimart,116200,35.851856,-119.265567
45919,Jamul,609900,32.685861,-116.803607
26545,Pleasant Grove,,38.841743,-121.490399
395646,Pine Grove,244300,38.390588,-120.644769
115605,Highgrove,239500,34.013414,-117.329126
37680,Buttonwillow,,35.429537,-119.47209
39840,Monte Sereno,2447700,37.239444,-121.987317
43944,Aromas,496000,36.875317,-121.636534
118379,Sunnyslope,280400,34.021907,-117.426965
54756,Tuolumne,161800,37.958109,-120.201897
55226,Wilton,527900,38.406327,-121.238331
32510,Linden,330800,38.064695,-121.038686
23775,Boron,,34.962414,-117.666513
5433,Kings Beach,371400,39.25361,-120.018636
116208,Lincoln Village,182000,38.006416,-121.334425
47552,San Quentin,,37.941395,-122.485241
49694,Pioneer,189300,38.569242,-120.339632
50501,Groveland,208600,37.861455,-119.751798
17114,Bonsall,562700,33.287699,-117.206597
52658,Ivanhoe,95400,36.388644,-119.220351
12418,Lockeford,258000,38.173435,-121.127891
56272,Penngrove,787800,38.318487,-122.641476
13070,Oakhurst,211000,37.40961,-119.612771
32596,Lucerne,120900,39.122,-122.769321
5130,Herald,455200,38.34611,-121.134149
34037,Somis,956300,34.296703,-119.040486
24608,Esparto,204200,38.732105,-122.021754
19430,Montague,,41.757212,-122.393972
44161,Big Bear Lake,286900,34.236568,-116.917617
41761,Winterhaven,,33.010256,-114.72321
24680,Farmington,,37.968908,-120.861079
10150,Anza,176400,33.54961,-116.68392
38563,Foresthill,278700,39.055453,-120.82315
42819,North Fork,216600,37.261094,-119.485462
18968,Le Grand,,37.278808,-120.192997
13436,Rancho Santa Fe,2228400,33.017251,-117.196914
36078,Pinon Hills,199300,34.434427,-117.634271
49649,Rio Dell,180300,40.443222,-124.116882
115663,Home Gardens,316600,33.883604,-117.505526
38044,Covelo,,39.822339,-123.169804
43338,Westwood,257200,40.260831,-121.056649
19626,Niland,,33.354347,-115.678192
55434,Del Rey,,36.656088,-119.600816
4170,Colma,,37.676783,-122.45123
43627,El Dorado,292500,38.609134,-120.841353
55078,Weldon,,35.589735,-118.24089
31729,Gerber,,40.034508,-122.205275
30663,Burney,121100,40.964603,-121.69685
25499,Landers,68300,34.332906,-116.535034
7504,Twain Harte,209600,38.083126,-120.245802
38643,Garberville,,40.160139,-123.81462
3333,Ahwahnee,271900,37.384713,-119.735485
34295,Tipton,123400,36.036564,-119.35487
16363,Shingletown,183500,40.513207,-121.808347
7323,Sunol,,37.566633,-121.804741
27816,Weaverville,161500,40.738392,-122.930812
396541,Highlands-Baywood Park,1422300,37.523396,-122.34643
40731,San Andreas,180900,38.203316,-120.57638
5319,Janesville,179300,40.262496,-120.518519
56684,Wofford Heights,142200,35.68547,-118.508459
29124,Mendocino,538700,39.308238,-123.708013
10348,Belvedere,3222400,37.89156,-122.474528
114852,Easton,149800,36.652249,-119.790574
53424,Moss Beach,932600,37.536643,-122.48923
11960,Homeland,,33.760094,-117.102303
25341,Julian,276800,32.983505,-116.399202
19462,Morada,393500,38.041586,-121.242127
9940,Palo Cedro,311500,40.59384,-122.200392
54223,Rough and Ready,334400,39.225886,-121.15616
13232,Pearblossom,220000,34.440659,-117.884455
5175,Hinkley,,34.984562,-117.240916
33727,Rolling Hills Estates,1352100,33.776428,-118.354533
47812,Springville,203400,36.176206,-118.704653
20546,Somerset,,38.630027,-120.512571
4525,Edwards,,34.970766,-117.886057
35151,Crockett,378000,38.042743,-122.222797
24214,Copperopolis,330700,37.955983,-120.658141
55547,Clearlake Oaks,149200,39.047791,-122.549737
43246,Smartsville,247400,39.178444,-121.287961
26567,Point Reyes Station,1038300,38.11232,-122.88279
25621,Llano,,34.489462,-117.77631
55293,Yountville,758900,38.405972,-122.366367
38169,Del Rey Oaks,462200,36.590308,-121.839717
49483,Mountain Center,,33.585161,-116.54873
16563,Pauma Valley,412000,33.31311,-116.898445
11787,Hamilton City,,39.732119,-122.007162
9805,White Water,,33.942466,-116.658441
36429,Tollhouse,239000,36.951329,-119.30339
11180,Durham,384900,39.589886,-121.768658
9735,Los Molinos,131000,40.046203,-122.066121
6822,Rolling Hills,2886800,33.761041,-118.348126
115214,Fruitdale,,37.311155,-121.93575
56936,Herlong,,40.187789,-120.183625
53467,Murphys,304000,38.156383,-120.449809
28143,Cayucos,750700,35.478683,-120.920779
42809,Pine Mountain Club,,34.843118,-119.171551
49578,Richgrove,,35.817762,-119.098448
30035,Nice,106100,39.106431,-122.837803
38646,Garden Valley,,38.849614,-120.840322
49278,Gualala,438700,38.811478,-123.514956
118880,West Compton,,33.894137,-118.2682
20127,Redway,,40.158477,-123.868292
40741,Sand City,,36.627556,-121.860022
26560,Plymouth,,38.472414,-120.881015
10649,Cabazon,,33.916612,-116.782426
9261,Stratford,,36.150031,-119.82465
51000,Biggs,,39.427506,-121.755634
118025,Seven Trees,,37.288545,-121.840282
10804,Chester,,40.272888,-121.224741
29400,Tahoe Vista,430600,39.257089,-120.049895
116192,Lexington Hills,843500,37.162396,-121.988219
12710,Middletown,183500,38.78896,-122.625391
11111,Diablo,,37.838742,-121.96173
51769,Dunsmuir,129000,41.225746,-122.265031
24373,Descanso,318400,32.876693,-116.617655
55932,Inyokern,187300,35.886763,-118.169769
35261,Beale AFB,,39.116731,-121.3798
14185,Trinidad,356400,41.142935,-124.040385
28279,Clarksburg,,38.394466,-121.597536
26126,Newberry Springs,,34.877218,-116.485057
36395,Three Rivers,265000,36.457711,-118.759671
39371,Laton,123000,36.432588,-119.6878
21894,La Grange,192900,37.674234,-120.450126
737786,The Sea Ranch,,38.686414,-123.433016
48710,Arnold,245300,38.357648,-120.212365
38980,Hidden Hills,2903300,34.119125,-118.677898
13082,Occidental,620700,38.399121,-122.996331
21395,Wrightwood,230700,34.375335,-117.63225
45374,Fulton,,38.495067,-122.775171
25029,Happy Camp,131500,41.784449,-123.476264
21063,Vernalis,,37.594994,-121.254173
29218,Lone Pine,,36.586221,-118.172248
12257,Lagunitas,722900,38.011319,-122.703915
36294,Sutter,181800,39.178394,-121.812652
25177,Hoopa,,41.186298,-123.727077
11477,Forest Ranch,270100,39.99041,-121.538073
34757,West Point,145200,38.439056,-120.441447
14906,Bradbury,,34.15424,-117.968573
116639,Mission Canyon,1305000,34.452315,-119.713802
396558,Taft Mosswood,,37.914401,-121.283774
22833,Running Springs,183300,34.198075,-117.095951
49269,Ferndale,297700,40.47243,-124.26815
396552,Buena Vista,,37.321056,-121.916922
25422,Klamath,,41.611383,-124.020139
13977,Squaw Valley,208600,36.745035,-119.192533
28458,Keyes,139200,37.557128,-120.9113
28224,Auberry,268100,37.01297,-119.140128
42133,Alpaugh,,35.869216,-119.466675
48045,Trona,,35.739318,-117.365356
19115,Lower Lake,,38.86169,-122.547465
33312,Palos Verdes Peninsula,1409300,33.775696,-118.356024
32127,Hydesville,,40.574516,-124.078606
4994,Greenwood,,38.926641,-120.90883
50415,Cedar Glen,318500,34.252135,-117.168393
30364,Bayside,,40.815955,-124.043675
41918,Bolinas,1434300,37.971883,-122.715862
16876,Ballico,,37.471172,-120.65257
21437,Canyon,,37.824745,-122.162188
18513,Hayfork,145400,40.504862,-123.197029
46018,Kenwood,735400,38.421238,-122.543105
13163,Palermo,,39.416425,-121.553959
50350,Camino,266600,38.766381,-120.67452
39562,Macdoel,,41.734249,-121.86544
42196,Hickman,,37.598985,-120.680545
20843,Trinity Center,,41.041675,-122.779911
50478,Pescadero,,37.206104,-122.312041
36089,North San Juan,,39.393204,-121.06905
23269,Greenville,,40.1725,-120.88026
12465,Loyalton,,39.628725,-120.234372
35059,Coulterville,,37.716319,-120.128952
29158,Planada,,37.313988,-120.327772
22677,Scotia,,40.461076,-123.997343
15874,Mokelumne Hill,194900,38.285652,-120.573378
53944,Point Arena,,38.909446,-123.575203
31255,Douglas City,,40.609187,-122.869263
12804,Monte Rio,337300,38.466905,-123.013153
55765,Georgetown,223000,38.941457,-120.679155
36188,Los Olivos,,34.666311,-120.119131
28814,Dunlap,,36.800161,-119.179948
17124,Borrego Springs,230800,33.174258,-116.133897
42091,Bell Canyon,1379000,34.20467,-118.690897
7461,Tranquillity,,36.643987,-120.288057
43832,Aguanga,306000,33.483891,-116.864804
24620,Etna,,41.40792,-122.992555
5743,Lytle Creek,162800,34.279487,-117.577094
27485,Tulelake,,41.808474,-121.460597
395655,Meridian,,39.069696,-121.837249
9019,Nicolaus,,38.834457,-121.564605
15178,Kneeland,,40.641398,-123.855593
43915,Applegate,331100,38.994033,-121.001941
396553,Sunol-Midtown,,37.323991,-121.909066
45025,Earp,,34.16432,-114.31253
49497,Raymond,,37.249249,-119.949452
48738,Boulevard,,32.712551,-116.284231
30789,Catheys Valley,,37.378075,-120.124051
19202,Maricopa,144500,34.848371,-119.238813
116477,McArthur,,41.08055,-121.353563
34638,Walnut Grove,297900,38.241431,-121.562608
55018,Wallace,,38.206119,-120.955103
115591,Hidden Meadows,573000,33.224682,-117.119521
39301,La Honda,851500,37.29552,-122.246693
8334,Albion,,39.212508,-123.684425
40342,Pine Valley,,32.777262,-116.436139
29311,San Simeon,,35.726083,-121.211393
52191,Gazelle,,41.405874,-122.633347
42206,Knights Landing,,38.862248,-121.772252
18202,French Gulch,,40.733335,-122.605528
36793,Columbia,,38.085303,-120.389169
33516,Potter Valley,,39.379037,-123.01636
396565,March Afb,,33.895117,-117.266958
52619,Igo,,40.454455,-122.692414
8621,Green Valley Lake,144200,34.25251,-117.072017
23100,Stonyford,,39.275952,-122.485738
7035,Shaver Lake,393400,37.239597,-119.016758
56437,Loleta,,40.682002,-124.2197
14590,Westmorland,,33.039133,-115.621582
9629,Montgomery Creek,,40.91905,-121.887355
9661,Onyx,,35.705136,-118.075622
25335,Jolon,,35.987044,-121.343556
35618,Ione,223500,38.336363,-120.916173
37539,Bradley,392000,35.854622,-120.98358
8041,Yorkville,,38.904922,-123.301122
52272,Blairsden-Graeagle,,39.800523,-120.681604
12286,Lakehead,,40.911424,-122.345867
51161,Brooks,,38.807092,-122.2581
18366,Graton,,38.429866,-122.86224
53578,Nicasio,,38.068688,-122.689699
8682,Five Points,,36.389638,-120.132231
45855,Hyampom,,40.603814,-123.408836
49098,Gasquet,,41.841138,-123.874628
22736,Woodbridge,358000,38.167382,-121.298719
57097,Maxwell,,39.3275,-122.178672
53898,Pinecrest,,38.259676,-119.821331
46263,Litchfield,,40.521493,-120.356906
51277,Carnelian Bay,537200,39.227186,-120.097205
11595,Geyserville,,38.748066,-123.024926
44048,Bass Lake,,37.374323,-119.440472
50295,Petrolia,,40.243137,-124.213916
49267,Fellows,,35.183427,-119.590393
56407,Midpines,,37.583489,-119.971473
18678,Independence,,36.835308,-118.241279
13118,Oregon House,,39.347543,-121.269345
32133,Idyllwild,226800,33.768698,-116.699903
118339,Sugarloaf,130200,34.243246,-116.827465
25271,Irwindale,,34.108875,-117.966677
20742,Tahoe City,639700,39.157821,-120.154876
29978,Lewiston,177500,40.724116,-122.800504
39397,Lee Vining,,38.034959,-119.004045
116571,Mi Wuk Village,163100,38.117996,-120.138676
53784,Pala,,33.3876,-117.073496
19216,Marshall,,38.173018,-122.840526
48103,Upper Lake,,39.246542,-122.921235
13311,Piru,,34.435524,-118.772772
26415,Paskenta,,39.85325,-122.567
9889,Ducor,,35.848434,-118.998067
38145,Davenport,,37.069261,-122.189134
54295,San Ardo,,36.011028,-120.819918
24895,Gold Run,,39.166841,-120.828953
38481,Fall River Mills,,41.00843,-121.476857
42528,Montara,912000,37.54309,-122.510512
55491,Chualar,,36.597655,-121.419955
51322,Cedarville,,41.464796,-120.141001
11429,Fiddletown,,38.519262,-120.73726
30720,Campo Seco,,38.230762,-120.861962
115913,Kennedy,115000,37.930742,-121.244955
51609,Crows Landing,,37.435754,-121.040012
31974,Hat Creek,,40.816471,-121.483243
40520,Redcrest,,40.378376,-123.867798
37263,Bangor,,39.426765,-121.359674
37232,Avery,,38.228778,-120.346624
25385,Kernville,200900,35.842701,-118.487761
34197,Sutter Creek,247700,38.381745,-120.812649
4382,Dobbins,,39.38445,-121.197669
55535,Brownsville,,39.432523,-121.241578
10395,Big Bar,,40.832226,-123.244233
56453,Port Costa,,38.040016,-122.188147
116979,O Neals,,37.192964,-119.648581
22430,Pilot Hill,,38.810948,-121.035298
17248,Butte City,,39.43142,-121.938008
55926,Grenada,,41.606117,-122.547044
5594,Leggett,,39.907176,-123.710546
30470,Birds Landing,,38.127747,-121.86034
12222,Korbel,,40.74417,-123.770238
37727,Camptonville,,39.454911,-121.045977
13448,Ravendale,,40.846926,-120.288544
22477,Platina,,40.345983,-122.897756
16595,Jenner,,38.53478,-123.225314
8113,Cazadero,447300,38.559604,-123.199038
15441,Dulzura,,32.638182,-116.744325
43355,Ranchita,,33.220847,-116.476501
11624,Glencoe,,38.353939,-120.589458
29478,Sheridan,,38.987556,-121.354091
19748,Old Station,,40.692298,-121.474492
13378,Potrero,,32.623704,-116.593479
18156,Fort Jones,,41.607248,-122.956818
56449,Ocotillo,,32.729858,-115.899026
10479,Bodega Bay,737600,38.367698,-123.039818
25041,Harmony,,35.503894,-121.037858
4227,Courtland,,38.299246,-121.566603
10402,Big Sur,,36.085807,-121.59435
27900,Westley,,37.549055,-121.299632
32496,Likely,,41.292284,-120.448584
50048,Tomales,,38.260356,-122.916053
38420,Essex,,34.964251,-115.313019
28085,Cantua Creek,,36.49045,-120.392362
16803,Armona,121600,36.309798,-119.708696
44839,Daggett,,34.868429,-116.811364
26326,Orleans,,41.315362,-123.588949
50550,Stevinson,,37.290107,-120.862604
3379,Alta,241500,39.211256,-120.793701
10478,Bodega,,38.343806,-122.946177
13226,Paynes Creek,,40.352779,-121.875971
41680,Westport,,39.719979,-123.750981
49133,Homewood,616700,39.107902,-120.196936
49955,Vina,,39.972679,-122.026884
45107,El Portal,,37.659384,-119.798043
23250,Friant,,37.027226,-119.677248
38569,Fort Bidwell,,41.884201,-120.11504
32271,Keene,,35.244754,-118.584567
51303,Castella,,41.117354,-122.346547
14669,Wilseyville,,38.373908,-120.442461
14974,Desert Center,,33.858193,-115.295773
17813,Downieville,,39.597115,-120.792799
22648,Zenia,,40.154217,-123.407367
47462,Round Mountain,,40.891634,-121.943263
8383,Berry Creek,171500,39.669208,-121.361641
6588,Posey,,35.862057,-118.730499
16066,Volcano,250600,38.492188,-120.632134
14350,Valley Ford,,38.296626,-122.95906
12732,Mill Creek,,40.328377,-121.471134
17814,Doyle,,39.958562,-120.152754
50352,Canby,,41.447934,-120.944187
6840,Ross,,37.964127,-122.56199
46709,New Cuyama,,34.987039,-119.8141
46757,Nipton,,35.457913,-115.639009
9931,Jacumba,,32.638459,-116.192178
30781,Casmalia,,34.839438,-120.551104
43820,Acampo,,38.192672,-121.235174
40064,North Palm Springs,,33.92857,-116.518628
28348,Cobb,,38.837455,-122.731941
30319,Badger,,36.602625,-118.920599
37463,Blue Lake,,40.957203,-123.851464
5706,Lotus,,38.812264,-120.922482
29343,Santa Ysabel,427700,33.142987,-116.723834
10533,Branscomb,,39.686549,-123.611545
4305,Davis Creek,,41.752798,-120.409064
41254,Topaz,,38.655565,-119.512676
55036,Warner Springs,,33.264096,-116.658385
30021,Robbins,,38.908937,-121.703178
46873,Olancha,,36.266622,-117.954794
25390,Kettleman City,,35.999706,-119.997994
8087,Carlotta,,40.494239,-123.925222
35637,Grimes,,39.067242,-121.929465
26674,Raisin City,,36.595588,-119.902821
10667,Callahan,,41.305406,-122.821834
18137,Forbestown,,39.521058,-121.240485
30157,Alderpoint,,40.173994,-123.592515
15467,June Lake,373900,37.775762,-119.067131
6671,Rackerby,,39.458022,-121.30921
10870,Clipper Mills,,39.539693,-121.166149
23633,Bear Valley,,38.469911,-120.045876
38269,Eagleville,,41.300327,-120.109414
12544,Manton,,40.428838,-121.827398
52576,Hornitos,,37.456921,-120.260253
44163,Big Pine,182200,37.180085,-118.183821
35629,Fawnskin,291200,34.274702,-116.955446
32001,Helm,,36.509377,-120.132441
53319,Milford,,40.151702,-120.358552
27137,Snelling,,37.513344,-120.463738
25535,Lebec,,34.842581,-118.878479
36421,Sierra City,,39.608802,-120.630448
39275,Klamath River,,41.837894,-122.95305
56698,Termo,,40.941368,-120.582018
36306,Woody,,35.735636,-118.885854
54061,Randsburg,,35.394149,-117.735788
33838,San Gregorio,,37.315006,-122.347211
26627,Princeton,,39.435694,-122.016076
27243,Standish,,40.355123,-120.380298
50517,Flournoy,,39.927128,-122.48677
52596,Hume,,36.793918,-118.882289
42105,Alleghany,,39.476942,-120.860416
45008,Dunnigan,,38.884761,-121.979464
42034,Clio,,39.744487,-120.577046
8805,Orick,,41.318711,-123.977709
46360,Madeline,,41.049971,-120.495092
30306,Avila Beach,,35.183324,-120.727559
43173,Yermo,,34.99135,-116.820936
27938,Whitmore,,40.649748,-121.873837
41484,Vernon,,33.999658,-118.203449
53102,Mad River,,40.363491,-123.321768
50548,Salton City,,33.263147,-115.928478
23409,Adin,,41.154224,-120.898316
20014,Pope Valley,,38.682246,-122.447701
29304,Willow Creek,,40.946853,-123.654269
