Zip,zindex,wh_avg_w,wh_num11,wh_num12,wh_num13,wh_num_avg,,zindex rank,avg_w rank,,,,
92656,511400,892.75,3932,3824,3761,3839,,660,806,,,,
92660,1380600,856.3333333,2728,2666,2692,2695.333333,,1041,578,,,,
92663,1221300,897.3333333,2024,2030,1944,1999.333333,,1022,826,,,,
92672,765100,893.4,1591,1562,1563,1572,,893,810,,,,
92673,806300,906.3333333,3423,3469,3564,3485.333333,,921,884,,,,
92675,643900,850.875,2052,2150,2265,2155.666667,,783,535,,,,
92677,727400,906.375,2707,2542,2495,2581.333333,,865,885,,,,
92679,771500,926.6666667,1199,1147,1089,1145,,899,979,,,,
92683,528200,848.1818182,698,634,598,643.3333333,,678,520,,,,
92688,573500,918.2,5490,5293,5078,5287,,724,942,,,,
92691,606600,869.4375,5983,5664,5473,5706.666667,,754,662,,,,
92692,634400,900.5,2995,2868,2721,2861.333333,,776,846,,,,
92694,732200,936,2114,2205,2325,2214.666667,,871,1013.5,,,,
92701,372000,923.5,680,743,792,738.3333333,,423,967,,,,
92704,416700,865.7142857,183,182,168,177.6666667,,508,639,,,,
92705,792900,931.2222222,2854,2795,2646,2765,,914,999,,,,
92706,494100,930,45,40,48,44.33333333,,638,993.5,,,,
92707,380100,816.6666667,91,72,64,75.66666667,,439,307,,,,
92708,666300,862.7142857,2768,2654,2617,2679.666667,,812,620,,,,
92780,574400,875.1428571,763,740,718,740.3333333,,726,697,,,,
92782,642300,928,1026,1019,956,1000.333333,,781,984,,,,
92801,424600,821.3,575,482,510,522.3333333,,526,341,,,,
92802,447600,819.6666667,263,238,222,241,,565,326.5,,,,
92804,446500,802.7058824,1502,1360,1245,1369,,562,235,,,,
92805,418400,805.2,187,168,161,172,,510,245.5,,,,
92806,501000,810.3333333,398,358,363,373,,649,264,,,,
92807,627100,897.5,3087,2940,2894,2973.666667,,771,828,,,,
92808,648200,915.6666667,1148,1198,1205,1183.666667,,787,930,,,,
92821,576900,896.75,1903,1826,1749,1826,,728,824,,,,
92831,534000,844.4285714,1121,1036,1023,1060,,687,497,,,,
92832,431400,887,663,666,703,677.3333333,,537,770.5,,,,
92833,471300,867.6666667,1055,1023,990,1022.666667,,603,652,,,,
92835,663700,921.75,736,735,781,750.6666667,,809,955,,,,
92840,447800,830.6363636,755,713,640,702.6666667,,566,401,,,,
92841,464200,838.75,482,467,423,457.3333333,,587,453,,,,
92843,439000,822.3333333,155,145,131,143.6666667,,551,347,,,,
92844,435900,834.6666667,201,200,191,197.3333333,,544.5,432,,,,
92845,532100,893.6666667,1871,1767,1695,1777.666667,,681,813,,,,
92860,467800,842.4444444,2290,2257,2265,2270.666667,,595,481,,,,
92861,1167100,906.75,1826,1755,1698,1759.666667,,1010,888,,,,
92865,548700,839.6666667,192,162,143,165.6666667,,705,464,,,,
92866,532300,852,118,110,98,108.6666667,,683,548,,,,
92867,603300,812.75,249,220,185,218,,751,281.5,,,,
92868,438600,825,75,58,63,65.33333333,,550,362.5,,,,
92869,614000,873.125,1762,1709,1676,1715.666667,,762,676,,,,
92870,568400,891.4285714,3327,3159,3028,3171.333333,,716,798,,,,
92879,363300,820.625,828,863,764,818.3333333,,411,334,,,,
92880,489900,879.5714286,1688,1741,1618,1682.333333,,633,723,,,,
92881,464300,859.8333333,2919,3093,3028,3013.333333,,588,601,,,,
92882,407800,875.4166667,3343,3262,2937,3180.666667,,488,698,,,,
92883,423200,907.75,979,1172,1175,1108.666667,,520.5,896,,,,
92886,678300,900.7,3252,3137,3007,3132,,825,847,,,,
92887,773900,923.5,1106,1044,983,1044.333333,,903,967,,,,
93001,494700,858.8571429,1656,1705,1749,1703.333333,,640,595,,,,
93003,493400,857.1333333,3636,3571,3419,3542,,637,581,,,,
93004,479800,890.25,572,577,559,569.3333333,,615,792,,,,
93010,525600,854.1,1526,1521,1482,1509.666667,,675,566,,,,
93012,517700,892.3333333,2111,2160,2180,2150.333333,,668,801.5,,,,
93013,773600,895.2,350,338,348,345.3333333,,902,820,,,,
93015,340300,826,134,135,109,126,,379,373,,,,
93021,573700,878.8181818,2700,2502,2347,2516.333333,,725,712,,,,
93022,498000,809,128,110,110,116,,643,257.5,,,,
93023,612300,834.4444444,1438,1402,1377,1405.666667,,761,428.5,,,,
93030,420200,790.875,656,546,501,567.6666667,,514,180,,,,
93033,352300,794.1428571,339,299,264,300.6666667,,392,196,,,,
93035,487600,826,348,348,331,342.3333333,,631,373,,,,
93036,405300,821.375,575,557,499,543.6666667,,483,342,,,,
93041,311800,791.6666667,174,138,119,143.6666667,,336,186,,,,
93060,361100,880.3333333,73,83,80,78.66666667,,407.5,731,,,,
93063,478800,849.0909091,4287,4149,3874,4103.333333,,613.5,525,,,,
93065,485800,814.92,8528,8462,7475,8155,,624,299,,,,
93066,967300,881,246,216,217,226.3333333,,973,734.5,,,,
93101,794600,941,272,250,223,248.3333333,,915,1025,,,,
93103,1029900,919,855,889,842,862,,989,943.5,,,,
93105,1032000,929.5,306,304,319,309.6666667,,991,989,,,,
93108,2710500,953,109,96,106,103.6666667,,1077,1058,,,,
93109,1064000,952,305,328,323,318.6666667,,995,1056,,,,
93110,1025200,869.1428571,1450,1398,1403,1417,,988,660,,,,
93111,832700,944.75,561,525,488,524.6666667,,933,1039.5,,,,
93117,754600,910.6,1754,1685,1616,1685,,887,907,,,,
93202,121500,770,96,89,79,88,,27,99.5,,,,
93203,124900,698.25,109,98,104,103.6666667,,32,15,,,,
93204,102700,698,16,17,11,14.66666667,,13,14,,,,
93210,136300,793.5,421,405,368,398,,51.5,192,,,,
93212,103900,816.75,185,172,180,179,,14,308,,,,
93215,147100,850.6666667,59,54,44,52.33333333,,64,534,,,,
93223,114600,722.6666667,61,86,75,74,,21.5,29,,,,
93230,160900,817,2634,2511,2488,2544.333333,,90,309.5,,,,
93235,95400,748,15,19,12,15.33333333,,9,61.5,,,,
93238,194600,840,52,31,35,39.33333333,,156,466.5,,,,
93240,127900,764.3333333,667,672,640,659.6666667,,36,85,,,,
93245,182200,851.0833333,1721,1662,1538,1640.333333,,136,541,,,,
93247,136200,755,148,104,106,119.3333333,,50,70,,,,
93256,109900,766,39,39,25,34.33333333,,18,87,,,,
93257,143500,773.3461538,2440,2407,2330,2392.333333,,59,113,,,,
93263,135600,772.25,286,267,258,270.3333333,,49,112,,,,
93265,220400,821,202,179,183,188,,193,336.5,,,,
93267,116300,795.5,231,213,222,222,,24,202,,,,
93268,106300,739.25,1112,1083,1019,1071.333333,,15,47,,,,
93271,265300,852,81,68,69,72.66666667,,266.5,548,,,,
93274,147600,817.8095238,2827,2778,2710,2771.666667,,66,315,,,,
93277,174600,822.4375,2799,2613,2500,2637.333333,,116,348,,,,
93280,134500,768.3333333,176,173,166,171.6666667,,48,97,,,,
93286,134200,776.25,221,184,173,192.6666667,,47,120,,,,
93291,192700,821.4545455,1579,1617,1496,1564,,150.5,343,,,,
93292,179400,780,1396,1283,1210,1296.333333,,127,132.5,,,,
93301,162500,748,1352,1312,1341,1335,,92.5,61.5,,,,
93304,127200,777.9166667,487,444,471,467.3333333,,35,125,,,,
93305,114600,773.8,166,162,165,164.3333333,,21.5,115,,,,
93306,159100,804.9375,1588,1528,1524,1546.666667,,85,244,,,,
93307,130000,776,845,793,756,798,,39,118,,,,
93308,173800,781,3510,3394,3340,3414.666667,,112,134.5,,,,
93309,172800,791.3846154,1676,1562,1425,1554.333333,,107,184,,,,
93311,266000,853,2870,2778,2808,2818.666667,,270.5,557.5,,,,
93312,267200,860.8125,5610,5594,5839,5681,,273.5,609,,,,
93313,206900,804.2222222,1100,1063,1013,1058.666667,,175,243,,,,
93314,355600,832.8,1914,1816,1769,1833,,396,418,,,,
93401,615200,894.5,1192,1230,1155,1192.333333,,765,817,,,,
93402,420900,860.6666667,549,572,586,569,,515,607.5,,,,
93405,598800,850.5,1074,1100,1135,1103,,747,531.5,,,,
93420,573300,841.1428571,2428,2391,2296,2371.666667,,723,471,,,,
93422,425200,817.4444444,2203,2120,2054,2125.666667,,529,312,,,,
93426,388700,843,27,27,30,28,,453,487,,,,
93427,491500,906,311,222,216,249.6666667,,636,881,,,,
93428,619500,863.3333333,226,234,241,233.6666667,,767,625,,,,
93430,746900,907,131,145,142,139.3333333,,880.5,890.5,,,,
93433,381900,851.6666667,432,387,365,394.6666667,,441,544.5,,,,
93436,254400,806.8181818,1385,1297,1289,1323.666667,,247,249,,,,
93442,510500,856,556,537,533,542,,659,575,,,,
93444,473600,853,684,624,564,624,,606,557.5,,,,
93445,338300,821,49,58,42,49.66666667,,374.5,336.5,,,,
93446,386800,827.1666667,955,972,904,943.6666667,,450,383,,,,
93449,694100,898,487,494,508,496.3333333,,841,830,,,,
93451,296000,821.5,103,106,97,102,,315,344,,,,
93453,459600,832,130,141,147,139.3333333,,582,409,,,,
93454,275200,793.7272727,699,602,599,633.3333333,,281,193,,,,
93455,353800,813.3,2307,2404,2317,2342.666667,,394,286,,,,
93458,253900,784.5,87,92,73,84,,245,153,,,,
93460,755800,890,562,569,569,566.6666667,,888,789.5,,,,
93463,664300,924,311,286,285,294,,810,971,,,,
93465,555700,838.8333333,1269,1186,1235,1230,,710,454,,,,
93501,75300,648,125,113,98,112,,2,4,,,,
93505,85800,754.75,394,381,368,381,,4,69,,,,
93510,486100,784.6666667,661,586,540,595.6666667,,625,155,,,,
93513,181000,767.5,45,43,38,42,,132,91,,,,
93514,335000,855.4,706,665,693,688,,368,571,,,,
93527,174800,853,97,83,76,85.33333333,,117,557.5,,,,
93534,153200,735,624,503,437,521.3333333,,76,43,,,,
93535,172700,737,1153,985,1067,1068.333333,,106,45,,,,
93536,259400,843.6923077,4069,3932,3936,3979,,257.5,492,,,,
93543,180300,786.5,357,320,282,319.6666667,,130,164,,,,
93550,180500,758.1666667,681,677,583,647,,131,74,,,,
93551,302900,846.3636364,2186,2051,1675,1970.666667,,324,508,,,,
93552,216300,782.4,534,490,427,483.6666667,,184,141,,,,
93553,219200,831,85,80,80,81.66666667,,191,402.5,,,,
93555,151700,815,2277,2230,2180,2229,,73,301.5,,,,
93560,159300,711.2,733,622,639,664.6666667,,86,23,,,,
93561,212400,799.3333333,2071,2048,1995,2038,,180,224,,,,
93601,279900,819,184,208,182,191.3333333,,292,321,,,,
93602,243400,876,57,54,66,59,,232,701.5,,,,
93609,138100,795.3333333,203,179,165,182.3333333,,54,201,,,,
93610,154700,835.4285714,879,860,875,871.3333333,,78,438,,,,
93611,259400,865.5789474,6348,6192,5994,6178,,257.5,637,,,,
93612,166800,861.2,1278,1325,1315,1306,,99,611,,,,
93614,225900,832.5,547,548,514,536.3333333,,200,415,,,,
93618,152500,824.2857143,272,270,256,266,,74,359,,,,
93619,373500,942.75,1109,1106,1097,1104,,426,1031,,,,
93622,126700,803,105,101,110,105.3333333,,33,237,,,,
93625,204200,890.5,152,150,168,156.6666667,,171,793,,,,
93630,173300,837.4,373,344,330,349,,109,446,,,,
93631,223500,871.5714286,1001,1015,1028,1014.666667,,195,669,,,,
93636,266000,863.75,792,846,797,811.6666667,,270.5,627,,,,
93637,176400,813.8181818,1092,958,884,978,,120,291,,,,
93638,138300,813.3333333,299,290,270,286.3333333,,55,287,,,,
93643,227800,874,79,67,110,85.33333333,,204,684,,,,
93644,211100,812,810,776,756,780.6666667,,178,271,,,,
93647,128700,826,13,21,15,16.33333333,,37,373,,,,
93648,123000,931,104,89,87,93.33333333,,31,998,,,,
93650,107400,910.5,131,127,131,129.6666667,,17,905,,,,
93654,170100,864.1428571,422,446,408,425.3333333,,101.5,632,,,,
93656,131700,844.3333333,205,178,179,187.3333333,,41,495,,,,
93657,173900,889.8888889,903,901,827,877,,113,787,,,,
93662,156300,864.5714286,334,316,284,311.3333333,,79,634,,,,
93667,238900,852,297,259,240,265.3333333,,224,548,,,,
93701,94600,670.6666667,137,130,101,122.6666667,,8,7,,,,
93702,88400,767.6666667,101,104,114,106.3333333,,5,92,,,,
93703,120400,783.1666667,240,242,227,236.3333333,,26,147,,,,
93704,193800,825.5454545,1818,1663,1653,1711.333333,,155,366,,,,
93705,133800,756.2857143,267,278,274,273,,45,72,,,,
93706,101700,799.625,650,618,612,626.6666667,,10,225.5,,,,
93710,200200,828.6,598,473,445,505.3333333,,165,392,,,,
93711,291500,874,865,878,862,868.3333333,,306,684,,,,
93720,278300,932.8,3067,2971,2841,2959.666667,,290,1006,,,,
93722,189900,823.3076923,1996,1921,1814,1910.333333,,146,354,,,,
93723,272600,855.6666667,175,181,176,177.3333333,,276,573,,,,
93725,133900,803.75,104,103,105,104,,46,241,,,,
93726,148100,745.6153846,956,893,854,901,,67,56,,,,
93727,188400,775.4166667,562,531,494,529,,143,116,,,,
93728,130500,717,129,150,124,134.3333333,,40,25.5,,,,
93730,377600,929.6666667,1565,1674,1715,1651.333333,,433,990.5,,,,
93901,398700,830.2857143,1033,980,969,994,,464,400,,,,
93906,321700,809.0833333,586,782,708,692,,348,260,,,,
93907,385200,809.2857143,331,299,270,300,,447,261,,,,
93908,704800,896.5,728,736,713,725.6666667,,850,822.5,,,,
93923,1187100,923.5,620,630,639,629.6666667,,1014,967,,,,
93924,886700,951,169,179,175,174.3333333,,950,1054.5,,,,
93926,255300,819.3333333,55,59,52,55.33333333,,250,323,,,,
93927,198000,712,13,14,14,13.66666667,,161,24,,,,
93933,415600,799.8,342,351,324,339,,506,227,,,,
93940,617500,847.4,890,734,678,767.3333333,,766,516,,,,
93950,713000,892,931,967,1026,974.6666667,,854,800,,,,
93955,375500,851.25,399,395,406,400,,428,542,,,,
93960,252200,839.3333333,90,94,89,91,,243.5,459.5,,,,
94002,1210400,907.6666667,1823,1782,1908,1837.666667,,1020,895,,,,
94005,675800,858,95,97,97,96.33333333,,821,586.5,,,,
94010,2053900,935.5454545,2403,2443,2516,2454,,1064,1012,,,,
94014,598200,725.5,47,36,27,36.66666667,,746,33,,,,
94015,701000,799.1111111,236,262,273,257,,844,223,,,,
94019,904400,906.6,951,942,949,947.3333333,,955,886,,,,
94020,883000,866,43,37,30,36.66666667,,949,640.5,,,,
94022,2764000,960,1491,1470,1504,1488.333333,,1080,1071,,,,
94024,2211500,966.2,1026,1055,1062,1047.666667,,1069,1081,,,,
94025,1641100,965,1931,1916,1999,1948.666667,,1060,1078.5,,,,
94027,4583700,916.5,685,728,706,706.3333333,,1084,933.5,,,,
94028,2986100,955.5,443,450,403,432,,1081,1063,,,,
94030,1189600,864.2,555,524,498,525.6666667,,1015,633,,,,
94037,931200,901,137,127,116,126.6666667,,965,850,,,,
94040,1508700,955,1446,1421,1428,1431.666667,,1052,1061.5,,,,
94041,1214900,957,88,85,86,86.33333333,,1021,1065.5,,,,
94043,909200,900.75,295,292,304,297,,956,848,,,,
94044,714100,867.4285714,1388,1322,1242,1317.333333,,855,650,,,,
94061,1051900,889.5,505,529,514,516,,993,785,,,,
94062,1613400,886.7142857,1701,1690,1664,1685,,1056,768,,,,
94063,691300,927.5,151,167,178,165.3333333,,836,980,,,,
94065,1090900,854.6666667,269,292,308,289.6666667,,999,570,,,,
94066,732000,867.7,693,691,686,690,,870,653,,,,
94070,1312500,927.7142857,1473,1676,1599,1582.666667,,1036,982,,,,
94080,698500,843,445,537,420,467.3333333,,842,487,,,,
94085,732900,839.3333333,113,106,107,108.6666667,,872,459.5,,,,
94086,987800,868,233,220,241,231.3333333,,978,655,,,,
94087,1385900,922.7777778,2211,2165,2129,2168.333333,,1043,960,,,,
94089,748000,909,28,31,37,32,,883,900.5,,,,
94102,783000,690,32,32,34,32.66666667,,909,12,,,,
94103,886800,917.5,35,31,32,32.66666667,,951,938,,,,
94107,1007000,879,57,50,69,58.66666667,,984,715.5,,,,
94109,933300,814.5,153,80,84,105.6666667,,966,297,,,,
94110,1110000,900,56,47,44,49,,1003,842,,,,
94112,736900,849.6666667,267,213,199,226.3333333,,875,528,,,,
94114,1504000,894.3333333,411,368,437,405.3333333,,1051,815,,,,
94115,1285300,817.75,280,207,263,250,,1032,314,,,,
94116,930600,873.1666667,481,330,339,383.3333333,,964,677,,,,
94117,1312000,942,204,183,209,198.6666667,,1035,1028,,,,
94118,1618400,919,158,157,195,170,,1057,943.5,,,,
94121,1198300,879.6,772,553,580,635,,1018,724,,,,
94122,980300,923.2,441,275,296,337.3333333,,974,964,,,,
94123,2103500,911.3333333,338,278,271,295.6666667,,1067,911.5,,,,
94127,1259100,925.5,497,346,383,408.6666667,,1026,975,,,,
94131,1235800,883.4,588,462,444,498,,1024,747,,,,
94132,854100,932,388,318,291,332.3333333,,941,1001.5,,,,
94133,1173000,851.6666667,107,86,81,91.33333333,,1013,544.5,,,,
94134,677100,735,11,11,13,11.66666667,,823,43,,,,
94301,2720900,944.6666667,1272,1145,1170,1195.666667,,1078,1038,,,,
94303,1384300,952.5,1114,1063,1031,1069.333333,,1042,1057,,,,
94305,2307200,958,347,320,308,325,,1072,1068,,,,
94306,1905500,951,1929,1671,1687,1762.333333,,1063,1054.5,,,,
94401,703600,899.25,344,367,388,366.3333333,,849,834,,,,
94402,1392400,888.7142857,1219,1172,1178,1189.666667,,1044,779,,,,
94403,960600,883.875,1088,1053,1067,1069.333333,,971,748,,,,
94404,1046800,903.75,725,689,691,701.6666667,,992,862,,,,
94501,727800,885.0666667,2009,2011,1997,2005.666667,,866,755,,,,
94502,733400,947,225,203,210,212.6666667,,873,1046,,,,
94503,419400,836.6666667,624,624,611,619.6666667,,513,444,,,,
94505,519100,877,499,486,469,484.6666667,,671,705,,,,
94506,1147500,936.5,1238,1230,1215,1227.666667,,1006,1015,,,,
94507,1463200,887.75,990,980,945,971.6666667,,1049,774,,,,
94509,273500,770.5333333,1531,1467,1339,1445.666667,,278,103,,,,
94510,510400,859.1428571,1920,1882,1798,1866.666667,,658,599,,,,
94513,452000,819.5,5066,5083,4999,5049.333333,,570.5,324.5,,,,
94515,569800,878.5,130,112,112,118,,717,711,,,,
94517,678500,907,896,893,869,886,,826,890.5,,,,
94518,521800,808.8,500,466,400,455.3333333,,673,255,,,,
94519,414900,740,285,276,304,288.3333333,,503,48,,,,
94520,339000,708.25,287,320,272,293,,376,20,,,,
94521,499800,831.1111111,2808,2627,2501,2645.333333,,646,404,,,,
94523,596100,855.5,2944,2823,2725,2830.666667,,743,572,,,,
94525,377200,771.5,170,151,146,155.6666667,,432,107,,,,
94526,990400,922.8888889,5111,5211,5223,5181.666667,,979,961,,,,
94530,675600,879.2,474,505,519,499.3333333,,820,719,,,,
94531,360800,835.3333333,1366,1286,1062,1238,,406,437,,,,
94533,262000,805.2307692,1463,1767,1823,1684.333333,,260,247,,,,
94534,426900,900.3333333,1158,1618,1619,1465,,530,845,,,,
94536,693800,841.9333333,2058,2000,1930,1996,,840,476,,,,
94538,644400,799.625,1641,1547,1549,1579,,784,225.5,,,,
94539,1192900,915.2222222,624,528,464,538.6666667,,1016,926,,,,
94541,436400,763.5,422,392,323,379,,547,83,,,,
94542,669000,876,95,82,66,81,,814,701.5,,,,
94544,443000,776.375,215,193,174,194,,554,121,,,,
94545,455700,802.625,338,297,285,306.6666667,,576.5,234,,,,
94546,581500,858.8181818,1793,1720,1689,1734,,733,593,,,,
94547,457800,798.2,235,210,178,207.6666667,,581,217,,,,
94549,1226400,930.6666667,2646,2674,2654,2658,,1023,997,,,,
94550,672600,858.8888889,4105,3650,3484,3746.333333,,817.5,596,,,,
94551,563900,875.8333333,1216,1118,1122,1152,,714,700,,,,
94552,823300,948,587,564,589,580,,929,1047.5,,,,
94553,460300,838.8571429,1762,1725,1678,1721.666667,,583,455,,,,
94555,722200,888,216,208,203,209,,861,776,,,,
94556,1108400,944.2,1537,1486,1481,1501.333333,,1002,1036,,,,
94558,494300,825.7619048,3650,3481,3377,3502.666667,,639,369,,,,
94559,469800,842.5,315,318,315,316,,601,482,,,,
94560,581900,833.6363636,1359,1359,1255,1324.333333,,734,426,,,,
94561,337400,834.4444444,2207,2158,2096,2153.666667,,371,428.5,,,,
94563,1274300,959.1666667,2097,1965,1977,2013,,1029,1070,,,,
94564,405100,781.3333333,561,536,516,537.6666667,,480,136.5,,,,
94565,293900,791.9285714,585,572,474,543.6666667,,311,188,,,,
94566,919800,889.7777778,3860,3802,3628,3763.333333,,959,786,,,,
94568,672000,874.75,1541,1563,1582,1562,,816,690,,,,
94571,276100,810.6666667,515,498,444,485.6666667,,284.5,267,,,,
94572,380500,792,80,78,80,79.33333333,,440,189,,,,
94574,965100,885.5,463,485,462,470,,972,759.5,,,,
94577,469000,795.875,676,630,586,630.6666667,,598,205,,,,
94578,437300,796,58,51,47,52,,549,206.5,,,,
94579,469700,818.75,232,210,210,217.3333333,,600,317,,,,
94580,447900,805.2,673,618,647,646,,567,245.5,,,,
94582,944400,908.6666667,1388,1375,1388,1383.666667,,968,899,,,,
94583,778700,911.5555556,3124,3022,3034,3060,,905,914,,,,
94585,286000,838.25,161,303,338,267.3333333,,301,450,,,,
94587,604100,839.625,419,373,366,386,,752,463,,,,
94588,789400,902.8333333,2304,2249,2113,2222,,910,858,,,,
94589,236000,784,408,407,443,419.3333333,,220,151,,,,
94590,218200,790.5,123,129,90,114,,190,177,,,,
94591,323100,794.8571429,436,506,514,485.3333333,,351,200,,,,
94595,476400,925,226,247,238,237,,611,973.5,,,,
94596,804600,910.6666667,1062,1107,1095,1088,,920,908,,,,
94597,657200,912,953,937,921,937,,801,916.5,,,,
94598,826800,916.5714286,2390,2282,2244,2305.333333,,930,935,,,,
94599,760400,875,34,31,31,32,,890,693.5,,,,
94602,660100,883.3333333,119,163,184,155.3333333,,806,745,,,,
94605,401400,806,38,31,32,33.66666667,,472,248,,,,
94606,393700,963,14,17,25,18.66666667,,458,1076,,,,
94608,477100,846.3333333,111,124,131,122,,612,507,,,,
94609,667700,979,58,79,107,81.33333333,,813,1083,,,,
94610,867900,848,223,229,229,227,,947,519,,,,
94611,942300,945.9,2182,2313,2384,2293,,967,1044,,,,
94612,442700,824,155,192,243,196.6666667,,553,357,,,,
94618,1021600,942.25,410,450,480,446.6666667,,987,1030,,,,
94619,533000,893,224,207,182,204.3333333,,686,807.5,,,,
94702,688800,982,71,78,85,78,,835,1084,,,,
94703,729400,965.6666667,498,534,552,528,,868,1080,,,,
94704,790100,901,852,796,895,847.6666667,,912,850,,,,
94705,1263400,936.75,276,292,310,292.6666667,,1027,1016,,,,
94706,718100,926.2,1098,1029,1025,1050.666667,,856,978,,,,
94707,1003600,960.5,155,176,185,172,,983,1073,,,,
94708,997000,964.5,336,373,367,358.6666667,,982,1077,,,,
94709,772100,955,81,91,89,87,,900,1061.5,,,,
94710,662800,965,85,117,122,108,,808,1078.5,,,,
94801,236800,916,22,28,40,30,,222,931.5,,,,
94803,429100,797.3333333,376,378,372,375.3333333,,531,212.5,,,,
94804,299900,657,23,18,18,19.66666667,,318,5.5,,,,
94805,390700,831,74,96,104,91.33333333,,456,402.5,,,,
94806,293400,787.3333333,138,123,120,127,,308.5,167,,,,
94901,878500,931.3333333,942,1004,1024,990,,948,1000,,,,
94903,772700,915.5,1470,1389,1368,1409,,901,928,,,,
94904,1474800,943,633,646,665,648,,1050,1032.5,,,,
94920,2292800,960.6666667,811,871,959,880.3333333,,1070,1074,,,,
94924,1427700,879,54,58,58,56.66666667,,1046,715.5,,,,
94925,1071700,930,347,338,324,336.3333333,,996,993.5,,,,
94928,414300,815,2312,2162,2084,2186,,500,301.5,,,,
94930,742200,919.5,696,704,722,707.3333333,,878,945,,,,
94931,437000,798,124,107,105,112,,548,216,,,,
94939,1331000,904,1284,1344,1280,1302.666667,,1037,864.5,,,,
94941,1273300,938,2297,2380,2470,2382.333333,,1028,1018.5,,,,
94945,692300,884,713,700,681,698,,838.5,750,,,,
94947,625300,886.1428571,1621,1686,1716,1674.333333,,769,767,,,,
94949,769200,927.6666667,403,416,401,406.6666667,,898,981,,,,
94952,629400,884.4,417,409,407,411,,773,753,,,,
94954,500000,879.6666667,1095,1034,1009,1046,,647,725,,,,
94957,2417300,930,260,234,242,245.3333333,,1074,993.5,,,,
94960,992700,920.6666667,1153,883,911,982.3333333,,981,950,,,,
94965,1087800,943,30,47,43,40,,998,1032.5,,,,
95003,728300,842,1963,1947,1912,1940.666667,,867,477.5,,,,
95004,499200,832,130,111,101,114,,644,409,,,,
95006,413700,843.5,969,1068,1069,1035.333333,,496,491,,,,
95008,890500,879.4,1047,1041,940,1009.333333,,952,721,,,,
95010,655600,890,386,367,374,375.6666667,,798,789.5,,,,
95014,1549900,920.8461538,2415,2264,2111,2263.333333,,1053,951,,,,
95018,473700,833.5,1311,1355,1281,1315.666667,,607.5,424.5,,,,
95020,595400,891.5,1720,1695,1688,1701,,742,799,,,,
95023,404200,846.0769231,1615,1557,1466,1546,,478,506,,,,
95030,2063400,907.3333333,1708,1714,1734,1718.666667,,1065,893,,,,
95032,1335500,943.25,1574,1641,1738,1651,,1038,1034,,,,
95033,925200,933,408,419,394,407,,961,1007.5,,,,
95035,729500,858.8333333,600,553,518,557,,869,594,,,,
95037,779500,866.7,2318,2182,2109,2203,,906,644.5,,,,
95045,471600,828.5,177,162,136,158.3333333,,604,391,,,,
95046,862700,868,88,75,57,73.33333333,,945,655,,,,
95050,762900,807.1666667,616,586,594,598.6666667,,891,250,,,,
95051,859000,874.5454545,1441,1386,1366,1397.666667,,943,689,,,,
95054,816100,862,126,119,127,124,,925,614.5,,,,
95060,757300,820.4285714,1580,1586,1550,1572,,889,332,,,,
95062,677900,853.5555556,1139,1057,1066,1087.333333,,824,562,,,,
95065,661100,911.5,149,167,154,156.6666667,,807,913,,,,
95066,703100,894,1200,1131,1090,1140.333333,,848,814,,,,
95070,2073100,912.875,1573,1521,1424,1506,,1066,918,,,,
95073,657000,868.75,804,797,804,801.6666667,,800,658,,,,
95076,421400,803.2307692,534,500,496,510,,516,238,,,,
95110,517500,851,15,24,32,23.66666667,,667,538.5,,,,
95111,532700,797.5,115,107,85,102.3333333,,685,214,,,,
95112,570500,846.6666667,96,95,92,94.33333333,,719,511,,,,
95116,483700,790,75,63,60,66,,621,175,,,,
95117,845300,794.6666667,309,297,266,290.6666667,,936,199,,,,
95118,782000,879.125,2141,2233,2159,2177.666667,,908,718,,,,
95119,720100,890,389,339,338,355.3333333,,860,789.5,,,,
95120,1195000,920.125,2747,2711,2666,2708,,1017,947,,,,
95121,610000,881,219,180,193,197.3333333,,757,734.5,,,,
95122,499500,789.5,40,37,43,40,,645,172.5,,,,
95123,683400,828.4615385,1955,1887,1840,1894,,832,390,,,,
95124,896300,915.2,3030,3122,3137,3096.333333,,954,925,,,,
95125,955100,880.4545455,1690,1748,1797,1745,,969,732,,,,
95126,673800,859,428,442,404,424.6666667,,819,597.5,,,,
95127,548200,848.875,233,223,244,233.3333333,,703,522,,,,
95128,743300,862.75,422,424,373,406.3333333,,879,621,,,,
95129,1277400,932.6666667,864,892,853,869.6666667,,1030,1005,,,,
95130,980700,928.5,735,732,712,726.3333333,,975,986,,,,
95131,706700,771.75,140,216,190,182,,852,108,,,,
95132,746900,841.25,493,440,445,459.3333333,,880.5,472,,,,
95133,609700,797.6666667,108,137,127,124,,755,215,,,,
95135,922500,942,260,230,226,238.6666667,,960,1028,,,,
95136,707200,850.6,428,409,435,424,,853,533,,,,
95138,927000,932.5,323,303,281,302.3333333,,963,1004,,,,
95139,672600,865,307,281,265,284.3333333,,817.5,635.5,,,,
95148,723200,880.2222222,428,393,350,390.3333333,,862,729,,,,
95203,142900,799,57,46,49,50.66666667,,58,222,,,,
95204,158400,772,492,461,443,465.3333333,,82,109.5,,,,
95205,106800,700.4,214,199,199,204,,16,16,,,,
95206,174900,705.7272727,778,757,701,745.3333333,,118,19,,,,
95207,179100,785.9166667,1624,1544,1556,1574.666667,,126,161,,,,
