Zip,zindex,wh_avg_w,wh_num11,wh_num12,wh_num13,wh_num_avg,,zindex rank,avg_w rank,,,,
95209,244100,809.5,1169,1112,1083,1121.333333,,234,262,,,,
95210,162500,812.75,211,178,182,190.3333333,,92.5,281.5,,,,
95212,275800,797.3333333,626,628,614,622.6666667,,283,212.5,,,,
95215,121900,764.2857143,643,600,522,588.3333333,,28.5,84,,,,
95219,307600,863,887,849,793,843,,331,622.5,,,,
95222,256700,829,286,280,295,287,,252,395,,,,
95223,244700,853,120,106,87,104.3333333,,236,557.5,,,,
95228,328200,845,126,118,128,124,,359,502,,,,
95236,330600,833.5,371,339,341,350.3333333,,361,424.5,,,,
95237,265300,809,97,131,144,124,,266.5,257.5,,,,
95240,219500,783.7,1130,1090,1025,1081.666667,,192,150,,,,
95242,306700,789.6,2706,2662,2625,2664.333333,,330,174,,,,
95245,192700,825,59,66,58,61,,150.5,362.5,,,,
95247,324200,869,135,117,103,118.3333333,,353,659,,,,
95249,177700,686.6,1019,966,998,994.3333333,,123,11,,,,
95252,245600,812.3333333,983,985,900,956,,237,274,,,,
95255,148900,743,42,35,36,37.66666667,,68,51,,,,
95304,481900,813.8,611,585,596,597.3333333,,618,290,,,,
95307,200600,800.9333333,1535,1371,1338,1414.666667,,167.5,231,,,,
95316,236400,768.2,603,588,576,589,,221,95,,,,
95320,252200,850.5,990,986,952,976,,243.5,531.5,,,,
95321,209900,742.5,182,183,184,183,,176.5,50,,,,
95324,238100,812,986,989,967,980.6666667,,223,271,,,,
95326,265800,827.6,743,767,751,753.6666667,,268,385,,,,
95327,193300,771,199,171,185,185,,152,104.5,,,,
95328,138800,812.5,254,248,242,248,,56,276.5,,,,
95329,193700,856,107,102,98,102.3333333,,154,575,,,,
95330,288700,766.5,413,414,424,417,,302,88,,,,
95336,257800,770.0769231,2929,2774,2623,2775.333333,,254,101,,,,
95337,324500,824,610,596,577,594.3333333,,354,357,,,,
95338,224400,785.8,687,639,711,679,,196,160,,,,
95340,187400,814.5384615,1157,1130,1057,1114.666667,,142,298,,,,
95348,201300,815.75,559,555,513,542.3333333,,169,306,,,,
95350,193400,798.2777778,2830,2662,2593,2695,,153,218,,,,
95351,139200,741.8461538,849,716,696,753.6666667,,57,49,,,,
95354,164400,785.6666667,702,679,648,676.3333333,,95,159,,,,
95355,246900,863.8125,4296,3987,3967,4083.333333,,239,628,,,,
95356,265900,839.3333333,524,693,719,645.3333333,,269,459.5,,,,
95357,231700,832.25,686,597,543,608.6666667,,213,413,,,,
95358,173400,785.3636364,713,636,683,677.3333333,,110.5,157,,,,
95361,258000,772.1818182,1932,1907,1845,1894.666667,,255,111,,,,
95363,252000,819.6666667,729,663,614,668.6666667,,242,326.5,,,,
95366,339300,864,1400,1402,1335,1379,,377,630,,,,
95367,233600,781,451,478,470,466.3333333,,215,134.5,,,,
95368,242000,835,650,563,530,581,,229,434,,,,
95370,217900,723.125,1645,1525,1530,1566.666667,,188.5,31,,,,
95376,314800,826.6470588,2803,2634,2427,2621.333333,,340,381,,,,
95377,414600,860.2,1193,1194,1184,1190.333333,,501,603.5,,,,
95379,164600,849,549,575,556,560,,96,523.5,,,,
95380,198100,791.125,1457,1367,1363,1395.666667,,162,183,,,,
95382,277100,820,1992,1920,1913,1941.666667,,287,330,,,,
95383,213000,810.5,176,172,176,174.6666667,,182,265.5,,,,
95386,180200,813.6666667,1420,1345,1348,1371,,129,288,,,,
95388,127000,817,117,121,124,120.6666667,,34,309.5,,,,
95391,487100,873,283,332,396,337,,628.5,675,,,,
95401,387500,812.4,763,797,816,792,,451,275,,,,
95403,429600,842.4285714,827,809,757,797.6666667,,532,480,,,,
95404,554600,840.5,272,231,249,250.6666667,,709,468,,,,
95405,445700,901.5,809,823,807,813,,557,853,,,,
95407,387700,814,224,229,223,225.3333333,,452,293.5,,,,
95409,536500,909.6666667,1055,1045,981,1027,,689,902,,,,
95421,440200,868,34,29,26,29.66666667,,552,655,,,,
95422,102200,684,347,351,368,355.3333333,,12,10,,,,
95423,150500,733,90,92,79,87,,70,39,,,,
95425,400200,812.6666667,459,439,421,439.6666667,,468,279.5,,,,
95436,390500,870,245,203,188,212,,455,664,,,,
95437,335900,802.75,668,626,638,644,,370,236,,,,
95442,795000,879,52,42,47,47,,916,715.5,,,,
95446,338300,872,165,155,132,150.6666667,,374.5,671.5,,,,
95448,584400,866.6,665,615,547,609,,736,643,,,,
95451,204600,781.5,659,631,595,628.3333333,,172,138,,,,
95452,847500,900,86,76,85,82.33333333,,938,842,,,,
95453,217500,822.6666667,656,606,587,616.3333333,,186,350,,,,
95458,118300,745,109,87,100,98.66666667,,25,53.5,,,,
95460,537600,832,296,293,301,296.6666667,,691,409,,,,
95461,232100,824,888,876,863,875.6666667,,214,357,,,,
95462,349900,878,54,53,52,53,,391,708.5,,,,
95465,830700,871,112,115,101,109.3333333,,932,666.5,,,,
95470,367300,768,181,193,174,182.6666667,,416,93.5,,,,
95472,653200,843.8181818,2129,2200,2246,2191.666667,,795.5,493,,,,
95476,591300,809.8888889,1483,1419,1316,1406,,741,263,,,,
95482,284700,762.4615385,1818,1715,1632,1721.666667,,296,82,,,,
95490,228600,760.8333333,748,745,726,739.6666667,,205,78,,,,
95492,483600,828.6666667,1975,2000,1855,1943.333333,,620,393,,,,
95501,216800,726.5714286,1341,1205,1202,1249.333333,,185,37,,,,
95503,230600,844.3636364,1110,1105,1141,1118.666667,,210,496,,,,
95519,264500,847,916,905,915,912,,264,513.5,,,,
95521,276100,847,1174,1184,1301,1219.666667,,284.5,513.5,,,,
95540,244000,773.6,1061,962,892,971.6666667,,233,114,,,,
95562,181100,810.5,150,163,156,156.3333333,,133.5,265.5,,,,
95567,264200,760,39,39,43,40.33333333,,263,77,,,,
95570,353200,846.5,130,120,124,124.6666667,,393,509.5,,,,
95602,376900,641,90,71,76,79,,431,2,,,,
95603,340900,818.8571429,2178,2152,2081,2137,,380,318.5,,,,
95605,173100,761.5,227,181,178,195.3333333,,108,80,,,,
95608,430500,794.125,5137,5150,5224,5170.333333,,535,195,,,,
95610,241500,759.3333333,1330,1337,1284,1317,,226,76,,,,
95614,303700,812,309,280,163,250.6666667,,326,271,,,,
95616,578700,913.3076923,3304,3294,3207,3268.333333,,729,921,,,,
95618,536700,915,417,392,317,375.3333333,,690,923.5,,,,
95619,242000,628,38,22,27,29,,229,1,,,,
95620,333400,812.6,1042,980,942,988,,367,278,,,,
95621,275000,793,1720,1552,1408,1560,,280,191,,,,
95623,266900,785.5,618,575,582,591.6666667,,272,158,,,,
95624,329700,849.3888889,4384,4286,4141,4270.333333,,360,527,,,,
95627,205300,815.5,221,202,184,202.3333333,,173,304,,,,
95628,417000,754.1111111,3738,3767,3645,3716.666667,,509,67,,,,
95630,424600,882.4375,5858,5926,5840,5874.666667,,526,743,,,,
95631,277400,815,428,373,331,377.3333333,,289,301.5,,,,
95632,254700,849.75,1822,1757,1701,1760,,248,529,,,,
95634,224900,783.5,367,328,253,316,,198.5,148.5,,,,
95636,149400,874,17,16,15,16,,69,684,,,,
95638,455200,836,156,162,149,155.6666667,,575,440.5,,,,
95640,227400,830,201,205,222,209.3333333,,203,398,,,,
95642,257600,776.1666667,1175,1126,1068,1123,,253,119,,,,
95648,379300,837.7272727,3901,3926,3843,3890,,438,447,,,,
95650,473700,897.6666667,2364,2418,2390,2390.666667,,607.5,829,,,,
95655,301600,682,169,221,233,207.6666667,,320,8,,,,
95658,520100,891,379,399,383,387,,672,795.5,,,,
95660,157400,795.6363636,1380,1385,1340,1368.333333,,81,203,,,,
95661,379100,885.8888889,2915,2840,2831,2862,,437,765,,,,
95662,330800,850.9090909,3915,3956,3877,3916,,362,536,,,,
95663,509500,875,149,154,144,149,,657,693.5,,,,
95666,181100,812,108,108,101,105.6666667,,133.5,271,,,,
95667,279600,830.1666667,3622,3487,3508,3539,,291,399,,,,
95670,235800,766.6923077,2390,2230,2172,2264,,219,89,,,,
95672,382100,881.3333333,982,974,916,957.3333333,,443,737,,,,
95677,348700,899.8333333,1545,1558,1565,1556,,389,838.5,,,,
95678,291300,857,2804,2743,2666,2737.666667,,304,580,,,,
95682,360100,883.375,2442,2383,2392,2405.666667,,405,746,,,,
95683,423300,926,252,258,248,252.6666667,,522,976.5,,,,
95685,275600,723.5,558,542,560,553.3333333,,282,32,,,,
95687,322200,822.8888889,2475,2561,2438,2491.333333,,350,351,,,,
95688,405900,851.75,2440,2465,2442,2449,,484,546,,,,
95690,291400,863,19,20,19,19.33333333,,305,622.5,,,,
95691,295400,784.1428571,1569,1571,1507,1549,,313,152,,,,
95692,227300,819,643,650,649,647.3333333,,201.5,321,,,,
95693,527800,918,202,190,193,195,,677,940.5,,,,
95694,311000,827,358,329,368,351.6666667,,334,382,,,,
95695,263400,817.5384615,1605,1462,1394,1487,,262,313,,,,
95709,267200,886,247,200,170,205.6666667,,273.5,766,,,,
95713,285700,831.5,722,693,657,690.6666667,,300,406,,,,
95722,407200,822.5,167,159,154,160,,486.5,349,,,,
95726,217800,832.5,415,403,416,411.3333333,,187,415,,,,
95742,343900,912,155,211,254,206.6666667,,384,916.5,,,,
95746,650400,906,2306,2252,2110,2222.666667,,789,881,,,,
95747,391600,885.0833333,5281,5132,4982,5131.666667,,457,756,,,,
95757,378600,866.7,2274,2286,2233,2264.333333,,436,644.5,,,,
95758,293400,872.75,1564,1526,1495,1528.333333,,308.5,674,,,,
95762,532600,920.3333333,4136,4039,3890,4021.666667,,684,949,,,,
95765,405200,874.1428571,4424,4568,4598,4530,,481.5,686,,,,
95776,285500,826.5,478,384,356,406,,298.5,379,,,,
95814,337500,778,14,20,15,16.33333333,,372,126.5,,,,
95816,425100,911,556,547,528,543.6666667,,528,909.5,,,,
95817,230400,747,74,85,112,90.33333333,,209,59,,,,
95818,445800,857.3333333,808,896,883,862.3333333,,558.5,583,,,,
95819,424500,853.25,567,599,582,582.6666667,,524,560,,,,
95822,194800,768.3,642,647,634,641,,157,96,,,,
95823,185300,761.6666667,399,395,402,398.6666667,,139,81,,,,
95824,144300,745,88,80,71,79.66666667,,61,53.5,,,,
95826,244300,832.125,1008,1028,1048,1028,,235,412,,,,
95827,224800,786.4,805,771,737,771,,197,163,,,,
95828,203800,798.75,493,465,432,463.3333333,,170,221,,,,
95829,301700,854.6,1106,1072,1003,1060.333333,,321,569,,,,
95831,356500,847.5,791,799,817,802.3333333,,398,517,,,,
95832,170200,739,28,20,29,25.66666667,,103,46,,,,
95833,272900,777.5,373,317,299,329.6666667,,277,123.5,,,,
95834,311500,845.3333333,542,555,555,550.6666667,,335,504,,,,
95835,305200,836.2857143,1125,1062,1050,1079,,329,442,,,,
95838,199200,767,423,423,438,428,,164,90,,,,
95843,304600,812.6666667,3150,3105,3093,3116,,327,279.5,,,,
95901,161900,778.5714286,1814,1704,1688,1735.333333,,91,128,,,,
95916,171300,701,38,24,28,30,,105,17,,,,
95926,255500,809,5114,5112,5087,5104.333333,,251,257.5,,,,
95928,270100,856,1170,1184,1215,1189.666667,,275,575,,,,
95938,394100,836.3333333,598,569,557,574.6666667,,459,443,,,,
95942,277100,851,45,52,54,50.33333333,,287,538.5,,,,
95945,285400,791.9,2841,2708,2705,2751.333333,,297,187,,,,
95949,335100,847.1666667,1783,1597,1479,1619.666667,,369,515,,,,
95953,163000,823.2,340,340,369,349.6666667,,94,353,,,,
95954,160600,729.6666667,458,421,415,431.3333333,,88,38,,,,
95959,368800,782.1428571,1096,1088,1016,1066.666667,,418,140,,,,
95961,169400,782.6,1382,1291,1290,1321,,100,143,,,,
95965,154100,726.125,607,620,602,609.6666667,,77,36,,,,
95966,159000,752.7,2108,2002,1844,1984.666667,,84,64,,,,
95969,195000,788.125,1912,1880,1851,1881,,158,169,,,,
95973,280800,822,42,51,50,47.66666667,,295,345,,,,
95982,181800,789,633,598,568,599.6666667,,135,171,,,,
95987,177400,780,55,51,48,51.33333333,,122,132.5,,,,
95991,189300,779.3076923,1823,1787,1702,1770.666667,,145,130,,,,
95993,242300,800.8571429,1531,1466,1443,1480,,231,230,,,,
96001,217900,791.4666667,3401,3309,3317,3342.333333,,188.5,185,,,,
96002,209900,811.9,2413,2272,2359,2348,,176.5,268,,,,
96003,234100,758.5454545,1879,1865,1913,1885.666667,,217,75,,,,
96007,174000,746.5,1367,1276,1298,1313.666667,,114,57,,,,
96013,121900,789.5,275,257,278,270,,28.5,172.5,,,,
96019,150900,757.25,970,977,866,937.6666667,,71,73,,,,
96021,132100,813.75,957,903,962,940.6666667,,42,289,,,,
96022,190200,837.8333333,1636,1630,1667,1644.333333,,147,448,,,,
96025,128900,717,122,114,90,108.6666667,,38,25.5,,,,
96027,170100,866,198,195,183,192,,101.5,640.5,,,,
96052,160800,794,24,21,22,22.33333333,,89,194,,,,
96055,133300,844.6666667,338,341,349,342.6666667,,44,498,,,,
96064,152700,783.5,176,154,164,164.6666667,,75,148.5,,,,
96067,230200,819.5,666,632,619,639,,208,324.5,,,,
96073,313300,833.1666667,1222,1148,1192,1187.333333,,338,422,,,,
96080,145500,752.7857143,2245,2108,2038,2130.333333,,62,66,,,,
96088,185500,800,102,116,114,110.6666667,,140,228,,,,
96093,166700,785,423,415,383,407,,98,156,,,,
96094,147000,768,279,270,257,268.6666667,,63,93.5,,,,
96097,132300,823,691,693,833,739,,43,352,,,,
96114,178500,842,245,221,222,229.3333333,,124,477.5,,,,
96130,115800,813.8333333,1203,1131,1165,1166.333333,,23,292,,,,
96134,77700,832,118,117,110,115,,3,409,,,,
96137,313500,682.6666667,188,167,168,174.3333333,,339,9,,,,
96143,362100,906,61,58,83,67.33333333,,409,881,,,,
96145,546300,881,389,393,336,372.6666667,,700,734.5,,,,
96146,507900,926,44,35,47,42,,654,976.5,,,,
96150,342100,859.5,1334,1254,1267,1285,,383,600,,,,
96161,500600,896.2857143,1212,1160,1164,1178.666667,,648,821,,,,
