count,regionid,Zip,zindex,latitude3,longitude4
116,96779,92278,,34.232404,-116.057208
116,96873,92413,,34.141246,-117.252302
116,96793,92309,,35.210509,-116.20752
116,96519,91785,,34.099803,-117.646537
116,96822,92341,145500,34.247188,-117.071922
116,96821,92340,,34.415978,-117.28803
116,96879,92427,,34.170188,-117.341016
116,399677,92331,,34.055769,-117.439426
116,97312,93528,,35.37566,-117.610405
116,96813,92332,,34.941906,-115.313305
116,96815,92334,,34.103261,-117.435855
116,96802,92318,,34.048718,-117.23375
116,96476,91729,,34.099175,-117.563933
116,96836,92364,,35.364553,-115.626108
116,96876,92418,,34.105207,-117.291977
116,96789,92304,,34.632267,-115.729853
116,96819,92338,,34.801064,-116.238665
116,96806,92323,,35.239999,-115.499999
116,96812,92329,,34.4278,-117.574681
116,96838,92366,,35.47,-115.539999
116,96809,92326,,34.230001,-117.199999
116,96832,92357,,34.051053,-117.252324
116,96828,92350,,34.052009,-117.259056
116,96864,92403,,34.063124,-117.287337
116,96875,92415,,34.100245,-117.278796
116,96499,91758,,34.06,-117.619999
116,97335,93558,,35.37,-117.629999
185,96545,91910,400100,32.635678,-117.054177
185,96651,92109,718700,32.795656,-117.235466
185,96546,91911,372300,32.608184,-117.055383
185,96667,92126,461200,32.906739,-117.144336
185,96934,92592,401200,33.518578,-117.030482
185,96643,92101,486800,32.719511,-117.177828
185,96590,92021,382400,32.837146,-116.877724
185,96657,92115,397100,32.755633,-117.070119
185,96646,92104,478800,32.736696,-117.128164
185,96690,92154,357500,32.573458,-116.991951
185,96647,92105,318500,32.736776,-117.090672
185,96664,92122,589500,32.861931,-117.17256
185,96659,92117,513200,32.818462,-117.198482
185,96917,92562,366100,33.530495,-117.325954
185,96669,92128,526900,32.995363,-117.073767
185,96589,92020,416600,32.793894,-116.967485
185,96612,92056,412800,33.200621,-117.291133
185,96593,92024,803000,33.050487,-117.251443
185,96625,92071,396000,32.859064,-116.996001
185,96671,92130,896100,32.945062,-117.199323
185,96613,92057,382000,33.254323,-117.288127
185,96602,92037,1282800,32.870045,-117.249522
185,96572,91977,359000,32.723482,-116.993853
185,96645,92103,611200,32.745519,-117.170165
185,96656,92114,342000,32.710588,-117.052812
185,96670,92129,652300,32.96609,-117.1273
185,96595,92026,412100,33.221781,-117.117321
185,96629,92078,502000,33.121434,-117.177444
185,96560,91942,414000,32.77534,-117.019022
185,96653,92111,474300,32.814071,-117.156403
185,96658,92116,461600,32.765951,-117.129148
185,96596,92027,367900,33.133646,-116.979619
185,96597,92028,487100,33.384411,-117.24791
185,96582,92009,736500,33.095774,-117.23831
185,96567,91950,317600,32.670033,-117.091881
185,96618,92064,606400,32.99502,-117.018823
185,96605,92040,408900,32.897732,-116.885208
185,96610,92054,,33.193677,-117.365887
185,96594,92025,434900,33.089586,-117.024714
185,96588,92019,435900,32.777565,-116.868369
185,96668,92127,683300,33.022206,-117.126478
185,96634,92084,447300,33.215263,-117.207954
185,96623,92069,435800,33.180179,-117.158678
185,96644,92102,363200,32.72011,-117.116743
185,96614,92058,386200,33.300739,-117.369001
185,96548,91913,457300,32.625569,-116.976101
185,96649,92107,766900,32.736422,-117.241824
185,96655,92113,303300,32.69532,-117.123074
185,96619,92065,433000,33.066255,-116.834622
185,96650,92108,,32.774038,-117.149225
185,96559,91941,514100,32.75942,-116.997076
185,96672,92131,671500,32.894669,-117.049686
185,96652,92110,503000,32.768509,-117.200009
185,96662,92120,506600,32.797497,-117.071889
185,96581,92008,718500,33.134536,-117.313694
185,96665,92123,466800,32.821295,-117.133566
185,96666,92124,545000,32.821492,-117.084135
185,96633,92083,366800,33.196465,-117.247667
185,96631,92081,466600,33.162911,-117.24768
185,96680,92139,341000,32.680145,-117.047087
185,96584,92011,767800,33.107974,-117.296919
185,96661,92119,487000,32.814853,-117.036059
185,96555,91932,382600,32.571482,-117.117418
185,96660,92118,1424100,32.645759,-117.160715
185,96563,91945,348000,32.732727,-117.037942
185,96550,91915,453700,32.620257,-116.948908
185,96648,92106,925700,32.707628,-117.233876
185,96707,92173,327700,32.55446,-117.043857
185,96598,92029,630500,33.087238,-117.135248
185,96632,92082,503200,33.255297,-116.994984
185,96586,92014,1606500,32.966238,-117.242843
185,96628,92075,1172600,32.995092,-117.257935
185,96538,91901,487200,32.82767,-116.710233
185,96583,92010,560600,33.155271,-117.279801
185,96539,91902,529400,32.673579,-117.011189
185,96580,92007,860900,33.021568,-117.2725
185,96549,91914,609900,32.679547,-116.94984
185,96621,92067,2737100,33.017251,-117.194341
185,96683,92143,,32.555547,-117.053565
185,96558,91935,602900,32.682498,-116.801251
185,96573,91978,414200,32.719179,-116.936852
185,96578,92003,578600,33.285414,-117.205931
185,96606,92046,,33.124872,-117.102779
185,96579,92004,229600,33.143271,-116.090834
185,96902,92539,179800,33.453196,-116.601111
185,96720,92192,,32.851153,-117.215281
185,96663,92121,515300,32.906105,-117.198763
185,96601,92036,293500,32.992717,-116.417751
185,96575,91980,,32.590399,-116.617828
185,96591,92022,,32.792114,-116.966962
185,96542,91906,227300,32.672005,-116.482681
185,96603,92038,,32.847098,-117.272788
185,96609,92052,,33.195077,-117.37863
185,96679,92138,,32.748488,-117.204366
185,96630,92079,,33.145023,-117.162551
185,96695,92161,,32.87174,-117.233913
185,96617,92061,480700,33.317702,-116.952523
185,96540,91903,,32.84,-116.77
185,96708,92174,,32.709999,-117.079999
185,96569,91962,305100,32.789545,-116.471842
185,96551,91916,354200,32.90087,-116.597332
185,96599,92030,,33.135717,-117.055822
185,96544,91909,,32.625469,-117.074586
185,96636,92086,,33.265203,-116.682232
185,96639,92091,2041100,33.023602,-117.191422
185,96574,91979,,32.731635,-116.972316
185,96541,91905,,32.720188,-116.282188
185,96626,92072,,32.838738,-116.990875
185,96624,92070,,33.184064,-116.733001
185,96547,91912,,32.625469,-117.074586
185,96692,92158,,32.574891,-116.919155
185,96570,91963,,32.648926,-116.608692
185,96687,92150,,32.981624,-117.083028
185,96604,92039,,32.847098,-117.272788
185,96723,92195,,32.764997,-117.060624
185,96568,91951,,32.670908,-117.096921
185,96561,91943,,32.77,-117.019999
185,96694,92160,,32.782586,-117.091965
185,96706,92172,,32.956962,-117.128037
185,96615,92059,,33.386988,-117.077835
185,96622,92068,,33.289999,-117.31
185,96552,91917,,32.613334,-116.746302
185,96678,92137,,32.748488,-117.204366
185,96717,92187,,32.718008,-117.163905
185,96557,91934,,32.667125,-116.182864
185,96637,92088,,33.37615,-117.253677
185,96689,92153,,32.574659,-117.069795
185,96554,91931,,32.829648,-116.565252
185,96682,92142,,32.839404,-117.097722
185,96704,92170,,32.696921,-117.134331
185,96600,92033,,33.12325,-117.086984
185,96684,92145,,32.888588,-117.128777
185,96705,92171,,32.78301,-117.170793
185,96571,91976,,32.74,-116.999999
185,96702,92168,,32.78301,-117.170794
185,96616,92060,,33.309986,-116.835467
185,96620,92066,,33.254231,-116.47833
185,96592,92023,,33.060208,-117.26579
185,96543,91908,,32.66924,-117.021213
185,96693,92159,,32.801099,-117.013776
185,96608,92051,,33.195077,-117.37863
185,96724,92196,,32.916133,-117.129812
185,96709,92175,,32.764997,-117.060624
185,96566,91948,,32.868798,-116.429846
185,96587,92018,,33.162862,-117.34913
185,96585,92013,,33.102279,-117.271533
185,96642,92096,,33.135255,-117.163976
185,96627,92074,,32.957249,-117.036672
185,96562,91944,,32.766097,-117.023748
185,96556,91933,,32.582573,-117.113478
185,96699,92165,,32.74959,-117.104619
185,96654,92112,,32.713924,-117.163716
185,96635,92085,,33.221774,-117.226055
185,96564,91946,,32.742802,-117.027807
185,96686,92149,,32.675853,-117.064976
185,96553,91921,,32.653499,-116.967747
185,96710,92176,,32.763417,-117.123093
185,96719,92191,,32.903497,-117.219617
185,96712,92178,,32.684004,-117.177921
185,96681,92140,,32.740175,-117.198534
185,96713,92179,,32.591283,-116.925007
185,96703,92169,,32.799063,-117.252421
185,96721,92193,,32.80159,-117.140046
185,96711,92177,,32.824176,-117.231555
185,96701,92167,,32.745884,-117.247484
185,96697,92163,,32.749642,-117.150812
185,96726,92198,,33.022141,-117.074532
185,96700,92166,,32.721013,-117.231176
185,96607,92049,,33.195077,-117.37863
185,96716,92186,,32.749999,-117.199999
185,96611,92055,,33.377821,-117.428534
185,96640,92092,,32.876639,-117.233018
185,96641,92093,,32.87363,-117.238295
185,96576,91987,,32.584039,-116.633326
185,96673,92132,,32.71514,-117.171596
185,96675,92134,,32.723523,-117.146913
185,96676,92135,,32.69742,-117.208169
185,96677,92136,,32.684403,-117.12391
185,96685,92147,,32.723755,-117.21977
185,96688,92152,,32.708747,-117.247757
185,96691,92155,,32.677346,-117.158439
185,96714,92182,,32.775953,-117.071976
185,96718,92190,,32.779999,-117.09
185,96725,92197,,32.972456,-117.091771
185,96727,92199,,32.981591,-117.082896
50,97564,94109,933300,37.805082,-122.422024
50,97565,94110,1110000,37.748572,-122.415494
50,97576,94122,980300,37.759585,-122.48457
50,97567,94112,736900,37.721906,-122.441634
50,97569,94115,1285300,37.786406,-122.437254
50,97571,94117,1312000,37.768796,-122.445236
50,97575,94121,1198300,37.777213,-122.493144
50,97572,94118,1618400,37.779304,-122.461621
50,97557,94102,783000,37.779334,-122.417177
50,97568,94114,1504000,37.758608,-122.439135
50,97562,94107,1007000,37.768075,-122.392236
50,97570,94116,930600,37.744265,-122.483449
50,97577,94123,2103500,37.800716,-122.438223
50,97558,94103,886800,37.775608,-122.412758
50,97585,94131,1235800,37.74613,-122.443943
50,97587,94133,1173000,37.803958,-122.409778
50,97588,94134,677100,37.722024,-122.408301
50,97586,94132,854100,37.728589,-122.486044
50,97578,94124,610100,37.730937,-122.38254
50,97581,94127,1259100,37.73443,-122.457291
50,97563,94108,845500,37.791413,-122.409127
50,97560,94105,1119400,37.794839,-122.392417
50,97610,94158,1056500,37.773807,-122.390669
50,97566,94111,1028300,37.798834,-122.39971
50,97583,94129,,37.79889,-122.466623
50,97584,94130,,37.819731,-122.368921
50,97595,94141,,37.77,-122.409999
50,97559,94104,,37.790814,-122.401864
50,97596,94142,,37.781805,-122.415897
50,97580,94126,,37.794645,-122.399643
50,97616,94164,,37.790064,-122.419251
50,97594,94140,,37.75409,-122.41678
50,97600,94146,,37.75108,-122.433588
50,97624,94172,,37.78,-122.419999
50,97611,94159,,37.781296,-122.453815
50,97579,94125,,37.78,-122.419999
50,97573,94119,,37.792215,-122.392005
50,97601,94147,,37.804531,-122.433693
50,97627,94188,,37.739942,-122.382741
50,97574,94120,,37.79,-122.399999
50,97591,94137,,37.791968,-122.403617
50,97593,94139,,37.78,-122.419999
50,97597,94143,,37.784886,-122.43897
50,97598,94144,,37.789451,-122.402479
50,97599,94145,,37.793249,-122.40153
50,97603,94151,,37.781968,-122.418261
50,97612,94160,,37.791968,-122.403617
50,97613,94161,,37.791968,-122.403617
50,97615,94163,,37.789451,-122.402479
50,97626,94177,,37.792321,-122.396358
41,98041,95207,179100,37.999935,-121.324993
41,98040,95206,174900,37.917962,-121.401219
41,98118,95336,257800,37.831019,-121.19112
41,98153,95376,314800,37.737313,-121.430372
41,98067,95240,219500,38.130409,-121.1554
41,98043,95209,244100,38.046409,-121.343878
41,98038,95204,158400,37.974923,-121.329473
41,98044,95210,162500,38.025151,-121.301868
41,98119,95337,324500,37.741345,-121.244365
41,98039,95205,106800,37.960322,-121.260721
41,98069,95242,306700,38.140403,-121.424769
41,98154,95377,414600,37.657422,-121.482069
41,98046,95212,275800,38.046237,-121.207022
41,98048,95215,121900,37.961514,-121.134876
41,98144,95366,339300,37.757236,-121.127905
41,98114,95330,288700,37.815296,-121.326081
41,98037,95203,142900,37.954046,-121.328038
41,98104,95320,252200,37.8326,-121.031691
41,98089,95304,481900,37.651965,-121.4039
41,98036,95202,,37.959489,-121.287659
41,98050,95220,,38.190448,-121.234737
41,98082,95258,357500,38.169059,-121.30875
41,98065,95236,330600,38.067217,-121.038686
41,98066,95237,265300,38.178445,-121.113577
41,98061,95231,,37.8851,-121.290307
41,98042,95208,,37.991901,-121.286825
41,98084,95269,,38.018261,-121.31983
41,98057,95227,,38.192159,-121.083136
41,98377,95686,,38.221602,-121.421402
41,98079,95254,,38.206119,-120.956436
41,98060,95230,,37.972689,-120.868578
41,98064,95234,,37.926278,-121.4316
41,98078,95253,,38.137643,-121.206541
41,98068,95241,,38.132276,-121.273131
41,98155,95378,,37.73767,-121.428562
41,98047,95213,,37.904641,-121.223969
41,98035,95201,,37.954908,-121.288457
41,98083,95267,,37.999337,-121.319908
41,98085,95296,,37.715535,-121.390836
41,98086,95297,,38,-121.319999
41,98045,95211,,37.978241,-121.313096
33,97274,93446,386800,35.64597,-120.797429
33,97241,93401,615200,35.25596,-120.612887
33,97253,93422,425200,35.45536,-120.684377
33,97251,93420,573300,35.10031,-120.450527
33,97244,93405,598800,35.26901,-120.756442
33,97272,93444,473600,35.043066,-120.515035
33,97242,93402,420900,35.298527,-120.827313
33,97270,93442,510500,35.39982,-120.785759
33,97262,93433,381900,35.119925,-120.622453
33,97277,93449,694100,35.165046,-120.658505
33,97291,93465,555700,35.535244,-120.735956
33,97258,93428,619500,35.59737,-121.025958
33,97273,93445,338300,35.106526,-120.614252
33,97275,93447,,35.620447,-120.689554
33,97260,93430,746900,35.478225,-120.899747
33,97281,93453,459600,35.342776,-120.204373
33,97255,93424,,35.177792,-120.733352
33,97261,93432,,35.457873,-120.475447
33,97280,93452,,35.713953,-121.208096
33,97276,93448,,35.139999,-120.639999
33,97254,93423,,35.46469,-120.647562
33,97250,93412,,35.31063,-120.828796
33,97252,93421,,35.120816,-120.579597
33,97243,93403,,35.260462,-120.680146
33,97292,93475,,35.09889,-120.611248
33,97264,93435,,35.503472,-121.013162
33,97293,93483,,35.121706,-120.619869
33,97245,93406,,35.27945,-120.660981
33,97271,93443,,35.366935,-120.847627
33,97249,93410,,35.122311,-120.634157
33,97248,93409,,35.221255,-120.63625
33,97247,93408,,35.282805,-120.660326
33,97246,93407,,35.295962,-120.653183
38,97545,94080,698500,37.656508,-122.423216
38,97506,94015,701000,37.679312,-122.476633
38,97703,94403,960600,37.541331,-122.303739
38,97501,94010,2053900,37.556163,-122.380006
38,97540,94066,732000,37.620997,-122.434527
38,97516,94025,1641100,37.45936,-122.175289
38,97531,94044,714100,37.613062,-122.470923
38,97704,94404,1046800,37.554529,-122.269796
38,97535,94061,1051900,37.462831,-122.240566
38,97701,94401,703600,37.576491,-122.317738
38,97505,94014,598200,37.687248,-122.438426
38,97542,94070,1312500,37.498071,-122.270843
38,97498,94002,1210400,37.50929,-122.30207
38,97702,94402,1392400,37.537921,-122.334569
38,97536,94062,1613400,37.409701,-122.298286
38,97537,94063,691300,37.505217,-122.206353
38,97521,94030,1189600,37.59964,-122.408566
38,97510,94019,904400,37.444731,-122.411685
38,97539,94065,1090900,37.534893,-122.24646
38,97918,95006,413700,37.185012,-122.159434
38,97518,94027,4583700,37.450141,-122.20081
38,97500,94005,675800,37.689462,-122.418656
38,97525,94038,912100,37.522861,-122.504439
38,97524,94037,931200,37.555541,-122.48506
38,97582,94128,,37.626453,-122.379511
38,97511,94020,883000,37.294645,-122.24033
38,97534,94060,,37.208038,-122.329638
38,97509,94018,,37.502178,-122.469757
38,97710,94497,,37.538419,-122.325064
38,97507,94016,,37.709999,-122.449999
38,97544,94074,,37.326611,-122.348123
38,97512,94021,,37.277428,-122.287485
38,97502,94011,,37.577555,-122.345947
38,97546,94083,,37.655441,-122.419097
38,97508,94017,,37.692155,-122.472921
38,97517,94026,,37.431383,-122.201928
38,97538,94064,,37.485506,-122.227647
38,97697,94307,,37.53597,-122.512654
40,97265,93436,254400,34.60212,-120.43844
40,97135,93117,754600,34.506299,-120.140537
40,97283,93455,353800,34.834281,-120.476301
40,97286,93458,253900,34.951199,-120.499163
40,97124,93101,794600,34.419568,-119.70014
40,97282,93454,275200,34.959621,-120.206135
40,97127,93105,1032000,34.527947,-119.780035
40,97126,93103,1029900,34.440449,-119.681354
40,97133,93111,832700,34.453468,-119.803369
40,97132,93110,1025200,34.472924,-119.738882
40,97130,93108,2710500,34.450819,-119.618608
40,97131,93109,1064000,34.408594,-119.720457
40,97289,93463,664300,34.623919,-120.141184
40,97287,93460,755800,34.686396,-119.995316
40,97284,93456,,34.931437,-120.434823
40,97257,93427,491500,34.633245,-120.211399
40,97263,93434,205600,34.928503,-120.612191
40,97266,93437,,34.78512,-120.547368
40,97140,93140,,34.42,-119.679999
40,97120,93067,,34.420995,-119.598967
40,97125,93102,,34.421082,-119.698634
40,97268,93440,,34.752365,-120.28492
40,97134,93116,,34.436644,-119.808727
40,97269,93441,,34.666311,-120.116399
40,97137,93120,,34.421667,-119.698729
40,97285,93457,,34.86,-120.439999
40,97186,93254,,34.981271,-119.814886
40,97142,93160,,34.436964,-119.80747
40,97141,93150,,34.43781,-119.633463
40,97267,93438,,34.639138,-120.466894
40,97136,93118,,34.425189,-119.866987
40,97139,93130,,34.440336,-119.73527
40,97290,93464,,34.593799,-120.138533
40,97259,93429,,34.85088,-120.578213
40,97143,93190,,34.423621,-119.705492
40,97138,93121,,34.421667,-119.698729
40,97144,93199,,34.417694,-119.869624
40,97129,93107,,34.42,-119.699999
40,97128,93106,,34.411435,-119.845465
40,97093,93014,,34.3949,-119.513725
112,97991,95123,683400,37.242072,-121.834907
112,97940,95035,729500,37.446401,-121.853682
112,97926,95014,1549900,37.29785,-122.073024
112,97952,95051,859000,37.351695,-121.984879
112,97549,94087,1385900,37.353298,-122.030522
112,97993,95125,955100,37.297678,-121.894005
112,97980,95112,570500,37.343445,-121.881683
112,97548,94086,987800,37.36945,-122.023395
112,97920,95008,890500,37.2801,-121.956668
112,97931,95020,595400,37.02221,-121.556286
112,97757,94550,672600,37.50527,-121.504017
112,97992,95124,896300,37.255141,-121.925156
112,97995,95127,548200,37.368516,-121.761561
112,97942,95037,779500,37.191971,-121.608566
112,98004,95136,707200,37.274499,-121.844219
112,97979,95111,532700,37.2829,-121.829742
112,97951,95050,762900,37.34881,-121.949944
112,97994,95126,673800,37.324155,-121.914142
112,97933,95023,404200,36.894925,-121.308132
112,97527,94040,1508700,37.384763,-122.088081
112,97693,94303,1384300,37.449856,-122.120044
112,97997,95129,1277400,37.306353,-122.00168
112,97996,95128,743300,37.315807,-121.932888
112,97530,94043,909200,37.418862,-122.072184
112,97984,95116,483700,37.348991,-121.850944
112,97988,95120,1195000,37.175697,-121.821628
112,97990,95122,499500,37.330501,-121.838009
112,97966,95070,2073100,37.252718,-122.063981
112,98002,95134,657800,37.424866,-121.947132
112,98000,95132,746900,37.427325,-121.795468
112,97696,94306,1905500,37.413543,-122.130874
112,98011,95148,723200,37.329362,-121.763795
112,97986,95118,782000,37.252331,-121.889909
112,97938,95032,1335500,37.217905,-121.929388
112,97985,95117,845300,37.312044,-121.965221
112,97989,95121,610000,37.302773,-121.807804
112,97999,95131,706700,37.38748,-121.903211
112,97547,94085,732900,37.388793,-122.017366
112,97955,95054,816100,37.395774,-121.961611
112,97515,94024,2211500,37.357306,-122.100714
112,97551,94089,748000,37.427844,-122.017312
112,98001,95133,609700,37.371565,-121.863658
112,97699,94309,,37.42435,-122.168916
112,97691,94301,2720900,37.441715,-122.151065
112,97513,94022,2764000,37.349906,-122.142609
112,98003,95135,922500,37.291517,-121.700319
112,97528,94041,1214900,37.388104,-122.074317
112,97978,95110,517500,37.341645,-121.903899
112,98006,95138,927000,37.248621,-121.726019
112,97936,95030,2063400,37.226124,-121.97304
112,97998,95130,980700,37.285136,-121.97771
112,97695,94305,2307200,37.417916,-122.171995
112,97939,95033,925200,37.188511,-121.997742
112,97987,95119,720100,37.229009,-121.784562
112,97519,94028,2986100,37.37274,-122.212989
112,97950,95046,862700,37.101405,-121.600678
112,98007,95139,672600,37.224979,-121.76286
112,97694,94304,,37.404321,-122.168315
112,97981,95113,624100,37.33433,-121.892656
112,98018,95156,,37.36,-121.839999
112,97914,95002,,37.420516,-121.971835
112,97526,94039,,37.392989,-122.077674
112,98028,95173,,37.34,-121.889999
112,98014,95152,,37.400685,-121.847442
112,98029,95190,,37.376374,-121.90045
112,98015,95153,,37.248756,-121.846241
112,97967,95071,,37.266673,-122.015227
112,98021,95159,,37.31845,-121.914422
112,98016,95154,,37.265317,-121.915205
112,98013,95151,,37.322286,-121.825861
112,98022,95160,,37.217963,-121.862507
112,98025,95170,,37.301548,-121.977993
112,97975,95106,,37.337768,-121.892459
112,97974,95103,,37.337768,-121.892459
112,98023,95161,,37.390241,-121.888419
112,97976,95108,,37.337768,-121.892459
112,97523,94035,,37.418323,-122.048569
112,97923,95011,,37.294106,-121.958294
112,98019,95157,,37.301548,-121.977993
112,98008,95140,,37.409639,-121.69427
112,97941,95036,,37.423497,-121.906253
112,97946,95042,,37.179999,-121.819999
112,98012,95150,,37.290796,-121.911956
112,97977,95109,,37.337768,-121.892459
112,98017,95155,,37.306775,-121.901564
112,98027,95172,,37.333357,-121.884873
112,97925,95013,,37.21617,-121.737959
112,97932,95021,,37.009574,-121.571359
112,98020,95158,,37.263149,-121.879134
112,98034,95196,,37.331931,-121.89766
112,97953,95052,,37.348509,-121.947122
112,98024,95164,,37.395769,-121.925457
112,97957,95056,,37.398254,-121.961026
112,97529,94042,,37.393179,-122.077875
112,97692,94302,,37.446015,-122.159302
112,98009,95141,,37.168183,-121.765278
112,97956,95055,,37.345421,-121.978527
112,97948,95044,,37.158281,-121.986463
112,97514,94023,,37.378671,-122.115853
112,97935,95026,,37.16,-121.979999
112,97927,95015,,37.322887,-122.054147
112,97921,95009,,37.287747,-121.948807
112,97550,94088,,37.4117,-122.017498
112,97943,95038,,37.12033,-121.647157
112,97937,95031,,37.221157,-121.984436
112,97983,95115,,37.34,-121.889999
112,97972,95101,,37.390719,-121.886169
112,97954,95053,,37.348625,-121.940894
112,98030,95191,,37.334014,-121.922612
112,98031,95192,,37.335351,-121.879845
112,98032,95193,,37.251415,-121.80409
112,98033,95194,,37.366776,-121.91267
19,97958,95060,757300,37.050639,-122.148607
19,97960,95062,677900,36.969281,-121.984687
19,97915,95003,728300,37.005499,-121.878584
19,97922,95010,655600,36.975608,-121.950606
19,97964,95066,703100,37.071436,-122.002142
19,97968,95073,657000,37.038251,-121.918417
19,97929,95018,473700,37.074733,-122.050097
19,97963,95065,661100,37.034518,-121.979811
19,97930,95019,,36.934703,-121.782674
19,97917,95005,505000,37.098539,-122.097547
19,97965,95067,,37.051485,-122.030986
19,97962,95064,,36.992115,-122.060452
19,97928,95017,,37.103884,-122.241557
19,97919,95007,,37.110012,-122.111385
19,97945,95041,,37.051374,-122.056252
19,97971,95077,,36.907929,-121.754367
19,97961,95063,,36.980431,-122.006166
19,97959,95061,,36.976918,-122.026095
19,97913,95001,,36.979353,-121.898945
35,98543,96003,234100,40.738823,-122.243743
35,98541,96001,217900,40.622218,-122.477365
35,98542,96002,209900,40.52894,-122.313828
35,98545,96007,174000,40.453735,-122.283474
35,98558,96022,190200,40.327296,-122.410876
35,98555,96019,150900,40.704619,-122.396419
35,98610,96088,185500,40.521795,-121.862871
35,98550,96013,121900,40.981436,-121.675663
35,98599,96073,313300,40.586721,-122.189958
35,98556,96020,,40.358459,-121.300989
35,98546,96008,,40.735179,-122.090156
35,98585,96056,,41.067424,-121.284602
35,98581,96051,,40.913171,-122.376882
35,98563,96028,,40.99898,-121.493058
35,98609,96087,,40.606832,-122.502633
35,98590,96062,,40.583007,-122.082725
35,98596,96069,,40.687802,-121.988183
35,98577,96047,,40.482991,-122.666552
35,98618,96096,,40.661141,-121.836662
35,98588,96059,,40.42198,-121.817408
35,98611,96089,,40.685479,-122.401432
35,98606,96084,,40.877573,-122.005757
35,98593,96065,,40.912825,-121.894188
35,98567,96033,,40.792965,-122.58626
35,98553,96016,,40.925437,-121.518428
35,98602,96076,,40.376537,-122.947177
35,98549,96011,,41.026954,-121.990913
35,98573,96040,,40.794263,-121.468563
35,98554,96017,,41.133244,-122.288536
35,98598,96071,,40.660528,-121.457716
35,98604,96079,,40.679999,-122.369999
35,98589,96061,,40.331226,-121.468022
35,98617,96095,,40.637554,-122.572702
35,98620,96099,,40.582534,-122.393334
35,98597,96070,,40.81,-122.319999
7,98637,96118,,39.60381,-120.204397
7,98488,95936,,39.615727,-120.79496
7,98643,96124,,39.614805,-120.498315
7,98644,96125,,39.60606,-120.640852
7,98645,96126,,39.522261,-120.434683
7,98466,95910,,39.497775,-120.838199
7,98496,95944,,39.573402,-120.888731
22,98619,96097,132300,41.768337,-122.684301
22,98594,96067,230200,41.286283,-122.374183
22,98616,96094,147000,41.452908,-122.396622
22,98592,96064,152700,41.738698,-122.350226
22,98579,96049,,41.755939,-123.277585
22,98561,96025,128900,41.225549,-122.262486
22,98566,96032,,41.612249,-122.993879
22,98562,96027,170100,41.393472,-123.088502
22,98652,96134,77700,41.779228,-121.432024
22,98586,96057,141100,41.282599,-121.913205
22,98572,96039,,41.735038,-123.490453
22,98575,96044,,41.911897,-122.522059
22,98559,96023,,41.907017,-121.958756
22,98571,96038,,41.588574,-122.537987
22,98587,96058,,41.709099,-121.885153
22,98580,96050,,41.869051,-122.946089
22,98568,96034,,41.399569,-122.621772
22,98608,96086,,41.849925,-123.256871
22,98288,95568,,41.497753,-123.513867
22,98551,96014,,41.336716,-122.786684
22,98607,96085,,41.756845,-123.119655
22,98570,96037,,41.545863,-122.906779
18,97740,94533,262000,38.271593,-122.0099
18,98378,95687,322200,38.338935,-121.933058
18,97796,94591,323100,38.125735,-122.190523
18,97795,94590,218200,38.105068,-122.256746
18,97741,94534,426900,38.232786,-122.116093
18,98379,95688,405900,38.411652,-122.00718
18,97718,94510,510400,38.109722,-122.128197
18,97790,94585,286000,38.17045,-121.943654
18,98314,95618,536700,38.543098,-121.695887
18,97794,94589,236000,38.139327,-122.276243
18,98316,95620,333400,38.393113,-121.752659
18,97713,94503,419400,38.202289,-122.232043
18,98385,95694,311000,38.566578,-122.049235
18,97742,94535,,38.272951,-121.929318
18,98387,95696,,38.43,-122.019999
18,97797,94592,,38.112583,-122.325205
18,97720,94512,,38.145368,-121.847136
18,98320,95625,,38.348426,-121.908559
52,98170,95403,429600,38.503491,-122.764431
52,98171,95404,554600,38.458198,-122.640362
52,97872,94928,414300,38.343338,-122.699351
52,98233,95476,591300,38.235489,-122.46048
52,97892,94954,500000,38.231007,-122.562245
52,98168,95401,387500,38.448636,-122.783265
52,97890,94952,629400,38.211111,-122.789321
52,98174,95407,387700,38.392464,-122.74916
52,98176,95409,536500,38.456467,-122.607594
52,98231,95472,653200,38.40398,-122.865393
52,98242,95492,483600,38.531978,-122.814352
52,98172,95405,445700,38.438397,-122.673019
52,98208,95448,584400,38.637015,-122.907
52,97883,94945,692300,38.142995,-122.550554
52,98189,95425,400200,38.791299,-123.009427
52,97875,94931,437000,38.31793,-122.713165
52,97723,94515,569800,38.632943,-122.617237
52,98207,95446,338300,38.513554,-123.010106
52,98199,95436,390500,38.499107,-122.907047
52,97889,94951,792200,38.316095,-122.64568
52,98203,95442,795000,38.380552,-122.51808
52,98224,95465,830700,38.397235,-122.987166
52,98180,95416,,38.314166,-122.482053
52,98202,95441,,38.744761,-122.868512
52,98212,95452,847500,38.428538,-122.542752
52,97867,94923,738100,38.358301,-123.034764
52,98185,95421,440200,38.561249,-123.214714
52,98205,95444,,38.433189,-122.86827
52,98221,95462,349900,38.460074,-123.021757
52,97871,94927,,38.346025,-122.706196
52,98173,95406,,38.457457,-122.729135
52,98201,95439,,38.492979,-122.776261
52,98245,95497,703200,38.686366,-123.432708
52,98239,95487,,38.271323,-122.439089
52,97866,94922,,38.343202,-122.953231
52,98210,95450,,38.483923,-123.167139
52,97903,94972,,38.316163,-122.926048
52,98183,95419,,38.424254,-122.958565
52,98194,95430,,38.451028,-123.052829
