count,regionid,Zip,zindex,latitude3,longitude4
52,98178,95412,,38.725597,-123.353374
52,98197,95433,,38.300559,-122.487287
52,98238,95486,,38.473658,-123.022857
52,98234,95480,,38.674982,-123.386313
52,98195,95431,,38.347151,-122.514782
52,97912,94999,,38.268461,-122.658056
52,97906,94975,,38.268461,-122.658056
52,98169,95402,,38.439975,-122.710764
52,97891,94953,,38.232108,-122.638217
52,98232,95473,,38.400341,-122.823272
52,98230,95471,,38.505429,-123.000072
52,97893,94955,,38.231635,-122.599375
52,97870,94926,,38.346687,-122.703229
29,98135,95355,246900,37.676018,-120.94518
29,98130,95350,193400,37.668395,-121.013869
29,98092,95307,200600,37.559841,-120.961479
29,98157,95380,198100,37.479922,-120.853314
29,98131,95351,139200,37.631249,-120.989157
29,98159,95382,277100,37.528366,-120.846644
29,98140,95361,258000,37.798972,-120.731697
29,98136,95356,265900,37.721872,-121.031442
29,98138,95358,173400,37.611833,-121.108858
29,98134,95354,164400,37.636972,-120.955931
29,98141,95363,252000,37.477864,-121.179809
29,98145,95367,233600,37.728145,-120.943421
29,98137,95357,231700,37.676785,-120.884483
29,98146,95368,242000,37.71826,-121.090169
29,98139,95360,,37.272801,-121.201254
29,98110,95326,265800,37.589348,-120.849376
29,98162,95386,180200,37.687643,-120.639394
29,98100,95316,236400,37.542637,-120.680367
29,98112,95328,138800,37.558363,-120.911299
29,98113,95329,193700,37.662184,-120.440306
29,98103,95319,,37.637862,-120.900507
29,98132,95352,,37.655441,-121.017638
29,98097,95313,,37.433953,-121.040062
29,98107,95323,,37.606225,-120.677936
29,98163,95387,,37.565601,-121.232334
29,98161,95385,,37.599187,-121.254173
29,98133,95353,,37.655441,-121.017638
29,98158,95381,,37.49711,-120.842649
29,98167,95397,,37.66,-121.019999
9,98538,95991,189300,39.039753,-121.616193
9,98540,95993,242300,39.052753,-121.720065
9,98504,95953,163000,39.253682,-121.780787
9,98532,95982,181800,39.185958,-121.817605
9,98350,95659,,38.82951,-121.580169
9,98365,95674,,38.957231,-121.488673
9,98508,95957,,39.061884,-121.879023
9,98367,95676,,38.890626,-121.696485
9,98539,95992,,39.139343,-121.616623
12,98605,96080,145500,40.133632,-122.352078
12,98557,96021,132100,39.922166,-122.321716
12,98514,95963,,39.734069,-122.372642
12,98584,96055,133300,40.056146,-122.016177
12,98569,96035,,40.032864,-122.193632
12,98601,96075,,40.325816,-121.817974
12,98612,96090,,40.023298,-122.121396
12,98614,96092,,39.945403,-122.035511
12,98603,96078,,40.082496,-122.172049
12,98591,96063,,40.380403,-121.604106
12,98600,96074,,39.845725,-122.533647
12,98564,96029,,39.918664,-122.477304
11,98615,96093,166700,40.738597,-122.94833
11,98574,96041,,40.489103,-123.19566
11,98582,96052,160800,40.683092,-122.804141
11,98613,96091,,41.024782,-122.715647
11,98560,96024,,40.605588,-122.908255
11,98578,96048,,40.826048,-123.035383
11,98257,95527,,40.823103,-123.475965
11,98275,95552,,40.256234,-123.242964
11,98576,96046,,40.61394,-123.403264
11,98296,95595,,40.13444,-123.40713
11,98548,96010,,40.915295,-123.267996
40,97189,93257,143500,35.964338,-118.890442
40,97202,93274,147600,36.175574,-119.371354
40,97205,93277,174600,36.296499,-119.381242
40,97215,93291,192700,36.389078,-119.386391
40,97216,93292,179400,36.362426,-119.214797
40,97364,93618,152500,36.523597,-119.397311
40,97160,93221,178000,36.285419,-119.030881
40,97181,93247,136200,36.206976,-119.065413
40,97154,93212,103900,36.031655,-119.553626
40,97212,93286,134200,36.467762,-119.066512
40,97390,93647,128700,36.580411,-119.165455
40,97162,93223,114600,36.307334,-119.200239
40,97158,93219,116000,35.869869,-119.259883
40,97195,93265,220400,36.163927,-118.704653
40,97197,93267,116300,36.156342,-119.066065
40,97199,93270,175700,35.944322,-119.05126
40,97188,93256,109900,35.956716,-119.331328
40,97362,93615,,36.497829,-119.28673
40,97170,93235,95400,36.388644,-119.220351
40,97200,93271,265300,36.435641,-118.7777
40,97201,93272,,36.036957,-119.353115
40,97192,93261,,35.803474,-119.111752
40,97405,93666,,36.544933,-119.33889
40,97410,93673,,36.453458,-119.485917
40,97145,93201,,35.847972,-119.477658
40,97157,93218,,35.877447,-119.063802
40,97178,93244,,36.377512,-118.990263
40,97206,93278,,36.308766,-119.316369
40,97151,93207,,35.89541,-118.638026
40,97193,93262,,36.63464,-118.627052
40,97191,93260,,35.833955,-118.647526
40,97350,93603,,36.634668,-118.956073
40,97166,93227,,36.343661,-119.421068
40,97152,93208,,35.989927,-118.54786
40,97214,93290,,36.329979,-119.349134
40,97207,93279,,36.329193,-119.292162
40,97171,93237,,36.472334,-118.920047
40,97190,93258,,36.068775,-119.017675
40,97203,93275,,36.208412,-119.344291
40,97409,93670,,36.486601,-119.258861
20,98148,95370,217900,37.989018,-120.382506
20,98111,95327,193300,37.848674,-120.482441
20,98160,95383,213000,38.05473,-120.178938
20,98072,95247,324200,38.139235,-120.44742
20,98053,95223,244700,38.383281,-120.014002
20,98105,95321,209900,37.957145,-119.799118
20,98156,95379,164600,37.942451,-120.222216
20,98094,95310,,38.118636,-120.30291
20,98149,95372,206100,37.989372,-120.263103
20,98095,95311,,37.703433,-120.085992
20,98127,95346,190100,38.061102,-120.152564
20,98117,95335,198100,38.128557,-120.032453
20,97321,93541,,37.934574,-119.127433
20,98063,95233,,38.196348,-120.333554
20,98142,95364,,38.155605,-119.81243
20,98150,95373,,37.977791,-120.326396
20,98093,95309,,37.871337,-120.432116
20,98152,95375,,38.245622,-120.003271
20,98128,95347,,37.802981,-120.313392
20,98090,95305,,37.827612,-120.251753
49,97118,93065,485800,34.271701,-118.778278
49,97083,93003,493400,34.287738,-119.213624
49,97116,93063,478800,34.321878,-118.715153
49,97104,93033,352300,34.148953,-119.105502
49,97089,93010,525600,34.235924,-119.0711
49,96351,91320,614200,34.180876,-118.943757
49,96383,91360,602000,34.212042,-118.884936
49,97101,93030,420200,34.197935,-119.170419
49,96385,91362,719600,34.196112,-118.818635
49,97091,93012,517700,34.201991,-118.980728
49,97081,93001,494700,34.193779,-119.552016
49,97107,93036,405300,34.241287,-119.184469
49,97097,93021,573700,34.306325,-118.876195
49,97106,93035,487600,34.189164,-119.230786
49,97084,93004,479800,34.291907,-119.164933
49,97113,93060,361100,34.41926,-119.089466
49,97109,93041,311800,34.158704,-119.203879
49,97099,93023,612300,34.509139,-119.278224
49,97092,93013,773600,34.452657,-119.498327
49,96393,91377,692300,34.189632,-118.753612
49,97094,93015,340300,34.447662,-118.85418
49,97098,93022,498000,34.397319,-119.307806
49,97164,93225,139900,34.825666,-119.039719
49,97119,93066,967300,34.294711,-119.041458
49,96382,91359,,34.169999,-118.829999
49,97082,93002,,34.36,-119.3
49,97100,93024,,34.45,-119.24
49,97122,93094,,34.279999,-118.7
49,97102,93031,,34.22,-119.179999
49,97108,93040,,34.415621,-118.793799
49,97095,93016,,34.399999,-118.919999
49,97185,93252,,34.796438,-119.226256
49,97096,93020,,34.285309,-118.881177
49,96350,91319,,34.179999,-118.909999
49,97085,93005,,34.25,-119.209999
49,97087,93007,,34.29,-119.16
49,97090,93011,,34.221661,-119.0416
49,97112,93044,,34.154253,-119.192188
49,97105,93034,,34.176225,-119.177456
49,97115,93062,,34.273127,-118.742979
49,97114,93061,,34.353271,-119.060882
49,97086,93006,,34.27873,-119.218409
49,97103,93032,,34.199634,-119.178491
49,96381,91358,,34.181822,-118.875824
49,97088,93009,,34.268747,-119.20993
49,97110,93042,,33.66992,-119.321211
49,97111,93043,,34.162156,-119.205198
49,97117,93064,,34.244223,-118.697716
49,97123,93099,,34.28025,-118.737154
20,98312,95616,578700,38.55531,-121.801671
20,98382,95691,295400,38.647643,-121.599461
20,98386,95695,263400,38.709422,-121.855431
20,98418,95776,285500,38.697516,-121.700444
20,98301,95605,173100,38.591513,-121.545646
20,98216,95457,,38.895927,-122.518194
20,98322,95627,205300,38.746473,-122.021237
20,98339,95645,,38.896615,-121.791281
20,98313,95617,,38.548726,-121.726276
20,98308,95612,,38.395604,-121.597009
20,98489,95937,,38.877833,-121.985841
20,98388,95697,,38.733805,-121.808213
20,98345,95653,,38.682271,-121.96434
20,98332,95637,,38.848511,-122.269324
20,98302,95606,,38.757617,-122.194601
20,98303,95607,,38.777593,-122.166565
20,98389,95698,,38.806666,-121.915228
20,98370,95679,,38.884441,-122.234332
20,98420,95799,,38.572511,-121.56833
20,98419,95798,,38.572498,-121.568332
10,98464,95901,161900,39.228182,-121.477823
10,98512,95961,169400,39.026242,-121.550944
10,98383,95692,227300,39.047521,-121.397447
10,98465,95903,,39.123535,-121.384137
10,98473,95918,,39.325955,-121.326531
10,98513,95962,,39.361586,-121.270896
10,98474,95919,,39.432551,-121.262768
10,98487,95935,,39.410967,-121.193181
10,98476,95922,,39.494132,-121.034114
10,98522,95972,,39.455671,-121.312014
