Zip,zindex,aa_avg_w,aa_num11,aa_num12,aa_num13,aa_num_avg,,zindex rank,avg_w rank,,,,
93117,754600,772,34,27,20,27,,654,461.5,,,,
93212,103900,657.5,54,43,45,47.33333333,,10,54,,,,
93230,160900,757.7857143,408,404,408,406.6666667,,41,389,,,,
93245,182200,772.25,314,286,273,291,,69,463,,,,
93274,147600,758.4,427,399,372,399.3333333,,29,397.5,,,,
93277,174600,722.5,158,150,152,153.3333333,,59,244,,,,
93280,134500,736.6666667,63,58,63,61.33333333,,22,304,,,,
93291,192700,752.4285714,133,123,119,125,,81,371,,,,
93301,162500,661,396,426,454,425.3333333,,43.5,60,,,,
93304,127200,690.8461538,763,762,807,777.3333333,,17,126,,,,
93305,114600,654,132,138,142,137.3333333,,13,48,,,,
93306,159100,689.8,500,470,465,478.3333333,,38,122,,,,
93307,130000,690.2,801,746,697,748,,18,124,,,,
93308,173800,744.6666667,69,61,47,59,,55,335.5,,,,
93309,172800,707.7692308,959,969,986,971.3333333,,51,194,,,,
93311,266000,758.1818182,658,647,631,645.3333333,,154,396,,,,
93312,267200,792.875,197,193,187,192.3333333,,156,550,,,,
93313,206900,731.7777778,526,489,500,505,,95,283,,,,
93314,355600,794,49,35,38,40.66666667,,255,556.5,,,,
93401,615200,748,17,21,20,19.33333333,,554,354.5,,,,
93420,573300,721,21,17,14,17.33333333,,517,235.5,,,,
93422,425200,749,21,16,14,17,,365,358,,,,
93436,254400,746.6666667,159,149,150,152.6666667,,136,349.5,,,,
93454,275200,796,14,15,14,14.33333333,,164,564.5,,,,
93455,353800,743,22,24,17,21,,254,323.5,,,,
93458,253900,758,17,14,12,14.33333333,,134,393,,,,
93501,75300,528,69,73,83,75,,1,3,,,,
93505,85800,601.25,269,320,345,311.3333333,,2,12,,,,
93534,153200,642.8571429,821,672,627,706.6666667,,33,36,,,,
93535,172700,643.2857143,2513,2372,2403,2429.333333,,50,37,,,,
93536,259400,751.2307692,1807,1702,1715,1741.333333,,145.5,366,,,,
93543,180300,677,143,133,128,134.6666667,,67,94.5,,,,
93550,180500,628.2142857,1370,1267,1223,1286.666667,,68,27,,,,
93551,302900,768.5,1192,1188,1035,1138.333333,,197,442.5,,,,
93552,216300,680.4,1179,1094,1111,1128,,101,98,,,,
93555,151700,730.6,149,152,147,149.3333333,,32,276,,,,
93560,159300,663.5,203,190,188,193.6666667,,39,63,,,,
93561,212400,806,15,12,18,15,,98,607.5,,,,
93610,154700,674,16,18,21,18.33333333,,34,86,,,,
93611,259400,832.125,265,255,256,258.6666667,,145.5,686.5,,,,
93612,166800,810.6666667,71,60,66,65.66666667,,46,629,,,,
93619,373500,925.5,42,27,31,33.33333333,,278,792,,,,
93637,176400,696,138,126,145,136.3333333,,62,142.5,,,,
93638,138300,704,76,103,88,89,,25,177.5,,,,
93650,107400,815,30,24,42,32,,12,643,,,,
93657,173900,802.5,55,43,46,48,,56,594,,,,
93701,94600,637.3333333,137,109,108,118,,6,34,,,,
93702,88400,597.25,129,146,126,133.6666667,,3,10,,,,
93703,120400,669.375,305,301,265,290.3333333,,14,79,,,,
93704,193800,708.8,808,848,792,816,,83,197,,,,
93705,133800,673.1666667,359,349,319,342.3333333,,20,83,,,,
93706,101700,665,917,891,895,901,,7,70,,,,
93710,200200,724.75,286,268,229,261,,90,250.5,,,,
93711,291500,729,236,217,235,229.3333333,,181,267,,,,
93720,278300,862.625,232,230,234,232,,169,764,,,,
93722,189900,750.5833333,1098,923,909,976.6666667,,78,363,,,,
93723,272600,740,78,65,63,68.66666667,,159,317,,,,
93725,133900,658,164,165,125,151.3333333,,21,55,,,,
93726,148100,702.5,468,394,416,426,,30,171.5,,,,
93727,188400,684.5,574,562,547,561,,75,107,,,,
93728,130500,671.75,106,111,113,110,,19,81,,,,
93730,377600,862,81,92,88,87,,283,763,,,,
93901,398700,770,64,56,44,54.66666667,,305.5,450,,,,
93906,321700,761.4,139,130,103,124,,221,416,,,,
93933,415600,704.6,178,180,141,166.3333333,,347,179,,,,
93940,617500,750,68,65,70,67.66666667,,555,361,,,,
93955,375500,713.4,213,222,202,212.3333333,,279,213,,,,
94002,1210400,770.5,70,60,68,66,,754,454,,,,
94014,598200,601,82,74,65,73.66666667,,537,11,,,,
94015,701000,635,39,43,53,45,,621,31,,,,
94022,2764000,758,23,21,17,20.33333333,,794,393,,,,
94025,1641100,684,161,150,141,150.6666667,,783,106,,,,
94030,1189600,856,13,12,13,12.66666667,,750,751.5,,,,
94040,1508700,744,32,22,21,25,,777,329,,,,
94043,909200,766,31,25,21,25.66666667,,706,436,,,,
94044,714100,706.3333333,55,53,46,51.33333333,,628,191,,,,
94061,1051900,870,13,12,11,12,,736,773.5,,,,
94062,1613400,703,86,86,76,82.66666667,,779,173.5,,,,
94066,732000,686,18,13,12,14.33333333,,640,110,,,,
94080,698500,703.75,81,111,75,89,,619,176,,,,
94085,732900,726,25,24,23,24,,642,254,,,,
94086,987800,722,11,14,17,14,,725,241.5,,,,
94087,1385900,744.8,129,132,115,125.3333333,,773,338,,,,
94089,748000,627,11,21,17,16.33333333,,651,25.5,,,,
94102,783000,596,23,30,34,29,,672,9,,,,
94103,886800,694,40,27,35,34,,701,137,,,,
94107,1007000,625,177,154,151,160.6666667,,729,23,,,,
94109,933300,509,66,67,65,66,,714,1,,,,
94110,1110000,593.25,202,169,154,175,,741,7,,,,
94112,736900,635.8888889,385,355,312,350.6666667,,645,32,,,,
94114,1504000,689.8571429,385,363,346,364.6666667,,776,123,,,,
94115,1285300,693.1666667,398,380,374,384,,764,132,,,,
94116,930600,602,138,139,138,138.3333333,,713,13,,,,
94117,1312000,633.5,131,127,110,122.6666667,,767,30,,,,
94118,1618400,664,46,45,42,44.33333333,,780,65.5,,,,
94121,1198300,623,130,135,135,133.3333333,,752,22,,,,
94122,980300,706,76,80,73,76.33333333,,721,187.5,,,,
94123,2103500,721,137,138,127,134,,789,235.5,,,,
94124,610100,655.5714286,581,532,525,546,,547,51,,,,
94127,1259100,697.6666667,104,113,130,115.6666667,,758,146,,,,
94131,1235800,676.2,173,140,146,153,,757,92,,,,
94132,854100,767,80,69,84,77.66666667,,696,438,,,,
94133,1173000,584,67,65,42,58,,749,6,,,,
94134,677100,576,367,373,362,367.3333333,,602,4,,,,
94301,2720900,650,45,38,43,42,,793,42.5,,,,
94303,1384300,704.8,189,218,185,197.3333333,,772,181,,,,
94306,1905500,700.5,56,33,39,42.66666667,,786,162,,,,
94401,703600,669,26,21,15,20.66666667,,624,77.5,,,,
94402,1392400,748,21,23,19,21,,774,354.5,,,,
94403,960600,709.3333333,49,49,57,51.66666667,,719,198.5,,,,
94404,1046800,664,17,14,17,16,,735,65.5,,,,
94501,727800,734.5833333,728,716,754,732.6666667,,637,300,,,,
94502,733400,926,21,21,21,21,,643,793,,,,
94503,419400,725,115,149,180,148,,354,252.5,,,,
94505,519100,752,24,21,16,20.33333333,,478,370,,,,
94506,1147500,868,24,17,11,17.33333333,,744,769.5,,,,
94509,273500,664.6,957,1128,1108,1064.333333,,161,68,,,,
94510,510400,781,334,317,296,315.6666667,,466,494,,,,
94513,452000,769.6666667,784,711,724,739.6666667,,402.5,448,,,,
94517,678500,857,11,14,16,13.66666667,,605,753.5,,,,
94518,521800,722.6,147,139,133,139.6666667,,479,245,,,,
94519,414900,943,15,11,12,12.66666667,,344,794,,,,
94520,339000,629,137,117,98,117.3333333,,241,28,,,,
94521,499800,711,181,209,214,201.3333333,,459,202.5,,,,
94523,596100,811.8,116,128,142,128.6666667,,534,635,,,,
94525,377200,665,108,104,108,106.6666667,,282,70,,,,
94526,990400,882,22,25,19,22,,726,787.5,,,,
94530,675600,702.4,577,568,573,572.6666667,,600,170,,,,
94531,360800,698.6,1796,1985,1880,1887,,264,153,,,,
94533,262000,722.1333333,1189,1509,1580,1426,,149,243,,,,
94534,426900,793.25,590,832,805,742.3333333,,366,554,,,,
94536,693800,730.0909091,432,429,436,432.3333333,,618,272,,,,
94538,644400,751.4,320,305,299,308,,571,369,,,,
94541,436400,688.7777778,704,658,655,672.3333333,,383,118,,,,
94542,669000,779,102,98,90,96.66666667,,594,486,,,,
94544,443000,676,402,412,376,396.6666667,,388,91,,,,
94545,455700,702.2222222,595,514,511,540,,407.5,169,,,,
94546,581500,786.625,311,318,333,320.6666667,,526,521,,,,
94547,457800,711.6,556,569,529,551.3333333,,412,205,,,,
94549,1226400,786,12,11,13,12,,756,516.5,,,,
94550,672600,720.75,111,82,75,89.33333333,,597.5,234,,,,
94551,563900,700,16,16,17,16.33333333,,509,159,,,,
94552,823300,852,128,153,149,143.3333333,,687,742.5,,,,
94553,460300,764.6666667,65,57,62,61.33333333,,413,431.5,,,,
94555,722200,743,80,68,55,67.66666667,,634,323.5,,,,
94560,581900,714.4444444,403,384,341,376,,527,216,,,,
94561,337400,739,459,518,560,512.3333333,,239,311,,,,
94563,1274300,877,20,16,20,18.66666667,,761,783.5,,,,
94564,405100,662,618,596,557,590.3333333,,322,61,,,,
94565,293900,705.6875,1744,1697,1484,1641.666667,,186,185,,,,
94566,919800,826.6666667,85,91,78,84.66666667,,709,669,,,,
94568,672000,821,202,225,225,217.3333333,,596,657.5,,,,
94572,380500,650,92,101,92,95,,290,42.5,,,,
94577,469000,705.75,904,915,861,893.3333333,,427,186,,,,
94578,437300,696.3333333,181,162,158,167,,384,144,,,,
94579,469700,727.25,207,219,199,208.3333333,,429,257,,,,
94580,447900,727.5,698,705,743,715.3333333,,400,260,,,,
94582,944400,816.6,192,182,168,180.6666667,,716,646,,,,
94583,778700,789,104,91,107,100.6666667,,668,531,,,,
94585,286000,760,249,463,501,404.3333333,,175,410,,,,
94587,604100,732.875,495,442,419,452,,541,290,,,,
94588,789400,792.3333333,75,88,81,81.33333333,,673,546.5,,,,
94589,236000,688,787,811,830,809.3333333,,120,114.5,,,,
94590,218200,688.6,452,567,524,514.3333333,,104,117,,,,
94591,323100,703,1120,1252,1269,1213.666667,,224,173.5,,,,
94596,804600,770,35,28,32,31.66666667,,680,450,,,,
94597,657200,834,45,57,44,48.66666667,,584,692.5,,,,
94598,826800,789.5,35,42,48,41.66666667,,688,534,,,,
94601,320000,706.4285714,252,244,297,264.3333333,,217,192,,,,
94602,660100,724.75,520,460,406,462,,589,250.5,,,,
94603,255500,687.8888889,559,582,566,569,,140.5,113,,,,
94605,401400,704.6666667,1138,1117,1072,1109,,313,180,,,,
94606,393700,660.2,319,285,264,289.3333333,,300,59,,,,
94607,409500,632.8333333,704,680,733,705.6666667,,334,29,,,,
94608,477100,727.3333333,808,779,776,787.6666667,,435,258,,,,
94609,667700,690.75,204,224,311,246.3333333,,593,125,,,,
94610,867900,710.6,873,830,814,839,,699,201,,,,
94611,942300,801.2857143,1095,1063,1108,1088.666667,,715,586,,,,
94612,442700,651,589,507,514,536.6666667,,387,45,,,,
94618,1021600,759.3333333,403,372,346,373.6666667,,732,405,,,,
94619,533000,781.7777778,950,930,987,955.6666667,,490,497,,,,
94621,231600,667.8461538,622,559,569,583.3333333,,113,75,,,,
94702,688800,815,34,35,35,34.66666667,,614,643,,,,
94703,729400,758,451,448,435,444.6666667,,638,393,,,,
94704,790100,613,567,544,490,533.6666667,,675,19,,,,
94705,1263400,718,283,256,269,269.3333333,,759,225.5,,,,
94706,718100,771.3333333,174,107,112,131,,629,459,,,,
94707,1003600,761.5,75,74,75,74.66666667,,728,417,,,,
94708,997000,797,79,81,86,82,,727,569,,,,
94709,772100,745,45,44,48,45.66666667,,664,341.5,,,,
94710,662800,763,28,32,30,30,,590,424,,,,
94801,236800,696,316,311,277,301.3333333,,121,142.5,,,,
94803,429100,712,487,512,545,514.6666667,,368,207,,,,
94804,299900,621.1111111,786,781,724,763.6666667,,190,21,,,,
94805,390700,652.6666667,331,342,299,324,,298,46,,,,
94806,293400,691,604,596,616,605.3333333,,183.5,127,,,,
94901,878500,780,16,16,14,15.33333333,,700,491.5,,,,
94903,772700,778.3333333,55,57,46,52.66666667,,665,481,,,,
94928,414300,674,64,62,74,66.66666667,,341,86,,,,
94939,1331000,718,22,19,15,18.66666667,,768,225.5,,,,
94941,1273300,637,42,38,40,40,,760,33,,,,
94945,692300,769,17,16,25,19.33333333,,616.5,444.5,,,,
94947,625300,698,64,81,70,71.66666667,,557,149,,,,
94949,769200,751,29,32,39,33.33333333,,663,364.5,,,,
94965,1087800,709.3333333,87,84,80,83.66666667,,739,198.5,,,,
95006,413700,682,24,25,25,24.66666667,,338,103,,,,
95008,890500,778.5,95,116,119,110,,702,483,,,,
95014,1549900,732.3333333,77,70,72,73,,778,288,,,,
95020,595400,811.6666667,50,54,57,53.66666667,,533,634,,,,
95023,404200,779,24,15,14,17.66666667,,319.5,486,,,,
95030,2063400,815,23,20,28,23.66666667,,787,643,,,,
95035,729500,762.2,177,169,137,161,,639,420.5,,,,
95037,779500,779.3333333,64,60,54,59.33333333,,669,488,,,,
95050,762900,786.5,50,46,51,49,,656,519.5,,,,
95051,859000,731,180,176,167,174.3333333,,698,277.5,,,,
95054,816100,756.5,83,75,73,77,,684,385,,,,
95060,757300,728,24,17,13,18,,655,263.5,,,,
95062,677900,719,14,15,15,14.66666667,,603,228,,,,
95070,2073100,698,37,28,35,33.33333333,,788,149,,,,
95111,532700,678.75,89,95,92,92,,489,97,,,,
95112,570500,791,17,13,12,14,,513,541,,,,
95116,483700,769,16,21,18,18.33333333,,441,444.5,,,,
95117,845300,852,18,23,20,20.33333333,,692,742.5,,,,
95118,782000,777,148,152,157,152.3333333,,671,478.5,,,,
95119,720100,807.3333333,131,119,98,116,,633,615,,,,
95120,1195000,787.6666667,66,70,68,68,,751,528,,,,
95121,610000,810.5,106,100,94,100,,546,627,,,,
95122,499500,676.5,83,85,84,84,,458,93,,,,
95123,683400,760.6363636,469,411,400,426.6666667,,611,414,,,,
95124,896300,830.4,96,104,99,99.66666667,,704,680,,,,
95125,955100,790.2857143,181,211,203,198.3333333,,717,537,,,,
95126,673800,734,104,98,97,99.66666667,,599,297,,,,
95127,548200,650.5,46,41,49,45.33333333,,501,44,,,,
95128,743300,731.5,85,87,75,82.33333333,,649,281.5,,,,
95129,1277400,757,14,14,14,14,,762,386.5,,,,
95130,980700,828.6666667,59,64,51,58,,722,674,,,,
95131,706700,728,49,75,57,60.33333333,,626,263.5,,,,
95132,746900,709.5,168,160,116,148,,650,200,,,,
95133,609700,612.5,94,77,69,80,,544,17.5,,,,
95135,922500,811,26,19,23,22.66666667,,710,631.5,,,,
95136,707200,784.4,163,159,166,162.6666667,,627,511,,,,
95138,927000,946,13,16,16,15,,712,795,,,,
95139,672600,801.5,48,39,36,41,,597.5,588,,,,
95148,723200,759.625,205,191,164,186.6666667,,635,407,,,,
95203,142900,669,55,47,48,50,,27,77.5,,,,
95204,158400,681.2857143,368,365,347,360,,36,100,,,,
95205,106800,595.3333333,311,294,300,301.6666667,,11,8,,,,
95206,174900,663.95,1597,1496,1442,1511.666667,,60,64,,,,
95207,179100,673,844,868,865,859,,65,82,,,,
95209,244100,689,857,799,800,818.6666667,,127,120,,,,
95210,162500,705.625,506,465,470,480.3333333,,43.5,184,,,,
95212,275800,688.4285714,594,594,570,586,,165,116,,,,
95215,121900,612.5,150,140,128,139.3333333,,15,17.5,,,,
95219,307600,762.2,281,297,276,284.6666667,,205,420.5,,,,
95240,219500,744,22,26,24,24,,105,329,,,,
95242,306700,519,14,14,12,13.33333333,,203,2,,,,
95304,481900,745.6666667,55,60,65,60,,439,343.5,,,,
95307,200600,740.6666667,71,64,60,65,,92,319,,,,
95330,288700,699,224,230,241,231.6666667,,177,154.5,,,,
95336,257800,739.7,369,374,344,362.3333333,,143,314,,,,
95337,324500,784.5,75,61,60,65.33333333,,227,512,,,,
95340,187400,700.9,281,271,269,273.6666667,,74,163,,,,
95348,201300,702,219,201,194,204.6666667,,93,165.5,,,,
95350,193400,727.4545455,315,266,259,280,,82,259,,,,
95351,139200,734,108,108,118,111.3333333,,26,297,,,,
95354,164400,693.5,44,42,40,42,,45,134.5,,,,
95355,246900,771.8181818,391,354,356,367,,130,460,,,,
95356,265900,700,39,57,63,53,,153,159,,,,
95357,231700,732.6666667,111,101,84,98.66666667,,114,289,,,,
95358,173400,757,50,49,45,48,,53.5,386.5,,,,
95363,252000,731.5,263,275,272,270,,133,281.5,,,,
95367,233600,798,14,18,14,15.33333333,,115,574.5,,,,
95368,242000,746,48,49,46,47.66666667,,125,346.5,,,,
95376,314800,741.3529412,694,681,704,693,,210,320,,,,
95377,414600,783.25,306,305,273,294.6666667,,342,504,,,,
95380,198100,755,17,21,24,20.66666667,,87,380,,,,
95382,277100,785.6666667,70,68,83,73.66666667,,166.5,514.5,,,,
95386,180200,732,55,51,58,54.66666667,,66,284.5,,,,
95391,487100,787.3333333,133,134,142,136.3333333,,447.5,526,,,,
95403,429600,743,19,17,15,17,,369,323.5,,,,
95405,445700,842.3333333,51,48,41,46.66666667,,391,722,,,,
95407,387700,840.5,40,38,33,37,,296,716,,,,
95422,102200,626,26,21,13,20,,9,24,,,,
95472,653200,759,14,24,27,21.66666667,,581.5,402.5,,,,
95492,483600,716,16,14,11,13.66666667,,440,219,,,,
95501,216800,714,37,40,36,37.66666667,,102,215,,,,
95605,173100,659,26,20,19,21.66666667,,52,56,,,,
95608,430500,698.5,572,573,582,575.6666667,,372,152,,,,
95610,241500,674.8,135,148,152,145,,123,89,,,,
95616,578700,796.6,98,102,84,94.66666667,,522,567,,,,
95620,333400,704,26,26,24,25.33333333,,238,177.5,,,,
95621,275000,734.2,127,101,96,108,,163,299,,,,
95624,329700,739.4375,1537,1470,1451,1486,,233,312,,,,
95628,417000,703.5,166,175,198,179.6666667,,350,175,,,,
95630,424600,845.4,114,132,125,123.6666667,,362.5,726,,,,
95632,254700,831,45,40,34,39.66666667,,138,683.5,,,,
95648,379300,728.25,89,92,89,90,,288,266,,,,
95655,301600,752.5,38,42,38,39.33333333,,193,372,,,,
95660,157400,722.9,494,547,543,528,,35,247,,,,
95661,379100,792,57,61,56,58,,287,543,,,,
95662,330800,746.6666667,78,82,70,76.66666667,,234,349.5,,,,
95667,279600,731,28,25,30,27.66666667,,170,277.5,,,,
95670,235800,711,715,645,643,667.6666667,,119,202.5,,,,
95677,348700,835,17,14,11,14,,251,698,,,,
95678,291300,830.6666667,109,114,108,110.3333333,,180,682,,,,
95687,322200,740.2222222,558,545,495,532.6666667,,223,318,,,,
95688,405900,757.8333333,263,236,236,245,,326,390,,,,
95691,295400,755.6,263,253,247,254.3333333,,187,384,,,,
95692,227300,797,35,33,39,35.66666667,,108.5,569,,,,
95695,263400,666,13,12,11,12,,151,72,,,,
95742,343900,848,27,29,24,26.66666667,,245,734,,,,
95746,650400,707,12,23,20,18.33333333,,575,193,,,,
95747,391600,804.3333333,267,241,202,236.6666667,,299,600,,,,
95757,378600,769.6,1287,1316,1329,1310.666667,,286,447,,,,
95758,293400,748.75,1005,990,951,982,,183.5,357,,,,
95762,532600,858,54,55,50,53,,488,757.5,,,,
95765,405200,806,44,35,36,38.33333333,,323.5,607.5,,,,
95814,337500,688,17,13,17,15.66666667,,240,114.5,,,,
95816,425100,779.5,138,168,153,153,,364,490,,,,
95817,230400,721.6,200,210,215,208.3333333,,110,238,,,,
95818,445800,674.3333333,481,508,470,486.3333333,,392.5,88,,,,
95819,424500,751.25,133,128,136,132.3333333,,361,367.5,,,,
95822,194800,702.125,880,886,880,882,,84,168,,,,
95823,185300,655.2352941,1977,1928,1905,1936.666667,,72,50,,,,
95824,144300,659.5,246,231,238,238.3333333,,28,57,,,,
95826,244300,738.5,445,444,399,429.3333333,,128,309,,,,
95827,224800,698,296,302,285,294.3333333,,107,149,,,,
95828,203800,693.25,861,760,805,808.6666667,,94,133,,,,
95829,301700,760.2,588,554,509,550.3333333,,194,411,,,,
95831,356500,747.7777778,715,758,790,754.3333333,,257,353,,,,
95832,170200,660,158,148,164,156.6666667,,48,58,,,,
95833,272900,722.8333333,455,431,384,423.3333333,,160,246,,,,
95834,311500,750,567,468,454,496.3333333,,207,361,,,,
95835,305200,730,1048,992,1025,1021.666667,,202,271,,,,
95838,199200,691.4,778,811,818,802.3333333,,89,129,,,,
95843,304600,783.4,613,607,557,592.3333333,,201,506,,,,
95901,161900,767.4,103,99,100,100.6666667,,42,441,,,,
95926,255500,719.5714286,198,199,178,191.6666667,,140.5,229,,,,
95928,270100,702,36,31,29,32,,158,165.5,,,,
95961,169400,760.5,92,86,74,84,,47,412.5,,,,
95966,159000,665,91,76,72,79.66666667,,37,70,,,,
95991,189300,737,55,65,56,58.66666667,,77,305,,,,
95993,242300,763.6666667,61,58,63,60.66666667,,126,428.5,,,,
96001,217900,811,42,47,57,48.66666667,,103,631.5,,,,
96002,209900,750,41,43,46,43.33333333,,96,361,,,,
96003,234100,804.5,35,28,24,29,,117,601,,,,
96007,174000,758,14,17,19,16.66666667,,57,393,,,,
