Zip,zindex,as_avg_w,as_num11,as_num12,as_num13,as_num_avg,,zindex rank,avg_w rank,,,,
93274,147600,824.75,77,84,78,79.66666667,,26,106,,,,
93277,174600,865.7142857,270,253,246,256.3333333,,56,239,,,,
93291,192700,838.1111111,481,491,464,478.6666667,,78,142,,,,
93292,179400,848.6666667,166,177,161,168,,63,168,,,,
93301,162500,860,21,17,15,17.66666667,,39.5,218,,,,
93304,127200,729.6666667,78,68,60,68.66666667,,12,11,,,,
93306,159100,893,29,30,41,33.33333333,,35,346.5,,,,
93307,130000,772.25,84,82,79,81.66666667,,13,35,,,,
93308,173800,911,16,18,15,16.33333333,,53,444,,,,
93309,172800,775,76,87,93,85.33333333,,49,39,,,,
93311,266000,904.1,760,786,833,793,,145,405,,,,
93312,267200,923.2727273,274,274,279,275.6666667,,146,524,,,,
93313,206900,843.125,380,403,429,404,,93,152,,,,
93314,355600,898,53,35,46,44.66666667,,234,369.5,,,,
93401,615200,885,39,49,47,45,,546,308,,,,
93405,598800,923.8,79,76,83,79.33333333,,528,528,,,,
93420,573300,910.6666667,58,62,68,62.66666667,,507,441,,,,
93436,254400,780.3333333,54,62,63,59.66666667,,132,45,,,,
93442,510500,896,14,15,14,14.33333333,,452,359,,,,
93449,694100,898,12,14,14,13.33333333,,617,369.5,,,,
93455,353800,908.2,94,86,84,88,,233,428,,,,
93535,172700,868.5,32,29,23,28,,48,249,,,,
93536,259400,867.5714286,213,239,211,221,,138.5,245,,,,
93550,180500,832,18,13,11,14,,65,128.5,,,,
93551,302900,904.2857143,228,234,197,219.6666667,,184,407,,,,
93552,216300,858.5,36,28,27,30.33333333,,99,209,,,,
93555,151700,901.3333333,58,68,61,62.33333333,,29,389.5,,,,
93561,212400,880,28,27,24,26.33333333,,96,293,,,,
93609,138100,836,74,76,69,73,,21,135,,,,
93611,259400,891.25,1697,1665,1655,1672.333333,,138.5,338,,,,
93612,166800,866.4,249,242,285,258.6666667,,43,242,,,,
93619,373500,926,309,254,252,271.6666667,,256,540,,,,
93625,204200,859,157,151,156,154.6666667,,92,213,,,,
93630,173300,845,165,141,142,149.3333333,,51,156.5,,,,
93631,223500,897,67,66,58,63.66666667,,105,363.5,,,,
93637,176400,862,116,127,118,120.3333333,,59,227.5,,,,
93648,123000,921,11,11,12,11.33333333,,9,506,,,,
93650,107400,862,69,66,58,64.33333333,,6,227.5,,,,
93654,170100,873,43,40,33,38.66666667,,45,262,,,,
93657,173900,885.3333333,470,444,462,458.6666667,,54,309,,,,
93662,156300,871.8,186,189,179,184.6666667,,31,259,,,,
93701,94600,738.6,147,162,151,153.3333333,,3,17,,,,
93702,88400,732.6666667,691,615,610,638.6666667,,1,14,,,,
93703,120400,762,817,761,716,764.6666667,,7,27.5,,,,
93704,193800,787.875,442,431,408,427,,80,54,,,,
93705,133800,776.75,143,130,111,128,,15,42,,,,
93706,101700,764.5,792,734,728,751.3333333,,4,30,,,,
93710,200200,825.8,272,268,234,258,,87,107,,,,
93711,291500,828,47,51,55,51,,169,113,,,,
93720,278300,945.9,734,702,636,690.6666667,,157,646,,,,
93722,189900,826.6666667,1242,1051,1098,1130.333333,,75,110,,,,
93723,272600,786.25,182,181,173,178.6666667,,148,51,,,,
93725,133900,799.1666667,623,573,573,589.6666667,,16,67,,,,
93726,148100,790,955,931,910,932,,27,55,,,,
93727,188400,799.5,1784,1730,1705,1739.666667,,72,68,,,,
93728,130500,716,71,72,70,71,,14,6.5,,,,
93730,377600,959,403,466,513,460.6666667,,262,717,,,,
93901,398700,907,76,82,75,77.66666667,,286,423,,,,
93906,321700,889.8,107,102,91,100,,202,324.5,,,,
93908,704800,937.6666667,80,76,64,73.33333333,,625,597,,,,
93923,1187100,948,31,33,36,33.33333333,,770,663,,,,
93933,415600,826.8,164,155,141,153.3333333,,325,111,,,,
93940,617500,874.3333333,104,109,116,109.6666667,,547,269,,,,
93950,713000,936.5,131,131,129,130.3333333,,629,588.5,,,,
93955,375500,904.75,142,114,108,121.3333333,,258,411,,,,
94002,1210400,952,563,610,678,617,,776,687,,,,
94005,675800,904.5,56,51,48,51.66666667,,597,409,,,,
94010,2053900,965.4545455,796,863,878,845.6666667,,818,758,,,,
94014,598200,854.1111111,221,242,280,247.6666667,,527,193,,,,
94015,701000,892.6666667,836,881,892,869.6666667,,620,345,,,,
94019,904400,920.5,38,37,27,34,,717,500.5,,,,
94022,2764000,984,749,781,827,785.6666667,,831,821.5,,,,
94024,2211500,987.2,528,564,602,564.6666667,,823,828,,,,
94025,1641100,969.25,206,226,250,227.3333333,,814,778,,,,
94027,4583700,971.3333333,74,97,110,93.66666667,,834,783,,,,
94028,2986100,965,26,17,24,22.33333333,,832,754.5,,,,
94030,1189600,943.6,1165,1198,1202,1188.333333,,771,631,,,,
94040,1508700,958.6,562,618,628,602.6666667,,806,714,,,,
94041,1214900,899,24,28,29,27,,777,377.5,,,,
94043,909200,919.6666667,64,75,65,68,,718,498,,,,
94044,714100,887.6,164,173,184,173.6666667,,630,318,,,,
94061,1051900,954,21,30,30,27,,751,695,,,,
94062,1613400,924.6,184,178,155,172.3333333,,810,531,,,,
94063,691300,912,15,20,20,18.33333333,,612,452.5,,,,
94065,1090900,860,183,169,197,183,,757,218,,,,
94066,732000,920.5714286,283,314,328,308.3333333,,645,503,,,,
94070,1312500,961.7142857,225,258,205,229.3333333,,791,739,,,,
94080,698500,911.7777778,470,525,526,507,,618,450,,,,
94085,732900,917,125,115,123,121,,647,484.5,,,,
94086,987800,920.75,350,363,333,348.6666667,,737,505,,,,
94087,1385900,964.3333333,2525,2682,2744,2650.333333,,798,750.5,,,,
94089,748000,938,51,47,46,48,,656,599,,,,
94102,783000,832,75,83,72,76.66666667,,678,128.5,,,,
94103,886800,838,46,45,34,41.66666667,,713,140,,,,
94107,1007000,823.5,69,80,67,72,,743,104,,,,
94108,845500,859,365,357,374,365.3333333,,703,213,,,,
94109,933300,866,1369,1293,1157,1273,,726,241,,,,
94110,1110000,779.75,141,186,199,175.3333333,,760,44,,,,
94112,736900,880.5555556,1019,924,868,937,,650,297,,,,
94114,1504000,860.4,220,244,218,227.3333333,,805,221.5,,,,
94115,1285300,886.6,383,435,412,410,,787,314,,,,
94116,930600,909.1666667,2247,2170,2216,2211,,725,434.5,,,,
94117,1312000,771.6666667,54,79,129,87.33333333,,790,33,,,,
94118,1618400,890.25,760,667,623,683.3333333,,811,327,,,,
94121,1198300,892.6,2258,2039,2045,2114,,774,344,,,,
94122,980300,925.4,1816,1799,1779,1798,,733,536,,,,
94123,2103500,909,815,788,724,775.6666667,,821,431.5,,,,
94124,610100,737,215,221,167,201,,538,15.5,,,,
94127,1259100,911.5,751,697,717,721.6666667,,781,448.5,,,,
94131,1235800,891,439,407,405,417,,780,334,,,,
94132,854100,930,1257,1238,1228,1241,,707,556.5,,,,
94133,1173000,870.4,793,823,815,810.3333333,,769,254,,,,
94134,677100,839.7142857,953,1006,1060,1006.333333,,599,149,,,,
94301,2720900,970,449,489,526,488,,829,780,,,,
94303,1384300,983.25,557,598,632,595.6666667,,797,819.5,,,,
94305,2307200,965,154,153,172,159.6666667,,826,754.5,,,,
94306,1905500,980.75,1681,1733,1811,1741.666667,,817,812.5,,,,
94401,703600,945.75,303,316,363,327.3333333,,624,644.5,,,,
94402,1392400,926.3333333,641,523,527,563.6666667,,799,543,,,,
94403,960600,902.2857143,437,355,359,383.6666667,,731,399,,,,
94404,1046800,962.75,1156,1081,1128,1121.666667,,750,742.5,,,,
94501,727800,888.1333333,2081,2043,1952,2025.333333,,641,320,,,,
94502,733400,961.5,320,303,317,313.3333333,,648,737,,,,
94503,419400,864.3333333,112,139,151,134,,332,234.5,,,,
94505,519100,917,20,21,21,20.66666667,,464,484.5,,,,
94506,1147500,979.75,454,472,479,468.3333333,,763,809,,,,
94507,1463200,974.6666667,83,83,86,84,,803,793,,,,
94509,273500,812.3333333,100,106,102,102.6666667,,150,86,,,,
94510,510400,946,187,167,164,172.6666667,,451,648,,,,
94513,452000,894.9090909,353,396,419,389.3333333,,381.5,353,,,,
94517,678500,948,64,71,67,67.33333333,,602,663,,,,
94518,521800,792,115,103,82,100,,465,56,,,,
94519,414900,961,38,36,34,36,,322,731,,,,
94520,339000,762,55,52,44,50.33333333,,219,27.5,,,,
94521,499800,861.75,366,363,373,367.3333333,,444,225,,,,
94523,596100,910.5555556,472,484,480,478.6666667,,524,440,,,,
94525,377200,820,70,71,69,70,,261,97.5,,,,
94526,990400,961.3333333,621,591,622,611.3333333,,738,734.5,,,,
94530,675600,853.2,432,477,487,465.3333333,,596,189,,,,
94531,360800,860.5555556,532,564,470,522,,244,223,,,,
94533,262000,849,320,352,358,343.3333333,,141,170,,,,
94534,426900,904.625,311,370,355,345.3333333,,345,410,,,,
94536,693800,930.5,3069,3210,3357,3212,,616,560,,,,
94538,644400,892.0714286,2514,2605,2783,2634,,563,341,,,,
94539,1192900,989,5407,5539,5682,5542.666667,,772,829.5,,,,
94541,436400,851.1428571,153,161,179,164.3333333,,360,177,,,,
94542,669000,879,68,75,80,74.33333333,,590,287,,,,
94544,443000,810.6666667,309,287,277,291,,365,83,,,,
94545,455700,865.75,521,511,522,518,,387.5,240,,,,
94546,581500,918.6666667,935,989,1034,986,,515,495,,,,
94547,457800,849,442,442,454,446,,392,170,,,,
94549,1226400,957.6666667,329,350,333,337.3333333,,779,708,,,,
94550,672600,915.8571429,351,312,322,328.3333333,,593.5,478,,,,
94551,563900,892.25,139,125,125,129.6666667,,499,343,,,,
94552,823300,974.6666667,626,626,594,615.3333333,,696,793,,,,
94553,460300,927.4,120,125,123,122.6666667,,393,546,,,,
94555,722200,978.6666667,1209,1287,1395,1297,,636,805,,,,
94556,1108400,984.4,347,355,359,353.6666667,,759,823,,,,
94558,494300,831.5,32,27,34,31,,439,125,,,,
94560,581900,881.6,774,774,737,761.6666667,,516,300,,,,
94561,337400,847,101,103,106,103.3333333,,218,164.5,,,,
94563,1274300,976.1666667,452,420,428,433.3333333,,784,802,,,,
94564,405100,815.6666667,350,342,337,343,,301,91,,,,
94565,293900,828.5,263,269,246,259.3333333,,174,114.5,,,,
94566,919800,971.875,1722,1880,1866,1822.666667,,721,785,,,,
94568,672000,936.8571429,882,941,1097,973.3333333,,592,593,,,,
94572,380500,823,56,51,54,53.66666667,,269,102,,,,
94577,469000,854.2857143,775,757,750,760.6666667,,408,195,,,,
94578,437300,853,95,87,84,88.66666667,,361,188,,,,
94579,469700,898.75,404,452,446,434,,410,376,,,,
94580,447900,869.4,712,723,749,728,,378,251,,,,
94582,944400,985.5,3267,3791,4176,3744.666667,,728,825,,,,
94583,778700,964.1111111,1213,1316,1412,1313.666667,,674,749,,,,
94585,286000,839,90,125,121,112,,165,145,,,,
94587,604100,878.125,1353,1383,1390,1375.333333,,532,284,,,,
94588,789400,970.5,1529,1646,1681,1618.666667,,679,781,,,,
94589,236000,890,82,90,88,86.66666667,,119,326,,,,
94591,323100,801.75,154,167,161,160.6666667,,205,69,,,,
94595,476400,951,30,38,44,37.33333333,,417,679.5,,,,
94596,804600,934.6666667,185,211,189,195,,687,585,,,,
94597,657200,943.5,165,162,188,171.6666667,,579,630,,,,
94598,826800,941.1428571,530,550,559,546.3333333,,697,617,,,,
94601,320000,827.1428571,162,150,166,159.3333333,,199,112,,,,
94602,660100,820.75,207,219,211,212.3333333,,584,99,,,,
94606,393700,861.8,722,757,721,733.3333333,,279,226,,,,
94607,409500,967,514,626,867,669,,312,767.5,,,,
94608,477100,843,145,155,147,149,,418,151,,,,
94609,667700,613.5,59,66,74,66.33333333,,589,1,,,,
94610,867900,867.75,949,909,777,878.3333333,,711,247,,,,
94611,942300,936.8181818,783,769,740,764,,727,591,,,,
94612,442700,817.5,134,126,95,118.3333333,,364,92,,,,
94618,1021600,933.5,78,73,76,75.66666667,,745,580,,,,
94619,533000,895.1666667,619,616,653,629.3333333,,476,356,,,,
94621,231600,940,18,19,13,16.66666667,,113,610.5,,,,
94702,688800,934,19,21,15,18.33333333,,611,581,,,,
94703,729400,882.6666667,124,135,131,130,,643,303,,,,
94704,790100,806.5,225,214,208,215.6666667,,681,79,,,,
94705,1263400,845,66,61,74,67,,782,156.5,,,,
94706,718100,928,924,785,786,831.6666667,,631,548.5,,,,
94707,1003600,914,16,22,20,19.33333333,,742,464,,,,
94708,997000,974,73,65,54,64,,741,790.5,,,,
94709,772100,895,30,31,21,27.33333333,,670,354.5,,,,
94710,662800,813,19,16,21,18.66666667,,585,87,,,,
94803,429100,845.1666667,323,335,344,334,,346,158,,,,
94804,299900,730.2,160,144,123,142.3333333,,178,12,,,,
94805,390700,773.3333333,100,107,122,109.6666667,,277,36,,,,
94806,293400,806.1,287,273,288,282.6666667,,171.5,78,,,,
94901,878500,930.2,119,119,128,122,,712,558,,,,
94903,772700,928.5,206,206,212,208,,671,551,,,,
94904,1474800,959,38,40,49,42.33333333,,804,717,,,,
94920,2292800,975.6666667,104,100,84,96,,824,798,,,,
94925,1071700,901,33,34,18,28.33333333,,754,388,,,,
94928,414300,860.4,163,157,144,154.6666667,,319,221.5,,,,
94930,742200,945,19,25,22,22,,653,637.5,,,,
94939,1331000,932.5,99,99,83,93.66666667,,792,576,,,,
94941,1273300,932,207,208,202,205.6666667,,783,570.5,,,,
94945,692300,909,47,54,57,52.66666667,,614.5,431.5,,,,
94947,625300,948.75,126,134,119,126.3333333,,549,668,,,,
94949,769200,948,28,21,25,24.66666667,,668,663,,,,
94954,500000,938.3333333,68,66,63,65.66666667,,445,602,,,,
94960,992700,902,31,31,33,31.66666667,,740,397,,,,
94965,1087800,832,11,12,19,14,,756,128.5,,,,
95003,728300,910,52,63,62,59,,642,437,,,,
95006,413700,907,85,92,100,92.33333333,,315,423,,,,
95008,890500,926.2,309,324,315,316,,714,542,,,,
95010,655600,932,15,15,17,15.66666667,,576,570.5,,,,
95014,1549900,975.2857143,7848,8099,8270,8072.333333,,807,796,,,,
95020,595400,932.125,216,226,242,228,,523,572,,,,
95023,404200,900.5,37,39,42,39.33333333,,298.5,384.5,,,,
95030,2063400,958,281,320,341,314,,819,711,,,,
95032,1335500,977,260,305,340,301.6666667,,793,804,,,,
95035,729500,925.5833333,3054,3195,3270,3173,,644,537,,,,
95037,779500,900.8,468,467,475,470,,675,387,,,,
95050,762900,885.8,255,244,229,242.6666667,,662,311,,,,
95051,859000,913.2727273,1487,1578,1580,1548.333333,,709,462,,,,
95054,816100,927.3333333,294,315,306,305,,693,545,,,,
95060,757300,911.5,67,60,52,59.66666667,,661,448.5,,,,
95062,677900,879,21,24,23,22.66666667,,600,287,,,,
95070,2073100,968.625,2028,2051,2074,2051,,820,776,,,,
95073,657000,856,12,12,12,12,,578,205.5,,,,
95111,532700,878.3636364,1538,1521,1570,1543,,475,285,,,,
95112,570500,904.3333333,378,399,383,386.6666667,,503,408,,,,
95116,483700,879,234,266,250,250,,425,287,,,,
95117,845300,915.6666667,171,172,175,172.6666667,,702,475,,,,
95118,782000,936.5714286,455,608,645,569.3333333,,677,590,,,,
95119,720100,947,295,318,356,323,,635,653.5,,,,
95120,1195000,980.75,1396,2019,2013,1809.333333,,773,812.5,,,,
95121,610000,915.8,2356,2372,2325,2351,,537,476,,,,
95122,499500,882.625,1528,1610,1594,1577.333333,,443,302,,,,
95123,683400,906,1455,1457,1392,1434.666667,,608,417,,,,
95124,896300,965.7,746,809,887,814,,716,759,,,,
95125,955100,916,296,419,420,378.3333333,,729,479,,,,
95126,673800,884,93,118,117,109.3333333,,595,307,,,,
95127,548200,888.3333333,590,582,568,580,,491,321.5,,,,
95128,743300,843.5,115,112,108,111.6666667,,654,153,,,,
95129,1277400,971.7777778,3830,3935,4108,3957.666667,,785,784,,,,
95130,980700,980.25,426,446,478,450,,734,810,,,,
95131,706700,845.75,658,795,745,732.6666667,,627,160,,,,
95132,746900,911,3128,3206,3188,3174,,655,444,,,,
95133,609700,864.3333333,1219,1244,1159,1207.333333,,535,234.5,,,,
95135,922500,984.6666667,1521,1618,1694,1611,,722,824,,,,
95136,707200,891.2,369,428,407,401.3333333,,628,337,,,,
95138,927000,966.5,402,408,422,410.6666667,,724,765,,,,
95139,672600,905.5,116,110,112,112.6666667,,593.5,414,,,,
95148,723200,920.5454545,3230,3350,3479,3353,,637,502,,,,
95203,142900,756,26,30,31,29,,23,25,,,,
95204,158400,729.5,261,252,219,244,,33,10,,,,
95205,106800,742.4285714,145,153,171,156.3333333,,5,19,,,,
95206,174900,738.9411765,999,950,945,964.6666667,,57,18,,,,
95207,179100,808.9090909,828,831,826,828.3333333,,62,82,,,,
95209,244100,802.25,1166,1122,1131,1139.666667,,124,72,,,,
95210,162500,783.125,1275,1273,1210,1252.666667,,39.5,49,,,,
95212,275800,812.1111111,1464,1477,1552,1497.666667,,153,85,,,,
95215,121900,754,174,156,130,153.3333333,,8,24,,,,
95219,307600,854,330,324,318,324,,190,191.5,,,,
95236,330600,814,15,12,13,13.33333333,,213,88,,,,
95240,219500,728.1428571,328,345,344,339,,103,9,,,,
95242,306700,805.5714286,245,248,242,245,,189,76,,,,
95304,481900,912,32,48,45,41.66666667,,423,452.5,,,,
95307,200600,850.3,375,347,326,349.3333333,,89,173,,,,
95320,252200,807,16,12,15,14.33333333,,130,80,,,,
95330,288700,775,268,287,296,283.6666667,,166,39,,,,
95336,257800,847.8181818,393,397,390,393.3333333,,136,166,,,,
95337,324500,852.5,126,142,144,137.3333333,,207,185.5,,,,
95340,187400,798,610,547,535,564,,71,62.5,,,,
95348,201300,823.25,551,565,540,552,,90,103,,,,
95350,193400,830.1428571,302,273,287,287.3333333,,79,122,,,,
95351,139200,787.1,488,515,499,500.6666667,,22,52,,,,
95354,164400,839.5,32,31,32,31.66666667,,42,147,,,,
95355,246900,887.1,455,450,480,461.6666667,,127,316,,,,
95356,265900,858.6666667,137,170,174,160.3333333,,144,210,,,,
95357,231700,828.6666667,103,88,82,91,,114,116,,,,
95358,173400,829.6666667,68,64,72,68,,52,119,,,,
95363,252000,861.6666667,96,93,98,95.66666667,,129,224,,,,
95366,339300,975,12,13,18,14.33333333,,220,795,,,,
95367,233600,881,27,29,32,29.33333333,,115,298.5,,,,
95368,242000,830.5,40,46,48,44.66666667,,122,123,,,,
95370,217900,849,12,11,11,11.33333333,,101.5,170,,,,
95376,314800,855.9333333,901,932,941,924.6666667,,194,203,,,,
95377,414600,863.4,531,574,581,562,,320,232,,,,
95380,198100,852.25,123,114,116,117.6666667,,84,182.5,,,,
95382,277100,851.8333333,306,310,311,309,,155,180,,,,
95386,180200,836,102,92,104,99.33333333,,64,135,,,,
95388,127000,874.5,60,51,44,51.66666667,,11,270,,,,
95391,487100,941.3333333,301,357,405,354.3333333,,431.5,619,,,,
95401,387500,906,66,64,60,63.33333333,,273,417,,,,
95403,429600,857.6666667,74,83,85,80.66666667,,347,208,,,,
95405,445700,936.5,39,38,31,36,,368,588.5,,,,
95407,387700,855.5,102,112,105,106.3333333,,274,201.5,,,,
95409,536500,947,45,51,49,48.33333333,,479,653.5,,,,
95472,653200,891,29,20,21,23.33333333,,573.5,334,,,,
95476,591300,771,17,19,17,17.66666667,,522,32,,,,
95482,284700,881,17,16,16,16.33333333,,161,298.5,,,,
95492,483600,832,48,54,57,53,,424,128.5,,,,
95501,216800,799,158,151,150,153,,100,66,,,,
95503,230600,775,75,88,76,79.66666667,,110,39,,,,
95521,276100,917,19,19,25,21,,154,484.5,,,,
95603,340900,868,15,12,11,12.66666667,,222,248,,,,
95605,173100,722,63,61,75,66.33333333,,50,8,,,,
95608,430500,901.3333333,350,405,446,400.3333333,,350,389.5,,,,
95610,241500,826,12,14,14,13.33333333,,120,108,,,,
95616,578700,918.3333333,874,882,836,864,,512,492.5,,,,
95618,536700,950,115,122,103,113.3333333,,480,672.5,,,,
95620,333400,806,13,14,13,13.33333333,,217,77,,,,
95621,275000,794.5,32,28,28,29.33333333,,152,59,,,,
95624,329700,871.625,2698,2784,2824,2768.666667,,212,258,,,,
95628,417000,873,128,146,146,140,,328,262,,,,
95630,424600,955.5833333,1138,1241,1305,1228,,342,704,,,,
95632,254700,877.3333333,45,45,43,44.33333333,,133,281,,,,
95638,455200,716,11,11,11,11,,386,6.5,,,,
95648,379300,870.3333333,152,163,173,162.6666667,,267,253,,,,
95650,473700,991,15,21,22,19.33333333,,414,831,,,,
95655,301600,838.5,48,63,58,56.33333333,,180,143,,,,
95660,157400,805.2,103,93,96,97.33333333,,32,75,,,,
95661,379100,945.5,258,269,280,269,,266,641.5,,,,
95662,330800,880.25,114,108,117,113,,214,294,,,,
95667,279600,910,36,47,57,46.66666667,,158,437,,,,
95670,235800,826.4,331,328,296,318.3333333,,118,109,,,,
95677,348700,940.4,145,153,150,149.3333333,,230,613,,,,
95678,291300,915.2,245,269,223,245.6666667,,168,473,,,,
95682,360100,871.5,41,41,40,40.66666667,,243,257,,,,
95687,322200,862.6,150,136,123,136.3333333,,204,229,,,,
95688,405900,875.25,116,101,85,100.6666667,,305,273,,,,
95691,295400,867,453,474,461,462.6666667,,175,243,,,,
95692,227300,759,16,17,14,15.66666667,,107.5,26,,,,
95695,263400,798.25,136,123,136,131.6666667,,142,64.5,,,,
95742,343900,939,87,101,103,97,,226,604,,,,
95746,650400,960.5,223,239,233,231.6666667,,568,726,,,,
95747,391600,909,550,585,536,557,,278,431.5,,,,
95757,378600,912,1860,1930,1990,1926.666667,,265,452.5,,,,
95758,293400,887.5,1021,996,1008,1008.333333,,171.5,317,,,,
95762,532600,959.2222222,440,475,487,467.3333333,,474,719,,,,
95765,405200,939.375,341,374,391,368.6666667,,302.5,606,,,,
95776,285500,793.5,166,160,136,154,,163.5,57,,,,
95816,425100,890.5,263,253,238,251.3333333,,344,329,,,,
95817,230400,829,14,12,13,13,,109,117.5,,,,
95818,445800,831.5714286,566,593,575,578,,369.5,126,,,,
95819,424500,839.6666667,85,80,69,78,,340,148,,,,
95822,194800,801.9230769,693,663,655,670.3333333,,81,70,,,,
95823,185300,775.7142857,1902,1781,1771,1818,,69,41,,,,
95824,144300,782,868,841,828,845.6666667,,25,46,,,,
95826,244300,838,159,172,191,174,,125,140,,,,
95827,224800,834.75,130,116,117,121,,106,132,,,,
95828,203800,798.25,1722,1688,1627,1679,,91,64.5,,,,
95829,301700,877.2,1098,1142,1157,1132.333333,,181,280,,,,
95831,356500,855.1111111,1103,1115,1202,1140,,236,199,,,,
95832,170200,745.5,325,329,339,331,,46,22,,,,
95833,272900,794.6666667,199,210,200,203,,149,60,,,,
95834,311500,869.8,401,454,451,435.3333333,,192,252,,,,
95835,305200,851.4285714,805,758,759,774,,188,178,,,,
95838,199200,777,1032,967,944,981,,86,43,,,,
95843,304600,843.8,544,569,581,564.6666667,,187,154,,,,
95901,161900,753.5,216,211,217,214.6666667,,38,23,,,,
95926,255500,773.5454545,463,462,424,449.6666667,,135,37,,,,
95928,270100,807.75,142,119,112,124.3333333,,147,81,,,,
95945,285400,802,17,21,20,19.33333333,,162,71,,,,
95953,163000,815.3333333,166,158,143,155.6666667,,41,90,,,,
95961,169400,762.8333333,423,390,362,391.6666667,,44,29,,,,
95965,154100,787.75,297,275,259,277,,30,53,,,,
95966,159000,743.4,530,505,445,493.3333333,,34,20,,,,
95991,189300,854.3333333,488,508,514,503.3333333,,74,196,,,,
95993,242300,831,997,1097,1094,1062.666667,,123,124,,,,
96001,217900,902,106,111,112,109.6666667,,101.5,397,,,,
96002,209900,823.7142857,225,198,205,209.3333333,,94,105,,,,
96003,234100,896.5,45,45,58,49.33333333,,116,360.5,,,,
96019,150900,782.5,45,34,26,35,,28,47,,,,
96150,342100,856,21,18,15,18,,225,205.5,,,,
