Zip,zindex,hi_avg_w,hi_num11,hi_num12,hi_num13,hi_num_avg
95616,578700.0,772.25,883.0,914.0,916.0,904.333333333
93710,200200.0,772.0,1188.0,1126.0,1149.0,1154.33333333
92081,466600.0,771.666666667,1514.0,1536.0,1541.0,1530.33333333
94930,742200.0,771.5,63.0,71.0,81.0,71.6666666667
92585,280300.0,771.4,2579.0,2631.0,2709.0,2639.66666667
95388,127000.0,771.4,1120.0,1109.0,1148.0,1125.66666667
94608,477100.0,771.166666667,549.0,635.0,694.0,626.0
95321,209900.0,771.0,34.0,36.0,38.0,36.0
93667,238900.0,771.0,35.0,53.0,47.0,45.0
93453,459600.0,771.0,41.0,37.0,32.0,36.6666666667
92672,765100.0,771.0,837.0,814.0,830.0,827.0
96002,209900.0,771.0,510.0,521.0,581.0,537.333333333
90660,370700.0,770.785714286,7361.0,7200.0,7018.0,7193.0
93060,361100.0,770.666666667,437.0,449.0,454.0,446.666666667
94571,276100.0,770.666666667,234.0,253.0,275.0,254.0
95361,258000.0,770.625,1045.0,1139.0,1104.0,1096.0
92058,386200.0,770.125,1840.0,1854.0,1872.0,1855.33333333
92377,317300.0,770.0,3281.0,3400.0,3459.0,3380.0
92866,532300.0,770.0,571.0,560.0,553.0,561.333333333
95835,305200.0,770.0,1192.0,1232.0,1296.0,1240.0
93513,181000.0,770.0,11.0,16.0,16.0,14.3333333333
95678,291300.0,769.9,1097.0,1148.0,1155.0,1133.33333333
93960,252200.0,769.75,3133.0,3176.0,3226.0,3178.33333333
91306,448200.0,769.714285714,2697.0,2773.0,2666.0,2712.0
92065,433000.0,769.444444444,1407.0,1378.0,1404.0,1396.33333333
92555,296400.0,769.142857143,3694.0,3634.0,3635.0,3654.33333333
92040,408900.0,769.0,972.0,990.0,1085.0,1015.66666667
94579,469700.0,769.0,687.0,679.0,656.0,674.0
91335,422400.0,768.789473684,6183.0,5854.0,5795.0,5944.0
92057,382000.0,768.727272727,4067.0,4208.0,4306.0,4193.66666667
92021,382400.0,768.6,1770.0,1683.0,1673.0,1708.66666667
95687,322200.0,768.222222222,1422.0,1574.0,1643.0,1546.33333333
95448,584400.0,768.2,887.0,851.0,833.0,857.0
95356,265900.0,768.0,586.0,870.0,927.0,794.333333333
90303,404000.0,768.0,2086.0,1975.0,1937.0,1999.33333333
93625,204200.0,768.0,1185.0,1192.0,1241.0,1206.0
92346,264600.0,768.0,3228.0,3226.0,3259.0,3237.66666667
90029,659100.0,767.75,1976.0,1932.0,1848.0,1918.66666667
93722,189900.0,767.615384615,4592.0,4279.0,4446.0,4439.0
92399,303100.0,767.5,2076.0,2280.0,2344.0,2233.33333333
92501,248200.0,767.333333333,745.0,790.0,819.0,784.666666667
92683,528200.0,767.25,3638.0,3660.0,3639.0,3645.66666667
91755,545500.0,767.0,980.0,957.0,954.0,963.666666667
90621,467200.0,767.0,2498.0,2543.0,2489.0,2510.0
90292,821800.0,767.0,258.0,238.0,229.0,241.666666667
93451,296000.0,766.5,191.0,211.0,216.0,206.0
91710,408200.0,766.4,7531.0,7430.0,7379.0,7446.66666667
91384,468800.0,766.4,799.0,932.0,936.0,889.0
92220,186500.0,766.333333333,1774.0,1779.0,1733.0,1762.0
94513,452000.0,766.142857143,2625.0,2712.0,2844.0,2727.0
91748,562900.0,766.0,1939.0,1977.0,1925.0,1947.0
93662,156300.0,766.0,3901.0,3931.0,3978.0,3936.66666667
90040,331600.0,766.0,997.0,999.0,1038.0,1011.33333333
93610,154700.0,765.714285714,1416.0,1401.0,1451.0,1422.66666667
92780,574400.0,765.692307692,5181.0,5273.0,5351.0,5268.33333333
94531,360800.0,765.555555556,1734.0,1842.0,1832.0,1802.66666667
95212,275800.0,765.333333333,1864.0,1890.0,1896.0,1883.33333333
94080,698500.0,765.166666667,2863.0,2904.0,2984.0,2917.0
91733,395300.0,765.0,3751.0,3705.0,3612.0,3689.33333333
95328,138800.0,765.0,248.0,271.0,296.0,271.666666667
93553,219200.0,765.0,152.0,156.0,161.0,156.333333333
92262,312700.0,764.5,1737.0,1784.0,1798.0,1773.0
90260,430300.0,764.416666667,5453.0,5601.0,5705.0,5586.33333333
90301,321600.0,764.25,3013.0,2812.0,2831.0,2885.33333333
90250,467300.0,763.625,5555.0,5791.0,5845.0,5730.33333333
92056,412800.0,763.5,1627.0,1761.0,1793.0,1727.0
95368,242000.0,763.5,1140.0,1170.0,1137.0,1149.0
95252,245600.0,763.333333333,187.0,199.0,221.0,202.333333333
91935,602900.0,763.25,313.0,281.0,287.0,293.666666667
90804,399100.0,763.2,2776.0,2782.0,2812.0,2790.0
92844,435900.0,763.125,1388.0,1465.0,1497.0,1450.0
92805,418400.0,763.1,7483.0,7333.0,7240.0,7352.0
94015,701000.0,763.0,1011.0,1002.0,983.0,998.666666667
96013,121900.0,763.0,44.0,59.0,60.0,54.3333333333
96007,174000.0,762.875,266.0,294.0,365.0,308.333333333
95993,242300.0,762.75,1295.0,1328.0,1366.0,1329.66666667
92801,424600.0,762.727272727,5678.0,5619.0,5601.0,5632.66666667
90241,488300.0,762.571428571,7348.0,7396.0,7619.0,7454.33333333
90022,336600.0,762.538461538,7710.0,7653.0,7765.0,7709.33333333
95348,201300.0,762.5,1816.0,1863.0,1952.0,1877.0
94574,965100.0,762.25,465.0,486.0,495.0,482.0
91016,560300.0,762.1,2455.0,2537.0,2534.0,2508.66666667
95382,277100.0,762.0,2240.0,2322.0,2320.0,2294.0
95327,193300.0,762.0,44.0,45.0,50.0,46.3333333333
92276,158500.0,762.0,340.0,335.0,331.0,335.333333333
91605,423200.0,761.875,3125.0,3156.0,3132.0,3137.66666667
91977,359000.0,761.833333333,3538.0,3464.0,3460.0,3487.33333333
93003,493400.0,761.571428571,2954.0,3038.0,3087.0,3026.33333333
91706,361100.0,761.4,10124.0,9826.0,9589.0,9846.33333333
92374,291200.0,761.363636364,4267.0,4388.0,4362.0,4339.0
95519,264500.0,760.75,119.0,115.0,123.0,119.0
90066,986400.0,760.583333333,3285.0,3042.0,2955.0,3094.0
90710,472800.0,760.5,2248.0,2159.0,2064.0,2157.0
95006,413700.0,760.5,197.0,248.0,273.0,239.333333333
96130,115800.0,760.333333333,207.0,216.0,245.0,222.666666667
92704,416700.0,760.1,13988.0,13924.0,14142.0,14018.0
90731,496200.0,760.076923077,5039.0,4802.0,4764.0,4868.33333333
92335,255000.0,759.882352941,10557.0,10306.0,10331.0,10398.0
93704,193800.0,759.727272727,4614.0,4732.0,4724.0,4690.0
92606,691400.0,759.666666667,109.0,117.0,133.0,119.666666667
95713,285700.0,759.5,66.0,66.0,61.0,64.3333333333
90006,511800.0,759.285714286,3641.0,3501.0,3367.0,3503.0
91752,405200.0,759.25,2283.0,2290.0,2238.0,2270.33333333
92201,198700.0,759.166666667,8476.0,8466.0,8618.0,8520.0
95632,254700.0,759.111111111,2346.0,2371.0,2405.0,2374.0
93527,174800.0,759.0,23.0,22.0,21.0,22.0
95118,782000.0,758.222222222,1849.0,2018.0,2018.0,1961.66666667
94587,604100.0,757.75,1900.0,2005.0,2038.0,1981.0
90023,316700.0,757.692307692,7754.0,7455.0,7204.0,7471.0
92509,285500.0,757.684210526,9037.0,9131.0,9290.0,9152.66666667
91320,614200.0,757.666666667,1106.0,1083.0,1067.0,1085.33333333
92843,439000.0,757.545454545,4220.0,4239.0,4235.0,4231.33333333
95503,230600.0,757.5,251.0,267.0,246.0,254.666666667
91406,453400.0,757.384615385,5118.0,5050.0,5174.0,5114.0
96021,132100.0,757.375,1175.0,1146.0,1171.0,1164.0
92315,296800.0,757.333333333,340.0,337.0,360.0,345.666666667
92840,447800.0,757.25,3994.0,3922.0,3960.0,3958.66666667
93445,338300.0,757.0,245.0,239.0,235.0,239.666666667
91762,325400.0,757.0,8530.0,8362.0,8388.0,8426.66666667
95304,481900.0,757.0,450.0,473.0,528.0,483.666666667
94928,414300.0,756.888888889,1378.0,1441.0,1494.0,1437.66666667
94803,429100.0,756.833333333,733.0,776.0,832.0,780.333333333
95631,277400.0,756.666666667,58.0,57.0,53.0,56.0
94515,569800.0,756.5,426.0,450.0,465.0,447.0
92337,302100.0,756.363636364,5382.0,5850.0,5868.0,5700.0
95667,279600.0,756.333333333,831.0,882.0,937.0,883.333333333
95969,195000.0,756.333333333,238.0,237.0,255.0,243.333333333
95453,217500.0,756.333333333,233.0,245.0,269.0,249.0
95010,655600.0,756.0,194.0,199.0,212.0,201.666666667
93021,573700.0,755.9,1979.0,2005.0,2026.0,2003.33333333
91731,402300.0,755.833333333,3007.0,2957.0,2991.0,2985.0
90016,431100.0,755.75,2044.0,2109.0,2167.0,2106.66666667
92227,147200.0,755.555555556,3538.0,3599.0,3611.0,3582.66666667
93640,117200.0,755.5,1812.0,1891.0,1944.0,1882.33333333
90220,269200.0,755.5,4570.0,4580.0,4473.0,4541.0
91754,546500.0,755.428571429,1569.0,1610.0,1639.0,1606.0
93274,147600.0,755.391304348,7744.0,8101.0,8367.0,8070.66666667
91768,319900.0,755.222222222,4087.0,4057.0,3637.0,3927.0
91792,435700.0,755.0,871.0,891.0,891.0,884.333333333
92865,548700.0,755.0,630.0,646.0,658.0,644.666666667
91390,548800.0,755.0,55.0,50.0,51.0,52.0
95054,816100.0,755.0,374.0,394.0,424.0,397.333333333
90007,491200.0,755.0,8549.0,8461.0,8404.0,8471.33333333
95148,723200.0,754.818181818,2822.0,2650.0,2668.0,2713.33333333
91343,456200.0,754.785714286,6682.0,6542.0,6681.0,6635.0
96137,313500.0,754.5,23.0,28.0,27.0,26.0
92117,513200.0,754.5,2849.0,2753.0,2709.0,2770.33333333
95628,417000.0,754.428571429,671.0,698.0,743.0,704.0
91770,490600.0,754.214285714,3197.0,3077.0,3023.0,3099.0
92102,363200.0,754.058823529,3495.0,3654.0,3757.0,3635.33333333
93267,116300.0,754.0,1107.0,1116.0,1143.0,1122.0
95640,227400.0,754.0,51.0,55.0,55.0,53.6666666667
93444,473600.0,753.666666667,807.0,776.0,802.0,795.0
91001,650900.0,753.142857143,1050.0,1034.0,1064.0,1049.33333333
92627,665300.0,753.0,2434.0,2559.0,2501.0,2498.0
96025,128900.0,753.0,22.0,12.0,16.0,16.6666666667
95236,330600.0,753.0,374.0,377.0,403.0,384.666666667
90502,371800.0,753.0,607.0,593.0,598.0,599.333333333
95116,483700.0,752.416666667,3349.0,3484.0,3584.0,3472.33333333
95326,265800.0,752.4,934.0,923.0,946.0,934.333333333
93646,116000.0,752.4,1752.0,1768.0,1824.0,1781.33333333
93065,485800.0,752.166666667,3533.0,4151.0,3942.0,3875.33333333
95726,217800.0,752.0,54.0,59.0,66.0,59.6666666667
92311,93000.0,751.8,1809.0,1859.0,1825.0,1831.0
92583,184500.0,751.666666667,3806.0,3898.0,4017.0,3907.0
93277,174600.0,751.625,4050.0,4206.0,4322.0,4192.66666667
91206,657400.0,751.6,875.0,909.0,875.0,886.333333333
95954,160600.0,751.5,78.0,71.0,53.0,67.3333333333
95003,728300.0,751.4,705.0,701.0,741.0,715.666666667
95307,200600.0,751.066666667,4916.0,4931.0,4972.0,4939.66666667
96027,170100.0,751.0,22.0,20.0,23.0,21.6666666667
92707,380100.0,750.909090909,6882.0,6750.0,6854.0,6828.66666667
95035,729500.0,750.769230769,1597.0,1512.0,1508.0,1539.0
91331,357500.0,750.666666667,9228.0,9001.0,8835.0,9021.33333333
92879,363300.0,750.625,2552.0,2666.0,2748.0,2655.33333333
95403,429600.0,750.5,594.0,633.0,668.0,631.666666667
93446,386800.0,750.5,687.0,718.0,728.0,711.0
95136,707200.0,750.2,1024.0,1014.0,1063.0,1033.66666667
93601,279900.0,750.0,19.0,17.0,16.0,17.3333333333
94547,457800.0,750.0,446.0,450.0,457.0,451.0
90706,401700.0,749.875,3825.0,3801.0,3699.0,3775.0
94560,581900.0,749.583333333,2403.0,2461.0,2443.0,2435.66666667
90255,334400.0,749.266666667,12498.0,11921.0,10016.0,11478.3333333
92407,234600.0,749.2,5332.0,5400.0,5604.0,5445.33333333
94601,320000.0,749.058823529,2814.0,2914.0,3059.0,2929.0
96080,145500.0,749.0,727.0,742.0,758.0,742.333333333
92325,165100.0,749.0,97.0,87.0,85.0,89.6666666667
95436,390500.0,749.0,72.0,64.0,58.0,64.6666666667
91010,429800.0,748.875,2139.0,2076.0,2046.0,2087.0
90042,513700.0,748.846153846,5183.0,4751.0,4550.0,4828.0
93306,159100.0,748.611111111,9389.0,9798.0,10093.0,9760.0
91702,366600.0,748.571428571,5569.0,5299.0,5181.0,5349.66666667
95961,169400.0,748.545454545,1536.0,1550.0,1621.0,1569.0
92545,211600.0,748.5,2711.0,2789.0,2884.0,2794.66666667
94610,867900.0,748.4,573.0,663.0,777.0,671.0
91763,332800.0,748.363636364,5846.0,5847.0,5940.0,5877.66666667
91722,401500.0,748.222222222,3841.0,3769.0,3603.0,3737.66666667
93023,612300.0,748.142857143,689.0,715.0,696.0,700.0
95004,499200.0,748.0,182.0,187.0,185.0,184.666666667
95623,266900.0,748.0,87.0,71.0,103.0,87.0
94591,323100.0,748.0,969.0,1117.0,1149.0,1078.33333333
90745,400900.0,747.909090909,4547.0,4047.0,3613.0,4069.0
92802,447600.0,747.833333333,3219.0,3179.0,3149.0,3182.33333333
95401,387500.0,747.75,501.0,495.0,510.0,502.0
95928,270100.0,747.666666667,571.0,599.0,619.0,596.333333333
92115,397100.0,747.636363636,2634.0,2676.0,2911.0,2740.33333333
93420,573300.0,747.571428571,1145.0,1143.0,1164.0,1150.66666667
95901,161900.0,747.545454545,962.0,1050.0,1109.0,1040.33333333
90038,686200.0,747.25,1903.0,1796.0,1699.0,1799.33333333
92544,192300.0,747.222222222,2073.0,2065.0,2122.0,2086.66666667
91311,532200.0,747.142857143,2349.0,2322.0,2211.0,2294.0
92243,159400.0,747.05,7653.0,7672.0,7952.0,7759.0
92285,70400.0,747.0,49.0,38.0,37.0,41.3333333333
94602,660100.0,747.0,412.0,392.0,369.0,391.0
92372,206700.0,747.0,85.0,99.0,98.0,94.0
90704,576600.0,747.0,330.0,336.0,342.0,336.0
90501,545800.0,747.0,1395.0,1423.0,1577.0,1465.0
92308,176100.0,746.857142857,1763.0,1923.0,2114.0,1933.33333333
95125,955100.0,746.461538462,3250.0,3141.0,3155.0,3182.0
93442,510500.0,746.0,220.0,241.0,258.0,239.666666667
92234,231100.0,745.777777778,5672.0,5734.0,5580.0,5662.0
95521,276100.0,745.75,153.0,155.0,171.0,159.666666667
95209,244100.0,745.692307692,1829.0,1900.0,1980.0,1903.0
92806,501000.0,745.5,4781.0,4953.0,4946.0,4893.33333333
96094,147000.0,745.333333333,87.0,80.0,80.0,82.3333333333
94580,447900.0,745.2,3060.0,3137.0,3193.0,3130.0
95458,118300.0,745.0,31.0,22.0,34.0,29.0
94533,262000.0,745.0,3095.0,3314.0,3750.0,3386.33333333
95690,291400.0,745.0,77.0,77.0,80.0,78.0
90605,408100.0,744.7,4181.0,4240.0,4717.0,4379.33333333
90805,345800.0,744.692307692,6796.0,6642.0,6692.0,6710.0
94525,377200.0,744.5,208.0,199.0,209.0,205.333333333
94545,455700.0,744.444444444,2340.0,2431.0,2504.0,2425.0
95945,285400.0,744.0,244.0,246.0,281.0,257.0
90019,807000.0,744.0,3908.0,3658.0,3464.0,3676.66666667
93725,133900.0,743.6,2356.0,2355.0,2418.0,2376.33333333
95953,163000.0,743.6,745.0,787.0,754.0,762.0
91506,640600.0,743.5,2010.0,1958.0,2084.0,2017.33333333
90059,261500.0,743.307692308,2735.0,2882.0,3064.0,2893.66666667
92316,245900.0,742.875,5301.0,5195.0,4938.0,5144.66666667
95128,743300.0,742.75,1522.0,1599.0,1646.0,1589.0
92655,448100.0,742.666666667,323.0,318.0,323.0,321.333333333
95354,164400.0,742.666666667,981.0,986.0,998.0,988.333333333
95660,157400.0,742.6,1300.0,1478.0,1615.0,1464.33333333
91103,581100.0,742.6,1636.0,1575.0,1506.0,1572.33333333
95688,405900.0,742.571428571,1330.0,1381.0,1442.0,1384.33333333
93202,121500.0,742.5,560.0,567.0,574.0,567.0
95437,335900.0,742.5,544.0,542.0,536.0,540.666666667
96150,342100.0,742.333333333,1046.0,1019.0,1079.0,1048.0
91042,474400.0,742.2,1203.0,1070.0,978.0,1083.66666667
94530,675600.0,742.0,630.0,647.0,682.0,653.0
95350,193400.0,742.0,3208.0,3200.0,3220.0,3209.33333333
95991,189300.0,741.692307692,2315.0,2325.0,2408.0,2349.33333333
92804,446500.0,741.526315789,8807.0,8607.0,8372.0,8595.33333333
95210,162500.0,741.5,1393.0,1356.0,1392.0,1380.33333333
91978,414200.0,741.5,525.0,602.0,685.0,604.0
90305,398700.0,741.333333333,389.0,439.0,460.0,429.333333333
94086,987800.0,741.25,599.0,600.0,587.0,595.333333333
91764,302100.0,741.090909091,4185.0,4340.0,4401.0,4308.66666667
95404,554600.0,741.0,244.0,286.0,308.0,279.333333333
95461,232100.0,741.0,245.0,240.0,239.0,241.333333333
90280,332800.0,740.619047619,15580.0,15201.0,14311.0,15030.6666667
95132,746900.0,740.5,1199.0,1314.0,1395.0,1302.66666667
95370,217900.0,740.25,247.0,233.0,269.0,249.666666667
92570,240500.0,740.133333333,6976.0,7200.0,7424.0,7200.0
95614,303700.0,740.0,24.0,21.0,18.0,21.0
93001,494700.0,740.0,2173.0,2259.0,2381.0,2271.0
95618,536700.0,740.0,138.0,136.0,135.0,136.333333333
95814,337500.0,740.0,102.0,99.0,99.0,100.0
95046,862700.0,740.0,248.0,250.0,228.0,242.0
94536,693800.0,739.933333333,1458.0,1380.0,1491.0,1443.0
95376,314800.0,739.833333333,4975.0,4988.0,5151.0,5038.0
93455,353800.0,739.666666667,2863.0,3077.0,3263.0,3067.66666667
92284,136300.0,739.5,739.0,723.0,791.0,751.0
95207,179100.0,739.307692308,2698.0,2780.0,3026.0,2834.66666667
92841,464200.0,739.25,3299.0,3233.0,3215.0,3249.0
93215,147100.0,739.0,6035.0,6461.0,6595.0,6363.66666667
95051,859000.0,738.909090909,1936.0,1891.0,1956.0,1927.66666667
94605,401400.0,738.785714286,871.0,902.0,835.0,869.333333333
90018,427700.0,738.727272727,3397.0,3263.0,3176.0,3278.66666667
92376,251800.0,738.684210526,9124.0,9206.0,9508.0,9279.33333333
95822,194800.0,738.333333333,1804.0,1783.0,1811.0,1799.33333333
92036,293500.0,738.25,350.0,360.0,413.0,374.333333333
95117,845300.0,738.25,427.0,454.0,510.0,463.666666667
94116,930600.0,738.0,538.0,536.0,528.0,534.0
90262,304300.0,738.0,10498.0,9907.0,9964.0,10123.0
90680,397700.0,738.0,525.0,510.0,534.0,523.0
90716,324100.0,738.0,948.0,914.0,895.0,919.0
92507,280600.0,737.714285714,3183.0,3224.0,3245.0,3217.33333333
91340,345700.0,737.7,7159.0,6853.0,6408.0,6806.66666667
95827,224800.0,737.6,581.0,539.0,542.0,554.0
92114,342000.0,737.538461538,2467.0,2460.0,2536.0,2487.66666667
94945,692300.0,737.333333333,312.0,301.0,335.0,316.0
94538,644400.0,737.266666667,1880.0,1798.0,1968.0,1882.0
95320,252200.0,737.25,784.0,780.0,789.0,784.333333333
93552,216300.0,737.2,5500.0,5440.0,5191.0,5377.0
94509,273500.0,737.2,2810.0,2893.0,3028.0,2910.33333333
95965,154100.0,737.0,152.0,177.0,189.0,172.666666667
93308,173800.0,737.0,1355.0,1286.0,1317.0,1319.33333333
90032,376600.0,737.0,5634.0,5240.0,5120.0,5331.33333333
95358,173400.0,736.727272727,2507.0,2529.0,2628.0,2554.66666667
95695,263400.0,736.692307692,3596.0,3554.0,3586.0,3578.66666667
94521,499800.0,736.444444444,1615.0,1758.0,1846.0,1739.66666667
92026,412100.0,736.444444444,4242.0,4346.0,4339.0,4309.0
92253,386400.0,736.285714286,2971.0,2966.0,3082.0,3006.33333333
92703,387800.0,736.272727273,4707.0,4687.0,4530.0,4641.33333333
92395,171100.0,736.2,4061.0,3981.0,4021.0,4021.0
90001,267100.0,736.0,6997.0,6956.0,6504.0,6819.0
93422,425200.0,735.875,744.0,796.0,793.0,777.666666667
94903,772700.0,735.857142857,887.0,885.0,871.0,881.0
90062,371700.0,735.75,1325.0,1228.0,1152.0,1235.0
92345,179000.0,735.5,8334.0,8329.0,8638.0,8433.66666667
95065,661100.0,735.0,62.0,77.0,86.0,75.0
93940,617500.0,735.0,810.0,795.0,881.0,828.666666667
95973,280800.0,735.0,48.0,47.0,36.0,43.6666666667
90043,410600.0,734.9,1700.0,1813.0,1930.0,1814.33333333
92543,137100.0,734.857142857,2073.0,2201.0,2113.0,2129.0
92250,143600.0,734.5,1022.0,986.0,982.0,996.666666667
95608,430500.0,734.266666667,1150.0,1189.0,1344.0,1227.66666667
94901,878500.0,734.111111111,1706.0,1819.0,1944.0,1823.0
92028,487100.0,734.090909091,3055.0,3016.0,3008.0,3026.33333333
93309,172800.0,734.0,3721.0,3852.0,3931.0,3834.66666667
95073,657000.0,733.666666667,415.0,454.0,474.0,447.666666667
94603,255500.0,733.454545455,2162.0,2179.0,2295.0,2212.0
93705,133800.0,733.285714286,1617.0,1584.0,1604.0,1601.66666667
95386,180200.0,733.2,998.0,1014.0,1048.0,1020.0
93304,127200.0,733.071428571,4643.0,4755.0,4933.0,4777.0
95249,177700.0,733.0,107.0,138.0,170.0,138.333333333
90011,307400.0,732.892857143,15039.0,13578.0,13153.0,13923.3333333
93230,160900.0,732.857142857,4463.0,4644.0,4909.0,4672.0
92025,434900.0,732.727272727,3792.0,3694.0,3798.0,3761.33333333
95127,548200.0,732.526315789,4993.0,4819.0,4901.0,4904.33333333
93609,138100.0,732.0,794.0,782.0,833.0,803.0
95833,272900.0,731.5,1437.0,1447.0,1504.0,1462.66666667
91801,539300.0,730.777777778,2832.0,2803.0,2840.0,2825.0
95670,235800.0,730.545454545,1368.0,1370.0,1442.0,1393.33333333
94931,437000.0,730.0,145.0,158.0,195.0,166.0
94565,293900.0,729.705882353,5326.0,5726.0,5542.0,5531.33333333
94704,790100.0,729.5,469.0,438.0,471.0,459.333333333
95776,285500.0,729.5,1083.0,1058.0,1073.0,1071.33333333
95926,255500.0,729.4375,1251.0,1365.0,1402.0,1339.33333333
91602,680600.0,729.333333333,959.0,894.0,871.0,908.0
95818,445800.0,729.285714286,1172.0,1185.0,1228.0,1195.0
95111,532700.0,729.166666667,4052.0,4164.0,4134.0,4116.66666667
96064,152700.0,729.0,11.0,16.0,17.0,14.6666666667
94572,380500.0,729.0,153.0,145.0,143.0,147.0
90010,741000.0,729.0,718.0,830.0,873.0,807.0
90222,257100.0,728.875,2168.0,2073.0,2023.0,2088.0
90031,404900.0,728.571428571,4134.0,4015.0,3671.0,3940.0
92254,114000.0,728.5,1203.0,1293.0,1285.0,1260.33333333
93727,188400.0,728.214285714,4269.0,4344.0,4508.0,4373.66666667
90037,348200.0,728.166666667,4723.0,4805.0,3792.0,4440.0
96161,500600.0,728.0,576.0,583.0,638.0,599.0
95122,499500.0,727.894736842,6050.0,6068.0,5855.0,5991.0
95621,275000.0,727.714285714,591.0,543.0,571.0,568.333333333
91732,414100.0,727.444444444,8764.0,8688.0,8549.0,8667.0
94558,494300.0,727.421052632,4832.0,4740.0,4889.0,4820.33333333
95642,257600.0,727.333333333,256.0,261.0,248.0,255.0
95324,238100.0,727.333333333,471.0,498.0,529.0,499.333333333
90201,337700.0,727.315789474,16787.0,16419.0,16267.0,16491.0
95336,257800.0,727.307692308,3974.0,4009.0,4121.0,4034.66666667
94403,960600.0,727.25,1412.0,1471.0,1476.0,1453.0
94577,469000.0,727.25,2424.0,2448.0,2533.0,2468.33333333
94589,236000.0,727.2,1562.0,1677.0,1675.0,1638.0
95540,244000.0,727.2,346.0,354.0,413.0,371.0
90221,287900.0,727.2,5294.0,5592.0,5719.0,5535.0
92675,643900.0,727.0,2470.0,2513.0,2706.0,2563.0
93015,340300.0,727.0,982.0,975.0,967.0,974.666666667
93402,420900.0,727.0,191.0,181.0,182.0,184.666666667
92105,318500.0,726.714285714,3782.0,3796.0,3813.0,3797.0
95050,762900.0,726.5,863.0,882.0,846.0,863.666666667
93543,180300.0,726.5,1624.0,1515.0,1549.0,1562.66666667
93307,130000.0,726.380952381,10447.0,10714.0,10912.0,10691.0
94564,405100.0,726.333333333,1092.0,997.0,999.0,1029.33333333
93637,176400.0,726.142857143,6241.0,6474.0,6603.0,6439.33333333
90810,349300.0,726.125,3849.0,3792.0,3773.0,3804.66666667
95838,199200.0,726.0,1589.0,1760.0,1911.0,1753.33333333
92394,177100.0,726.0,432.0,393.0,422.0,415.666666667
92084,447300.0,725.375,3164.0,3344.0,3419.0,3309.0
93257,143500.0,725.2,8953.0,9526.0,9832.0,9437.0
95966,159000.0,725.1,694.0,726.0,780.0,733.333333333
95123,683400.0,724.923076923,3283.0,3279.0,3303.0,3288.33333333
92083,366800.0,724.916666667,3483.0,3506.0,3556.0,3515.0
95037,779500.0,724.909090909,2458.0,2447.0,2470.0,2458.33333333
90813,321000.0,724.555555556,4025.0,4112.0,4188.0,4108.33333333
95567,264200.0,724.0,112.0,110.0,99.0,107.0
91601,512400.0,723.833333333,3038.0,2913.0,2767.0,2906.0
91402,356400.0,723.7,5196.0,4878.0,4629.0,4901.0
95627,205300.0,723.5,425.0,415.0,426.0,422.0
95023,404200.0,723.3125,4687.0,4771.0,4926.0,4794.66666667
93454,275200.0,723.181818182,6543.0,6722.0,7040.0,6768.33333333
94590,218200.0,722.6,702.0,821.0,799.0,774.0
94578,437300.0,722.333333333,457.0,471.0,512.0,480.0
93210,136300.0,722.25,1640.0,1664.0,1701.0,1668.33333333
95112,570500.0,722.166666667,1950.0,1881.0,1947.0,1926.0
93901,398700.0,721.875,3036.0,3126.0,3381.0,3181.0
91932,382600.0,721.833333333,1924.0,1842.0,1891.0,1885.66666667
95694,311000.0,721.666666667,554.0,575.0,718.0,615.666666667
92111,474300.0,721.625,1889.0,1859.0,1874.0,1874.0
95139,672600.0,721.5,421.0,434.0,427.0,427.333333333
93263,135600.0,721.333333333,3199.0,3206.0,3228.0,3211.0
92027,367900.0,721.333333333,4904.0,4861.0,4877.0,4880.66666667
93905,275300.0,721.285714286,7970.0,8309.0,8626.0,8301.66666667
94089,748000.0,721.0,168.0,161.0,161.0,163.333333333
95330,288700.0,721.0,1370.0,1397.0,1450.0,1405.66666667
93036,405300.0,720.727272727,6660.0,6818.0,6896.0,6791.33333333
94085,732900.0,720.666666667,947.0,927.0,931.0,935.0
95204,158400.0,720.625,1697.0,1772.0,1758.0,1742.33333333
95133,609700.0,720.5,1692.0,1705.0,1763.0,1720.0
95501,216800.0,720.5,313.0,286.0,312.0,303.666666667
95045,471600.0,720.5,378.0,375.0,378.0,377.0
93436,254400.0,720.454545455,3257.0,3236.0,3316.0,3269.66666667
94612,442700.0,720.333333333,250.0,281.0,297.0,276.0
93242,121700.0,720.333333333,420.0,402.0,407.0,409.666666667
94542,669000.0,720.0,151.0,146.0,173.0,156.666666667
91107,764300.0,719.909090909,3322.0,3449.0,3488.0,3419.66666667
93101,794600.0,719.8,1083.0,1129.0,1120.0,1110.66666667
93268,106300.0,719.714285714,854.0,903.0,913.0,890.0
93212,103900.0,719.25,1986.0,1953.0,1964.0,1967.66666667
90003,279900.0,718.866666667,8647.0,7615.0,7442.0,7901.33333333
93041,311800.0,718.5,1320.0,1399.0,1438.0,1385.66666667
95817,230400.0,718.2,415.0,438.0,471.0,441.333333333
93458,253900.0,718.2,4777.0,5004.0,5238.0,5006.33333333
94606,393700.0,718.0,692.0,715.0,690.0,699.0
93644,211100.0,718.0,176.0,175.0,158.0,169.666666667
95823,185300.0,717.6,3369.0,3388.0,3537.0,3431.33333333
93240,127900.0,717.5,76.0,66.0,54.0,65.3333333333
92314,200600.0,717.0,151.0,169.0,164.0,161.333333333
